,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Travis Morin,C,TEX,30.714,391,115,132,113,247,360,971,11.74,0.296,0.354,0.292,0.645,0.942,2.465
1,T.J. Hensick,C,PEO/HFD/HAM/UTI/CHA,28.795,383,100,141,99,241,340,875,9.011,0.202,0.322,0.212,0.524,0.736,2.249
2,Andy Miele,C,POR/GR,26.48,355,106,118,87,224,311,710,14.449,0.292,0.325,0.271,0.614,0.888,2.008
3,Kris Newbury,C,CT/HER/ADK/ONT,32.601,379,108,125,77,233,310,960,13.232,0.254,0.264,0.165,0.518,0.684,1.972
4,Chris Mueller,C,MIL/TEX/HFD/SD,28.56,382,133,100,67,233,300,993,12.093,0.313,0.307,0.201,0.615,0.814,2.548
5,T.J. Brennan,D,POR/RCH/TOR/RFD,25.482,378,107,104,85,211,296,1069,11.326,0.302,0.31,0.27,0.614,0.887,2.763
6,Zach Boychuk,LW,CHA/BAK,24.978,353,126,100,54,226,280,945,10.824,0.279,0.227,0.1,0.506,0.609,2.536
7,Jason Akeson,RW,ADK/LV/RCH/BNG,24.348,338,94,100,83,194,277,908,9.317,0.264,0.291,0.25,0.557,0.8,2.78
8,Chris Bourque,LW,HER/PRO/HFD,28.502,257,96,104,77,200,277,825,13.032,0.389,0.384,0.296,0.769,1.06,3.03
9,Matthew Ford,RW,LE/HER/ADK/SPR/OKC/BAK,29.964,405,135,75,66,210,276,1035,13.304,0.356,0.203,0.187,0.558,0.744,2.66
10,Jonathan Marchessault,RW,CT/SPR/SYR,23.781,306,98,99,66,197,263,1018,11.515,0.438,0.306,0.111,0.745,0.858,3.738
11,Greg Rallo,LW,TEX/SA,33.086,414,130,79,54,209,263,1172,13.506,0.35,0.202,0.149,0.55,0.694,2.625
12,Mark Mancari,RW,POR/CHI/RCH/SA,28.243,330,106,89,67,195,262,1018,8.167,0.229,0.25,0.21,0.48,0.684,2.689
13,Chris Terry,LW,CHA,24.504,299,104,85,65,189,254,839,11.772,0.285,0.254,0.116,0.539,0.655,2.391
14,Phil Varone,C,RCH/BNG,23.844,327,74,106,67,180,247,672,12.139,0.265,0.323,0.221,0.594,0.812,2.198
15,Joe Whitney,LW,POR/ALB/BRI,26.638,314,100,72,70,172,242,839,13.289,0.351,0.215,0.306,0.567,0.877,2.558
16,Jeff Taffe,C,RFD/HOU/HER,31.695,292,87,92,59,179,238,762,11.291,0.286,0.28,0.198,0.564,0.766,2.512
17,Ben Street,C,WBS/ABB/LE/SA,27.618,293,98,81,58,179,237,960,9.295,0.381,0.421,0.326,0.804,1.13,4.178
18,Carter Camper,C,PRO/SPR/BNG/HER,26.225,328,65,86,83,151,234,676,10.025,0.175,0.234,0.229,0.409,0.638,1.758
19,Luke Adam,C,POR/RCH/SPR/HFD,24.276,342,105,71,56,176,232,813,11.328,0.25,0.188,0.139,0.438,0.578,2.183
20,Casey Wellman,RW,HOU/CT/HER/SA,25.973,300,96,75,55,171,226,771,13.037,0.322,0.23,0.175,0.552,0.728,2.49
21,Keith Aucoin,C,HER/TOR/CHI,33.984,192,50,102,70,152,222,399,13.295,0.238,0.448,0.308,0.681,0.991,1.865
22,Chris Conner,LW,WBS/GR/POR/HER/LV,30.762,264,73,96,51,169,220,582,13.227,0.292,0.382,0.19,0.677,0.865,2.204
23,Mark Arcobello,C,OKC/TOR,25.655,237,85,77,58,162,220,719,14.541,0.5,0.385,0.391,0.886,1.272,3.39
24,Bryan Lerg,LW,WBS/LE/WOR/SJ,28.684,330,97,63,60,160,220,792,11.622,0.294,0.225,0.202,0.519,0.721,2.53
25,Bracken Kearns,C,SA/WOR/BRI,32.907,325,92,66,61,158,219,617,14.204,0.27,0.216,0.189,0.483,0.677,1.862
26,Ryan Craig,LW,WBS/SPR/LE,32.722,396,94,76,45,170,215,726,11.717,0.209,0.15,0.098,0.358,0.452,1.812
27,Kael Mouillierat,LW,TEX/BRI/STJ/WBS,26.8,297,81,82,52,163,215,687,12.609,0.278,0.25,0.174,0.528,0.699,2.215
28,Ryan Hamilton,LW,TOR/OKC/BAK,29.45,308,116,58,40,174,214,604,17.383,0.355,0.154,0.142,0.51,0.652,2.054
29,Nick Drazenovic,C,PEO/SPR/WBS/SA,27.7,301,76,79,56,155,211,696,8.247,0.173,0.192,0.152,0.364,0.522,2.054
30,Colton Sceviour,RW,TEX,23.53,268,90,72,47,162,209,852,11.792,0.441,0.304,0.199,0.75,0.95,3.632
31,Jon DiSalvatore,RW,HOU/HER/SYR/SPR,33.025,292,86,67,54,153,207,604,9.066,0.162,0.24,0.122,0.4,0.52,1.539
32,Brandon Kozun,RW,MCH/TOR,23.586,319,91,71,45,162,207,660,11.871,0.248,0.241,0.079,0.489,0.568,2.074
33,Cole Schneider,LW,BNG/RCH,24.118,282,87,68,50,155,205,683,11.561,0.304,0.25,0.186,0.554,0.74,2.614
34,Pat Cannone,C,BNG/CHI,28.133,348,80,68,55,148,203,659,14.543,0.256,0.22,0.206,0.476,0.68,1.836
