,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Green Bay Gamblers,304,194,57.512,1107,769,338,51.867,9665,8478,1187,11.317,0.91,102.282
1,Indiana Ice,304,155,48.967,1048,947,101,49.146,9507,9409,98,10.256,0.897,99.942
2,Omaha Lancers,304,155,51.728,991,821,170,49.203,9097,8829,268,9.794,0.912,100.945
3,Fargo Force,304,154,53.412,991,872,119,51.032,9394,8865,529,9.851,0.909,100.694
4,Lincoln Stars,304,151,52.72,948,909,39,53.543,9877,8888,989,9.475,0.903,99.814
5,Waterloo Black Hawks,304,150,53.559,1107,997,110,52.037,9989,9324,665,10.834,0.898,100.55
6,Cedar Rapids RoughRiders,304,149,50.616,1007,842,165,49.414,9231,8712,519,10.598,0.899,100.419
7,Sioux Falls Stampede,304,141,50.56,954,928,26,51.96,9480,9168,312,9.67,0.9,99.662
8,Sioux City Musketeers,304,110,49.454,879,922,-43,50.268,8968,8948,20,9.594,0.903,99.874
9,Dubuque Fighting Saints,184,108,58.462,621,462,159,55.312,5609,4656,953,10.912,0.904,101.278
10,Chicago Steel,304,103,43.626,816,1085,-269,45.74,8612,9997,-1385,9.042,0.901,99.128
11,Youngstown Phantoms,244,98,49.075,740,837,-97,48.692,7082,7661,-579,10.385,0.898,100.13
12,Tri-City Storm,304,96,43.027,791,1121,-330,47.568,8995,10292,-1297,8.606,0.898,98.391
13,Team USA,244,92,45.596,727,827,-100,51.04,7371,7457,-86,9.305,0.883,97.609
14,Des Moines Buccaneers,304,90,43.868,881,1158,-277,46.129,9135,10528,-1393,9.23,0.899,99.085
15,Muskegon Lumberjacks,184,61,47.112,523,634,-111,47.032,5322,6122,-800,9.535,0.904,99.932
