,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,856,462,56.728,2537,2111,426,52.416,26100,23016,3084,9.607,0.92,101.554
1,Hershey Bears,856,450,54.293,2806,2306,500,48.945,25565,24973,592,11.272,0.908,102.066
2,Chicago Wolves,856,420,52.562,2646,2349,297,49.535,25713,25577,136,9.581,0.914,100.966
3,Toronto Marlies,856,414,55.032,2504,2309,195,51.079,25709,24945,764,10.063,0.914,101.369
4,Milwaukee Admirals,856,412,51.543,2378,2205,173,50.497,24483,24543,-60,9.271,0.912,100.509
5,Providence Bruins,856,396,54.384,2439,2266,173,52.114,27096,25205,1891,8.931,0.918,100.74
6,Grand Rapids Griffins,856,392,56.264,2570,2395,175,52.399,27244,25461,1783,9.272,0.92,101.304
7,Syracuse Crunch,856,372,49.716,2462,2495,-33,51.378,26139,25919,220,9.34,0.901,99.419
8,Bridgeport Sound Tigers,856,353,48.926,2336,2533,-197,49.558,25234,26699,-1465,9.212,0.906,99.761
9,Manchester Monarchs,704,353,56.075,2037,1776,261,52.83,21408,21261,147,9.406,0.916,101.084
10,Binghamton Senators,856,350,44.844,2492,2678,-186,47.75,26505,28533,-2028,8.769,0.9,98.77
11,Portland Pirates,780,345,50.181,2281,2258,23,49.846,23480,23799,-319,8.606,0.914,99.93
12,San Antonio Rampage,856,341,45.654,2318,2552,-234,48.741,25678,26471,-793,8.558,0.904,98.994
13,Rochester Americans,856,339,46.082,2360,2666,-306,46.862,24357,27418,-3061,9.195,0.905,99.714
14,Rockford IceHogs,776,338,46.306,2165,2227,-62,51.667,24431,23361,1070,7.524,0.907,98.225
15,Hamilton Bulldogs,704,317,47.308,1901,1859,42,49.08,20882,21029,-147,7.926,0.915,99.397
16,Norfolk Admirals,704,308,47.438,2012,2000,12,50.351,22060,21318,742,7.853,0.914,99.24
17,Worcester Sharks,704,302,49.438,1937,2032,-95,53.234,22852,20296,2556,7.969,0.907,98.681
18,Texas Stars,616,293,49.69,1897,1751,146,50.791,19505,18726,779,9.68,0.9,99.606
19,Hartford Wolf Pack,624,290,45.303,1757,1749,8,48.274,18636,18171,465,8.948,0.899,98.876
20,Springfield Falcons,780,282,46.164,2051,2398,-347,48.844,21749,24244,-2495,8.619,0.904,99.017
21,Lake Erie Monsters,700,280,50.246,1844,1989,-145,51.186,20204,21229,-1025,8.379,0.913,99.702
22,Manitoba Moose,552,247,45.837,1476,1487,-11,47.978,15611,16681,-1070,8.315,0.912,99.442
23,Charlotte Checkers,536,235,48.686,1494,1542,-48,50.476,16593,16692,-99,8.423,0.91,99.302
24,Peoria Rivermen,552,232,47.731,1501,1552,-51,49.019,16537,16151,386,8.104,0.915,99.568
25,Albany Devils,536,231,51.368,1410,1460,-50,52.795,15794,14979,815,8.698,0.908,99.508
26,Houston Aeros,552,221,50.982,1445,1478,-33,49.132,15294,15945,-651,9.29,0.915,100.83
27,St. John's IceCaps,456,201,48.319,1280,1334,-54,47.978,13584,13934,-350,9.363,0.91,100.301
28,Oklahoma City Barons,384,184,51.194,1143,1071,72,49.798,11828,11708,120,9.221,0.912,100.416
29,Abbotsford Heat,388,160,49.755,975,1030,-55,49.759,11711,11241,470,8.683,0.913,99.964
30,Utica Comets,304,143,48.84,813,823,-10,51.28,9288,8777,511,8.372,0.908,99.169
31,Adirondack Phantoms,388,141,45.338,949,1142,-193,49.205,11417,11837,-420,7.866,0.909,98.746
32,Albany River Rats,320,135,49.649,901,929,-28,49.124,9625,9992,-367,9.112,0.911,100.149
33,Lowell Devils,320,124,48.53,835,941,-106,48.618,9482,10200,-718,8.838,0.913,100.068
34,Philadelphia Phantoms,240,106,49.52,678,701,-23,47.348,7028,7582,-554,9.503,0.912,100.727
35,Lehigh Valley Phantoms,228,100,50.285,654,674,-20,48.452,6822,7351,-529,9.485,0.912,100.685
36,Connecticut Whale,232,97,49.567,630,637,-7,48.287,6802,7074,-272,9.2,0.912,100.393
37,Iowa Wild,304,95,45.098,677,885,-208,47.248,8666,9741,-1075,7.751,0.916,99.406
38,Ontario Reign,136,78,54.7,389,326,63,52.94,4205,3740,465,8.92,0.917,100.635
39,San Diego Gulls,136,74,52.985,421,374,47,50.835,4236,4096,140,9.58,0.912,100.875
40,San Jose Barracuda,136,70,54.055,426,361,65,52.075,4297,3950,347,9.51,0.912,100.65
41,Iowa Stars,160,68,47.12,429,482,-53,50.75,4692,4559,133,8.795,0.897,98.515
42,Bakersfield Condors,136,62,50.255,410,407,3,47.835,4047,4416,-369,9.64,0.912,100.79
43,Stockton Heat,136,61,49.37,401,412,-11,50.55,4365,4259,106,8.845,0.907,99.485
44,Quad City Flames,160,58,48.94,399,416,-17,54.07,4992,4239,753,7.64,0.906,98.315
45,Omaha Ak-Sar-Ben Knights,80,41,52.28,206,188,18,51.21,2194,2090,104,9.02,0.913,100.28
46,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
47,Iowa Chops,80,32,45.41,208,250,-42,47.59,2072,2282,-210,9.82,0.893,99.1
48,Cleveland Monsters,76,32,49.21,188,194,-6,48.91,2237,2337,-100,7.95,0.922,100.12
49,Springfield Thunderbirds,76,30,48.87,195,204,-9,49.84,2189,2203,-14,8.49,0.912,99.69
50,Tucson Roadrunners,68,26,43.71,184,237,-53,44.93,1878,2302,-424,9.46,0.9,99.44
