,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Rouyn-Noranda Huskies,467,276,63.632,1851,1388,463,56.591,15280,12864,2416,11.098,0.916,102.736,60.567,224.558,151.378,73.18,9.918,0.916,101.444,27.585,0.354,3.55,0.033,508,394,114,63.935,1770,1428,342,58.745,27.818,0.778,481,330,151,66.588,2063,1551,512,62.925,23.834,0.798,862,664,198,60.328,11447,9885,1562,55.184,5.885,0.951
1,Halifax Mooseheads,467,258,58.629,1811,1485,326,52.719,15242,13828,1414,11.945,0.906,102.532,54.214,223.738,192.499,31.237,10.663,0.9,100.638,25.528,0.386,11.308,0.182,518,421,97,58.631,2062,1783,279,55.289,24.176,0.786,441,352,89,58.704,2157,1991,166,53.929,21.496,0.828,852,712,140,58.422,11023,10054,969,51.99,7.518,0.942
2,Rimouski Oceanic,468,251,57.924,1687,1378,309,54.35,14899,13396,1503,11.046,0.903,101.318,52.716,190.706,173.045,17.66,9.254,0.902,99.382,35.216,0.538,2.747,0.042,408,426,-18,54.881,1647,1826,-179,52.452,24.218,0.784,399,300,99,61.175,1830,1541,289,55.235,20.969,0.832,880,652,228,57.939,11422,10029,1393,54.48,7.022,0.936
3,Blainville-Boisbriand Armada,468,246,49.022,1584,1339,245,49.965,13674,12365,1309,10.312,0.893,99.576,49.31,177.769,179.921,-2.153,9.41,0.904,99.787,17.606,0.27,-22.936,-0.332,425,393,32,49.196,1581,1414,167,51.944,24.446,0.724,339,324,15,41.998,1767,1801,-34,45.267,15.775,0.813,820,622,198,51.67,10326,9150,1176,50.522,6.954,0.936
4,Drummondville Voltigeurs,467,235,59.218,1626,1523,103,57.548,14577,12898,1679,11.97,0.89,100.955,56.718,210.18,164.626,45.554,9.564,0.901,99.665,54.555,0.722,-17.185,-0.336,437,424,13,58.021,1796,1578,218,55.191,26.441,0.764,394,357,37,59.177,1956,1785,171,57.658,21.808,0.798,795,742,53,60.093,10825,9535,1290,57.935,7.502,0.932
5,Quebec Remparts,467,222,48.0,1532,1516,16,51.084,13866,14394,-528,9.636,0.893,98.947,52.624,174.738,156.754,17.982,9.062,0.915,100.579,10.264,0.172,-38.232,-0.661,453,345,108,52.201,1708,1386,322,55.077,21.905,0.758,360,264,96,57.35,1839,1369,470,59.792,18.136,0.8,719,907,-188,42.497,10319,11639,-1320,49.199,5.969,0.924
6,Val-d'Or Foreurs,467,220,40.803,1686,1743,-57,42.231,14324,15590,-1266,10.056,0.894,99.38,42.646,160.09,213.293,-53.205,9.012,0.912,100.17,18.21,0.312,-43.6,-0.551,557,426,131,44.678,1892,1651,241,45.657,26.232,0.722,392,480,-88,37.508,1859,2085,-226,37.642,23.036,0.772,737,837,-100,40.823,10573,11854,-1281,42.445,5.591,0.94
7,Gatineau Olympiques,465,214,48.581,1559,1546,13,46.425,13467,13645,-178,11.031,0.898,100.842,47.189,174.21,192.452,-18.238,10.012,0.902,100.258,14.852,0.305,-8.298,-0.13,460,484,-24,46.462,1675,1807,-132,43.308,29.511,0.746,378,350,28,51.23,1930,1887,43,46.993,20.003,0.82,721,712,9,48.9,9862,9951,-89,46.701,6.587,0.94
8,Cape Breton Screaming Eagles,467,213,52.64,1682,1702,-20,53.939,14759,14000,759,10.967,0.888,99.676,53.974,218.266,189.588,28.681,10.475,0.896,100.001,8.544,0.146,-11.819,-0.244,446,505,-59,49.704,1911,1977,-66,51.75,21.237,0.773,376,434,-58,52.083,1909,2006,-97,53.799,20.048,0.786,860,763,97,54.528,10939,10017,922,54.424,7.356,0.93
9,Moncton Wildcats,468,213,49.156,1663,1730,-67,49.957,14712,14694,18,10.821,0.886,99.453,50.305,218.213,221.088,-2.878,10.75,0.894,100.068,1.881,0.02,-13.786,-0.207,453,526,-73,49.598,1915,2080,-165,51.549,23.158,0.748,387,438,-51,44.047,1976,2289,-313,46.721,18.742,0.791,823,766,57,51.772,10821,10325,496,50.261,6.858,0.932
10,Baie-Comeau Drakkar,467,212,53.678,1573,1535,38,51.707,14822,14404,418,11.242,0.899,101.126,53.348,187.6,172.102,15.492,9.158,0.914,100.537,43.699,0.625,-24.569,-0.448,462,409,53,52.796,1781,1543,238,52.616,26.864,0.73,367,336,31,57.108,1888,1595,293,55.728,21.494,0.803,744,790,-46,53.006,11153,11266,-113,50.917,6.929,0.939
11,Victoriaville Tigres,468,211,49.218,1602,1570,32,47.043,13776,14882,-1106,10.895,0.902,101.097,45.864,167.347,188.35,-21.002,9.01,0.907,99.686,32.09,0.565,-8.916,-0.142,370,440,-70,43.612,1481,1820,-339,42.356,24.117,0.77,367,351,16,50.293,1730,1845,-115,46.487,20.944,0.82,865,779,86,51.467,10565,11217,-652,47.894,7.525,0.938
12,Chicoutimi Sagueneens,467,187,48.82,1365,1530,-165,48.462,13672,14503,-831,10.074,0.9,100.056,49.494,172.12,175.496,-3.376,9.433,0.91,100.375,9.458,0.192,-17.439,-0.288,449,421,28,57.648,1634,1481,153,55.962,26.614,0.751,289,405,-116,40.081,1616,1950,-334,45.223,17.236,0.786,627,704,-77,47.502,10422,11072,-650,47.806,5.87,0.94
13,Charlottetown Islanders,399,185,51.256,1336,1340,-4,53.087,13373,12963,410,9.552,0.898,99.374,52.314,218.356,199.554,18.803,9.952,0.898,99.702,-9.014,-0.122,2.93,0.023,415,430,-15,50.578,1758,1669,89,54.176,22.543,0.738,327,283,44,53.771,1917,1687,230,55.039,15.268,0.841,594,627,-33,50.667,9698,9607,91,52.472,5.572,0.942
14,Sherbrooke Phoenix,467,175,49.366,1455,1758,-303,52.573,14209,15192,-983,9.916,0.886,98.464,50.186,200.09,199.666,0.425,9.383,0.897,99.071,10.177,0.16,-20.242,-0.342,381,481,-100,48.508,1586,1945,-359,49.644,24.852,0.743,294,408,-114,50.328,1826,2359,-533,49.803,13.426,0.865,780,869,-89,49.933,10797,10888,-91,53.698,6.912,0.917
15,Saint John Sea Dogs,467,174,38.912,1429,1769,-340,44.452,14069,16038,-1969,9.38,0.883,97.584,42.023,178.766,244.489,-65.722,9.466,0.895,98.939,-1.625,-0.026,-30.339,-0.381,403,498,-95,39.409,1761,2218,-457,41.474,21.414,0.764,351,413,-62,40.122,1831,2140,-309,43.97,16.792,0.802,675,858,-183,37.82,10477,11680,-1203,45.122,5.774,0.924
16,Shawinigan Cataractes,467,172,40.486,1441,1736,-295,44.067,13415,15375,-1960,10.394,0.879,98.229,44.331,172.82,213.025,-40.205,9.831,0.903,100.091,8.462,0.169,-54.134,-0.727,438,518,-80,42.661,1668,1866,-198,46.654,25.947,0.693,331,402,-71,38.417,1714,1989,-275,41.3,18.718,0.788,672,816,-144,39.876,10033,11520,-1487,44.214,6.031,0.927
17,Acadie-Bathurst Titan,467,169,42.314,1428,1756,-328,44.796,14362,15552,-1190,9.999,0.889,98.839,42.255,182.212,225.72,-43.502,9.401,0.896,99.042,4.661,0.18,-21.643,-0.241,452,512,-60,40.396,1816,1968,-152,37.579,26.813,0.764,365,410,-45,46.318,1975,1878,97,46.27,21.663,0.785,611,834,-223,41.387,10571,11706,-1135,46.213,5.276,0.936
18,PEI Rocket,68,39,53.28,260,228,32,50.76,2198,2132,66,11.26,0.895,100.74,49.05,207.59,215.59,-8.0,9.51,0.899,99.37,38.41,0.528,-8.411,-0.119,82,66,16,55.41,252,260,-8,49.22,32.54,0.746,59,65,-6,47.58,270,321,-51,45.69,21.85,0.8,119,97,22,55.09,1676,1551,125,51.94,6.32,0.939
