,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Travis Morin,C,TEX,29.809,264,79,97,85,176,261,685,12.151,0.341,0.353,0.339,0.695,1.035,2.748
1,Jonathan Marchessault,RW,CT/SPR/SYR,22.844,295,92,96,66,188,254,974,9.39,0.325,0.342,0.222,0.67,0.896,3.476
2,Andy Miele,C,POR/GR,25.543,280,88,94,67,182,249,562,16.738,0.345,0.33,0.272,0.668,0.945,2.046
3,T.J. Hensick,C,PEO/HFD/HAM,27.89,259,70,91,70,161,231,568,11.919,0.261,0.325,0.258,0.586,0.845,2.236
4,Jason Akeson,RW,ADK/LV,23.41,265,81,79,65,160,225,715,11.894,0.348,0.292,0.249,0.644,0.889,2.92
5,Kris Newbury,C,CT/HER/ADK,31.695,266,81,81,61,162,223,691,11.933,0.286,0.271,0.223,0.56,0.784,2.424
6,Joe Whitney,LW,ALB,25.732,277,86,65,57,151,208,744,12.368,0.325,0.254,0.231,0.58,0.81,2.63
7,Mark Mancari,RW,CHI/RCH/SA,28.306,274,74,70,54,144,198,814,8.001,0.22,0.244,0.206,0.465,0.665,2.67
8,Carter Camper,C,PRO/SPR/BNG,25.319,261,55,72,71,127,198,571,10.59,0.205,0.264,0.279,0.469,0.748,1.987
9,Chris Bourque,LW,HER/PRO/HFD,27.378,185,66,76,55,142,197,618,11.575,0.358,0.378,0.282,0.728,1.01,3.18
10,Ben Street,C,WBS/ABB/LE,26.712,242,79,69,45,148,193,770,9.208,0.295,0.324,0.248,0.624,0.87,3.459
11,Chris Mueller,C,MIL/TEX/HFD,27.654,252,89,57,47,146,193,661,12.049,0.311,0.209,0.218,0.52,0.731,2.516
12,Phil Varone,C,RCH,22.906,262,55,85,52,140,192,527,11.178,0.24,0.326,0.211,0.568,0.775,2.166
13,Casey Wellman,RW,HOU/CT/HER/SA,26.036,258,82,62,47,144,191,654,13.216,0.326,0.225,0.175,0.551,0.728,2.485
14,Chris Terry,LW,CHA,24.566,219,70,69,51,139,190,626,11.272,0.272,0.264,0.119,0.536,0.655,2.395
15,T.J. Brennan,D,RCH/TOR/RFD,24.577,237,67,68,54,135,189,757,7.873,0.25,0.298,0.238,0.551,0.786,3.132
16,Zach Boychuk,LW,CHA,24.073,221,92,58,35,150,185,596,15.055,0.385,0.222,0.16,0.608,0.774,2.52
17,Matthew Ford,RW,HER/ADK/SPR/OKC,29.059,265,82,54,47,136,183,664,11.571,0.298,0.223,0.191,0.518,0.706,2.546
18,Jordan Weal,C,MCH,21.543,214,58,70,44,128,172,477,10.36,0.24,0.325,0.201,0.57,0.77,2.324
19,Jeff Taffe,C,HOU/HER,31.82,218,57,69,45,126,171,545,10.7,0.268,0.28,0.198,0.545,0.748,2.5
20,Martin St. Pierre,C,SPR/RFD/HAM,29.348,220,47,69,55,116,171,460,9.84,0.192,0.305,0.25,0.497,0.755,1.92
21,Kael Mouillierat,LW,BRI/STJ,25.894,223,63,65,40,128,168,536,13.05,0.308,0.266,0.181,0.574,0.75,2.374
22,Colton Sceviour,RW,TEX,23.656,191,74,58,36,132,168,681,11.69,0.45,0.312,0.202,0.768,0.972,3.765
23,Jason Jaffray,LW,STJ,32.336,224,62,63,42,125,167,472,14.804,0.298,0.218,0.178,0.516,0.694,2.035
24,Greg Rallo,LW,SA/TEX,32.18,279,82,49,34,131,165,783,10.738,0.308,0.191,0.116,0.495,0.611,2.856
25,Andrew Agozzino,LW,LE,22.95,225,67,58,40,125,165,619,10.992,0.328,0.25,0.192,0.58,0.762,2.92
26,Brandon Kozun,RW,MCH/TOR,23.649,246,68,58,33,126,159,509,11.852,0.245,0.244,0.078,0.489,0.565,2.058
27,Linden Vey,C,MCH,21.416,191,55,62,41,117,158,336,15.905,0.305,0.385,0.245,0.683,0.933,1.912
28,Brandon Pirri,C,RFD,21.684,168,56,51,50,107,157,510,11.212,0.37,0.305,0.285,0.672,0.96,3.298
29,Chris Conner,LW,GR/POR/WBS/HER,29.856,195,54,66,36,120,156,429,13.405,0.305,0.306,0.176,0.616,0.788,2.28
30,Alexandre Bolduc,C,POR/CHI,28.347,200,68,61,26,129,155,440,15.04,0.332,0.298,0.143,0.63,0.772,2.18
31,Nick Drazenovic,C,SPR/WBS,26.794,191,51,59,45,110,155,448,13.544,0.286,0.281,0.213,0.566,0.779,2.154
32,Trevor Smith,C,NOR/WBS/TOR,28.725,171,61,56,37,117,154,403,15.515,0.32,0.326,0.161,0.646,0.805,2.112
33,Ryan Hamilton,LW,TOR/OKC,28.544,203,80,46,26,126,152,387,19.676,0.378,0.234,0.15,0.606,0.756,1.888
34,Danny Syvret,D,PEO/ADK/HFD/WBS/IA,28.382,302,28,64,60,92,152,568,5.814,0.092,0.17,0.18,0.261,0.446,1.645
35,Tim Kennedy,C,SA/WOR/POR/HER,27.504,195,41,63,47,104,151,282,13.118,0.182,0.312,0.245,0.494,0.739,1.34
