,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Alexandre Picard,D/LW,HAL/SHE/LEW/CAP,18.589,455,124,90,102,214,316,1135,11.716,0.374,0.285,0.207,0.659,0.865,2.995
1,Steve Bernier,RW,MON,18.586,271,151,61,101,212,313,888,15.683,0.538,0.292,0.289,0.83,1.119,3.509
2,Dany Roussin,LW,SHE/RIM,18.808,272,143,96,72,239,311,756,19.14,0.666,0.37,0.388,1.036,1.422,3.334
3,Sidney Crosby,C,RIM,16.608,121,120,130,53,250,303,628,19.13,0.99,1.07,0.435,2.06,2.5,5.18
4,Josh Hennessy,C,QUE,18.728,269,128,78,85,206,291,956,13.172,0.519,0.424,0.246,0.942,1.19,3.915
5,Benoit Mondou,C,BAC/SHA,18.496,249,86,91,109,177,286,669,11.965,0.336,0.455,0.345,0.792,1.135,2.869
6,Louis-Philippe Martin,RW,BAC/DRU,19.078,255,119,129,34,248,282,754,16.741,0.55,0.446,0.169,0.998,1.16,3.312
7,Karl Gagne,C,MON/QUE,19.328,279,94,138,44,232,276,736,13.034,0.374,0.48,0.209,0.857,1.066,2.832
8,Marc-Antoine Pouliot,C,RIM,18.444,205,111,70,87,181,268,873,12.97,0.571,0.435,0.396,1.006,1.402,4.459
9,Maxime Talbot,C,HUL/GAT,18.843,185,95,105,62,200,262,539,16.43,0.505,0.662,0.402,1.162,1.568,3.128
10,Francis Lemieux,RW,CHI,19.688,272,99,77,74,176,250,730,13.736,0.392,0.359,0.267,0.751,1.012,2.89
11,Yannick Tifu,C,ROU,19.05,279,99,113,36,212,248,690,14.298,0.402,0.448,0.195,0.849,1.044,2.722
12,Francois-Pierre Guenette,C,HAL/CAP,19.784,246,95,110,39,205,244,533,14.921,0.346,0.382,0.196,0.728,0.925,2.231
13,Michael Tessier,LW,BAT/CAP/QUE,19.212,238,88,75,68,163,231,613,14.024,0.376,0.334,0.298,0.711,1.011,2.67
14,Pascal Pelletier,C,BAC/SHA,19.5,187,97,79,53,176,229,574,16.262,0.53,0.425,0.302,0.955,1.252,3.133
15,Jean-Michel Daoust,RW,HUL/GAT,19.06,204,81,62,83,143,226,473,16.942,0.432,0.348,0.473,0.78,1.252,2.498
16,Stephen Dixon,C,CAP,18.148,236,83,94,47,177,224,679,11.495,0.37,0.45,0.26,0.815,1.074,3.346
17,Pierre-Alexandre Parenteau,RW,CHI/SHE,18.98,127,84,129,8,213,221,556,14.935,0.655,1.025,0.06,1.68,1.745,4.37
18,Olivier Proulx,C,DRU/BAC,20.166,142,81,99,41,180,221,460,17.685,0.57,0.695,0.29,1.27,1.56,3.24
19,Pierre-Andre Bureau,C,MTL/PEI,19.536,281,79,74,67,153,220,662,13.306,0.35,0.31,0.192,0.658,0.85,2.536
20,Nicolas Corbeil,C,SHE/CAP,19.714,157,81,34,102,115,217,600,12.04,0.445,0.25,0.58,0.695,1.275,3.682
21,Guillaume Fournier,RW,VIC/GAT,19.889,198,100,91,26,191,217,748,12.938,0.542,0.475,0.158,1.013,1.172,4.055
22,Philippe Dupuis,C,HUL/GAT/ROU,18.52,257,81,102,33,183,216,704,11.964,0.402,0.441,0.202,0.844,1.046,3.226
23,Maxime Boisclair,LW,SHE/CHI,18.708,264,103,53,57,156,213,669,15.985,0.524,0.248,0.295,0.77,1.06,3.168
24,Jean-Francois Cyr,RW,DRU/HAL/CAP,19.635,199,79,75,56,154,210,580,13.815,0.432,0.408,0.268,0.84,1.105,3.075
25,Olivier Fillion,C,BAT,19.452,143,65,42,101,107,208,412,15.93,0.455,0.295,0.705,0.745,1.45,2.885
26,Michael Lambert,C,MTL/PEI,18.766,209,99,82,16,181,197,881,11.482,0.515,0.392,0.12,0.905,1.025,4.44
27,Yannick Riendeau,C/RW,DRU/ROU/BAT,18.092,278,77,79,41,156,197,646,12.229,0.24,0.173,0.135,0.418,0.546,2.119
28,Pierre-Luc Sleigher,RW,VIC,20.09,136,77,77,41,154,195,551,14.21,0.57,0.57,0.3,1.135,1.44,4.07
29,Cory Urquhart,C,QUE/MTL/PEI,18.206,208,87,31,75,118,193,715,12.412,0.442,0.205,0.345,0.65,0.992,3.528
30,Mathieu Brunelle,LW,VIC/HUL,18.945,142,81,33,79,114,193,424,19.215,0.57,0.23,0.56,0.8,1.36,2.99
31,Guillaume Labrecque,RW,HUL/GAT,18.382,245,75,89,29,164,193,501,14.276,0.355,0.408,0.164,0.764,0.93,2.499
32,Jonathan Gagnon,RW,ROU,19.413,136,91,12,89,103,192,402,22.545,0.675,0.085,0.66,0.76,1.42,2.96
33,Stuart MacRae,C,CAP/HAL,19.726,146,67,123,0,190,190,633,10.645,0.46,0.84,0.0,1.305,1.305,4.33
