,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,536,298,56.768,1549,1276,273,52.439,16017,14242,1775,9.607,0.92,101.56
1,Toronto Marlies,536,279,55.072,1626,1370,256,51.064,15853,15833,20,10.068,0.914,101.388
2,Grand Rapids Griffins,536,269,56.252,1657,1436,221,52.402,17319,15916,1403,9.265,0.92,101.296
3,Hershey Bears,536,262,54.256,1624,1423,201,48.942,15246,15531,-285,11.259,0.908,102.05
4,Milwaukee Admirals,536,255,51.554,1472,1374,98,50.48,15592,15513,79,9.269,0.912,100.518
5,Texas Stars,536,252,49.658,1664,1557,107,50.823,17362,16196,1166,9.662,0.9,99.585
6,Chicago Wolves,536,251,52.526,1542,1452,90,49.534,15892,16036,-144,9.58,0.914,100.954
7,Providence Bruins,536,247,54.342,1492,1399,93,52.1,16874,16092,782,8.928,0.918,100.731
8,Binghamton Senators,536,236,44.892,1579,1626,-47,47.736,16261,17874,-1613,8.78,0.9,98.792
9,Charlotte Checkers,536,235,48.686,1494,1542,-48,50.476,16593,16692,-99,8.423,0.91,99.302
10,Syracuse Crunch,536,233,49.706,1539,1568,-29,51.358,16321,15913,408,9.341,0.901,99.422
11,Albany Devils,536,231,51.368,1410,1460,-50,52.795,15794,14979,815,8.698,0.908,99.508
12,Rockford IceHogs,536,230,46.278,1483,1565,-82,51.674,17348,16137,1211,7.517,0.907,98.213
13,Bridgeport Sound Tigers,536,218,48.898,1468,1614,-146,49.537,15668,16415,-747,9.22,0.906,99.758
14,Rochester Americans,536,212,46.066,1475,1633,-158,46.846,15341,17264,-1923,9.195,0.905,99.714
15,San Antonio Rampage,536,207,45.648,1433,1606,-173,48.74,16097,16744,-647,8.557,0.904,98.992
16,Manchester Monarchs,384,202,56.193,1150,968,182,52.924,11830,11337,493,9.431,0.916,101.091
17,St. John's IceCaps,456,201,48.319,1280,1334,-54,47.978,13584,13934,-350,9.363,0.91,100.301
18,Portland Pirates,460,201,50.201,1346,1382,-36,49.812,13885,14466,-581,8.63,0.914,99.958
19,Lake Erie Monsters,460,198,50.328,1214,1258,-44,51.242,13645,13722,-77,8.376,0.914,99.712
20,Springfield Falcons,460,194,46.26,1285,1334,-49,48.88,13160,13621,-461,8.648,0.904,99.044
21,Oklahoma City Barons,384,184,51.194,1143,1071,72,49.798,11828,11708,120,9.221,0.912,100.416
22,Norfolk Admirals,384,173,47.6,1070,1008,62,50.496,11994,11210,784,7.877,0.914,99.241
23,Hamilton Bulldogs,384,158,47.223,937,1054,-117,49.042,11314,11725,-411,7.89,0.915,99.378
24,Worcester Sharks,384,150,49.287,988,1087,-99,53.148,12333,11194,1139,7.938,0.908,98.667
25,Utica Comets,304,143,48.84,813,823,-10,51.28,9288,8777,511,8.372,0.908,99.169
26,Abbotsford Heat,308,128,49.601,765,806,-41,49.888,9173,8859,314,8.6,0.913,99.881
27,Hartford Wolf Pack,304,127,45.088,801,901,-100,48.114,8597,9095,-498,8.92,0.899,98.846
28,Adirondack Phantoms,308,113,45.354,754,895,-141,49.16,9098,9443,-345,7.874,0.909,98.765
29,Houston Aeros,232,101,51.532,634,596,38,49.29,6627,6788,-161,9.305,0.916,100.952
30,Lehigh Valley Phantoms,228,100,50.285,654,674,-20,48.452,6822,7351,-529,9.485,0.912,100.685
31,Connecticut Whale,232,97,49.567,630,637,-7,48.287,6802,7074,-272,9.2,0.912,100.393
32,Peoria Rivermen,232,97,47.902,606,633,-27,48.705,6946,7337,-391,8.108,0.917,99.742
33,Iowa Wild,304,95,45.098,677,885,-208,47.248,8666,9741,-1075,7.751,0.916,99.406
34,Manitoba Moose,232,87,45.868,586,686,-100,48.188,6806,7404,-598,8.202,0.912,99.393
35,Ontario Reign,136,78,54.7,389,326,63,52.94,4205,3740,465,8.92,0.917,100.635
36,San Diego Gulls,136,74,52.985,421,374,47,50.835,4236,4096,140,9.58,0.912,100.875
37,San Jose Barracuda,136,70,54.055,426,361,65,52.075,4297,3950,347,9.51,0.912,100.65
38,Bakersfield Condors,136,62,50.255,410,407,3,47.835,4047,4416,-369,9.64,0.912,100.79
39,Stockton Heat,136,61,49.37,401,412,-11,50.55,4365,4259,106,8.845,0.907,99.485
40,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
41,Cleveland Monsters,76,32,49.21,188,194,-6,48.91,2237,2337,-100,7.95,0.922,100.12
42,Springfield Thunderbirds,76,30,48.87,195,204,-9,49.84,2189,2203,-14,8.49,0.912,99.69
43,Tucson Roadrunners,68,26,43.71,184,237,-53,44.93,1878,2302,-424,9.46,0.9,99.44
