,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Yannick Riendeau,RW,DRU,20.244,64,58,38,30,96,126,262,22.14,0.91,0.59,0.47,1.5,1.97,4.09
1,Dany Masse,C,DRU,20.345,68,44,39,27,83,110,293,15.02,0.65,0.57,0.4,1.22,1.62,4.31
2,Cedric Lalonde-McNicoll,C,SHA,20.05,65,38,36,30,74,104,269,14.13,0.58,0.55,0.46,1.14,1.6,4.14
3,Paul Byron,C,GAT,19.387,64,33,33,33,66,99,159,20.75,0.52,0.52,0.52,1.03,1.55,2.48
4,Mike Hoffman,C,DRU,18.809,62,52,24,18,76,94,246,21.14,0.84,0.39,0.29,1.23,1.52,3.97
5,Nicholas Petersen,RW,SHA,19.305,68,37,39,14,76,90,216,17.13,0.54,0.57,0.21,1.12,1.32,3.18
6,Felix Petit,C,BAC,20.052,68,25,46,19,71,90,203,12.32,0.37,0.68,0.28,1.04,1.32,2.99
7,Matthew Pistilli,RW,SHA,19.913,63,45,19,22,64,86,245,18.37,0.71,0.3,0.35,1.02,1.37,3.89
8,Alexandre Quesnel,LW,GAT,18.867,63,37,28,17,65,82,177,20.9,0.59,0.44,0.27,1.03,1.3,2.81
9,Pierre-Alexandre Vandall,C,SHA,18.831,64,34,30,17,64,81,174,19.54,0.53,0.47,0.27,1.0,1.27,2.72
10,Robert Slaney,LW,CAP,19.924,63,36,28,17,64,81,246,14.63,0.57,0.44,0.27,1.02,1.29,3.9
11,Benjamin Casavant,LW,PEI,17.651,68,39,20,21,59,80,222,17.57,0.57,0.29,0.31,0.87,1.18,3.26
12,Nick Layton,RW,MTL,19.768,68,29,27,23,56,79,268,10.82,0.43,0.4,0.34,0.82,1.16,3.94
13,Samson Mahbod,RW,DRU,19.614,66,30,25,24,55,79,209,14.35,0.45,0.38,0.36,0.83,1.2,3.17
14,Philippe Cornet,LW,RIM,18.47,63,29,26,22,55,77,242,11.98,0.46,0.41,0.35,0.87,1.22,3.84
15,Mathieu Tousignant,C,CHI/PEI,18.818,68,29,27,21,56,77,199,14.57,0.43,0.4,0.31,0.82,1.13,2.93
16,Maxime Sauve,C,VDO,18.626,64,27,33,16,60,76,185,14.59,0.42,0.52,0.25,0.94,1.19,2.89
17,Jean-Philip Chabot,C,GAT,20.46,67,33,18,25,51,76,198,16.67,0.49,0.27,0.37,0.76,1.13,2.96
18,Mikhail Stefanovich,RW,QUE,18.801,56,49,16,11,65,76,208,23.56,0.88,0.29,0.2,1.16,1.36,3.71
19,Dmitri Kugryshev,RW,QUE,18.659,57,34,26,14,60,74,214,15.89,0.6,0.46,0.25,1.05,1.3,3.75
20,Sebastien Piche,D,RIM,20.614,62,23,32,17,55,72,238,9.66,0.37,0.52,0.27,0.89,1.16,3.84
21,Benjamin Breault,C,QUE,20.567,59,34,24,14,58,72,206,16.5,0.58,0.41,0.24,0.98,1.22,3.49
22,Chris Doyle,LW,PEI,18.486,59,30,29,13,59,72,235,12.77,0.51,0.49,0.22,1.0,1.22,3.98
23,Spencer Jezegou,RW,BAT,19.921,66,29,16,25,45,70,175,16.57,0.44,0.24,0.38,0.68,1.06,2.65
24,Guillaume Goulet,RW,BAC,17.917,68,45,13,11,58,69,233,19.31,0.66,0.19,0.16,0.85,1.01,3.43
25,Jacob Lagace,RW,CHI,18.683,64,32,21,16,53,69,250,12.8,0.5,0.33,0.25,0.83,1.08,3.91
26,Chris Culligan,C,CAP,20.23,65,14,39,16,53,69,222,6.31,0.22,0.6,0.25,0.82,1.06,3.42
27,Jordan Caron,RW,RIM,17.87,56,36,12,19,48,67,205,17.56,0.64,0.21,0.34,0.86,1.2,3.66
28,Maxime Tanguay,C,VIC,19.831,62,26,24,16,50,66,144,18.06,0.42,0.39,0.26,0.81,1.06,2.32
29,Nicolas Deschamps,LW,CHI,18.692,65,24,27,14,51,65,182,13.19,0.37,0.42,0.22,0.78,1.0,2.8
30,Matt Eagles,C,MON,20.66,68,29,21,15,50,65,196,14.8,0.43,0.31,0.22,0.74,0.96,2.88
31,Michael Kirkpatrick,C,SNB,18.355,67,34,15,15,49,64,195,17.44,0.51,0.22,0.22,0.73,0.96,2.91
32,Sergey Ostapchuk,RW,ROU,18.495,61,29,23,11,52,63,169,17.16,0.48,0.38,0.18,0.85,1.03,2.77
33,Dmitry Kulikov,D,DRU,17.881,57,12,28,22,40,62,155,7.74,0.21,0.49,0.39,0.7,1.09,2.72
34,Benoit Gervais,D,ROU,20.365,62,17,26,19,43,62,175,9.71,0.27,0.42,0.31,0.69,1.0,2.82
35,Maxime Gratchev,LW,LEW,19.97,64,30,24,7,54,61,276,10.87,0.47,0.38,0.11,0.84,0.95,4.31
36,Marc-Olivier Vachon,C,DRU,18.36,68,23,26,12,49,61,184,12.5,0.34,0.38,0.18,0.72,0.9,2.71
37,Gabriel Bourque,LW,BAC,17.98,60,22,15,24,37,61,136,16.18,0.37,0.25,0.4,0.62,1.02,2.27
38,Joel Champagne,C,CHI/PEI,18.642,52,24,26,11,50,61,144,16.67,0.46,0.5,0.21,0.96,1.17,2.77
39,Dave Labrecque,C,SHA,18.634,59,13,22,26,35,61,126,10.32,0.22,0.37,0.44,0.59,1.03,2.14
40,Tomy Joly,LW,MON/BAT,20.214,69,33,18,9,51,60,209,15.79,0.48,0.26,0.13,0.74,0.87,3.03
41,Kelsey Tessier,C,QUE,18.664,64,25,24,11,49,60,176,14.2,0.39,0.38,0.17,0.77,0.94,2.75
42,Marc-Andre Bourdon,D,RIM/ROU,18.996,54,18,23,19,41,60,157,11.46,0.33,0.43,0.35,0.76,1.11,2.91
43,Christopher DiDomenico,LW,DRU/SNB,19.568,51,19,21,19,40,59,173,10.98,0.37,0.41,0.37,0.78,1.16,3.39
44,Pier-Luc Giguere,RW,ROU,19.253,64,24,20,15,44,59,119,20.17,0.38,0.31,0.23,0.69,0.92,1.86
