,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Corey Locke,C,OTT,18.355,64,58,48,39,106,145,0.91,0.75,0.61,1.66,2.27
1,Matt Foy,RW,OTT,19.33,66,59,49,18,108,126,0.89,0.74,0.27,1.64,1.91
2,Chad LaRose,RW,PLY,20.471,67,61,34,22,95,117,0.91,0.51,0.33,1.42,1.75
3,Joey Tenute,C,SAR,19.456,68,41,38,33,79,112,0.6,0.56,0.49,1.16,1.65
4,Kyle Wellwood,C,WSR,19.335,57,41,43,16,84,100,0.72,0.75,0.28,1.47,1.75
5,Jamie Johnson,C,OSH,20.644,68,24,55,21,79,100,0.35,0.81,0.31,1.16,1.47
6,Eric Staal,C,PBO,17.879,66,39,41,18,80,98,0.59,0.62,0.27,1.21,1.48
7,Kris Newbury,C,SAR,20.57,64,34,41,17,75,92,0.53,0.64,0.27,1.17,1.44
8,Matthew Stajan,LW,BELV,18.741,55,33,36,21,69,90,0.6,0.65,0.38,1.25,1.64
9,Ryan Ramsay,C,PLY,19.33,59,33,28,27,61,88,0.56,0.47,0.46,1.03,1.49
10,Brandon Nolan,C,OSH,19.163,68,36,32,20,68,88,0.53,0.47,0.29,1.0,1.29
11,Michael Richards,C,KIT,17.591,67,37,34,16,71,87,0.55,0.51,0.24,1.06,1.3
12,Karl Stewart,C,PLY,19.212,68,35,31,19,66,85,0.51,0.46,0.28,0.97,1.25
13,Greg Chambers,RW,PBO,19.836,67,40,25,19,65,84,0.6,0.37,0.28,0.97,1.25
14,Patrick O'Sullivan,C,MISS,17.618,56,40,20,21,60,81,0.71,0.36,0.38,1.07,1.45
15,Miguel Delisle,RW,OTT/OS/KGN,20.444,65,35,22,22,57,79,0.54,0.34,0.34,0.88,1.22
16,Derek Roy,C,KIT,19.368,49,28,34,16,62,78,0.57,0.69,0.33,1.27,1.59
17,Corey Perry,RW,LDN,17.334,67,25,34,19,59,78,0.37,0.51,0.28,0.88,1.16
18,Dustin Brown,RW,GUE,17.862,58,34,28,14,62,76,0.59,0.48,0.24,1.07,1.31
19,Scott Sheppard,RW,OTT,18.965,65,31,23,21,54,75,0.48,0.35,0.32,0.83,1.15
20,Rob Hennigar,C,WSR,19.45,68,29,24,22,53,75,0.43,0.35,0.32,0.78,1.1
21,Eric Himelfarb,C,BAR,19.705,67,31,31,13,62,75,0.46,0.46,0.19,0.93,1.12
22,Rob Schremp,C,MISS,16.208,65,26,30,18,56,74,0.4,0.46,0.28,0.86,1.14
23,Rob Hisey,C,SSM/ER,17.974,73,28,32,14,60,74,0.38,0.44,0.19,0.82,1.01
24,Frank Lukes,RW,TOR,19.973,62,27,32,14,59,73,0.44,0.52,0.23,0.95,1.18
25,Ryan Hare,C,LDN,20.452,65,27,30,16,57,73,0.42,0.46,0.25,0.88,1.12
26,Daniel Sisca,C,MISS,19.25,59,34,20,19,54,73,0.58,0.34,0.32,0.92,1.24
27,Danny Fritsche,C,SAR,17.175,61,32,24,15,56,71,0.52,0.39,0.25,0.92,1.16
28,Chris Thorburn,C,PLY/SAG,19.289,64,30,24,17,54,71,0.47,0.38,0.27,0.84,1.11
29,Mike Stathopoulos,C,LDN,20.178,54,22,24,25,46,71,0.41,0.44,0.46,0.85,1.31
30,Jeff Carter,C,SSM,17.703,61,35,23,13,58,71,0.57,0.38,0.21,0.95,1.16
31,Anthony Stewart,RW,KGN,17.692,68,32,22,16,54,70,0.47,0.32,0.24,0.79,1.03
32,Nathan Horton,C,OSH,17.372,54,33,20,15,53,68,0.61,0.37,0.28,0.98,1.26
33,Craig Kennedy,RW,WSR,19.395,64,36,20,12,56,68,0.56,0.31,0.19,0.88,1.06
34,Petr Kanko,RW,KIT,18.604,60,33,26,8,59,67,0.55,0.43,0.13,0.98,1.12
35,Andre Benoit,D,KIT,18.692,65,22,22,23,44,67,0.34,0.34,0.35,0.68,1.03
36,Brad Richardson,C,OS,17.61,67,27,21,19,48,67,0.4,0.31,0.28,0.72,1.0
37,Cody McCormick,RW,BELV,19.412,60,35,19,13,54,67,0.58,0.32,0.22,0.9,1.12
38,Greg Jacina,C,MISS,20.318,56,19,34,13,53,66,0.34,0.61,0.23,0.95,1.18
39,Luc Chiasson,LW,BAR,19.937,63,38,17,11,55,66,0.6,0.27,0.17,0.87,1.05
40,Matt Passfield,RW,OS,20.356,64,36,16,14,52,66,0.56,0.25,0.22,0.81,1.03
41,Daniel Carcillo,LW,SAR,17.629,68,29,22,15,51,66,0.43,0.32,0.22,0.75,0.97
42,Tim Brent,C,TOR,18.516,60,24,26,16,50,66,0.4,0.43,0.27,0.83,1.1
43,Adam Paiement,RW,BELV,20.46,49,29,18,17,47,64,0.59,0.37,0.35,0.96,1.31
44,Mike Rice,LW,ER,20.619,67,33,20,11,53,64,0.49,0.3,0.16,0.79,0.96
45,Adam Henrich,LW,BRA,18.656,63,31,23,10,54,64,0.49,0.37,0.16,0.86,1.02
46,Nick Lees,C,BAR,18.9,67,25,28,10,53,63,0.37,0.42,0.15,0.79,0.94
47,John Hecimovic,RW,SAR,18.459,60,30,19,13,49,62,0.5,0.32,0.22,0.82,1.03
48,Matt Herneisen,RW,SSM,20.6,68,27,23,11,50,61,0.4,0.34,0.16,0.74,0.9
49,Kamil Kreps,C,BRA,17.824,53,19,23,19,42,61,0.36,0.43,0.36,0.79,1.15
50,Jamie Tardif,RW,PBO,17.643,68,31,17,12,48,60,0.46,0.25,0.18,0.71,0.88
51,Bryan Rodney,D,KGN,18.399,67,8,31,21,39,60,0.12,0.46,0.31,0.58,0.9
52,Bob McBride,C,GUE/KGN,20.129,54,28,20,10,48,58,0.52,0.37,0.19,0.89,1.07
53,Wojtek Wolski,LW,BRA,16.556,64,25,16,16,41,57,0.39,0.25,0.25,0.64,0.89
