,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Mitch Holmberg,RW,SPO,20.521,72,62,43,13,105,118,0.86,0.6,0.18,1.46,1.64
1,Nicolas Petan,C,POR,18.486,63,35,46,32,81,113,0.56,0.73,0.51,1.29,1.79
2,Oliver Bjorkstrand,RW,POR,18.434,69,50,36,23,86,109,0.72,0.52,0.33,1.25,1.58
3,Sam Reinhart,C,KTN,17.859,60,36,34,35,70,105,0.6,0.57,0.58,1.17,1.75
4,Leon  Draisaitl,C,P.A,17.887,64,38,48,19,86,105,0.59,0.75,0.3,1.34,1.64
5,Jaedon Descheneau,RW,KTN,18.563,70,44,39,15,83,98,0.63,0.56,0.21,1.19,1.4
6,Todd Fiddler,LW,M.J/P.G,20.176,66,50,29,19,79,98,0.76,0.44,0.29,1.2,1.48
7,Graham Black,C,S.C,20.671,69,34,39,24,73,97,0.49,0.57,0.35,1.06,1.41
8,Henrik Samuelsson,C,EDM,19.603,65,35,35,25,70,95,0.54,0.54,0.38,1.08,1.46
9,Joshua Winquist,LW,EVT,20.025,67,47,30,16,77,93,0.7,0.45,0.24,1.15,1.39
10,Curtis Valk,C,M.H,20.6,72,47,26,19,73,92,0.65,0.36,0.26,1.01,1.28
11,Brendan Leipsic,LW,POR,19.327,60,39,36,16,75,91,0.65,0.6,0.27,1.25,1.52
12,Brayden  Point,C,M.J,17.509,72,36,39,16,75,91,0.5,0.54,0.22,1.04,1.26
13,Chandler Stephenson,C,REG,19.401,69,30,34,25,64,89,0.43,0.49,0.36,0.93,1.29
14,Brady Brassart,C,CAL,20.252,70,35,26,24,61,85,0.5,0.37,0.34,0.87,1.21
15,Greg Chase,C,CAL,18.705,70,35,33,17,68,85,0.5,0.47,0.24,0.97,1.21
16,Troy  Bourke,C,P.G,19.464,69,29,30,26,59,85,0.42,0.43,0.38,0.86,1.23
17,Trevor Cox,LW,M.H,18.095,70,25,42,15,67,82,0.36,0.6,0.21,0.96,1.17
18,Mike Aviani,C,SPO,20.441,69,38,30,13,68,81,0.55,0.43,0.19,0.99,1.17
19,Chase De Leo,C,POR,17.892,72,39,25,17,64,81,0.54,0.35,0.24,0.89,1.12
20,Taylor Leier,LW,POR,19.582,62,37,22,20,59,79,0.6,0.35,0.32,0.95,1.27
21,Shea Theodore,D,SEA,18.119,70,22,28,29,50,79,0.31,0.4,0.41,0.71,1.13
22,Nikita Scherbak,RW,SAS,17.712,65,28,29,21,57,78,0.43,0.45,0.32,0.88,1.2
23,Nathan Burns,C,S.C/SAS,20.17,68,27,27,23,54,77,0.4,0.4,0.34,0.79,1.13
24,Myles Bell,RW,KEL,20.074,69,42,20,15,62,77,0.61,0.29,0.22,0.9,1.12
25,Luke Philp,C,KTN,17.859,71,31,24,22,55,77,0.44,0.34,0.31,0.77,1.08
26,Dyson Stevenson,RW,REG,20.17,66,38,22,16,60,76,0.58,0.33,0.24,0.91,1.15
27,Curtis Lazar,C,EDM,18.618,58,41,21,14,62,76,0.71,0.36,0.24,1.07,1.31
28,Morgan Klimchuk,LW,REG,18.541,57,30,28,16,58,74,0.53,0.49,0.28,1.02,1.3
29,Josh  Morrissey,D,P.A,18.47,59,28,26,19,54,73,0.47,0.44,0.32,0.92,1.24
30,Cole Sanford,RW,M.H,18.128,72,33,21,19,54,73,0.46,0.29,0.26,0.75,1.01
31,Collin Valcourt,LW,P.A/SAS,20.496,71,28,23,21,51,72,0.39,0.32,0.3,0.72,1.01
32,Boston Leier,LW,REG/M.H,20.187,65,33,23,16,56,72,0.51,0.35,0.25,0.86,1.11
33,Cole Ully,LW,KAM,18.568,69,30,25,17,55,72,0.43,0.36,0.25,0.8,1.04
34,Coda Gordon,LW,S.C,19.116,59,26,27,18,53,71,0.44,0.46,0.31,0.9,1.2
35,Jake  Virtanen,LW,CAL,17.079,71,45,10,16,55,71,0.63,0.14,0.23,0.77,1.0
36,Derrick Pouliot,D,POR,19.664,58,17,21,32,38,70,0.29,0.36,0.55,0.66,1.21
37,Colby Cave,C,S.C,18.722,72,33,30,7,63,70,0.46,0.42,0.1,0.88,0.97
38,Tim Bozon,LW,KTN/KAM,19.48,63,33,19,17,52,69,0.52,0.3,0.27,0.83,1.1
39,Conner Bleackley,C,R.D,17.605,71,29,26,13,55,68,0.41,0.37,0.18,0.77,0.96
40,Brandon Magee,RW,VIC,19.644,65,25,32,10,57,67,0.38,0.49,0.15,0.88,1.03
41,Rhyse Dieno,RW,R.D,20.203,65,25,31,10,56,66,0.38,0.48,0.15,0.86,1.02
42,Zach Pochiro,C,P.G,19.529,63,27,25,14,52,66,0.43,0.4,0.22,0.83,1.05
43,Jay Merkley,C,S.C,18.306,72,34,24,8,58,66,0.47,0.33,0.11,0.81,0.92
44,Carter Popoff,C,VAN,18.355,72,13,36,15,49,64,0.18,0.5,0.21,0.68,0.89
45,Ryan Olsen,C,KEL,19.477,71,30,23,11,53,64,0.42,0.32,0.15,0.75,0.9
46,Jayce Hawryluk,C,BDN,17.706,59,24,26,14,50,64,0.41,0.44,0.24,0.85,1.08
47,Ryan Pulock,D,BDN,18.944,66,23,23,17,46,63,0.35,0.35,0.26,0.7,0.95
48,Mitchell Moroz,LW,EDM,19.371,70,35,16,12,51,63,0.5,0.23,0.17,0.73,0.9
49,Alexander Delnov,LW,SEA,19.669,71,29,20,14,49,63,0.41,0.28,0.2,0.69,0.89
50,Cain Franson,LW,VAN,20.477,66,30,14,19,44,63,0.45,0.21,0.29,0.67,0.95
51,Reid Gow,D,SPO,19.45,65,6,22,34,28,62,0.09,0.34,0.52,0.43,0.95
52,Damon Severson,D,KEL,19.108,64,15,29,17,44,61,0.23,0.45,0.27,0.69,0.95
53,Jackson Houck,RW,VAN,18.549,69,34,12,15,46,61,0.49,0.17,0.22,0.67,0.88
54,Cody Corbett,D,EDM,19.754,65,17,23,21,40,61,0.26,0.35,0.32,0.62,0.94
55,Dakota Conroy,RW,P.A,19.152,66,30,19,12,49,61,0.45,0.29,0.18,0.74,0.92
56,Klarc Wilson,RW,P.G,20.458,72,27,22,11,49,60,0.38,0.31,0.15,0.68,0.83
57,Brett Kulak,D,VAN,19.691,69,14,24,22,38,60,0.2,0.35,0.32,0.55,0.87
58,Tim  McGauley,C,BDN,18.15,68,21,20,19,41,60,0.31,0.29,0.28,0.6,0.88
59,Madison Bowey,D,KEL,18.401,72,21,20,19,41,60,0.29,0.28,0.26,0.57,0.83
60,Edgars Kulda,RW,EDM,18.84,66,30,18,12,48,60,0.45,0.27,0.18,0.73,0.91
61,Ivan Nikolishin,LW,EVT,17.427,72,18,25,16,43,59,0.25,0.35,0.22,0.6,0.82
62,Branden Troock,RW,SEA,19.491,58,24,18,16,42,58,0.41,0.31,0.28,0.72,1.0
63,John Quenneville,C,BDN,17.416,61,25,22,11,47,58,0.41,0.36,0.18,0.77,0.95
64,Nick Merkley,C,KEL,16.315,66,25,24,9,49,58,0.38,0.36,0.14,0.74,0.88
65,Rourke Chartier,C,KEL,17.451,72,24,20,14,44,58,0.33,0.28,0.19,0.61,0.81
66,Austin Carroll,LW,VIC,19.475,70,34,14,9,48,57,0.49,0.2,0.13,0.69,0.81
67,Richard Nejezchleb,RW,BDN,19.373,66,32,16,9,48,57,0.48,0.24,0.14,0.73,0.86
68,Jason Fram,D,SPO,18.399,72,6,21,30,27,57,0.08,0.29,0.42,0.38,0.79
69,Julius Honka,D,S.C,17.785,62,16,16,24,32,56,0.26,0.26,0.39,0.52,0.9
70,Brian Williams,C,T.C,18.681,72,36,11,9,47,56,0.5,0.15,0.12,0.65,0.78
71,Reid Petryk,C,EVT/EDM,20.616,63,17,25,14,42,56,0.27,0.4,0.22,0.67,0.89
72,Axel Blomqvist,RW,VIC/LET,18.626,65,24,21,11,45,56,0.37,0.32,0.17,0.69,0.86
73,Zach Franko,LW,KTN/KEL,20.521,67,21,20,15,41,56,0.31,0.3,0.22,0.61,0.84
74,Brett Pollock,LW,EDM,17.498,71,25,18,12,43,55,0.35,0.25,0.17,0.61,0.77
75,Sam Fioretti,C,M.J,20.107,65,20,17,18,37,55,0.31,0.26,0.28,0.57,0.85
76,Jack Rodewald,RW,M.J,19.584,58,28,13,14,41,55,0.48,0.22,0.24,0.71,0.95
77,Tyson Baillie,C,KEL,17.832,56,22,18,15,40,55,0.39,0.32,0.27,0.71,0.98
78,Mathew Barzal,C,SEA,16.307,59,14,24,16,38,54,0.24,0.41,0.27,0.64,0.92
79,Logan Nelson,C,VIC,20.017,59,23,20,11,43,54,0.39,0.34,0.19,0.73,0.92
80,Ben  Walker,C,VIC,20.236,71,24,19,11,43,54,0.34,0.27,0.15,0.61,0.76
81,Rihards Bukarts,LW,BDN,17.709,65,28,16,10,44,54,0.43,0.25,0.15,0.68,0.83
82,Pavel Padakin,RW,CAL,19.272,66,27,17,10,44,54,0.41,0.26,0.15,0.67,0.82
83,Aspen Sterzer,C,R.D/KAM,19.018,70,29,11,13,40,53,0.41,0.16,0.19,0.57,0.76
84,Travis Brown,D,VIC/M.J,19.505,71,14,20,19,34,53,0.2,0.28,0.27,0.48,0.75
85,Peter Quenneville,RW,BDN,19.521,44,21,15,16,36,52,0.48,0.34,0.36,0.82,1.18
86,Roberts Lipsbergs,LW,SEA,19.132,68,33,15,4,48,52,0.49,0.22,0.06,0.71,0.76
87,Kenton Helgesen,LW,CAL,19.494,71,10,18,23,28,51,0.14,0.25,0.32,0.39,0.72
88,Miles Koules,RW,M.H,19.226,70,25,12,14,37,51,0.36,0.17,0.2,0.53,0.73
89,Tanner Eberle,LW,M.J,19.675,70,22,20,9,42,51,0.31,0.29,0.13,0.6,0.73
90,Sawyer Lange,D,P.A,19.401,71,7,20,24,27,51,0.1,0.28,0.34,0.38,0.72
91,Adam Helewka,LW,SPO,18.155,62,23,13,14,36,50,0.37,0.21,0.23,0.58,0.81
92,Matt Pufahl,D,EVT,20.077,62,15,13,22,28,50,0.24,0.21,0.35,0.45,0.81
93,Paul Bittner,LW,POR,16.863,63,22,19,8,41,49,0.35,0.3,0.13,0.65,0.78
94,Riley Sheen,LW,SEA/LET,18.735,61,19,22,8,41,49,0.31,0.36,0.13,0.67,0.8
