,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
14,Serron Noel,RW,OSH,16.104,63,8,9,4,17,21,69,11.59,0.13,0.14,0.06,0.27,0.33,1.1,7.9,0.13,3,15,20.0,3,16,18.75,2,38,5.26,21,49,42.86
15,Giovanni Vallati,D,KIT,16.567,59,5,7,9,12,21,66,7.58,0.08,0.12,0.15,0.2,0.36,1.12,3.11,0.05,1,3,33.33,0,1,0.0,4,62,6.45,8,17,47.06
16,Kirill Nizhnikov,RW,BAR,16.465999999999998,43,12,6,1,18,19,110,10.91,0.28,0.14,0.02,0.42,0.44,2.56,9.81,0.23,1,5,20.0,4,22,18.18,7,83,8.43,2,13,15.38
17,Matthew Struthers,C,OS,16.723,66,10,6,3,16,19,106,9.43,0.15,0.09,0.05,0.24,0.29,1.61,11.79,0.18,2,21,9.52,2,14,14.29,6,71,8.45,266,539,49.35
18,Dennis Busby,D,FLNT,16.692999999999998,62,2,7,7,9,16,40,5.0,0.03,0.11,0.11,0.15,0.26,0.65,2.16,0.03,1,3,33.33,1,1,100.0,0,36,0.0,0,3,0.0
19,Liam Foudy,C,LDN,16.614,58,9,3,3,12,15,50,18.0,0.16,0.05,0.05,0.21,0.26,0.86,5.93,0.1,3,10,30.0,2,7,28.57,4,33,12.12,99,235,42.13
20,Connor Roberts,C,HAM,16.564,63,8,6,1,14,15,59,13.56,0.13,0.1,0.02,0.22,0.24,0.94,5.79,0.09,2,14,14.29,4,9,44.44,2,36,5.56,101,230,43.91
21,Peter Stratis,D,OTT,16.66,49,1,3,11,4,15,40,2.5,0.02,0.06,0.22,0.08,0.31,0.82,1.75,0.04,0,0,0.0,0,2,0.0,1,38,2.63,0,1,0.0
22,DJ Busdeker,RW,SAG,16.975,39,7,5,2,12,14,66,10.61,0.18,0.13,0.05,0.31,0.36,1.69,7.58,0.19,2,12,16.67,3,13,23.08,2,41,4.88,9,18,50.0
23,Tyler Tucker,D,BAR,16.542,62,1,6,7,7,14,83,1.2,0.02,0.1,0.11,0.11,0.23,1.34,2.88,0.05,0,1,0.0,0,0,0.0,1,82,1.22,0,0,0.0
24,Hunter Holmes,C,FLNT,16.641,67,5,5,3,10,13,63,7.94,0.07,0.07,0.04,0.15,0.19,0.94,6.77,0.1,1,8,12.5,0,16,0.0,4,39,10.26,201,496,40.52
25,Owen Lalonde,D,SBY,16.622,64,2,4,6,6,12,68,2.94,0.03,0.06,0.09,0.09,0.19,1.06,3.7,0.06,0,2,0.0,0,3,0.0,2,63,3.17,2,2,100.0
26,Kody Clark,RW,OTT,16.926,57,7,4,0,11,11,81,8.64,0.12,0.07,0.0,0.19,0.19,1.42,8.01,0.14,1,13,7.69,4,14,28.57,2,54,3.7,2,8,25.0
27,Pavel Gogolev,RW,PBO,16.573,53,5,3,3,8,11,66,7.58,0.09,0.06,0.06,0.15,0.21,1.25,5.68,0.11,0,8,0.0,2,8,25.0,3,50,6.0,0,3,0.0
28,Sergey Popov,LW,KGN,16.471,65,4,7,0,11,11,86,4.65,0.06,0.11,0.0,0.17,0.17,1.32,7.76,0.12,1,9,11.11,1,12,8.33,2,65,3.08,8,22,36.36
29,Max Grondin,C,SAG,16.2,68,6,3,2,9,11,67,8.96,0.09,0.04,0.03,0.13,0.16,0.99,7.48,0.11,2,13,15.38,1,7,14.29,3,47,6.38,181,384,47.14
30,Connor Corcoran,D,WSR,16.107,59,5,2,3,7,10,53,9.43,0.08,0.03,0.05,0.12,0.17,0.9,3.06,0.05,2,3,66.67,1,3,33.33,2,47,4.26,27,57,47.37
31,Aidan Brown,RW,BAR,16.98,61,4,4,2,8,10,65,6.15,0.07,0.07,0.03,0.13,0.16,1.07,5.48,0.09,2,5,40.0,1,14,7.14,1,46,2.17,1,2,50.0
32,Barret Kirwin,C,GUE,16.575,55,5,1,3,6,9,49,10.2,0.09,0.02,0.05,0.11,0.16,0.89,5.7,0.1,1,11,9.09,1,9,11.11,3,29,10.34,246,479,51.36
33,Curtis Douglas,C,BAR,16.529,53,4,2,3,6,9,46,8.7,0.08,0.04,0.06,0.11,0.17,0.87,5.01,0.09,1,11,9.09,1,5,20.0,2,30,6.67,137,296,46.28
34,Carter Robertson,D,OTT,16.668,44,1,4,4,5,9,39,2.56,0.02,0.09,0.09,0.11,0.2,0.89,2.02,0.05,0,1,0.0,0,2,0.0,1,36,2.78,0,0,0.0
35,Michael Little,LW,MISS,16.567,48,1,4,3,5,8,32,3.12,0.02,0.08,0.06,0.1,0.17,0.67,2.72,0.06,0,1,0.0,0,7,0.0,1,24,4.17,73,143,51.05
36,Justin MacPherson,D,NIAG,16.23,40,1,1,5,2,7,22,4.55,0.03,0.03,0.12,0.05,0.17,0.55,1.27,0.03,1,1,100.0,0,1,0.0,0,20,0.0,0,1,0.0
37,Rhys Forhan,C,NB,16.663,44,2,3,1,5,6,24,8.33,0.05,0.07,0.02,0.11,0.14,0.55,2.24,0.05,1,6,16.67,0,3,0.0,1,15,6.67,20,50,40.0
38,Justin Pringle,LW,KGN,16.523,63,3,2,1,5,6,65,4.62,0.05,0.03,0.02,0.08,0.1,1.03,5.29,0.08,1,3,33.33,2,12,16.67,0,50,0.0,7,17,41.18
39,Eric Guest,C,KIT,16.392,43,2,2,2,4,6,31,6.45,0.05,0.05,0.05,0.09,0.14,0.72,3.4,0.08,1,7,14.29,1,6,16.67,0,18,0.0,49,122,40.16
40,Luke Moncada,LW,GUE,16.299,37,0,4,1,4,5,31,0.0,0.0,0.11,0.03,0.11,0.14,0.84,2.91,0.08,0,5,0.0,0,1,0.0,0,25,0.0,26,67,38.81
41,Alex Gritz,C,SSM,16.0,37,2,1,2,3,5,33,6.06,0.05,0.03,0.05,0.08,0.14,0.89,3.02,0.08,0,6,0.0,1,2,50.0,1,25,4.0,5,7,71.43
42,Declan Chisholm,D,PBO,16.677,41,1,2,2,3,5,20,5.0,0.02,0.05,0.05,0.07,0.12,0.49,0.8,0.02,0,0,0.0,0,1,0.0,1,19,5.26,0,1,0.0
43,Owen Gilhula,C,SBY,16.348,31,2,0,2,2,4,27,7.41,0.06,0.0,0.06,0.06,0.13,0.87,2.04,0.07,0,2,0.0,2,3,66.67,0,22,0.0,33,84,39.29
44,Bradey Johnson,C,NIAG,16.729,35,0,2,2,2,4,36,0.0,0.0,0.06,0.06,0.06,0.11,1.03,2.54,0.07,0,3,0.0,0,2,0.0,0,31,0.0,98,209,46.89
45,Kevin Bahl,D,OTT,16.219,57,1,0,3,1,4,38,2.63,0.02,0.0,0.05,0.02,0.07,0.67,1.71,0.03,0,0,0.0,0,3,0.0,1,35,2.86,3,7,42.86
46,William Ennis,D,OSH,16.293,48,0,2,1,2,3,14,0.0,0.0,0.04,0.02,0.04,0.06,0.29,0.73,0.02,0,1,0.0,0,0,0.0,0,13,0.0,0,0,0.0
47,Ryan Littlejohn,LW,FLNT,16.594,42,1,1,1,2,3,14,7.14,0.02,0.02,0.02,0.05,0.07,0.33,1.46,0.03,1,3,33.33,0,4,0.0,0,7,0.0,0,1,0.0
48,Richard Whittaker,LW,LDN,16.438,11,1,2,0,3,3,7,14.29,0.09,0.18,0.0,0.27,0.27,0.64,0.72,0.07,0,1,0.0,0,0,0.0,1,6,16.67,0,0,0.0
49,Sam Bitten,C,OTT,16.488,14,2,1,0,3,3,5,40.0,0.14,0.07,0.0,0.21,0.21,0.36,0.47,0.03,0,0,0.0,2,2,100.0,0,3,0.0,29,64,45.31
50,Cade Robinson,RW,ER,16.901,44,0,1,1,1,2,37,0.0,0.0,0.02,0.02,0.02,0.05,0.84,2.58,0.06,0,1,0.0,0,5,0.0,0,31,0.0,9,24,37.5
51,Mitchell Hoelscher,LW,OTT,16.636,6,2,0,0,2,2,7,28.57,0.33,0.0,0.0,0.33,0.33,1.17,0.94,0.16,1,2,50.0,0,0,0.0,1,5,20.0,0,2,0.0
52,Billy Moskal,C,LDN,16.485,13,0,0,2,0,2,5,0.0,0.0,0.0,0.15,0.0,0.15,0.38,0.45,0.03,0,1,0.0,0,1,0.0,0,3,0.0,5,7,71.43
53,Michal Steinocher,D,FLNT,16.789,40,1,0,0,1,1,22,4.55,0.03,0.0,0.0,0.03,0.03,0.55,1.0,0.02,0,0,0.0,0,0,0.0,1,22,4.55,0,1,0.0
54,Liam Peyton,LW,KIT,16.463,1,1,0,0,1,1,2,50.0,1.0,0.0,0.0,1.0,1.0,2.0,0.25,0.25,0,0,0.0,1,2,50.0,0,0,0.0,0,0,0.0
55,Emmett Gordon,D,KGN,16.625,18,0,0,1,0,1,12,0.0,0.0,0.0,0.06,0.0,0.06,0.67,0.25,0.01,0,0,0.0,0,0,0.0,0,12,0.0,0,0,0.0
56,Chet Phillips,D,SAG,16.184,11,0,0,1,0,1,1,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.17,0.02,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0
57,Riley McCourt,D,HAM,16.222,9,1,0,0,1,1,9,11.11,0.11,0.0,0.0,0.11,0.11,1.0,0.34,0.04,0,0,0.0,0,0,0.0,1,9,11.11,0,0,0.0
58,Jaimen Allison,D,OSH,16.874000000000002,2,0,1,0,1,1,1,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.04,0.02,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0
59,Daylon Groulx,RW,OS,16.274,9,1,0,0,1,1,12,8.33,0.11,0.0,0.0,0.11,0.11,1.33,1.22,0.14,0,1,0.0,0,4,0.0,1,7,14.29,0,2,0.0
60,Matt McNamara,D,PBO,16.351,4,0,1,0,1,1,3,0.0,0.0,0.25,0.0,0.25,0.25,0.75,0.04,0.01,0,0,0.0,0,0,0.0,0,3,0.0,0,0,0.0
61,Chris Playfair,LW,WSR,16.293,13,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.56,0.04,0,1,0.0,0,0,0.0,0,5,0.0,1,2,50.0
62,Jack Duff,D,ER,16.646,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
63,Dawson Baker,RW,SBY,16.433,10,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.87,0.09,0,2,0.0,0,1,0.0,0,4,0.0,0,1,0.0
64,Braden Henderson,D,SAR,16.34,6,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.09,0.02,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0
65,Luke Beamish,D,OS,16.252,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
66,Holden Wale,D,SSM,16.134,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.02,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0
67,Danny Katic,LW,SAG,16.115,11,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.82,1.21,0.11,0,3,0.0,0,2,0.0,0,4,0.0,1,4,25.0
68,Chad Denault,RW,PBO,16.414,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
69,Aidan Timmermans,D,ER,16.386,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.03,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0
70,Quinn Yule,LW,OTT,16.692999999999998,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.01,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0
