,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Brandon Wheat Kings,864,478,53.745,3130,2698,432,52.146,27735,25474,2261,10.766,0.899,100.63
1,Calgary Hitmen,864,468,57.882,3003,2636,367,55.879,26382,24415,1967,10.287,0.906,100.912
2,Swift Current Broncos,864,466,49.721,2864,2586,278,48.54,26787,25237,1550,9.862,0.906,100.458
3,Kelowna Rockets,864,458,51.165,2892,2649,243,50.522,26603,24458,2145,10.522,0.897,100.267
4,Red Deer Rebels,864,451,42.239,2817,2655,162,46.478,26080,25286,794,8.486,0.9,98.455
5,Kamloops Blazers,864,444,46.726,2807,2744,63,49.553,26223,26805,-582,9.871,0.89,98.884
6,Seattle Thunderbirds,864,434,54.975,2928,2720,208,52.402,27635,27072,563,9.527,0.914,100.919
7,Kootenay Ice,720,426,54.688,2437,2020,417,51.063,22160,20654,1506,10.15,0.912,101.32
8,Spokane Chiefs,864,424,54.893,2748,2678,70,53.058,27694,24770,2924,9.77,0.909,100.644
9,Lethbridge Hurricanes,864,417,53.56,2850,2770,80,52.457,24972,24330,642,10.832,0.896,100.392
10,Regina Pats,864,411,48.73,2801,2892,-91,49.994,25379,26701,-1322,9.585,0.899,99.47
11,Moose Jaw Warriors,864,406,50.196,2907,2910,-3,49.475,26871,28250,-1379,9.961,0.902,100.208
12,Medicine Hat Tigers,864,406,56.712,2944,3074,-130,54.621,26744,27076,-332,10.307,0.904,100.71
13,Prince George Cougars,864,397,42.636,2778,2975,-197,45.18,27267,27962,-695,9.334,0.895,98.792
14,Tri-City Americans,864,384,55.29,2800,3029,-229,51.512,26331,27736,-1405,10.099,0.912,101.344
15,Portland Winter Hawks,864,379,34.072,2620,2984,-364,42.365,26565,27894,-1329,7.755,0.89,96.785
16,Prince Albert Raiders,864,345,43.994,2538,3051,-513,45.716,25404,27573,-2169,9.508,0.898,99.222
17,Saskatoon Blades,864,332,45.174,2479,3070,-591,46.398,24602,28233,-3631,9.25,0.904,99.607
18,Vancouver Giants,504,249,61.08,1582,1493,89,60.546,15399,13981,1418,9.558,0.908,100.313
19,Everett Silvertips,360,188,54.409,950,791,159,49.589,9501,9865,-364,9.858,0.92,101.934
20,Chilliwack Bruins,144,45,42.61,367,493,-126,46.34,3775,4366,-591,9.505,0.889,98.395
21,Edmonton Ice,144,34,39.68,473,723,-250,43.075,4238,5608,-1370,11.09,0.872,98.335
22,Edmonton Oil Kings,72,18,40.51,158,232,-74,42.99,1842,2443,-601,8.48,0.909,99.35
