,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Conor Garland,RW,MON,18.638,206,104,149,75,253,328,826,12.438,0.532,0.798,0.395,1.33,1.726,4.38
1,Brandon Hynes,RW,VIC/BAT/VDO,19.127,258,152,91,61,243,304,1160,13.448,0.595,0.377,0.244,0.974,1.223,4.43
2,Ben Duffy,C,PEI,19.661,272,121,115,64,236,300,699,17.224,0.497,0.542,0.264,1.041,1.311,2.836
3,Angelo Miceli,C,VIC,19.606,255,118,96,65,214,279,758,15.263,0.5,0.468,0.256,0.97,1.224,3.135
4,Nicolas Roy,C,CHI/SHE,18.095,309,122,101,53,223,276,815,11.81,0.372,0.322,0.128,0.693,0.823,2.576
5,Adam Erne,LW,QUE,18.532,240,118,91,66,209,275,884,13.855,0.556,0.396,0.325,0.952,1.277,3.988
6,Charles Hudon,LW,CHI/BAC,18.356,235,104,102,67,206,273,917,10.654,0.464,0.458,0.328,0.92,1.241,4.474
7,Christopher Clapperton,LW,BLB/RIM,19.687,237,113,84,73,197,270,670,16.446,0.511,0.356,0.311,0.868,1.184,3.155
8,Guillaume Asselin,RW,MTL/CHI,19.142,268,114,92,63,206,269,660,16.218,0.425,0.341,0.261,0.764,1.025,2.788
9,Alex Saulnier,C,MON,19.166,247,92,90,86,182,268,515,17.335,0.402,0.388,0.374,0.792,1.166,2.329
10,Daniel Sprong,RW,CHA,18.624,199,117,106,38,223,261,815,17.435,0.762,0.556,0.266,1.32,1.585,4.339
11,Zach O'Brien,C,ROU/BAT,19.338,192,126,93,41,219,260,748,14.521,0.615,0.49,0.18,1.108,1.285,3.892
12,Anthony Mantha,RW,VDO,18.123,189,129,85,46,214,260,742,15.938,0.731,0.51,0.248,1.241,1.489,4.031
13,Nikolas Brouillard,D,DRU/QUE/ROU,19.666,312,62,99,98,161,259,756,8.21,0.262,0.39,0.318,0.652,0.968,3.15
14,Alexandre Goulet,C,CHA/VIC,19.572,262,133,75,50,208,258,735,17.822,0.532,0.322,0.242,0.861,1.101,3.034
15,Jonathan Huberdeau,LW,SNB,18.408,195,104,96,57,200,257,525,17.958,0.579,0.62,0.304,1.199,1.505,3.282
16,Francis Perron,LW,ROU,18.534,251,93,103,61,196,257,707,13.69,0.488,0.536,0.281,1.027,1.309,3.435
17,Louick Marcotte,LW,PEI/VDO/GAT,19.751,277,119,79,57,198,255,724,16.56,0.514,0.38,0.219,0.892,1.116,3.015
18,Darcy Ashley,RW,HAL,19.694,239,98,96,58,194,252,621,17.282,0.492,0.508,0.32,0.999,1.319,2.814
19,Phillip Danault,C,VIC/MON,18.682,243,74,90,87,164,251,643,10.94,0.342,0.441,0.451,0.784,1.236,3.209
20,Allain Saulnier,RW,MON,19.166,257,96,103,51,199,250,665,14.094,0.392,0.499,0.205,0.89,1.098,2.746
21,Anthony Duclair,LW,QUE,18.181,203,116,90,43,206,249,530,21.039,0.609,0.469,0.241,1.076,1.32,2.865
22,Matthew Highmore,C,SNB,19.613,289,90,88,69,178,247,838,12.476,0.398,0.395,0.305,0.796,1.096,3.088
23,Guillaume Gauthier,LW,RIM/DRU/CAP/QUE/SHE,19.072,314,107,79,59,186,245,748,14.948,0.447,0.344,0.222,0.785,1.008,2.963
24,Nicolas Aube-Kubel,RW,VDO,18.474,251,108,79,57,187,244,688,16.171,0.528,0.391,0.254,0.918,1.172,3.16
25,Luca Ciampini,LW,HAL/BAC,19.586,303,92,74,77,166,243,676,13.965,0.374,0.258,0.296,0.627,0.922,2.607
26,Jonathan Drouin,C,HAL,17.72,128,77,94,71,171,242,468,14.855,0.578,0.77,0.58,1.35,1.93,3.83
