,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,FOW,FOT,FOW%
48,Kameron Kielly,C,GAT/CHA,18.818,306,77,78,47,155,202,665,12.607,0.379,0.371,0.168,0.75,0.917,2.85,1844,3357,56.693
49,Carl Neill,D,SHE/CHA,19.256,320,42,74,85,116,201,628,7.096,0.16,0.308,0.362,0.47,0.831,2.263,3,7,39.582
50,Maxime Fortier,D/RW,RIM/QUE/VIC/HAL,18.002,269,72,75,53,147,200,670,10.448,0.368,0.356,0.282,0.726,1.007,3.152,179,467,33.29
51,Philippe Sanche,RW,BLB,19.425,210,79,66,55,145,200,528,15.892,0.415,0.281,0.276,0.699,0.975,2.618,180,429,47.941
52,Pierre-Luc Dubois,LW,CAP/BLB,17.478,164,73,81,45,154,199,508,13.132,0.438,0.475,0.272,0.91,1.182,3.172,867,1748,48.205
53,Christophe Lalonde,RW,MON/SHA,19.8,242,107,52,40,159,199,702,17.075,0.568,0.305,0.236,0.876,1.112,3.174,334,819,40.372
54,Vitalii Abramov,RW,GAT,17.857,129,84,77,36,161,197,466,17.985,0.65,0.6,0.28,1.245,1.53,3.61,61,110,51.31
55,Emile Poirier,LW,GAT,18.004,195,90,64,43,154,197,507,17.945,0.518,0.363,0.225,0.882,1.11,2.795,58,143,38.58
56,Yakov Trenin,C,GAT,18.921,169,74,56,65,130,195,617,12.323,0.473,0.325,0.385,0.79,1.178,3.762,1759,2982,56.482
57,Nikita Jevpalovs,LW,BLB,19.268,185,95,56,42,151,193,499,19.538,0.575,0.33,0.265,0.898,1.165,2.84,637,1192,52.598
58,Zach O'Brien,C,BAT,19.713,129,97,69,27,166,193,568,17.245,0.75,0.535,0.21,1.29,1.495,4.4,758,1461,51.89
59,Ben Duffy,C,PEI,20.036,136,73,82,37,155,192,414,17.615,0.535,0.605,0.27,1.14,1.415,3.045,776,1523,51.06
60,Marcus Power,RW,ROU,19.422,194,57,80,55,137,192,455,12.458,0.332,0.485,0.315,0.818,1.135,2.593,588,1350,41.945
61,Jean-Sebastien Dea,C,ROU,18.85,183,111,50,31,161,192,476,23.03,0.625,0.268,0.155,0.893,1.047,2.842,2139,3939,54.152
62,Samuel Girard,D,SHA,17.596,190,24,88,80,112,192,257,9.045,0.132,0.51,0.432,0.648,1.078,1.507,0,2,0.0
63,Marc-Olivier Roy,C,BLB/QUE,18.986,226,86,68,37,154,191,472,17.761,0.4,0.29,0.166,0.69,0.856,2.299,562,1225,44.981
64,Jerome Verrier,RW,DRU/QUE,19.476,241,92,58,41,150,191,703,11.205,0.325,0.24,0.188,0.562,0.749,2.729,747,1461,54.035
65,Christophe Lalancette,C,BAT/DRU,19.487,234,61,73,56,134,190,483,13.19,0.262,0.319,0.194,0.582,0.778,2.011,2230,4540,49.805
66,Alexis Pepin,RW,PEI/CHA/GAT/VDO,19.457,297,100,42,47,142,189,721,14.07,0.365,0.159,0.208,0.52,0.726,2.582,410,948,48.366
67,Julien Pelletier,LW,CAP/ROU/SHE,19.278,252,92,51,43,143,186,538,16.093,0.393,0.205,0.182,0.598,0.782,2.392,54,109,49.298
68,Maxim Lazarev,LW,CAP,18.879,160,79,56,51,135,186,449,16.822,0.502,0.382,0.322,0.885,1.208,3.002,28,54,53.248
69,Laurent Dauphin,C,CHI,18.726,170,80,65,41,145,186,737,10.83,0.49,0.395,0.275,0.885,1.16,4.622,1501,2893,52.102
70,Valentin Zykov,RW,BAC/GAT,18.589,162,84,52,48,136,184,551,15.43,0.508,0.338,0.282,0.845,1.128,3.29,46,85,40.685
71,Oliver Cooper,LW,SNB/CHA,19.534,320,84,55,44,139,183,566,15.962,0.32,0.189,0.17,0.509,0.68,2.002,132,310,42.41
72,Yan Pavel Laplante,LW,PEI/VIC/CHA/GAT,19.46,251,90,64,29,154,183,768,12.587,0.45,0.287,0.14,0.737,0.877,3.508,603,1232,48.741
73,Gabryel Paquin-Boudreau,LW,BAC/CHI/GAT,19.69,201,74,65,43,139,182,552,13.364,0.429,0.469,0.238,0.89,1.13,3.119,19,47,52.085
74,Cameron Askew,RW,DRU/MON/SHA,18.467,264,81,53,46,134,180,626,12.618,0.363,0.249,0.158,0.612,0.768,2.778,1336,2929,45.002
75,Mathieu Lemay,RW,ROU,18.865,250,86,58,35,144,179,704,12.801,0.448,0.27,0.172,0.718,0.89,3.291,22,69,39.798
76,Mikhail Grigorenko,C,QUE,18.585,115,85,52,41,137,178,398,21.5,0.722,0.512,0.38,1.232,1.62,3.35,1185,2243,55.525
77,Samuel Blais,LW,VIC/CHA,18.496,149,71,64,43,135,178,400,16.925,0.44,0.41,0.272,0.852,1.125,2.578,14,43,35.707
78,Frederic Allard,D,CHI,17.844,250,34,76,67,110,177,536,6.63,0.178,0.376,0.299,0.554,0.852,2.545,3,10,32.5
79,Brandon Gignac,C,SHA,17.98,242,61,72,44,133,177,491,12.76,0.314,0.34,0.21,0.656,0.864,2.374,1724,3078,56.064
80,William Carrier,LW,CAP/DRU,17.988,166,65,64,48,129,177,588,10.68,0.385,0.392,0.288,0.782,1.065,3.673,21,48,37.66
81,Matthew Boudreau,C,HAL/VIC/SHA/BAT,19.77,192,77,59,40,136,176,484,14.397,0.363,0.328,0.19,0.69,0.88,2.542,786,1763,45.282
82,Mathieu Ayotte,RW,VIC/QUE,19.476,230,72,74,30,146,176,502,14.685,0.398,0.378,0.164,0.776,0.94,2.71,120,359,29.214
83,Dmytro Timashov,LW,QUE/SHA,18.455,123,41,78,56,119,175,272,15.065,0.34,0.64,0.455,0.98,1.425,2.23,7,14,52.085
84,Jeremy Gregoire,RW,CHI/BAC,18.154,220,89,58,25,147,172,672,13.058,0.515,0.366,0.15,0.881,1.031,4.008,830,1494,55.73
85,Sven Andrighetto,RW,ROU,18.987,115,67,65,40,132,172,459,14.575,0.58,0.58,0.36,1.16,1.52,4.0,162,327,49.31
86,Guillaume Gelinas,D,VDO/SHA/BLB,19.536,204,39,67,65,106,171,623,3.786,0.141,0.246,0.203,0.386,0.589,2.036,0,0,0.0
87,Massimo Carozza,C,QUE/CAP,19.388,253,71,58,40,129,169,628,11.001,0.348,0.304,0.19,0.651,0.844,2.851,1130,2371,48.87
88,Francois Beauchemin,C,RIM/VDO/CHA,19.702,237,75,54,39,129,168,467,21.816,0.451,0.302,0.192,0.754,0.95,2.346,754,1683,41.527
89,Anton Zlobin,LW,SHA/VDO,19.061,127,69,56,42,125,167,370,18.54,0.545,0.45,0.335,0.985,1.32,2.91,2,6,16.665
90,Danny Moynihan,C,HAL/SHA,19.021,197,78,60,28,138,166,515,14.725,0.435,0.33,0.132,0.765,0.898,2.79,1864,3300,56.155
91,Matt Murphy,D,VDO/HAL/QUE/SNB,19.438,321,34,56,76,90,166,534,6.614,0.14,0.212,0.268,0.351,0.619,2.056,1,3,6.25
92,Alex Saulnier,C,MON,19.54,126,59,54,52,113,165,323,18.62,0.47,0.435,0.415,0.905,1.32,2.56,1770,3170,55.585
93,Olivier LeBlanc,D,SNB/CAP,19.64,291,33,72,59,105,164,574,6.037,0.132,0.292,0.227,0.423,0.652,2.181,0,0,0.0
94,Allain Saulnier,RW,MON,19.54,132,57,70,35,127,162,408,14.02,0.43,0.53,0.265,0.96,1.23,3.09,266,607,43.6
95,Brandon Hynes,RW,VIC/BAT/VDO,19.502,124,78,49,35,127,162,561,13.89,0.63,0.395,0.28,1.025,1.31,4.53,7,15,46.43
96,Marc-Olivier Brouillard,RW,DRU/BAT/GAT,19.834,145,56,66,38,122,160,459,14.022,0.372,0.41,0.32,0.782,1.102,2.735,55,103,25.608
97,Dylan Montcalm,C,DRU/RIM,19.094,212,49,78,33,127,160,457,9.651,0.246,0.429,0.235,0.678,0.912,2.49,1835,3463,53.259
98,Philippe Maillet,C,VIC,19.354,127,58,65,36,123,159,503,11.74,0.455,0.51,0.285,0.97,1.255,3.955,951,2006,47.405
99,Pierre-Maxime Poudrier,C,CHI/QUE/VDO,19.468,253,66,52,40,118,158,435,15.927,0.325,0.286,0.191,0.612,0.798,1.965,1996,3864,51.298
100,Antoine Waked,RW,ROU,19.456,224,68,50,39,118,157,402,16.169,0.386,0.291,0.199,0.682,0.878,2.326,24,57,47.27
101,Andrew Ryan,LW,HAL/BAT,19.791,221,76,47,34,123,157,489,14.501,0.335,0.229,0.142,0.57,0.706,2.306,404,916,44.732
102,Philippe Halley,LW,VIC,19.77,133,83,49,25,132,157,428,19.975,0.625,0.37,0.19,0.995,1.18,3.215,127,289,40.64
103,Evgeny Svechnikov,RW,CAP,18.373,105,64,46,47,110,157,356,17.995,0.61,0.44,0.45,1.05,1.5,3.395,372,741,48.775
104,Phillip Danault,C,VIC/MON,19.056,118,41,58,57,99,156,396,10.41,0.35,0.495,0.49,0.845,1.335,3.39,1481,2832,52.51
105,Francis Beauvillier,LW,RIM/ROU/SHA,19.149,195,75,44,35,119,154,553,13.228,0.373,0.248,0.198,0.625,0.825,2.825,618,1172,54.51
106,Nathan MacKinnon,C,HAL,16.54,102,63,53,37,116,153,410,15.375,0.63,0.545,0.35,1.175,1.52,4.085,996,1974,50.54
107,Thomas Chabot,D,SNB,18.75,202,34,65,54,99,153,453,7.825,0.227,0.442,0.355,0.672,1.028,2.81,0,0,0.0
108,Olivier Archambault,LW,DRU/QUE,19.828,147,68,51,32,119,151,420,16.672,0.47,0.365,0.245,0.835,1.08,2.812,383,741,51.71
109,Adam Chapman,LW,GAT/QUE/BAT/DRU,19.81,220,59,49,43,108,151,433,13.181,0.267,0.22,0.156,0.488,0.646,2.044,1030,1904,55.062
110,Michael Beaudry,C,VDO/BAT,19.891,134,54,49,48,103,151,366,14.625,0.405,0.365,0.36,0.77,1.13,2.735,1139,2241,50.68
111,Bronson Beaton,C,CAP/SHA/MON/BAT/QUE,19.668,314,63,46,41,109,150,601,11.085,0.296,0.172,0.174,0.468,0.637,2.468,1662,3202,52.486
112,Josh Currie,C,PEI,19.379,136,79,40,31,119,150,475,16.385,0.58,0.295,0.23,0.875,1.105,3.495,1639,3325,49.295
113,Matej Beran,RW,PEI/SHE/CHA,19.094,178,65,55,29,120,149,481,12.925,0.36,0.267,0.167,0.63,0.798,2.77,98,209,38.945
114,Ryan Penny,C,MON/ROU,19.142,261,77,41,31,118,149,600,13.592,0.351,0.208,0.18,0.559,0.739,2.57,1871,3884,48.748
115,Scott Oke,LW,RIM/SNB/BAT,19.751,189,59,56,34,115,149,421,13.242,0.302,0.277,0.175,0.578,0.755,2.355,141,318,45.225
116,Simon Bourque,D,RIM/SNB,18.799,248,40,52,57,92,149,435,9.479,0.195,0.256,0.288,0.452,0.74,2.072,0,3,0.0
117,Sebastien Sylvestre,C,CHI/RIM,19.19,164,61,53,34,114,148,463,12.05,0.36,0.322,0.218,0.685,0.9,2.932,516,1070,45.002
118,Vincent Dunn,LW,VDO/GAT/RIM,18.129,205,80,39,29,119,148,495,14.639,0.43,0.179,0.144,0.614,0.756,2.902,584,1198,50.979
119,Taylor Burke,RW,GAT/MON/QUE,19.358,217,67,42,37,109,146,379,16.422,0.306,0.195,0.19,0.495,0.685,1.85,2537,4714,55.004
120,Loik Leveille,D,BAC/CHI/CAP,18.096,248,40,52,53,92,145,572,7.534,0.2,0.244,0.229,0.444,0.672,2.608,0,0,0.0
121,Guillaume Asselin,RW,CHI,19.516,136,60,46,39,106,145,377,17.365,0.445,0.34,0.285,0.78,1.065,2.775,20,44,45.75
122,Brent Andrews,C,HAL,19.904,191,56,56,32,112,144,471,12.455,0.328,0.34,0.165,0.67,0.84,2.665,1978,3540,55.43
123,Jonathan Bourcier,LW,GAT/CHI/BAT/QUE,18.89,232,64,43,37,107,144,435,13.888,0.274,0.244,0.144,0.515,0.66,1.966,394,867,52.874
124,Frederik Gauthier,C,RIM,18.64,153,56,54,34,110,144,335,16.947,0.385,0.342,0.182,0.732,0.912,2.3,1956,3942,50.968
125,Alexandre Lavoie,C,CAP/CHI/RIM,19.327,128,59,48,36,107,143,282,21.33,0.46,0.38,0.28,0.84,1.12,2.21,1169,2172,53.11
126,Bradley Kennedy,RW,CHA/HAL,19.604,232,60,46,37,106,143,460,12.955,0.28,0.282,0.16,0.564,0.721,2.202,114,254,50.154
127,Julien Nantel,C,ROU,18.148,188,63,47,32,110,142,524,14.882,0.37,0.231,0.172,0.599,0.771,2.832,1041,2131,42.87
128,Samuel Henley,C,VDO,19.392,172,65,43,33,108,141,369,18.21,0.442,0.28,0.255,0.72,0.978,2.332,253,585,42.02
129,Cameron Darcy,C,CAP/SHE,20.04,121,56,48,37,104,141,411,13.56,0.46,0.39,0.31,0.85,1.155,3.41,1188,2240,53.025
130,Samuel Hodhod,LW,BLB/CHI,19.709,186,49,55,37,104,141,320,14.022,0.26,0.315,0.214,0.575,0.79,1.889,285,719,28.708
131,Matthew Bissonnette,LW,BAT,20.165,112,52,44,44,96,140,376,13.305,0.445,0.4,0.4,0.845,1.245,3.32,367,694,53.085
132,Nicolas Meloche,D,BAC/GAT/CHA,18.287,212,45,49,45,94,139,537,9.331,0.235,0.254,0.208,0.488,0.694,2.551,0,3,0.0
133,Charles-Eric Legare,RW,RIM/CAP/SHE/VIC,19.413,194,69,46,23,115,138,490,12.524,0.31,0.241,0.098,0.551,0.654,2.268,18,55,27.066
134,Vincent Deslauriers,C,SHE/BAC,18.906,271,64,43,31,107,138,519,12.238,0.287,0.187,0.135,0.47,0.606,2.355,1767,3494,50.152
135,Alexandre Carrier,D,GAT,18.061,242,29,81,27,110,137,388,8.625,0.16,0.399,0.122,0.56,0.682,1.756,0,4,0.0
136,Cody Donaghey,D,ROU/QUE/MON/HAL/CHA/SHE,19.412,235,38,49,50,87,137,402,9.757,0.192,0.231,0.261,0.421,0.684,2.13,1,3,2.083
137,Kurt Etchegary,C,QUE,18.967,208,53,44,40,97,137,433,12.974,0.304,0.256,0.218,0.56,0.778,2.325,1948,3562,55.035
138,Stefan Fournier,RW,VIC/HAL,19.877,130,67,39,31,106,137,411,16.465,0.515,0.3,0.24,0.815,1.055,3.155,137,287,47.405
139,Alexandre Fortin,LW,ROU,18.804,173,52,47,36,99,135,352,14.675,0.338,0.305,0.2,0.648,0.85,2.292,172,312,54.168
140,Frederick Gaudreau,C,SHA/DRU,19.626,195,50,53,31,103,134,404,12.54,0.322,0.305,0.172,0.622,0.8,2.305,1690,3154,54.388
141,Jeffrey Truchon-Viel,LW,SHE/BAT,18.755,201,76,32,26,108,134,547,12.274,0.42,0.19,0.116,0.606,0.722,2.899,35,95,34.802
142,Alexandre Ranger,RW,BAC/CHI,18.203,224,65,39,29,104,133,511,12.229,0.35,0.224,0.156,0.582,0.738,2.866,58,144,43.569
143,Jan Mandat,C,VIC/VDO,19.076,180,49,46,38,95,133,446,10.978,0.285,0.29,0.235,0.578,0.808,2.582,1179,2521,46.412
144,Gabriel Gagne,RW,VIC/SHA,17.968,177,68,30,34,98,132,561,11.886,0.36,0.164,0.188,0.531,0.719,3.049,14,39,29.682
145,Felix Girard,C/LW,BAC/DRU,19.617,195,43,59,30,102,132,458,10.125,0.19,0.221,0.138,0.406,0.545,1.969,2414,3880,64.722
146,Cedric Paquette,C,BLB,18.59,126,58,41,32,99,131,445,13.595,0.46,0.325,0.255,0.785,1.04,3.53,1282,2468,51.925
147,Pascal Laberge,C,VIC/GAT,17.686,160,45,48,38,93,131,405,10.578,0.275,0.282,0.228,0.558,0.785,2.572,506,1175,43.285
148,Yannick Veilleux,RW,SHA/MON,19.061,124,61,30,40,91,131,461,13.44,0.49,0.245,0.32,0.73,1.05,3.69,9,23,37.255
149,Jeremy Lauzon,D,ROU,18.508,200,35,42,53,77,130,373,7.761,0.162,0.26,0.321,0.422,0.744,2.304,0,2,0.0
150,Gabriel Slight,RW,ROU/SHA/DRU,19.356,224,68,42,20,110,130,452,15.199,0.329,0.206,0.103,0.535,0.64,2.204,9,22,47.5
151,Jean-Francois Plante,RW,RIM/VIC/SHE,19.464,181,77,21,32,98,130,475,15.845,0.485,0.12,0.182,0.61,0.792,2.805,613,1365,42.51
152,Michael Carcone,LW,DRU,18.824,116,59,46,25,105,130,329,16.295,0.475,0.39,0.215,0.87,1.085,2.73,38,97,37.025
153,Mathieu Brisebois,D,ROU,19.913,132,36,50,43,86,129,272,13.295,0.275,0.38,0.33,0.655,0.98,2.06,3,4,37.5
154,Clark Bishop,C,CAP,18.59,202,57,45,27,102,129,427,14.497,0.334,0.262,0.149,0.595,0.741,2.235,1136,2512,47.573
155,Daniel Del Paggio,RW,SNB/GAT,19.033,193,45,46,37,91,128,239,19.022,0.232,0.26,0.195,0.493,0.685,1.225,11,34,31.042
156,Vladimir Kuznetsov,LW,BAT,18.073,136,55,34,37,89,126,476,11.6,0.405,0.25,0.27,0.655,0.925,3.5,6,16,40.0
157,Raphael Lafontaine,C,GAT/BAT/SHE,18.906,257,60,40,26,100,126,579,9.874,0.229,0.158,0.084,0.386,0.47,2.301,2180,4459,49.321
158,Jake Coughler,RW,GAT/CHA/HAL,19.522,215,65,25,35,90,125,430,15.494,0.382,0.128,0.176,0.51,0.686,2.474,986,1865,53.662
159,Jeremy Roy,D,SHE/BLB,18.466,165,27,52,45,79,124,414,6.57,0.174,0.227,0.14,0.401,0.542,2.628,1,1,12.5
160,Antoine Morand,C,BAT,17.074,115,42,52,30,94,124,256,16.64,0.355,0.455,0.26,0.81,1.07,2.15,941,1903,49.19
161,Yanni Gourde,LW,VIC,19.751,68,37,51,36,88,124,186,19.89,0.54,0.75,0.53,1.29,1.82,2.74,229,489,46.83
162,Mark Simpson,C,MON/BAT,19.52,168,45,54,25,99,124,448,9.018,0.25,0.31,0.149,0.568,0.709,2.47,2252,4121,54.115
163,Bokondji Imama,LW,BAC/SNB,19.18,276,71,33,19,104,123,485,14.744,0.387,0.13,0.081,0.517,0.598,2.38,6,30,15.441
164,Mathieu Boucher,LW,ROU,18.659,195,43,39,41,82,123,316,13.832,0.218,0.21,0.232,0.43,0.66,1.79,270,599,47.758
165,Matthew Boucher,LW,BLB/DRU/QUE,17.87,175,65,30,28,95,123,563,10.665,0.409,0.188,0.155,0.591,0.746,3.292,995,1858,46.846
166,Dmitry Zhukenov,C,CHI,18.979,128,33,43,46,76,122,197,16.72,0.255,0.335,0.36,0.59,0.955,1.54,772,1461,52.775
167,Alexandre Comtois,RW,QUE/SHE,19.888,136,44,46,31,90,121,345,12.915,0.32,0.34,0.23,0.66,0.89,2.54,385,784,50.23
168,Adam Marsh,LW,SNB/CHA/VDO,18.316,149,60,33,27,93,120,367,15.868,0.38,0.252,0.19,0.628,0.818,2.392,28,63,39.768
169,Guillaume Brisebois,D,BAT/CHA,18.278,236,27,42,51,69,120,393,7.506,0.141,0.228,0.231,0.374,0.605,1.856,2,4,6.25
170,Samuel Laberge,LW,RIM,18.558,166,55,37,28,92,120,360,17.364,0.401,0.277,0.188,0.685,0.866,2.456,30,81,28.028
171,Ryan Culkin,D,QUE/DRU,19.001,192,19,49,52,68,120,338,5.985,0.103,0.268,0.285,0.372,0.658,1.858,0,3,0.0
172,Stephen Johnson,C,MON,19.761,226,49,40,30,89,119,424,11.479,0.275,0.199,0.173,0.468,0.64,2.17,1020,2254,44.726
173,Gabriel Desjardins,LW,QUE/HAL/ROU,19.349,129,55,36,28,91,119,351,15.575,0.425,0.28,0.215,0.7,0.915,2.715,71,171,42.165
174,Petr Straka,RW,RIM/BAC,19.751,109,59,36,24,95,119,397,14.395,0.54,0.325,0.22,0.87,1.09,3.63,12,29,41.105
175,Tomas Hyka,RW,GAT,18.982,99,40,35,43,75,118,287,13.965,0.405,0.35,0.435,0.755,1.19,2.9,25,85,28.92
176,James Phelan,C,SHA/VIC,18.697,257,53,38,26,91,117,419,13.435,0.271,0.181,0.136,0.452,0.591,1.921,2006,3690,55.481
177,Nick Sorensen,RW,QUE,18.147,98,56,38,23,94,117,316,19.582,0.612,0.373,0.238,0.992,1.23,3.16,60,138,31.835
178,Vaclav Karabacek,RW,GAT/BAC/MON,18.621,171,56,35,26,91,117,498,11.625,0.342,0.192,0.135,0.535,0.67,2.978,12,28,32.88
179,Jonathan Huberdeau,LW,SNB,18.782,67,46,49,22,95,117,237,19.215,0.67,0.725,0.325,1.395,1.725,3.56,119,236,50.975
180,Manuel Wiederer,RW,MON/ROU,19.316,114,58,30,29,88,117,382,15.745,0.51,0.265,0.26,0.775,1.035,3.325,184,405,45.925
