,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Saint John Sea Dogs,204,144,63.22,913,525,388,55.922,7193,5625,1568,12.542,0.907,103.227
1,Quebec Remparts,204,121,58.078,819,601,218,51.852,6372,5796,576,12.585,0.902,102.758
2,Victoriaville Tigres,204,111,56.988,849,649,200,52.948,6749,6110,639,12.362,0.895,101.855
3,Drummondville Voltigeurs,204,111,53.942,766,600,166,55.488,6896,5257,1639,10.68,0.886,99.172
4,Shawinigan Cataractes,204,109,56.085,732,611,121,53.178,6725,6153,572,10.772,0.905,101.197
5,Moncton Wildcats,204,102,50.49,689,633,56,49.14,6303,6317,-14,10.315,0.904,100.708
6,Gatineau Olympiques,204,93,49.09,674,670,4,47.83,5590,5797,-207,12.06,0.886,100.635
7,Rimouski Oceanic,204,89,50.03,716,731,-15,49.27,5954,6207,-253,11.862,0.884,100.312
8,Acadie-Bathurst Titan,204,82,48.683,700,740,-40,47.858,5997,6719,-722,11.44,0.89,100.365
9,PEI Rocket,204,78,44.35,628,748,-120,45.712,5893,6911,-1018,10.317,0.889,99.118
10,Chicoutimi Sagueneens,204,78,47.732,608,691,-83,48.46,5645,6232,-587,10.555,0.89,99.57
11,Cape Breton Screaming Eagles,204,73,43.72,602,758,-156,48.55,5888,6150,-262,10.078,0.876,97.67
12,Rouyn-Noranda Huskies,204,71,43.35,628,830,-202,48.065,5800,6220,-420,10.832,0.868,97.648
13,Val-d'Or Foreurs,204,66,44.212,622,809,-187,46.152,5437,6432,-995,11.285,0.88,99.208
14,Halifax Mooseheads,204,64,45.408,599,776,-177,49.752,6064,6186,-122,10.185,0.88,98.182
15,Lewiston MAINEiacs,136,58,47.96,472,515,-43,48.76,4252,4505,-253,10.96,0.888,99.825
16,Baie-Comeau Drakkar,204,55,42.4,548,793,-245,48.188,5582,6315,-733,9.678,0.878,97.5
17,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
18,Blainville-Boisbriand Armada,68,34,53.73,252,217,35,50.16,2058,2045,13,12.07,0.896,101.64
19,Montreal Junior,68,28,50.24,212,210,2,50.53,2113,2069,44,9.65,0.902,99.8
