,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Rouyn-Noranda Huskies,331,208,63.57,1321,895,426,56.594,11076,9040,2036,11.08,0.916,102.702,60.49,223.255,150.812,72.444,9.868,0.916,101.41,28.246,0.364,3.0,0.023,355,248,107,63.928,1234,988,246,58.654,27.745,0.78,349,215,134,66.411,1492,1054,438,62.88,23.728,0.798,617,432,185,60.29,8350,6998,1352,55.21,5.916,0.95
1,Rimouski Oceanic,332,179,58.015,1179,971,208,54.512,10655,9288,1367,11.04,0.903,101.283,52.829,191.366,172.704,18.66,9.258,0.901,99.362,35.072,0.536,2.641,0.041,286,297,-11,54.862,1195,1262,-67,52.633,24.254,0.782,281,210,71,61.415,1326,1101,225,55.389,20.971,0.832,612,464,148,58.066,8134,6925,1209,54.643,7.006,0.936
2,Charlottetown Islanders,331,170,51.463,1156,1089,67,53.159,11184,10461,723,9.617,0.898,99.406,52.53,219.328,198.5,20.828,10.003,0.898,99.762,-8.704,-0.118,1.877,0.01,358,361,-3,50.616,1483,1348,135,54.321,22.673,0.734,281,227,54,53.939,1626,1365,261,55.196,15.303,0.84,517,501,16,51.0,8075,7748,327,52.517,5.63,0.942
3,Blainville-Boisbriand Armada,332,168,48.999,1073,972,101,49.965,9562,8948,614,10.298,0.893,99.558,49.253,177.069,179.785,-2.717,9.39,0.904,99.762,17.68,0.271,-22.9,-0.332,268,274,-6,49.078,1087,994,93,51.956,24.264,0.724,210,242,-32,41.8,1180,1306,-126,45.26,15.687,0.812,595,456,139,51.773,7295,6648,647,50.52,6.995,0.936
4,Cape Breton Screaming Eagles,331,164,52.918,1263,1142,121,54.012,10688,9632,1056,11.032,0.888,99.774,54.201,219.49,188.787,30.706,10.528,0.896,100.07,8.758,0.15,-11.402,-0.238,337,324,13,50.191,1461,1330,131,51.992,21.34,0.776,292,293,-1,52.399,1420,1299,121,54.052,20.243,0.785,634,525,109,54.659,7807,7003,804,54.431,7.38,0.93
5,Halifax Mooseheads,331,159,58.137,1178,1131,47,52.522,10400,10248,152,11.872,0.905,102.398,53.944,222.541,193.703,28.837,10.66,0.9,100.605,23.897,0.365,10.7,0.173,360,318,42,58.272,1453,1328,125,54.988,24.19,0.784,281,276,5,58.096,1405,1437,-32,53.697,21.364,0.826,537,537,0,57.915,7542,7483,59,51.817,7.46,0.942
6,Drummondville Voltigeurs,331,159,58.907,1172,1120,52,57.35,10404,9365,1039,11.94,0.89,100.908,56.47,209.206,165.7,43.504,9.55,0.901,99.643,54.296,0.718,-17.423,-0.339,311,290,21,57.993,1234,1146,88,54.954,26.434,0.768,299,276,23,58.684,1447,1342,105,57.458,21.691,0.796,562,554,8,59.722,7723,6877,846,57.746,7.488,0.932
7,Gatineau Olympiques,329,154,48.586,1095,1070,25,46.395,9503,9847,-344,11.031,0.898,100.87,47.198,174.78,192.959,-18.176,10.039,0.902,100.274,14.346,0.296,-7.542,-0.118,294,327,-33,46.353,1124,1262,-138,43.274,29.32,0.747,272,235,37,51.48,1407,1331,76,47.25,20.018,0.82,529,508,21,48.846,6972,7254,-282,46.612,6.615,0.939
8,Victoriaville Tigres,332,152,49.105,1145,1134,11,46.966,9586,10456,-870,10.942,0.902,101.087,45.77,167.079,188.97,-21.89,9.018,0.907,99.679,32.858,0.576,-9.844,-0.155,250,323,-73,43.2,968,1282,-314,42.056,24.15,0.768,277,260,17,50.278,1218,1317,-99,46.432,21.133,0.82,618,551,67,51.446,7400,7857,-457,47.846,7.558,0.938
9,Quebec Remparts,331,150,47.946,1045,1119,-74,51.102,9804,10141,-337,9.668,0.893,98.934,52.582,174.62,156.973,17.644,9.052,0.915,100.553,11.134,0.185,-38.841,-0.67,299,254,45,52.13,1183,983,200,55.061,22.026,0.757,242,200,42,57.079,1269,982,287,59.709,18.115,0.799,504,665,-161,42.546,7352,8176,-824,49.242,6.01,0.924
