,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Cedar Rapids RoughRiders,237,132,55.728,855,679,176,50.271,7744,7765,-21,10.652,0.914,102.015
1,Tri-City Storm,237,123,54.175,757,619,138,56.618,7525,5652,1873,9.586,0.893,98.894
2,Lincoln Stars,238,118,53.834,831,740,91,53.13,7716,7313,403,10.796,0.898,100.532
3,Waterloo Black Hawks,232,108,53.704,706,655,51,55.201,7573,6338,1235,9.585,0.899,99.411
4,Sioux Falls Stampede,235,101,50.609,677,747,-70,48.787,6856,7675,-819,9.892,0.908,100.635
5,Omaha Lancers,177,99,54.368,602,498,104,53.015,5702,5034,668,10.265,0.902,100.525
6,Des Moines Buccaneers,238,94,50.884,779,799,-20,50.519,8014,7991,23,9.95,0.902,100.074
7,Green Bay Gamblers,238,89,46.658,648,765,-117,48.226,7187,7683,-496,9.222,0.902,99.471
8,Chicago Steel,239,78,40.921,652,832,-180,43.255,7073,8444,-1371,9.081,0.901,99.188
9,Sioux City Musketeers,164,77,52.532,530,491,39,50.073,5376,5351,25,9.732,0.911,100.768
10,Indiana Ice,176,66,45.01,519,634,-115,48.57,5243,5526,-283,9.628,0.89,98.592
11,River City Lancers,59,35,56.41,198,153,45,53.73,1958,1686,272,9.74,0.914,101.1
12,Souix City Musketeers,57,34,57.49,215,159,56,49.61,1698,1725,-27,12.14,0.91,103.14
13,Danville Wings,58,26,49.24,161,166,-5,50.33,1656,1634,22,9.56,0.901,99.62
14,St. Louis Heartland Eagles,56,13,36.58,124,215,-91,39.31,1447,2234,-787,8.06,0.907,98.76
15,Ohio Jr Blue Jackets,53,11,33.96,108,210,-102,39.2,1301,2018,-717,8.16,0.897,97.89
