,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Sidney Crosby,C,RIM,17.109,62,66,77,25,143,168,348,18.97,1.06,1.24,0.4,2.31,2.71,5.61
1,Dany Roussin,LW,RIM,19.683,69,54,24,38,78,116,262,20.61,0.78,0.35,0.55,1.13,1.68,3.8
2,Marc-Antoine Pouliot,C,RIM,19.319,70,45,42,27,87,114,370,12.16,0.64,0.6,0.39,1.24,1.63,5.29
3,Maxime Boisclair,LW,CHI,19.584,70,51,23,34,74,108,277,18.41,0.73,0.33,0.49,1.06,1.54,3.96
4,David Desharnais,C,CHI,18.004,68,32,44,21,76,97,122,26.23,0.47,0.65,0.31,1.12,1.43,1.79
5,Stanislav Lascek,RW,CHI,18.662,53,18,34,38,52,90,192,9.38,0.34,0.64,0.72,0.98,1.7,3.62
6,Alex Bourret,LW,LEW,17.947,65,31,36,19,67,86,216,14.35,0.48,0.55,0.29,1.03,1.32,3.32
7,Josh Hennessy,C,QUE,19.603,68,35,38,12,73,85,281,12.46,0.51,0.56,0.18,1.07,1.25,4.13
8,Alexandre Picard,LW,LEW,18.935,65,40,25,20,65,85,220,18.18,0.62,0.38,0.31,1.0,1.31,3.38
9,Brent Aubin,RW,ROU,18.245,70,41,26,17,67,84,249,16.47,0.59,0.37,0.24,0.96,1.2,3.56
10,Philippe Dupuis,C,ROU,19.395,62,34,33,17,67,84,254,13.39,0.55,0.53,0.27,1.08,1.35,4.1
11,Yannick Tifu,C,ROU,19.926,70,28,36,18,64,82,188,14.89,0.4,0.51,0.26,0.91,1.17,2.69
12,Francis Lemieux,RW,CHI,20.564,70,32,30,20,62,82,217,14.75,0.46,0.43,0.29,0.89,1.17,3.1
13,Marek Zagrapan,C,CHI,17.777,59,32,29,21,61,82,188,17.02,0.54,0.49,0.36,1.03,1.39,3.19
14,Guillaume Labrecque,RW,GAT,19.258,68,28,34,18,62,80,230,12.17,0.41,0.5,0.26,0.91,1.18,3.38
15,Guillaume Latendresse,LW,DRU,17.315,65,29,28,21,57,78,242,11.98,0.45,0.43,0.32,0.88,1.2,3.72
16,Jean-Francois Jacques,LW,BAC,19.382,69,36,20,22,56,78,213,16.9,0.52,0.29,0.32,0.81,1.13,3.09
17,Karl Gagne,C,QUE,20.203,70,30,30,17,60,77,218,13.76,0.43,0.43,0.24,0.86,1.1,3.11
18,Derick Brassard,C,DRU,16.983,69,25,31,20,56,76,164,15.24,0.36,0.45,0.29,0.81,1.1,2.38
19,Alexander Radulov,RW,QUE,18.199,65,32,28,15,60,75,280,11.43,0.49,0.43,0.23,0.92,1.15,4.31
20,Olivier Latendresse,D,VDO,18.59,68,27,23,24,50,74,212,12.74,0.4,0.34,0.35,0.74,1.09,3.12
21,Mario Jr Scalzo,D,RIM/VIC,19.844,62,24,28,22,52,74,227,10.57,0.39,0.45,0.35,0.84,1.19,3.66
22,Steve Bernier,RW,MON,19.461,68,35,23,13,58,71,256,13.67,0.51,0.34,0.19,0.85,1.04,3.76
23,Daniel Sparre,LW,HAL,19.916,62,35,25,8,60,68,212,16.51,0.56,0.4,0.13,0.97,1.1,3.42
24,Patrick Coulombe,D,RIM,19.398,70,8,33,27,41,68,186,4.3,0.11,0.47,0.39,0.59,0.97,2.66
25,Nicolas Marcotte,D,CHI,20.159,62,17,25,25,42,67,236,7.2,0.27,0.4,0.4,0.68,1.08,3.81
26,Jordan LaVallee,D,QUE,18.349,64,40,15,11,55,66,249,16.06,0.62,0.23,0.17,0.86,1.03,3.89
27,Pierre-Andre Bureau,C,PEI,20.411,70,30,24,12,54,66,193,15.54,0.43,0.34,0.17,0.77,0.94,2.76
28,Louis-Philippe Martin,RW,DRU,19.954,54,37,19,9,56,65,197,18.78,0.69,0.35,0.17,1.04,1.2,3.65
29,Rane Carnegie,RW,HAL,19.702,68,32,17,15,49,64,217,14.75,0.47,0.25,0.22,0.72,0.94,3.19
30,David Krejci,C,GAT,18.385,62,22,25,16,47,63,156,14.1,0.35,0.4,0.26,0.76,1.02,2.52
31,Jonathan Paiement,D,LEW,19.527,67,11,24,27,35,62,195,5.64,0.16,0.36,0.4,0.52,0.93,2.91
32,Alexandre Picard-Hooper,C,BAC,17.312,70,25,27,10,52,62,172,14.53,0.36,0.39,0.14,0.74,0.89,2.46
33,Dominic Deblois,RW,ROU,20.4,59,24,18,18,42,60,192,12.5,0.41,0.31,0.31,0.71,1.02,3.25
34,Benoit Mondou,C,SHA,19.371,57,16,30,13,46,59,168,9.52,0.28,0.53,0.23,0.81,1.04,2.95
35,Viatcheslav Trukhno,LW,PEI,17.564,64,25,26,8,51,59,171,14.62,0.39,0.41,0.12,0.8,0.92,2.67
36,Kevin Asselin,RW,CAP,19.598,66,31,13,15,44,59,224,13.84,0.47,0.2,0.23,0.67,0.89,3.39
37,Francois-Pierre Guenette,C,HAL,20.66,70,21,22,16,43,59,168,12.5,0.3,0.31,0.23,0.61,0.84,2.4
38,Petr Pohl,RW,GAT,18.051,62,27,14,18,41,59,192,14.06,0.44,0.23,0.29,0.66,0.95,3.1
39,Mathieu Roy,LW,BAT,17.837,70,33,14,11,47,58,239,13.81,0.47,0.2,0.16,0.67,0.83,3.41
40,Zbynek Hrdel,RW,RIM,19.075,56,23,22,13,45,58,145,15.86,0.41,0.39,0.23,0.8,1.04,2.59
41,Mathieu Melanson,RW,QUE,19.07,67,25,14,19,39,58,219,11.42,0.37,0.21,0.28,0.58,0.87,3.27
42,Vincent Lambert,LW,CAP,19.308,69,19,22,16,41,57,160,11.88,0.28,0.32,0.23,0.59,0.83,2.32
43,Olivier Labelle,RW,GAT,19.171,67,19,18,19,37,56,211,9.0,0.28,0.27,0.28,0.55,0.84,3.15
44,Francis Charette,LW,RIM,17.679,65,27,16,13,43,56,185,14.59,0.42,0.25,0.2,0.66,0.86,2.85
45,Mark Hurtubise,C,VDO,20.269,53,18,21,16,39,55,154,11.69,0.34,0.4,0.3,0.74,1.04,2.91
46,Mathieu Gravel,RW,BAC,19.907,67,25,21,9,46,55,222,11.26,0.37,0.31,0.13,0.69,0.82,3.31
47,Dominic Soucy,RW,PEI,20.214,70,17,21,17,38,55,185,9.19,0.24,0.3,0.24,0.54,0.79,2.64
48,Alexandre Demers,C,DRU,18.059,47,26,19,9,45,54,147,17.69,0.55,0.4,0.19,0.96,1.15,3.13
49,Mike Ramsay,LW,VIC,20.006,62,26,16,12,42,54,218,11.93,0.42,0.26,0.19,0.68,0.87,3.52
50,Sam Roberts,D,GAT,20.055,70,19,21,14,40,54,265,7.17,0.27,0.3,0.2,0.57,0.77,3.79
51,Sebastien Courcelles,C,SHA,19.822,64,32,10,11,42,53,174,18.39,0.5,0.16,0.17,0.66,0.83,2.72
52,Jonathan Boutin,RW,SHA,19.902,70,23,21,9,44,53,205,11.22,0.33,0.3,0.13,0.63,0.76,2.93
53,Jonathan Charette,LW,VDO,20.51,66,25,16,12,41,53,191,13.09,0.38,0.24,0.18,0.62,0.8,2.89
54,Danny Stewart,C,RIM,19.398,70,23,14,15,37,52,221,10.41,0.33,0.2,0.21,0.53,0.74,3.16
55,Maxim Lapierre,C,PEI,19.467,69,25,18,9,43,52,233,10.73,0.36,0.26,0.13,0.62,0.75,3.38
56,Stephen Dixon,C,CAP,19.023,45,17,21,13,38,51,177,9.6,0.38,0.47,0.29,0.84,1.13,3.93
57,Petr Vrana,C,HAL,19.467,60,16,21,14,37,51,175,9.14,0.27,0.35,0.23,0.62,0.85,2.92
58,David Brine,C,HAL,19.691,67,14,22,15,36,51,163,8.59,0.21,0.33,0.22,0.54,0.76,2.43
59,Mark Tobin,LW,RIM,18.804,68,22,13,15,35,50,108,20.37,0.32,0.19,0.22,0.51,0.74,1.59
60,Marc-Andre Bernier,RW,HAL,19.609,65,27,10,13,37,50,194,13.92,0.42,0.15,0.2,0.57,0.77,2.98
61,Martin Mandeville,RW,BAC,20.403,65,24,11,15,35,50,155,15.48,0.37,0.17,0.23,0.54,0.77,2.38
62,Sebastien Bisaillon,D,VDO,17.772,69,15,22,11,37,48,155,9.68,0.22,0.32,0.16,0.54,0.7,2.25
63,Simon Courcelles,C,QUE,18.267,67,18,16,14,34,48,116,15.52,0.27,0.24,0.21,0.51,0.72,1.73
64,Francis Pare,C,SHA,17.213,70,24,16,7,40,47,203,11.82,0.34,0.23,0.1,0.57,0.67,2.9
65,Jim Sharrow,D,HAL,19.623,69,16,13,18,29,47,182,8.79,0.23,0.19,0.26,0.42,0.68,2.64
66,Stephane Goulet,LW,MON,18.689,69,22,16,9,38,47,186,11.83,0.32,0.23,0.13,0.55,0.68,2.7
67,Guillaume Doucet,C,ROU,18.01,68,24,11,11,35,46,149,16.11,0.35,0.16,0.16,0.51,0.68,2.19
68,Adam Pineault,C,MON,18.317,61,26,11,9,37,46,288,9.03,0.43,0.18,0.15,0.61,0.75,4.72
69,Mathieu Aubin,C,LEW,17.994,49,19,11,15,30,45,165,11.52,0.39,0.22,0.31,0.61,0.92,3.37
70,James Sheppard,C,CAP,16.392,65,14,18,13,32,45,127,11.02,0.22,0.28,0.2,0.49,0.69,1.95
71,Michael Tessier,LW,QUE,20.088,42,15,16,14,31,45,115,13.04,0.36,0.38,0.33,0.74,1.07,2.74
72,Alexandre Blais,C,BAC,18.232,66,13,16,15,29,44,184,7.07,0.2,0.24,0.23,0.44,0.67,2.79
73,Guillaume Desbiens,RW,ROU,19.406,56,27,10,6,37,43,153,17.65,0.48,0.18,0.11,0.66,0.77,2.73
74,Alexandre Imbeault,C,VIC,18.226,67,21,11,11,32,43,159,13.21,0.31,0.16,0.16,0.48,0.64,2.37
75,Guillaume Demers,C,CAP,20.537,41,15,15,13,30,43,122,12.3,0.37,0.37,0.32,0.73,1.05,2.98
76,Michal Sersen,D,RIM,18.716,67,9,16,17,25,42,200,4.5,0.13,0.24,0.25,0.37,0.63,2.99
77,Bruce Graham,C,MON,18.788,47,23,15,4,38,42,151,15.23,0.49,0.32,0.09,0.81,0.89,3.21
78,Philippe Seguin,D,ROU,20.482,70,5,19,17,24,41,95,5.26,0.07,0.27,0.24,0.34,0.59,1.36
79,Kyle Doucet,RW,VIC,19.456,60,14,23,4,37,41,120,11.67,0.23,0.38,0.07,0.62,0.68,2.0
80,Benoit Doucet,LW,VIC,18.47,55,17,14,10,31,41,139,12.23,0.31,0.25,0.18,0.56,0.75,2.53
81,Benjamin Breault,C,BAC,16.567,54,13,18,9,31,40,132,9.85,0.24,0.33,0.17,0.57,0.74,2.44
82,Sebastien Gauthier,RW,ROU/SHA,18.111,62,7,19,13,26,39,106,6.6,0.11,0.31,0.21,0.42,0.63,1.71
