,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Chad Klassen,C,SPO/SAS,19.542,278,104,95,75,199,274,0.386,0.368,0.272,0.748,1.02
1,Colton Yellow Horn,LW,LET/TRI,18.49,263,105,83,64,188,252,0.504,0.326,0.284,0.826,1.115
2,Eric Fehr,RW,BRN,18.272,212,135,68,47,203,250,0.682,0.335,0.26,1.018,1.272
3,Adam Courchaine,C,VAN,19.564,212,110,87,48,197,245,0.488,0.412,0.24,0.902,1.142
4,Aaron Gagnon,C,SEA,19.458,316,123,75,46,198,244,0.532,0.291,0.207,0.823,1.03
5,Devin Setoguchi,RW,SAS/P.G,18.83,255,118,88,37,206,243,0.548,0.353,0.186,0.899,1.085
6,Nigel Dawes,LW,KTN,18.847,191,144,61,33,205,238,0.768,0.305,0.16,1.07,1.237
7,Tyler Redenbach,C,S.C/P.G/LET,19.222,196,67,114,55,181,236,0.325,0.535,0.277,0.862,1.138
8,Eric Hunter,C,P.G,19.159,323,111,72,50,183,233,0.379,0.247,0.176,0.626,0.802
9,Brandon Dubinsky,C,POR,18.507,234,82,94,54,176,230,0.365,0.49,0.227,0.856,1.084
10,Clarke MacArthur,C,M.H,18.694,190,88,79,57,167,224,0.483,0.415,0.308,0.898,1.21
11,Wacey Rabbit,C,SAS/VAN,18.894,286,91,73,57,164,221,0.364,0.386,0.252,0.75,1.003
12,Troy Brouwer,RW,M.J,19.204,274,103,61,55,164,219,0.476,0.294,0.234,0.771,1.005
13,Dustin Boyd,C,M.J,18.293,265,103,77,37,180,217,0.525,0.371,0.159,0.899,1.056
14,Dylan Stanley,C,TRI,19.893,215,86,85,45,171,216,0.36,0.372,0.2,0.735,0.932
15,Ryan Russell,LW,KTN,18.498,263,98,65,53,163,216,0.44,0.348,0.249,0.788,1.038
16,Nick Drazenovic,C,P.G,18.732,281,77,90,47,167,214,0.315,0.346,0.158,0.66,0.819
17,Mitch Bartley,LW,VAN,19.744,280,107,56,51,163,214,0.409,0.236,0.188,0.645,0.827
18,Adam Cracknell,RW,KTN,19.295,283,94,71,48,165,213,0.412,0.302,0.221,0.718,0.939
19,Dale Mahovsky,C,KTN,19.799,283,76,80,56,156,212,0.298,0.304,0.205,0.601,0.811
20,Stefan Meyer,C,M.H,18.406,211,104,61,39,165,204,0.49,0.312,0.202,0.805,1.005
21,Kenndal McArdle,LW,M.J/VAN,18.76,261,92,65,46,157,203,0.323,0.218,0.192,0.541,0.734
22,Ryan Stone,C,BRN,18.74,174,67,85,50,152,202,0.4,0.51,0.295,0.91,1.202
23,Ian McDonald,C,TRI,19.596,266,70,93,38,163,201,0.355,0.431,0.158,0.784,0.944
24,John Lammers,LW,LET/EVT,18.753,251,93,59,47,152,199,0.418,0.245,0.218,0.663,0.879
25,Ryan Getzlaf,C,CGY,18.601,170,86,74,37,160,197,0.53,0.405,0.22,0.938,1.155
26,Ryan Keller,RW,SAS,19.942,205,102,56,38,158,196,0.528,0.282,0.185,0.812,0.998
27,Kris Russell,D,M.H,18.498,241,76,57,63,133,196,0.386,0.244,0.316,0.633,0.948
28,Kris Hogg,LW,KAM/LET,19.31,339,106,63,25,169,194,0.409,0.241,0.099,0.649,0.75
29,Jeremy Williams,RW,S.C,19.136,140,93,60,41,153,194,0.665,0.425,0.295,1.095,1.39
30,Jonathan Filewich,RW,P.G/LET,19.203,191,99,52,38,151,189,0.548,0.295,0.202,0.842,1.045
31,Chris St. Jacques,C,M.H,20.147,134,64,77,47,141,188,0.48,0.575,0.355,1.05,1.405
32,Justin Keller,LW,KEL,18.785,216,107,47,33,154,187,0.55,0.228,0.175,0.778,0.955
33,Zach Hamill,C,EVT,17.102,183,61,82,44,143,187,0.348,0.471,0.271,0.818,1.088
34,Ryan White,C/D,CGY/KAM,18.367,316,68,70,48,138,186,0.227,0.231,0.17,0.458,0.631
35,Gilbert Brule,C,VAN,17.83,165,87,62,36,149,185,0.611,0.284,0.234,0.896,1.128
36,Raymond Macias,D,KAM,19.055,280,66,75,43,141,184,0.292,0.29,0.167,0.584,0.752
37,Kyle Ross,C,RDR/REG,19.072,288,57,75,52,132,184,0.25,0.316,0.219,0.566,0.78
38,Codey Burki,C,BRN,17.892,263,74,74,33,148,181,0.372,0.362,0.144,0.74,0.88
39,Tim Konsorada,RW,BRN,19.737,168,54,68,56,122,178,0.312,0.402,0.355,0.712,1.068
40,Cam Barker,D,M.H,18.575,210,51,64,63,115,178,0.23,0.316,0.256,0.546,0.799
41,Garrett Festerling,C,POR/REG,19.662,248,62,73,42,135,177,0.28,0.36,0.19,0.641,0.83
42,Blake Comeau,RW,KEL,18.698,250,60,75,42,135,177,0.296,0.392,0.219,0.689,0.906
43,Reid Jorgensen,C,KAM,19.685,297,99,50,26,149,175,0.499,0.236,0.138,0.734,0.868
44,Tyler Mosienko,C,KEL,19.737,208,58,62,55,120,175,0.268,0.292,0.262,0.56,0.822
45,Aaron Bader,LW,SEA/KTN/SAS,19.273,271,65,56,54,121,175,0.282,0.25,0.224,0.532,0.756
46,Blair Jones,C,RDR/M.J,18.093,249,61,72,40,133,173,0.322,0.359,0.17,0.68,0.852
47,Colin Fraser,C,RDR,18.88,202,63,61,48,124,172,0.33,0.348,0.232,0.675,0.908
48,Erik Christensen,C,KAM/BRN,19.246,130,81,62,27,143,170,0.62,0.475,0.21,1.09,1.295
49,Darren Helm,LW,M.H,18.9,201,76,61,30,137,167,0.392,0.342,0.17,0.735,0.905
50,Riley Holzapfel,C,M.J,17.327,199,73,56,38,129,167,0.405,0.282,0.218,0.685,0.902
