,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Portland Winterhawks,432,274,54.335,1805,1282,523,50.328,16196,14046,2150,10.34,0.911,101.429
1,Kelowna Rockets,432,257,58.05,1623,1191,432,51.73,13940,13189,751,11.41,0.91,102.431
2,Edmonton Oil Kings,432,233,50.769,1529,1203,326,54.992,15373,12204,3169,8.579,0.898,98.436
3,Calgary Hitmen,432,229,54.936,1516,1308,208,54.082,13832,12511,1321,10.574,0.897,100.276
4,Medicine Hat Tigers,432,221,49.48,1492,1331,161,52.119,14560,13706,854,9.275,0.896,98.943
5,Spokane Chiefs,432,221,49.811,1506,1321,185,51.633,14426,12247,2179,9.928,0.893,99.174
6,Brandon Wheat Kings,432,219,58.123,1659,1476,183,54.882,14890,14103,787,10.99,0.904,101.281
7,Tri-City Americans,432,213,47.476,1401,1342,59,47.17,13114,13811,-697,10.182,0.9,100.208
8,Red Deer Rebels,432,211,53.531,1368,1227,141,51.002,13871,13789,82,9.995,0.91,101.047
9,Saskatoon Blades,432,189,42.007,1467,1613,-146,46.038,14080,15165,-1085,9.675,0.886,98.239
10,Kamloops Blazers,432,184,48.871,1377,1438,-61,49.002,13915,13741,174,9.537,0.904,99.87
11,Everett Silvertips,432,183,51.271,1159,1303,-144,51.344,12416,13435,-1019,9.292,0.908,100.156
12,Moose Jaw Warriors,432,180,48.08,1338,1467,-129,47.095,13637,14152,-515,10.125,0.904,100.498
13,Victoria Royals,360,178,57.318,1201,1127,74,51.185,10854,11184,-330,11.128,0.912,102.34
14,Kootenay Ice,360,174,50.72,1158,1083,75,49.754,11321,10982,339,9.956,0.903,100.252
15,Prince Albert Raiders,432,171,48.034,1358,1551,-193,49.63,14321,14562,-241,9.241,0.903,99.455
16,Regina Pats,432,170,49.585,1375,1509,-134,49.671,13464,14298,-834,9.811,0.902,99.902
17,Seattle Thunderbirds,432,169,51.511,1231,1460,-229,50.852,13240,14648,-1408,9.55,0.907,100.266
18,Swift Current Broncos,432,167,45.799,1243,1423,-180,47.962,13633,14577,-944,8.562,0.908,99.327
19,Vancouver Giants,432,161,43.64,1293,1538,-245,49.61,13461,12895,566,8.924,0.888,97.688
20,Prince George Cougars,432,151,47.174,1280,1600,-320,49.68,13406,14254,-848,9.471,0.896,99.006
21,Lethbridge Hurricanes,432,140,48.586,1301,1697,-396,45.811,12958,15896,-2938,10.899,0.904,101.28
22,Chilliwack Bruins,72,31,47.27,225,251,-26,43.17,2011,2647,-636,11.06,0.907,101.74
23,Kootenay ICE,72,11,32.63,154,318,-164,40.52,1875,2752,-877,8.16,0.887,96.87
