,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,FOW,FOT,FOW%
28,Philippe Halley,LW,VIC,19.77,133,83,49,25,132,157,428,19.975,0.625,0.37,0.19,0.995,1.18,3.215,127,289,40.64
29,Phillip Danault,C,VIC/MON,19.056,118,41,58,57,99,156,396,10.41,0.35,0.495,0.49,0.845,1.335,3.39,1481,2832,52.51
30,Francis Beauvillier,LW,RIM/ROU/SHA,19.149,195,75,44,35,119,154,553,13.228,0.373,0.248,0.198,0.625,0.825,2.825,618,1172,54.51
31,Nathan MacKinnon,C,HAL,16.54,102,63,53,37,116,153,410,15.375,0.63,0.545,0.35,1.175,1.52,4.085,996,1974,50.54
32,Michael Beaudry,C,VDO/BAT,19.891,134,54,49,48,103,151,366,14.625,0.405,0.365,0.36,0.77,1.13,2.735,1139,2241,50.68
33,Olivier Archambault,LW,DRU/QUE,19.828,147,68,51,32,119,151,420,16.672,0.47,0.365,0.245,0.835,1.08,2.812,383,741,51.71
34,Josh Currie,C,PEI,19.379,136,79,40,31,119,150,475,16.385,0.58,0.295,0.23,0.875,1.105,3.495,1639,3325,49.295
35,Matej Beran,RW,PEI/SHE/CHA,19.094,178,65,55,29,120,149,481,12.925,0.36,0.267,0.167,0.63,0.798,2.77,98,209,38.945
36,Scott Oke,LW,RIM/SNB/BAT,19.751,189,59,56,34,115,149,421,13.242,0.302,0.277,0.175,0.578,0.755,2.355,141,318,45.225
37,Sebastien Sylvestre,C,CHI/RIM,19.19,164,61,53,34,114,148,463,12.05,0.36,0.322,0.218,0.685,0.9,2.932,516,1070,45.002
38,Luca Ciampini,LW,HAL,18.774,198,51,50,46,101,147,415,11.545,0.25,0.24,0.225,0.493,0.715,2.148,20,48,31.945
39,Guillaume Asselin,RW,CHI,19.516,136,60,46,39,106,145,377,17.365,0.445,0.34,0.285,0.78,1.065,2.775,20,44,45.75
40,Brent Andrews,C,HAL,19.904,191,56,56,32,112,144,471,12.455,0.328,0.34,0.165,0.67,0.84,2.665,1978,3540,55.43
41,Alexandre Lavoie,C,CAP/CHI/RIM,19.327,128,59,48,36,107,143,282,21.33,0.46,0.38,0.28,0.84,1.12,2.21,1169,2172,53.11
42,Nikolas Brouillard,D,DRU,17.854,197,28,51,64,79,143,371,6.898,0.15,0.29,0.32,0.438,0.762,2.002,4,7,75.0
43,Samuel Henley,C,VDO,19.392,172,65,43,33,108,141,369,18.21,0.442,0.28,0.255,0.72,0.978,2.332,253,585,42.02
44,Marc-Olivier Roy,C,BLB,18.111,167,60,52,29,112,141,323,18.072,0.36,0.31,0.192,0.67,0.862,2.068,198,460,42.382
45,Matthew Bissonnette,LW,BAT,20.165,112,52,44,44,96,140,376,13.305,0.445,0.4,0.4,0.845,1.245,3.32,367,694,53.085
46,Valentin Zykov,RW,BAC,17.839,120,63,37,38,100,138,421,14.71,0.515,0.315,0.325,0.83,1.155,3.48,4,14,22.22
47,Frederic Gamelin,C,BAC,18.432,188,34,60,44,94,138,310,11.078,0.18,0.348,0.26,0.532,0.785,1.71,1495,2894,51.918
48,Stefan Fournier,RW,VIC/HAL,19.877,130,67,39,31,106,137,411,16.465,0.515,0.3,0.24,0.815,1.055,3.155,137,287,47.405
49,Frederick Gaudreau,C,SHA/DRU,19.626,195,50,53,31,103,134,404,12.54,0.322,0.305,0.172,0.622,0.8,2.305,1690,3154,54.388
50,Jeremy Gregoire,RW,CHI/BAC,17.279,188,69,43,19,112,131,513,13.535,0.41,0.262,0.11,0.672,0.782,3.045,796,1431,57.49
51,Cedric Paquette,C,BLB,18.59,126,58,41,32,99,131,445,13.595,0.46,0.325,0.255,0.785,1.04,3.53,1282,2468,51.925
52,Yannick Veilleux,RW,SHA/MON,19.061,124,61,30,40,91,131,461,13.44,0.49,0.245,0.32,0.73,1.05,3.69,9,23,37.255
53,Ivan Barbashev,C,MON,17.255,116,43,55,32,98,130,361,12.405,0.39,0.49,0.275,0.885,1.165,3.13,714,1509,47.535
54,Jean-Francois Plante,RW,RIM/VIC/SHE,19.464,181,77,21,32,98,130,475,15.845,0.485,0.12,0.182,0.61,0.792,2.805,613,1365,42.51
55,Mathieu Brisebois,D,ROU,19.913,132,36,50,43,86,129,272,13.295,0.275,0.38,0.33,0.655,0.98,2.06,3,4,37.5
56,Kyle Farrell,C,CAP,18.826,163,61,45,22,106,128,492,12.448,0.408,0.282,0.14,0.69,0.835,3.202,1054,1927,54.25
57,Christophe Lalonde,RW,MON,18.925,192,72,31,23,103,126,533,13.44,0.435,0.19,0.132,0.633,0.765,2.968,160,430,36.015
58,Felix Girard,C,BAC,18.604,176,40,57,28,97,125,433,8.25,0.22,0.332,0.167,0.552,0.72,2.617,2412,3877,62.773
59,Yanni Gourde,LW,VIC,19.751,68,37,51,36,88,124,186,19.89,0.54,0.75,0.53,1.29,1.82,2.74,229,489,46.83
60,Alexandre Comtois,RW,QUE/SHE,19.888,136,44,46,31,90,121,345,12.915,0.32,0.34,0.23,0.66,0.89,2.54,385,784,50.23
61,Adam Chapman,LW,GAT/QUE/BAT,18.935,172,45,38,38,83,121,329,12.902,0.245,0.21,0.212,0.455,0.672,1.918,885,1639,55.405
62,Ryan Culkin,D,QUE/DRU,19.001,192,19,49,52,68,120,338,5.985,0.103,0.268,0.285,0.372,0.658,1.858,0,3,0.0
63,Gabriel Desjardins,LW,QUE/HAL/ROU,19.349,129,55,36,28,91,119,351,15.575,0.425,0.28,0.215,0.7,0.915,2.715,71,171,42.165
64,Maxime St-Cyr,C,ROU/BAC,18.834,192,64,35,20,99,119,432,14.01,0.348,0.188,0.115,0.542,0.658,2.398,1590,2984,53.13
65,Petr Straka,RW,RIM/BAC,19.751,109,59,36,24,95,119,397,14.395,0.54,0.325,0.22,0.87,1.09,3.63,12,29,41.105
66,Anthony DeLuca,LW,RIM,18.094,134,57,40,21,97,118,487,11.81,0.425,0.3,0.155,0.725,0.88,3.635,31,58,52.38
67,Tomas Hyka,RW,GAT,18.982,99,40,35,43,75,118,287,13.965,0.405,0.35,0.435,0.755,1.19,2.9,25,85,28.92
68,Ryan Tesink,RW,SNB/BLB,19.57,124,43,44,30,87,117,297,14.535,0.332,0.342,0.235,0.673,0.912,2.31,120,307,39.66
69,Nick Sorensen,RW,QUE,18.147,98,56,38,23,94,117,316,19.582,0.612,0.373,0.238,0.992,1.23,3.16,60,138,31.835
70,Jonathan Huberdeau,LW,SNB,18.782,67,46,49,22,95,117,237,19.215,0.67,0.725,0.325,1.395,1.725,3.56,119,236,50.975
71,Andrew Ryan,LW,HAL,18.916,157,58,32,27,90,117,343,16.672,0.39,0.228,0.175,0.62,0.792,2.332,103,216,46.465
72,Vincent Dunn,LW,VDO/GAT,17.254,159,61,31,24,92,116,344,16.698,0.45,0.188,0.178,0.638,0.812,2.525,531,1099,48.418
73,Tommy Giroux,C,BLB/DRU,19.806,136,54,38,22,92,114,262,20.61,0.395,0.275,0.165,0.68,0.84,1.93,743,1568,47.86
74,Martin Frk,RW,HAL,18.445,90,51,41,21,92,113,265,19.13,0.545,0.415,0.22,0.96,1.175,2.855,2,12,16.67
75,Carl Gelinas,C,BAC,20.107,114,44,43,26,87,113,342,12.83,0.385,0.375,0.23,0.765,0.995,3.0,194,369,51.185
76,Carl-Antoine Delisle,LW,VIC,19.494,192,48,38,26,86,112,410,11.605,0.262,0.217,0.135,0.48,0.612,2.252,1323,2722,48.63
77,Raphael Bussieres,LW,BAC,18.36,116,50,34,28,84,112,342,14.58,0.43,0.29,0.24,0.72,0.96,2.935,87,207,42.0
78,Frederik Gauthier,C,RIM,17.891,116,40,42,30,82,112,243,16.505,0.34,0.365,0.255,0.705,0.965,2.11,1425,2953,48.245
79,Martin Reway,LW,GAT,18.142,90,42,32,38,74,112,268,15.72,0.47,0.36,0.43,0.825,1.25,2.985,158,323,49.895
80,Laurent Dauphin,C,CHI,17.976,114,49,41,21,90,111,438,11.29,0.43,0.36,0.19,0.79,0.98,3.905,1013,1979,50.815
81,Matthew Boudens,C,DRU,19.256,170,48,27,35,75,110,374,12.562,0.29,0.165,0.213,0.452,0.665,2.268,515,1107,46.215
82,Logan Shaw,RW,QUE/CAP,19.445,127,46,41,22,87,109,421,10.885,0.36,0.32,0.165,0.68,0.845,3.31,385,814,46.21
83,Jess Tanguy,C,BLB/RIM,19.94,94,31,40,38,71,109,303,10.56,0.32,0.415,0.41,0.735,1.145,3.06,641,1343,46.165
84,Taylor Burke,RW,GAT,18.484,161,51,31,27,82,109,268,18.435,0.322,0.19,0.2,0.51,0.71,1.72,1853,3505,53.427
85,Alexis Loiseau,C,RIM,18.927,186,35,41,31,76,107,300,11.195,0.205,0.265,0.192,0.472,0.662,1.708,1360,2622,51.65
86,Randy Gazzola,D,HAL/VDO,19.507,135,23,38,46,61,107,294,7.515,0.17,0.28,0.34,0.45,0.79,2.175,0,1,0.0
87,Mathieu Gagnon,D,GAT/CHI/SHA,19.539,160,26,41,40,67,107,371,5.88,0.14,0.217,0.223,0.357,0.577,2.15,0,1,0.0
88,Kevin Gagne,D,SNB/RIM,19.921,130,26,40,40,66,106,316,8.295,0.2,0.315,0.315,0.515,0.83,2.475,5,10,27.78
89,Denis Kamaev,RW,ROU/SHE,18.029,131,37,42,27,79,106,300,12.28,0.28,0.32,0.205,0.6,0.81,2.29,7,21,33.33
90,Samuel Hodhod,LW,BLB,18.834,142,39,40,26,79,105,227,17.295,0.29,0.29,0.178,0.58,0.76,1.668,283,709,37.415
91,Daniel Audette,C,SHE,16.862,122,31,56,18,87,105,346,8.79,0.25,0.435,0.145,0.685,0.83,2.775,753,1854,42.36
92,Nikolaj Ehlers,LW,HAL,17.586,63,49,30,25,79,104,287,17.07,0.78,0.48,0.4,1.25,1.65,4.56,2,9,22.22
93,Victor Provencher,LW,PEI/CHI,19.291,193,51,24,29,75,104,398,11.438,0.232,0.122,0.15,0.355,0.505,2.135,66,171,40.845
94,Cedrick Henley,C,VDO,20.181,117,44,37,22,81,103,332,12.89,0.365,0.315,0.19,0.68,0.87,2.775,500,1015,40.515
95,Michael Joly,RW,RIM,17.867,114,55,30,18,85,103,275,18.01,0.455,0.255,0.16,0.71,0.87,2.345,24,42,53.575
96,Guillaume Gauthier,LW,RIM/DRU/CAP,17.26,181,42,33,28,75,103,342,12.073,0.238,0.205,0.178,0.44,0.622,2.03,327,761,43.37
97,MacKenzie Weegar,D,HAL,19.188,123,20,48,35,68,103,289,6.92,0.165,0.39,0.285,0.555,0.84,2.355,1,6,8.335
98,Jimmy Oligny,D,PEI/RIM,19.628,184,26,33,43,59,102,328,7.342,0.13,0.205,0.225,0.335,0.56,1.822,0,0,0.0
99,Xavier Ouellet,D,BLB,18.631,113,31,36,34,67,101,368,8.21,0.265,0.32,0.3,0.585,0.885,3.265,3,5,58.335
100,Danick Martel,C,BLB,18.01,132,51,30,20,81,101,406,9.762,0.325,0.178,0.125,0.502,0.625,2.942,706,1594,33.212
101,Charles-Eric Legare,RW,RIM/CAP,18.538,134,51,32,18,83,101,363,10.878,0.32,0.252,0.115,0.572,0.688,2.415,11,28,28.202
102,Michael McNamee,C,QUE/SHE,19.395,121,40,39,21,79,100,310,13.995,0.33,0.32,0.17,0.65,0.82,2.52,1248,2315,53.835
103,Oliver Cooper,LW,SNB,17.722,195,45,33,22,78,100,316,15.678,0.272,0.195,0.122,0.467,0.59,1.735,81,191,40.86
104,Dmitrij Jaskin,RW,MON,19.483,51,46,33,20,79,99,276,16.67,0.9,0.65,0.39,1.55,1.94,5.41,1,5,20.0
105,Raphael Lafontaine,C,GAT/BAT,18.032,189,46,31,22,77,99,434,10.088,0.248,0.185,0.108,0.432,0.54,2.472,1445,3024,47.422
106,Peter Sakaris,RW,SHA,19.551,127,43,37,19,80,99,336,12.895,0.335,0.295,0.15,0.63,0.78,2.64,11,36,29.88
107,Konrad Abeltshauser,D,HAL,19.535,113,15,45,38,60,98,295,5.085,0.13,0.4,0.335,0.53,0.865,2.605,2,4,50.0
108,Gabryel Paquin-Boudreau,LW,BAC,18.066,134,38,37,23,75,98,301,12.635,0.285,0.275,0.17,0.56,0.73,2.245,11,22,50.0
109,Stephen MacAulay,RW,SNB/HAL,19.905,119,46,29,22,75,97,251,17.785,0.39,0.245,0.185,0.635,0.815,2.11,647,1313,47.9
110,Justin Hache,D,SHA/CAP,18.93,185,14,34,49,48,97,245,5.415,0.078,0.215,0.308,0.292,0.602,1.482,10,17,41.427
111,Mathieu Lemay,RW,ROU,17.991,182,42,34,20,76,96,421,10.052,0.245,0.19,0.125,0.435,0.56,2.422,17,55,43.885
112,Sebastien Trudeau,RW,BAT,20.146,67,31,37,27,68,95,212,14.62,0.46,0.55,0.4,1.01,1.42,3.16,11,28,39.29
113,Jeremy Beaudry,D,VIC/QUE/SHE/CAP,19.007,151,42,28,25,70,95,372,12.163,0.275,0.205,0.18,0.478,0.655,2.462,2,8,6.25
114,Philippe Sanche,RW,BLB,17.8,110,28,35,31,63,94,212,13.37,0.25,0.315,0.285,0.565,0.85,1.97,146,360,41.175
115,Dillon Fournier,D,ROU,18.503,147,28,37,29,65,94,212,14.02,0.248,0.255,0.228,0.502,0.73,1.688,1,1,25.0
116,Nikita Jevpalovs,LW,BLB,18.518,121,46,30,17,76,93,287,15.965,0.38,0.25,0.14,0.625,0.77,2.37,259,506,50.095
117,Alex Belzile,RW,RIM,20.041,63,22,39,31,61,92,178,12.36,0.35,0.62,0.49,0.97,1.46,2.83,311,605,51.4
118,Samuel Carrier,D,BAC/BLB,19.883,119,25,40,27,65,92,410,6.165,0.215,0.335,0.23,0.55,0.78,3.475,2,6,16.665
119,Frederick Roy,RW,QUE,20.551,64,27,36,29,63,92,131,20.61,0.42,0.56,0.45,0.98,1.44,2.05,117,260,45.0
120,Steve Lebel,C,CHI/BAC/BLB/SHE,19.598,125,36,31,24,67,91,350,10.32,0.295,0.25,0.195,0.545,0.74,2.82,1355,2574,52.775
121,Martin Lefebvre,D,QUE,19.729,122,19,36,36,55,91,237,8.085,0.15,0.295,0.295,0.445,0.74,1.96,0,0,0.0
122,Rock Regimbald,C,GAT,19.855,121,37,28,24,65,89,209,17.715,0.305,0.23,0.2,0.535,0.735,1.73,1263,2208,56.825
123,Dominic Beauchemin,LW,HAL/CHI/RIM/BAT,19.778,120,39,22,26,61,87,254,15.36,0.325,0.185,0.215,0.505,0.725,2.12,17,35,61.665
124,Danick Gauthier,C,SNB,19.894,66,47,24,15,71,86,238,19.75,0.71,0.36,0.23,1.08,1.3,3.61,574,1199,47.87
125,Loik Poudrier,C,SHA/VDO,19.691,109,32,37,17,69,86,273,11.685,0.3,0.36,0.18,0.66,0.84,2.605,909,1744,52.05
126,Jonathan Brunelle,C,CAP,19.946,68,30,29,26,59,85,250,12.0,0.44,0.43,0.38,0.87,1.25,3.68,673,1366,49.27
127,Jordan Murray,D,BAT/DRU,19.245,132,20,42,23,62,85,305,6.455,0.15,0.32,0.175,0.475,0.655,2.33,1,3,16.665
128,Matt Murphy,D,VDO/HAL,17.626,194,15,28,42,43,85,257,5.915,0.1,0.135,0.23,0.235,0.465,1.515,1,2,25.0
129,Liam O'Brien,LW,RIM/ROU,18.382,200,40,32,13,72,85,382,10.555,0.22,0.165,0.057,0.385,0.445,2.092,55,114,54.42
130,Petr Sidlik,D,VIC,18.908,174,13,39,31,52,83,254,4.155,0.068,0.215,0.188,0.285,0.47,1.493,0,0,0.0
131,Yannick Dube,RW,VIC/GAT,19.54,91,43,26,14,69,83,279,13.64,0.415,0.245,0.105,0.665,0.77,3.045,23,60,37.18
132,Pierre-Maxime Poudrier,C,CHI/QUE/VDO,18.593,185,37,22,24,59,83,283,12.775,0.22,0.132,0.142,0.355,0.495,1.69,1177,2301,50.195
133,Jonathan Narbonne,D,SHA/BLB/MON,19.497,121,21,32,30,53,83,258,8.195,0.175,0.265,0.245,0.44,0.685,2.13,0,0,0.0
134,Cameron Darcy,C,CAP,19.54,65,35,30,17,65,82,210,16.67,0.54,0.46,0.26,1.0,1.26,3.23,635,1193,53.23
135,Raphael Corriveau,RW,QUE/CAP,18.596,185,41,23,17,64,81,364,12.812,0.25,0.122,0.092,0.37,0.46,2.062,14,48,26.875
136,Francois Godin,D,VIC/BAT/QUE,19.847,171,9,39,33,48,81,255,3.822,0.053,0.23,0.195,0.277,0.473,1.502,0,2,0.0
137,Alexandre Mallet,C,RIM,19.316,68,34,27,20,61,81,162,20.99,0.5,0.4,0.29,0.9,1.19,2.38,511,985,51.88
138,Nicolas Aube-Kubel,RW,VDO,16.85,129,32,25,23,57,80,260,11.945,0.25,0.195,0.175,0.44,0.62,2.01,75,167,45.245
139,Zack Phillips,C,SNB,18.881,60,30,35,15,65,80,223,13.45,0.5,0.58,0.25,1.08,1.33,3.72,516,1037,49.76
140,Jean-Christophe Laflamme,RW,BLB/SHE,19.08,182,39,28,13,67,80,389,9.75,0.202,0.155,0.073,0.358,0.435,2.225,50,116,41.418
141,Patrik Zdrahal,RW,BAT/RIM,17.938,113,33,28,18,61,79,248,13.165,0.29,0.255,0.15,0.54,0.69,2.21,17,53,35.45
142,Jeremie Malouin,C,QUE/DRU,19.918,126,44,20,15,64,79,268,16.09,0.355,0.16,0.12,0.515,0.635,2.135,1505,2793,53.625
143,Lukas Sedlak,C,CHI,19.053,98,32,32,15,64,79,238,13.44,0.325,0.325,0.15,0.655,0.805,2.425,1368,2286,59.815
144,Ryan Penny,C,MON/ROU,18.268,195,45,22,12,67,79,406,10.695,0.222,0.125,0.07,0.348,0.418,2.2,1140,2422,47.495
145,Troy Vance,D,VIC/PEI/CHA,19.37,183,16,27,36,43,79,332,5.113,0.103,0.143,0.21,0.24,0.448,1.908,0,0,0.0
146,Alexandre Ranger,RW,BAC,17.328,168,39,22,17,61,78,293,12.528,0.24,0.148,0.103,0.395,0.495,1.842,29,72,46.858
147,Michael Clarke,LW,CAP/BLB,18.823,135,33,24,21,57,78,275,11.95,0.245,0.175,0.155,0.425,0.58,2.035,36,73,48.605
148,JC Campagna,C,CAP/SHA/QUE/MON,19.513,115,40,22,15,62,77,386,10.572,0.335,0.173,0.213,0.507,0.72,3.135,63,118,54.24
149,Kurt Etchegary,C,QUE,18.092,143,28,24,25,52,77,274,10.228,0.228,0.202,0.205,0.43,0.635,2.2,1173,2195,53.38
150,Yan Pavel Laplante,LW,PEI/VIC/CHA,17.648,138,34,29,13,63,76,344,9.568,0.282,0.208,0.12,0.488,0.608,2.832,219,462,47.853
151,Simon Tardif-Richard,C,DRU/GAT,19.524,101,33,25,17,58,75,235,14.62,0.305,0.24,0.135,0.545,0.682,2.172,628,1147,40.455
152,Jerome Gauthier-Leduc,D,RIM,19.127,62,28,30,16,58,74,262,10.69,0.45,0.48,0.26,0.94,1.19,4.23,1,1,100.0
153,Alex Micallef,D,BLB/PEI,19.675,122,27,22,25,49,74,260,10.675,0.225,0.185,0.205,0.405,0.61,2.115,1,2,25.0
154,Adam Stevens,C,BAT/GAT,18.344,188,32,27,15,59,74,307,10.55,0.188,0.173,0.082,0.358,0.442,1.73,847,1647,51.982
155,Dominic Poulin,D,CHI/BAC/GAT,18.873,184,30,15,29,45,74,398,7.742,0.182,0.085,0.175,0.265,0.442,2.31,0,2,0.0
156,Francis Perron,LW,ROU,16.91,125,23,27,23,50,73,204,11.14,0.18,0.205,0.175,0.39,0.565,1.59,250,568,44.025
157,Andre Bouvet-Morrissette,RW,DRU,20.137,63,39,16,17,55,72,231,16.88,0.62,0.25,0.27,0.87,1.14,3.67,283,481,58.84
158,Alexandros Soumakis,LW,GAT/BAT,18.832,122,39,20,13,59,72,255,11.898,0.255,0.162,0.095,0.415,0.512,2.013,144,317,44.215
159,Conor Garland,RW,MON,17.014,77,30,27,14,57,71,222,13.56,0.35,0.35,0.16,0.7,0.855,2.59,17,42,29.78
160,Philippe Hudon,RW,VIC,19.669,156,37,23,11,60,71,329,11.452,0.245,0.135,0.062,0.38,0.442,2.108,45,98,44.81
161,Marek Hrivik,LW,MON,20.05,54,29,29,12,58,70,238,12.18,0.54,0.54,0.22,1.07,1.3,4.41,67,160,41.88
162,Olivier Picard,D,BLB,19.691,185,14,28,28,42,70,266,6.095,0.085,0.16,0.14,0.242,0.385,1.422,0,1,0.0
163,Gabriel Bourret,D,CHI/GAT,19.434,132,10,32,28,42,70,222,4.54,0.075,0.245,0.21,0.315,0.53,1.68,0,0,0.0
164,Benjamin Casavant,LW,VDO,20.649,57,34,20,15,54,69,164,20.73,0.6,0.35,0.26,0.95,1.21,2.88,29,60,48.33
165,Jason Houde,LW,ROU/QUE/SHE,19.33,168,30,28,11,58,69,263,11.505,0.188,0.155,0.075,0.342,0.418,1.588,24,68,17.525
166,Stephen Anderson,RW,SNB,17.98,127,29,18,21,47,68,312,9.398,0.25,0.185,0.158,0.435,0.592,2.848,302,602,56.46
167,Christian Ouellet,RW,GAT/CHI,20.05,68,25,20,23,45,68,160,15.62,0.37,0.29,0.34,0.66,1.0,2.35,121,305,39.67
168,Tomas Jurco,RW,SNB,18.714,48,30,21,17,51,68,186,16.13,0.62,0.44,0.35,1.06,1.42,3.88,8,16,50.0
169,Maxim Lamarche,D,BAC,19.68,123,13,24,31,37,68,216,5.785,0.11,0.2,0.265,0.31,0.575,1.81,0,2,0.0
170,Daniel Sprong,RW,CHA,16.499,67,30,33,5,63,68,260,11.54,0.45,0.49,0.07,0.94,1.01,3.88,10,34,29.41
171,Etienne Boutet,D,RIM/GAT,19.79,111,18,33,16,51,67,211,8.77,0.16,0.28,0.15,0.44,0.59,1.83,1,3,16.665
172,Steven Mercier,LW,ROU,19.869,167,24,24,19,48,67,178,13.525,0.15,0.16,0.105,0.305,0.415,1.112,700,1455,50.588
173,Alexandre Grenier,RW,HAL/DRU/SHE,18.986,103,25,28,12,53,65,155,8.995,0.195,0.22,0.1,0.415,0.515,1.29,31,75,20.945
174,Jean-Gabriel Pageau,C,GAT/CHI,18.842,46,32,18,15,50,65,196,16.33,0.7,0.39,0.33,1.09,1.41,4.26,625,1131,55.26
175,Alec Jon Banville,LW,BAT/BAC,18.675,172,28,21,16,49,65,332,8.65,0.16,0.11,0.103,0.27,0.378,1.895,76,165,33.875
176,Alexis Pepin,RW,PEI/CHA/GAT,16.894,124,35,15,14,50,64,275,12.765,0.28,0.12,0.115,0.405,0.52,2.22,302,713,42.4
177,Jack Nevins,LW,PEI/ROU/CHA,19.492,115,27,20,16,47,63,300,9.09,0.23,0.165,0.135,0.39,0.52,2.515,53,123,41.05
178,Tomas Pavelka,D,PEI,18.798,123,14,19,30,33,63,243,5.8,0.115,0.16,0.25,0.28,0.53,1.985,1,2,25.0
179,Michael Chaput,C,SHA,19.434,57,21,24,18,45,63,177,11.86,0.37,0.42,0.32,0.79,1.11,3.11,777,1254,61.96
180,Jonathan Diaby,D,VIC,18.081,156,14,29,20,43,63,201,7.54,0.14,0.215,0.155,0.355,0.512,1.54,1,2,12.5
181,Anthony Cortese,D,GAT/PEI/CHA,18.925,170,16,22,25,38,63,270,6.268,0.098,0.14,0.16,0.232,0.397,1.748,6,7,45.0
182,Olivier Caouette,LW,DRU,18.944,195,30,21,12,51,63,270,11.32,0.168,0.112,0.062,0.282,0.345,1.45,123,264,46.602
183,Nikita Kucherov,RW,ROU/QUE,19.247,33,29,19,15,48,63,126,23.02,0.88,0.58,0.45,1.45,1.91,3.82,0,0,0.0
