,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Portland Winterhawks,504,306,54.934,2052,1520,532,53.297,18931,16227,2704,9.71,0.908,100.501
1,Kelowna Rockets,504,302,55.334,1946,1444,502,52.245,16673,15160,1513,11.339,0.899,101.204
2,Medicine Hat Tigers,504,263,52.244,1838,1639,199,54.388,17945,15842,2103,9.992,0.893,99.235
3,Calgary Hitmen,504,257,46.986,1780,1593,187,50.408,16276,14755,1521,9.934,0.886,98.459
4,Brandon Wheat Kings,504,252,52.247,1869,1706,163,47.984,16686,16867,-181,11.394,0.904,101.779
5,Victoria Royals,504,250,53.402,1723,1607,116,47.989,15297,16128,-831,11.792,0.907,102.475
6,Regina Pats,504,247,53.688,1765,1644,121,53.782,16846,16096,750,9.842,0.902,99.989
7,Edmonton Oil Kings,504,245,42.278,1675,1560,115,49.403,17197,14754,2443,9.12,0.878,96.922
8,Tri-City Americans,504,244,49.933,1638,1621,17,47.46,15048,16547,-1499,10.822,0.902,101.058
9,Everett Silvertips,504,243,57.134,1459,1419,40,52.815,15106,15211,-105,9.363,0.922,101.541
10,Spokane Chiefs,504,243,51.167,1715,1635,80,53.038,16410,14650,1760,10.381,0.887,99.092
11,Moose Jaw Warriors,504,237,55.689,1677,1662,15,51.084,16109,16368,-259,11.516,0.905,101.959
12,Kamloops Blazers,504,227,49.884,1613,1583,30,50.226,16279,16082,197,9.066,0.908,99.883
13,Swift Current Broncos,504,224,52.831,1589,1609,-20,48.532,16077,16941,-864,10.674,0.91,101.64
14,Red Deer Rebels,504,219,48.084,1547,1573,-26,48.324,15868,16577,-709,9.68,0.902,99.876
15,Seattle Thunderbirds,504,218,50.896,1535,1661,-126,50.055,15604,16217,-613,10.243,0.902,100.398
16,Saskatoon Blades,504,196,44.314,1584,1923,-339,48.093,15885,17600,-1715,9.562,0.889,98.471
17,Lethbridge Hurricanes,504,195,49.43,1621,1920,-299,48.13,15499,18238,-2739,10.649,0.9,100.626
18,Prince Albert Raiders,504,191,47.062,1552,1798,-246,49.499,16232,16715,-483,9.713,0.895,99.186
19,Prince George Cougars,504,185,46.925,1490,1825,-335,49.089,15782,16664,-882,9.568,0.897,99.184
20,Vancouver Giants,504,180,44.264,1471,1838,-367,47.552,15511,15759,-248,9.291,0.893,98.552
21,Kootenay Ice,288,132,50.535,890,869,21,49.504,8894,8984,-90,9.908,0.904,100.286
22,Kootenay ICE,216,50,38.8,544,924,-380,44.988,6053,7826,-1773,9.045,0.884,97.485
