,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Rouyn-Noranda Huskies,136,82,56.25,543,423,120,54.49,4332,3607,725,12.165,0.885,100.65,55.09,231.005,186.435,44.57,10.655,0.897,100.3,31.997,0.452,-21.065,-0.347,131,108,23,54.415,428,387,41,52.48,29.915,0.723,138,102,36,56.68,595,435,160,57.62,22.42,0.768,274,213,61,57.035,3309,2785,524,54.245,8.015,0.926
1,Val-d'Or Foreurs,136,80,55.795,572,457,115,52.515,4459,4030,429,12.395,0.89,101.36,55.57,248.52,198.505,50.015,11.195,0.902,101.32,26.48,0.36,-23.494,-0.346,161,90,71,64.15,543,367,176,59.695,29.135,0.754,135,125,10,52.125,574,537,37,51.675,23.2,0.772,276,242,34,53.535,3342,3126,216,51.635,7.795,0.926
2,Shawinigan Cataractes,136,78,55.37,535,431,104,50.835,4328,4185,143,11.92,0.9,101.855,53.74,250.08,215.0,35.08,11.6,0.897,101.305,6.422,0.094,5.497,0.07,151,119,32,55.99,548,423,125,56.36,27.455,0.723,124,90,34,57.97,574,507,67,53.14,21.37,0.824,260,222,38,53.875,3206,3255,-49,49.62,7.61,0.934
3,Rimouski Oceanic,136,75,54.36,479,397,82,53.085,4349,3842,507,10.5,0.899,100.325,50.205,218.56,216.375,2.19,10.085,0.887,98.805,9.939,0.126,21.874,0.33,107,133,-26,43.75,445,557,-112,44.455,23.335,0.759,109,90,19,54.245,539,439,100,55.11,19.74,0.796,263,174,89,60.13,3365,2846,519,54.165,7.29,0.941
4,Gatineau Olympiques,136,73,54.31,480,408,72,53.34,4210,3687,523,11.2,0.894,100.58,54.2,260.48,218.55,41.935,12.36,0.88,100.395,-25.482,-0.349,22.55,0.404,121,116,5,51.015,528,465,63,53.025,22.875,0.754,127,96,31,57.015,676,516,160,56.71,18.665,0.817,232,196,36,54.695,3006,2706,300,52.7,7.46,0.932
5,Moncton Wildcats,136,73,53.38,546,477,69,51.595,4356,4086,270,12.225,0.886,100.825,51.17,259.055,247.29,11.765,11.94,0.879,99.79,5.945,0.086,15.29,0.225,151,147,4,50.525,562,616,-54,47.69,26.665,0.766,136,132,4,50.825,628,705,-77,47.095,21.485,0.818,259,198,61,56.65,3166,2765,401,53.36,7.77,0.93
6,Saint John Sea Dogs,136,67,51.625,488,457,31,50.725,4463,4333,130,10.67,0.897,100.37,49.24,239.21,245.97,-6.76,10.74,0.886,99.35,-1.711,-0.02,23.472,0.325,140,117,23,54.515,615,585,30,51.28,22.29,0.802,126,106,20,54.465,553,524,29,51.37,22.785,0.798,222,234,-12,48.66,3295,3224,71,50.525,6.475,0.93
7,Cape Breton Screaming Eagles,136,66,53.0,541,479,62,52.03,4347,4006,341,12.015,0.885,100.495,54.06,273.635,231.545,42.095,12.63,0.884,101.0,-13.634,-0.184,2.042,0.032,143,138,5,51.1,564,521,43,51.735,25.385,0.74,128,129,-1,49.82,600,561,39,51.63,21.305,0.773,270,212,58,56.035,3183,2924,259,52.13,7.955,0.932
8,Charlottetown Islanders,136,66,48.915,449,469,-20,48.94,4360,4549,-189,10.075,0.9,100.01,49.375,234.455,240.63,-6.175,10.785,0.894,100.18,-15.456,-0.213,12.629,0.164,142,149,-7,48.745,536,526,10,50.48,26.035,0.718,112,106,6,51.36,617,594,23,50.97,18.035,0.821,195,214,-19,47.635,3207,3429,-222,48.325,5.885,0.94
9,Quebec Remparts,136,63,48.8,467,487,-20,47.98,3976,4311,-335,11.42,0.893,100.67,49.545,199.825,203.145,-3.32,10.07,0.905,100.595,27.172,0.404,-27.356,-0.381,136,109,27,55.085,448,387,61,53.555,29.8,0.728,104,81,23,56.21,514,432,82,54.36,20.24,0.816,227,297,-70,43.215,3014,3492,-478,46.33,7.17,0.92
10,Blainville-Boisbriand Armada,136,61,51.67,409,377,32,52.21,3759,3440,319,10.425,0.896,99.985,50.845,193.765,186.735,7.025,10.33,0.89,99.415,2.236,0.028,8.235,0.143,91,109,-18,45.135,390,379,11,50.69,22.34,0.717,88,90,-2,49.185,474,492,-18,49.045,18.305,0.818,230,178,52,55.985,2895,2569,326,52.985,7.54,0.937
11,Victoriaville Tigres,136,58,48.84,492,516,-24,46.88,3905,4428,-523,12.265,0.887,100.955,44.955,203.37,248.905,-45.53,10.45,0.888,99.17,35.13,0.543,-0.598,-0.007,108,151,-43,41.48,391,567,-176,40.825,27.345,0.734,127,118,9,52.055,519,550,-31,48.645,24.235,0.792,257,247,10,50.975,2995,3311,-316,47.5,8.21,0.929
12,Chicoutimi Sagueneens,136,54,48.455,419,446,-27,47.725,3951,4326,-375,10.16,0.9,100.21,48.49,203.38,216.09,-12.71,10.365,0.9,100.325,-4.377,-0.062,2.089,0.027,125,118,7,51.33,443,424,19,51.095,27.575,0.724,94,120,-26,44.3,481,586,-105,45.18,19.01,0.796,200,208,-8,49.02,3027,3316,-289,47.715,6.19,0.942
13,Sherbrooke Phoenix,136,53,47.125,428,480,-52,48.855,4056,4254,-198,10.29,0.89,99.265,47.29,207.65,231.485,-23.835,10.27,0.89,99.32,0.349,0.006,-1.016,-0.022,116,126,-10,47.415,459,500,-41,47.85,24.9,0.753,82,112,-30,42.3,482,628,-146,43.415,16.645,0.825,230,242,-12,48.51,3115,3126,-11,49.995,7.12,0.925
14,Halifax Mooseheads,136,50,44.715,417,516,-99,48.62,4073,4317,-244,9.83,0.884,98.16,48.13,229.32,249.175,-19.855,11.32,0.885,99.78,-29.818,-0.448,-1.827,-0.04,123,132,-9,48.23,499,538,-39,48.09,23.915,0.76,107,137,-30,44.295,576,662,-86,46.575,18.53,0.796,187,247,-60,42.85,2998,3117,-119,49.095,5.865,0.923
15,Drummondville Voltigeurs,136,47,42.335,378,515,-137,47.24,3724,4159,-435,9.86,0.882,98.055,46.04,190.535,223.35,-32.815,10.265,0.892,99.455,-7.536,-0.122,-20.65,-0.299,98,116,-18,45.93,425,447,-22,48.74,22.875,0.746,89,127,-38,41.26,473,598,-125,44.005,18.745,0.792,191,272,-81,41.245,2826,3114,-288,47.58,6.495,0.918
16,Baie-Comeau Drakkar,136,42,40.67,367,533,-166,46.22,3818,4439,-621,9.22,0.883,97.535,44.87,186.625,229.93,-43.305,9.8,0.896,99.405,-10.125,-0.173,-28.568,-0.387,110,125,-15,46.665,427,477,-50,47.395,25.3,0.742,85,119,-34,41.665,458,529,-71,46.36,18.03,0.778,172,289,-117,37.18,2933,3433,-500,46.055,5.53,0.919
17,Acadie-Bathurst Titan,136,40,41.82,378,520,-142,47.14,3939,4406,-467,9.37,0.885,97.85,45.38,206.115,246.485,-40.365,10.435,0.888,99.225,-20.615,-0.32,-6.017,-0.092,112,163,-51,39.52,444,529,-85,45.5,24.52,0.686,93,124,-31,43.195,542,580,-38,48.295,17.19,0.788,173,233,-60,42.32,2953,3297,-344,47.22,5.635,0.933
