,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Calgary Hitmen,1008,573,50.012,3565,2878,687,51.2,31217,27685,3532,9.861,0.898,99.632
1,Brandon Wheat Kings,1008,554,54.832,3681,3176,505,53.15,32341,29702,2639,11.493,0.893,100.73
2,Kootenay Ice,936,535,54.254,3166,2665,501,53.318,29192,26785,2407,10.346,0.9,100.278
3,Kelowna Rockets,1008,532,53.32,3311,2931,380,50.558,31004,28083,2921,10.308,0.907,101.007
4,Swift Current Broncos,1008,515,45.904,3189,3048,141,47.875,30693,30096,597,9.178,0.9,99.184
5,Spokane Chiefs,1008,514,59.85,3272,2953,319,56.298,32525,28839,3686,10.092,0.912,101.244
6,Red Deer Rebels,1008,504,53.778,3127,2971,156,52.101,30416,29225,1191,9.546,0.912,100.743
7,Kamloops Blazers,1008,496,44.671,3237,3293,-56,47.747,30339,31680,-1341,9.865,0.89,98.823
8,Tri-City Americans,1008,489,56.918,3385,3334,51,53.374,31508,31461,47,10.72,0.909,101.511
9,Medicine Hat Tigers,1008,474,55.758,3449,3454,-5,50.205,30705,31241,-536,11.416,0.908,102.136
10,Seattle Thunderbirds,1008,462,44.203,3197,3210,-13,45.822,31556,32167,-611,8.529,0.909,99.401
11,Moose Jaw Warriors,1008,450,48.474,3306,3496,-190,49.096,30940,32991,-2051,10.025,0.896,99.589
12,Saskatoon Blades,1008,450,55.914,3091,3353,-262,52.268,29773,32096,-2323,11.138,0.904,101.544
13,Lethbridge Hurricanes,1008,435,43.254,3108,3307,-199,46.237,28467,29326,-859,9.662,0.891,98.69
14,Regina Pats,1008,433,43.664,3149,3476,-327,47.502,29556,31680,-2124,9.746,0.888,98.496
15,Prince George Cougars,1008,427,43.315,3149,3570,-421,47.37,31316,32751,-1435,9.703,0.887,98.383
16,Prince Albert Raiders,1008,397,46.555,3003,3585,-582,49.066,30386,32800,-2414,9.331,0.897,99.018
17,Vancouver Giants,720,375,54.404,2397,2096,301,54.958,22881,19721,3160,10.367,0.894,99.776
18,Portland Winter Hawks,864,349,36.016,2495,3074,-579,43.242,25724,28236,-2512,8.123,0.89,97.208
19,Everett Silvertips,576,277,48.549,1541,1435,106,47.561,15958,17089,-1131,8.702,0.917,100.406
20,Chilliwack Bruins,360,119,45.386,953,1240,-287,45.052,9769,11701,-1932,10.138,0.901,100.157
21,Edmonton Oil Kings,288,90,44.959,763,1002,-239,49.588,8392,9207,-815,9.15,0.893,98.36
22,Portland Winterhawks,144,88,54.76,563,464,99,51.52,5304,4990,314,10.19,0.908,100.995
23,Edmonton Ice,72,18,42.46,242,328,-86,45.79,2228,2638,-410,10.78,0.877,98.48
