,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Nick Abruzzese,F,CHI,19.283,46,20,23,15,43,58,80,25.0,0.43,0.5,0.33,0.93,1.26,1.74
1,Brett Murray,F,YNG,20.156,46,31,16,9,47,56,116,26.72,0.67,0.35,0.2,1.02,1.22,2.52
2,Matias Maccelli,LW,DBQ,17.92,46,22,17,15,39,54,135,16.3,0.48,0.37,0.33,0.85,1.17,2.93
3,Hank Crone,F,FGO,20.57,46,15,21,17,36,53,121,12.4,0.33,0.46,0.37,0.78,1.15,2.63
4,Ben Meyers,F,FGO,19.833,43,27,20,6,47,53,163,16.56,0.63,0.47,0.14,1.09,1.23,3.79
5,Egor Afanasyev,F,MUS,17.643,45,24,19,8,43,51,159,15.09,0.53,0.42,0.18,0.96,1.13,3.53
6,Matej Blumel,F,WAT,18.292,43,25,14,11,39,50,180,13.89,0.58,0.33,0.26,0.91,1.16,4.19
7,Emil Ohrvall,F,WAT,20.266,44,25,11,11,36,47,134,18.66,0.57,0.25,0.25,0.82,1.07,3.05
8,Alex Yakovenko,D,MUS,20.545,45,17,13,17,30,47,122,13.93,0.38,0.29,0.38,0.67,1.04,2.71
9,Bobby Lynch,F,MUS,20.25,48,17,17,12,34,46,135,12.59,0.35,0.35,0.25,0.71,0.96,2.81
10,Jack Malone,RW,YNG,17.922,41,16,17,13,33,46,80,20.0,0.39,0.41,0.32,0.8,1.12,1.95
11,Matt Brown,LW,DM,19.102,42,24,15,6,39,45,117,20.51,0.57,0.36,0.14,0.93,1.07,2.79
12,Ronnie Attard,LD,TC,19.491,35,22,9,14,31,45,99,22.22,0.63,0.26,0.4,0.89,1.29,2.83
13,Vladislav Firstov,F,WAT,17.241,47,21,19,5,40,45,106,19.81,0.45,0.4,0.11,0.85,0.96,2.26
14,Mikael Hakkarainen,C,MUS,20.636,33,16,17,11,33,44,125,12.8,0.48,0.52,0.33,1.0,1.33,3.79
15,Bobby Brink,C,SC,17.189,28,21,12,10,33,43,83,25.3,0.75,0.43,0.36,1.18,1.54,2.96
16,Brendan Furry,LW,TC/OMA,20.189,37,16,18,7,34,41,125,12.8,0.43,0.49,0.19,0.92,1.11,3.38
17,Robert Mastrosimone,LW,CHI,17.64,38,21,14,5,35,40,112,18.75,0.55,0.37,0.13,0.92,1.05,2.95
18,Martin Pospisil,C,SC,18.823,33,12,20,8,32,40,123,9.76,0.36,0.61,0.24,0.97,1.21,3.73
19,Josh Nodler,RW,FGO,17.386,41,17,15,8,32,40,72,23.61,0.41,0.37,0.2,0.78,0.98,1.76
20,Reed Lebster,RW,DM,19.532,47,20,10,9,30,39,106,18.87,0.43,0.21,0.19,0.64,0.83,2.26
21,Connor MacEachern,F,YNG,19.13,46,19,9,11,28,39,119,15.97,0.41,0.2,0.24,0.61,0.85,2.59
22,Zac Jones,D,TC,17.909,42,8,15,15,23,38,110,7.27,0.19,0.36,0.36,0.55,0.9,2.62
23,Shane Pinto,RW,TC/LIN,17.84,41,20,13,5,33,38,127,15.75,0.49,0.32,0.12,0.8,0.93,3.1
24,Artem Ivanyuzhenkov,F,SF,20.48,42,22,13,3,35,38,98,22.45,0.52,0.31,0.07,0.83,0.9,2.33
25,Nathan Smith,C,CR,19.907,44,14,14,9,28,37,91,15.38,0.32,0.32,0.2,0.64,0.84,2.07
26,Jami Krannila,F,SF,17.95,44,14,14,9,28,37,95,14.74,0.32,0.32,0.2,0.64,0.84,2.16
