,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,682,363,46.608,2487,2122,365,46.323,20649,20880,-231,10.336,0.9,100.338
1,Saint John Sea Dogs,682,360,55.922,2497,2149,348,53.927,22026,21144,882,11.084,0.9,100.985
2,Shawinigan Cataractes,682,336,55.325,2364,2172,192,51.658,21213,21021,192,11.408,0.901,101.466
3,Rouyn-Noranda Huskies,682,334,58.384,2470,2401,69,54.727,20595,19133,1462,12.14,0.894,101.576
4,Drummondville Voltigeurs,682,327,45.116,2331,2251,80,49.832,21675,19199,2476,9.993,0.881,98.048
5,Gatineau Olympiques,682,327,51.081,2343,2243,100,50.292,19655,19406,249,11.377,0.889,100.305
6,Rimouski Oceanic,682,326,50.346,2412,2247,165,51.198,20876,20046,830,10.594,0.89,99.552
7,Moncton Wildcats,682,320,42.194,2307,2266,41,46.294,21061,21374,-313,10.419,0.875,97.918
8,Victoriaville Tigres,682,314,49.99,2461,2351,110,48.881,21186,21358,-172,11.646,0.889,100.57
9,Cape Breton Screaming Eagles,682,300,52.716,2313,2452,-139,51.584,21289,20553,736,11.668,0.888,100.484
10,Val-d'Or Foreurs,682,291,50.225,2383,2535,-152,47.734,20627,21782,-1155,11.838,0.893,101.064
11,Halifax Mooseheads,682,291,47.212,2339,2423,-84,49.258,21527,20471,1056,10.46,0.887,99.139
12,Chicoutimi Sagueneens,682,268,48.863,2045,2259,-214,49.524,19676,20858,-1182,9.936,0.898,99.761
13,Baie-Comeau Drakkar,682,260,44.679,2081,2408,-327,47.576,20277,20880,-603,9.579,0.892,98.814
14,Acadie-Bathurst Titan,682,256,48.648,2200,2512,-312,50.151,20837,22666,-1829,10.439,0.889,99.335
15,Blainville-Boisbriand Armada,408,214,54.101,1394,1130,264,52.41,11888,10633,1255,10.721,0.9,100.729
16,PEI Rocket,410,170,48.702,1357,1499,-142,48.26,12314,13885,-1571,10.822,0.89,99.881
17,Charlottetown Islanders,272,124,52.815,929,934,-5,51.278,9023,9142,-119,10.626,0.902,100.758
18,Lewiston MAINEiacs,274,108,48.891,875,1009,-134,49.704,8256,8782,-526,10.905,0.889,99.8
19,Sherbrooke Phoenix,340,108,44.706,1002,1316,-314,47.612,9793,11496,-1703,9.845,0.891,98.838
20,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
21,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
22,St. John's Fog Devils,70,31,49.77,216,218,-2,48.04,2119,2292,-173,9.9,0.907,100.62
