,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,666,360,52.97,1965,1657,308,51.485,20113,18190,1923,9.504,0.91,100.412
1,Toronto Marlies,668,359,54.303,2069,1721,348,52.396,20048,19590,458,10.084,0.905,100.494
2,Grand Rapids Griffins,668,332,53.091,2049,1791,258,52.266,21500,19755,1745,8.931,0.912,100.114
3,Chicago Wolves,665,320,54.162,1965,1805,160,50.601,19755,19713,42,10.64,0.908,101.424
4,Charlotte Checkers,669,316,52.774,1937,1909,28,51.847,20559,20295,264,9.864,0.904,100.226
5,Hershey Bears,666,314,48.614,1964,1822,142,49.028,18740,19173,-433,9.835,0.9,99.852
6,Providence Bruins,667,313,53.706,1887,1736,151,52.802,20935,19735,1200,9.424,0.908,100.238
7,Texas Stars,666,312,50.39,2050,1940,110,51.726,21257,19952,1305,9.57,0.902,99.694
8,Syracuse Crunch,665,305,55.046,1952,1887,65,51.37,20143,19455,688,10.343,0.911,101.433
9,Milwaukee Admirals,667,301,48.568,1818,1760,58,49.287,19321,19490,-169,8.877,0.909,99.779
10,Rockford IceHogs,668,288,48.01,1852,1944,-92,49.651,21500,20173,1327,7.999,0.914,99.351
11,Bridgeport Sound Tigers,669,278,49.622,1849,2001,-152,50.549,19674,20130,-456,9.672,0.901,99.714
12,Rochester Americans,667,274,50.889,1882,2005,-123,50.259,19438,21224,-1786,9.429,0.908,100.191
13,San Antonio Rampage,666,259,46.592,1766,1984,-218,49.418,19897,20573,-676,8.657,0.904,99.103
14,Binghamton Senators,536,236,44.892,1579,1626,-47,47.736,16261,17874,-1613,8.78,0.9,98.792
15,Albany Devils,536,231,51.368,1410,1460,-50,52.795,15794,14979,815,8.698,0.908,99.508
16,Utica Comets,436,203,48.89,1198,1224,-26,48.88,13162,12927,235,9.593,0.905,100.072
17,Manchester Monarchs,384,202,56.193,1150,968,182,52.924,11830,11337,493,9.431,0.916,101.091
18,St. John's IceCaps,456,201,48.319,1280,1334,-54,47.978,13584,13934,-350,9.363,0.91,100.301
19,Portland Pirates,460,201,50.201,1346,1382,-36,49.812,13885,14466,-581,8.63,0.914,99.958
20,Lake Erie Monsters,460,198,50.328,1214,1258,-44,51.242,13645,13722,-77,8.376,0.914,99.712
21,Springfield Falcons,460,194,46.26,1285,1334,-49,48.88,13160,13621,-461,8.648,0.904,99.044
22,Oklahoma City Barons,384,184,51.194,1143,1071,72,49.798,11828,11708,120,9.221,0.912,100.416
23,Norfolk Admirals,384,173,47.6,1070,1008,62,50.496,11994,11210,784,7.877,0.914,99.241
24,Hartford Wolf Pack,436,173,44.882,1158,1343,-185,48.001,12481,13292,-811,9.148,0.9,99.066
25,Lehigh Valley Phantoms,359,168,51.601,1086,1057,29,48.063,10715,11541,-826,10.251,0.91,101.314
26,Hamilton Bulldogs,384,158,47.223,937,1054,-117,49.042,11314,11725,-411,7.89,0.915,99.378
27,Manitoba Moose,363,151,48.287,976,1046,-70,47.252,10701,11603,-902,8.896,0.914,100.321
28,Iowa Wild,435,151,50.129,1083,1279,-196,48.487,12403,13797,-1394,9.593,0.911,100.706
29,Worcester Sharks,384,150,49.287,988,1087,-99,53.148,12333,11194,1139,7.938,0.908,98.667
30,San Diego Gulls,255,133,52.089,804,737,67,49.231,7808,8037,-229,10.352,0.908,101.194
31,Ontario Reign,253,129,48.048,738,714,24,49.445,7944,7556,388,9.105,0.902,99.341
32,San Jose Barracuda,252,129,53.376,767,681,86,51.626,7853,7362,491,9.442,0.911,100.545
33,Abbotsford Heat,308,128,49.601,765,806,-41,49.888,9173,8859,314,8.6,0.913,99.881
34,Bakersfield Condors,254,120,52.784,768,744,24,51.424,7745,7922,-177,9.45,0.908,100.22
35,Stockton Heat,255,113,48.602,788,813,-25,49.08,7893,7952,-59,10.311,0.896,99.904
36,Adirondack Phantoms,308,113,45.354,754,895,-141,49.16,9098,9443,-345,7.874,0.909,98.765
37,Houston Aeros,232,101,51.532,634,596,38,49.29,6627,6788,-161,9.305,0.916,100.952
38,Connecticut Whale,232,97,49.567,630,637,-7,48.287,6802,7074,-272,9.2,0.912,100.393
39,Peoria Rivermen,232,97,47.902,606,633,-27,48.705,6946,7337,-391,8.108,0.917,99.742
40,Tucson Roadrunners,185,91,50.178,548,555,-7,50.625,5508,5542,-34,9.57,0.903,99.848
41,Springfield Thunderbirds,208,82,49.132,585,616,-31,48.055,6000,6448,-448,9.638,0.908,100.415
42,Cleveland Monsters,207,75,45.878,534,635,-101,51.498,6307,6134,173,8.178,0.898,97.945
43,Belleville Senators,134,50,46.115,374,445,-71,46.19,3593,4216,-623,10.295,0.898,100.1
44,Binghamton Devils,133,46,44.225,347,438,-91,49.055,3725,3841,-116,9.09,0.891,98.22
45,Laval Rocket,132,45,45.24,352,437,-85,50.08,3718,3731,-13,9.22,0.891,98.335
46,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
47,Colorado Eagles,50,20,46.51,140,161,-21,48.08,1576,1702,-126,8.54,0.908,99.34
