,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Jason Spezza,C,WSR/MISS,17.26,56.0,43.0,45.0,28.0,88.0,116.0,0.77,0.8,0.5,1.57,2.07
1,Kyle Wellwood,C,BELV,17.336,66.0,32.0,40.0,41.0,72.0,113.0,0.48,0.61,0.62,1.09,1.71
2,Branko Radivojevic,RW,BELV,19.809,59.0,30.0,44.0,23.0,74.0,97.0,0.51,0.75,0.39,1.25,1.64
3,Randy Rowe,LW,BELV,20.266,61.0,63.0,23.0,11.0,86.0,97.0,1.03,0.38,0.18,1.41,1.59
4,Brad Boyes,C,ER,18.415,59.0,45.0,30.0,15.0,75.0,90.0,0.76,0.51,0.25,1.27,1.53
5,Derek MacKenzie,C,SBY,19.264,62.0,40.0,33.0,16.0,73.0,89.0,0.65,0.53,0.26,1.18,1.44
6,Jason Baird,LW,ER,19.998,68.0,30.0,36.0,22.0,66.0,88.0,0.44,0.53,0.32,0.97,1.29
7,Steve Ott,C,WSR,18.076,55.0,50.0,22.0,15.0,72.0,87.0,0.91,0.4,0.27,1.31,1.58
8,Stephen Weiss,C,PLY,17.454,62.0,40.0,30.0,17.0,70.0,87.0,0.65,0.48,0.27,1.13,1.4
9,Jason Jaspers,C,SBY,19.439,63.0,42.0,28.0,14.0,70.0,84.0,0.67,0.44,0.22,1.11,1.33
10,Derek Roy,C,KIT,17.369,65.0,42.0,31.0,8.0,73.0,81.0,0.65,0.48,0.12,1.12,1.25
11,Scott Cameron,LW,NB,19.431,68.0,37.0,30.0,13.0,67.0,80.0,0.54,0.44,0.19,0.99,1.18
12,Cory Pecker,RW,ER/SSM,19.491,61.0,41.0,28.0,10.0,69.0,79.0,0.67,0.46,0.16,1.13,1.3
13,Fedor Fedorov,LW,SBY,19.264,67.0,33.0,32.0,13.0,65.0,78.0,0.49,0.48,0.19,0.97,1.16
14,Igor Valeev,LW,NB,19.683,62.0,17.0,36.0,25.0,53.0,78.0,0.27,0.58,0.4,0.85,1.26
15,Michael Zigomanis,C,KGN,19.661,52.0,40.0,22.0,15.0,62.0,77.0,0.77,0.42,0.29,1.19,1.48
16,Kevin Dallman,D,GUE,19.551,66.0,25.0,27.0,25.0,52.0,77.0,0.38,0.41,0.38,0.79,1.17
17,Shawn Snider,C,OS,19.62,61.0,27.0,31.0,18.0,58.0,76.0,0.44,0.51,0.3,0.95,1.25
18,Chris Kelly,LW,LDN/SBY,19.844,50.0,26.0,31.0,19.0,57.0,76.0,0.52,0.62,0.38,1.14,1.52
19,Charlie Stephens,C,GUE,19.447,67.0,38.0,21.0,17.0,59.0,76.0,0.57,0.31,0.25,0.88,1.13
20,Joe Talbot,C,OTT,20.397,66.0,39.0,19.0,18.0,58.0,76.0,0.59,0.29,0.27,0.88,1.15
21,Eric Himelfarb,C,SAR,17.706,49.0,31.0,30.0,14.0,61.0,75.0,0.63,0.61,0.29,1.24,1.53
22,Shawn Mather,C,WSR,20.515,68.0,29.0,30.0,15.0,59.0,74.0,0.43,0.44,0.22,0.87,1.09
23,Blaine Down,LW,BAR,18.169,62.0,35.0,23.0,15.0,58.0,73.0,0.56,0.37,0.24,0.94,1.18
24,Nikita Alexeev,RW,ER,18.719,64.0,31.0,25.0,16.0,56.0,72.0,0.48,0.39,0.25,0.88,1.12
25,Kyle McAllister,C,OS,19.442,68.0,28.0,27.0,17.0,55.0,72.0,0.41,0.4,0.25,0.81,1.06
26,Jonathan Zion,D,OTT,19.321,57.0,22.0,32.0,18.0,54.0,72.0,0.39,0.56,0.32,0.95,1.26
27,Mike Stathopoulos,C,LDN,18.18,68.0,17.0,33.0,21.0,50.0,71.0,0.25,0.49,0.31,0.74,1.04
28,Chad Wiseman,RW,PLY/MISS,19.477,62.0,26.0,30.0,15.0,56.0,71.0,0.42,0.48,0.24,0.9,1.15
29,Ryan Walsh,RW,TOR,20.69,63.0,26.0,24.0,21.0,50.0,71.0,0.41,0.38,0.33,0.79,1.13
30,Marcel Rodman,RW,PBO,18.974,61.0,36.0,18.0,17.0,54.0,71.0,0.59,0.3,0.28,0.89,1.16
31,Maxim Rybin,C,SAR,19.253,67.0,34.0,23.0,13.0,57.0,70.0,0.51,0.34,0.19,0.85,1.04
32,Raffi Torres,LW,BRA,18.938,55.0,33.0,29.0,8.0,62.0,70.0,0.6,0.53,0.15,1.13,1.27
33,Derek Campbell,LW,KGN,20.422,57.0,25.0,26.0,18.0,51.0,69.0,0.44,0.46,0.32,0.89,1.21
34,Martin St. Pierre,C,GUE,17.098,68.0,20.0,37.0,12.0,57.0,69.0,0.29,0.54,0.18,0.84,1.01
35,Miguel Delisle,RW,OTT,18.445,59.0,33.0,20.0,16.0,53.0,69.0,0.56,0.34,0.27,0.9,1.17
36,Brad Yeo,RW,ER,19.497,66.0,28.0,20.0,21.0,48.0,69.0,0.42,0.3,0.32,0.73,1.05
37,Mike Henderson,RW,BAR,19.814,64.0,31.0,21.0,16.0,52.0,68.0,0.48,0.33,0.25,0.81,1.06
38,Joe Guenther,RW,ER,19.368,68.0,34.0,19.0,13.0,53.0,66.0,0.5,0.28,0.19,0.78,0.97
39,Nathan Robinson,C,BELV,18.708,64.0,31.0,21.0,14.0,52.0,66.0,0.48,0.33,0.22,0.81,1.03
40,Rick Nash,LW,LDN,16.249,58.0,31.0,24.0,11.0,55.0,66.0,0.53,0.41,0.19,0.95,1.14
41,Brad Self,C,PBO,19.549,68.0,19.0,25.0,22.0,44.0,66.0,0.28,0.37,0.32,0.65,0.97
42,Darryl Bootland,RW,TOR,18.87,56.0,32.0,20.0,13.0,52.0,65.0,0.57,0.36,0.23,0.93,1.16
43,Aaron Van Leusen,RW,BRA,18.883,68.0,25.0,25.0,15.0,50.0,65.0,0.37,0.37,0.22,0.74,0.96
44,Alexander Buturlin,RW,SAR,19.034,57.0,28.0,18.0,19.0,46.0,65.0,0.49,0.32,0.33,0.81,1.14
45,Steve Hildenbrand,C,WSR,19.519,68.0,23.0,20.0,21.0,43.0,64.0,0.34,0.29,0.31,0.63,0.94
46,Andrew Ianiero,LW,KGN,19.68,66.0,25.0,22.0,17.0,47.0,64.0,0.38,0.33,0.26,0.71,0.97
