,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Brayden Burke,LW,LET/MJ,19.954,194,77,132,95,209,304,0.428,0.702,0.51,1.13,1.638
1,Sam Steel,C,REG,18.864,192,106,113,65,219,284,0.575,0.617,0.318,1.19,1.508
2,Matthew Phillips,C,VIC,18.694,213,135,95,49,230,279,0.645,0.473,0.258,1.122,1.38
3,Jayden Halbgewachs,C,MJ,19.735,212,135,82,54,217,271,0.715,0.425,0.26,1.138,1.398
4,Adam Brooks,C,REG,19.861,138,81,116,53,197,250,0.59,0.845,0.38,1.435,1.82
5,Giorgio Estephan,C,LET/SC,19.864,196,95,80,74,175,249,0.47,0.402,0.385,0.88,1.265
6,Tyler Steenbergen,C,SC,18.938,195,118,69,51,187,238,0.672,0.375,0.348,1.047,1.395
7,Glenn Gawdin,C,SC,19.726,172,101,72,63,173,236,0.635,0.442,0.39,1.075,1.465
8,Kailer Yamamoto,RW,SPO,18.212,162,82,97,55,179,234,0.51,0.628,0.358,1.132,1.493
9,Tyler Soy,C,VIC,19.844,182,107,82,43,189,232,0.578,0.475,0.255,1.052,1.302
10,Cody Glass,C,POR,17.709,198,79,88,57,167,224,0.442,0.485,0.318,0.93,1.245
11,Patrick Bajkov,RW,EVT,19.05,214,80,80,63,160,223,0.395,0.408,0.328,0.802,1.128
12,Kole Lind,RW,KEL,18.166,198,83,91,49,174,223,0.493,0.555,0.232,1.047,1.277
13,Brett Howden,C,MJ,18.716,175,86,74,60,160,220,0.498,0.488,0.362,0.985,1.35
14,Matt Bradley,C,MH/REG,19.896,210,94,62,51,156,207,0.462,0.31,0.238,0.775,1.013
15,Dillon Dube,C,KEL,18.407,158,84,65,56,149,205,0.585,0.43,0.38,1.015,1.39
16,Aleksi Heponiemi,C,SC,18.184,129,56,89,59,145,204,0.44,0.71,0.48,1.155,1.63
17,Matteo Gennaro,C,CGY/PA/SC,19.713,206,103,54,45,157,202,0.535,0.283,0.218,0.815,1.032
18,Dante Hannoun,C,VIC,18.371,209,76,76,49,152,201,0.37,0.392,0.265,0.762,1.027
19,Hudson Elynuik,C,SPO,19.176,191,78,74,49,152,201,0.415,0.4,0.268,0.81,1.08
20,Jordan Topping,LW,TC,19.406,187,99,56,45,155,200,0.542,0.308,0.25,0.845,1.095
21,Morgan Geekie,C,TC,18.407,206,77,78,45,155,200,0.388,0.408,0.232,0.8,1.03
22,Noah Gregor,C,MJ/VIC,18.385,184,84,74,41,158,199,0.468,0.38,0.24,0.848,1.085
23,Tyler Wong,RW,LET,20.047,141,94,63,40,157,197,0.67,0.445,0.285,1.115,1.405
24,Ty Ronning,RW,VAN,19.154,205,117,44,35,161,196,0.642,0.212,0.155,0.86,1.015
25,Skyler McKenzie,LW,POR,18.902,212,97,59,40,156,196,0.5,0.298,0.185,0.798,0.99
26,David Quenneville,D,MH,18.76,183,63,71,61,134,195,0.358,0.395,0.34,0.752,1.09
