,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Drummondville Voltigeurs,136,100,63.68,647,368,279,61.78,5408,3345,2063,11.745,0.891,100.845
1,Moncton Wildcats,136,89,62.295,505,305,200,53.675,4535,3915,620,10.865,0.923,103.155
2,Quebec Remparts,136,81,57.525,551,409,142,51.925,4285,3966,319,12.56,0.9,102.595
3,Cape Breton Screaming Eagles,136,80,55.86,483,382,101,53.915,4619,3943,676,10.2,0.905,100.7
4,Shawinigan Cataractes,136,79,55.235,522,418,104,51.735,4579,4274,305,11.105,0.904,101.565
5,Saint John Sea Dogs,136,73,55.205,517,415,102,51.665,4524,4227,297,11.22,0.905,101.715
6,Victoriaville Tigres,136,69,53.58,506,436,70,51.025,4398,4215,183,11.23,0.899,101.12
7,Rouyn-Noranda Huskies,136,68,51.07,463,443,20,52.725,4058,3630,428,11.075,0.88,99.07
8,Rimouski Oceanic,136,66,50.825,501,486,15,50.745,4175,4053,122,11.825,0.882,99.985
9,Gatineau Olympiques,136,64,49.935,441,442,-1,50.64,3950,3851,99,10.98,0.888,99.835
10,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
11,PEI Rocket,136,56,49.055,439,456,-17,46.61,4053,4641,-588,10.45,0.904,100.84
12,Chicoutimi Sagueneens,136,44,44.07,395,500,-105,45.795,3612,4268,-656,10.485,0.884,98.87
13,Lewiston MAINEiacs,136,38,40.52,395,579,-184,46.065,4031,4733,-702,9.59,0.88,97.51
14,Acadie-Bathurst Titan,136,37,42.09,387,533,-146,43.425,3809,4962,-1153,10.02,0.895,99.49
15,Val-d'Or Foreurs,136,36,40.915,403,582,-179,45.79,3945,4653,-708,10.165,0.878,97.955
16,Baie-Comeau Drakkar,136,36,39.575,386,589,-203,44.995,3722,4550,-828,10.275,0.874,97.62
17,Halifax Mooseheads,136,26,38.59,358,569,-211,47.755,4061,4442,-381,8.745,0.876,96.35
