,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Green Bay Gamblers,544,305,54.07,1802,1425,377,51.971,16843,15601,1242,9.128,0.916,100.714
1,Waterloo Black Hawks,544,285,55.021,1938,1663,275,54.177,18395,16181,2214,9.962,0.904,100.29
2,Omaha Lancers,544,265,46.177,1704,1527,177,49.112,16053,15674,379,9.502,0.895,99.007
3,Cedar Rapids RoughRiders,544,259,43.672,1703,1559,144,46.573,15917,16155,-238,8.88,0.9,98.882
4,Sioux Falls Stampede,544,252,48.624,1668,1636,32,47.255,16766,16750,16,9.23,0.915,100.648
5,Fargo Force,544,246,51.632,1595,1581,14,52.287,16512,16461,51,8.634,0.911,99.659
6,Dubuque Fighting Saints,424,246,55.768,1433,1126,307,53.968,13368,11191,2177,10.66,0.9,100.72
7,Lincoln Stars,544,243,49.515,1606,1682,-76,48.843,17051,16692,359,9.206,0.91,100.162
8,Sioux City Musketeers,544,236,53.439,1623,1578,45,51.71,16598,16247,351,8.782,0.916,100.34
9,Chicago Steel,544,218,53.32,1549,1794,-245,49.914,16018,17559,-1541,10.038,0.912,101.285
10,Youngstown Phantoms,484,206,53.078,1484,1534,-50,50.731,14044,14576,-532,10.034,0.908,100.898
11,Indiana Ice,364,195,55.698,1279,1086,193,53.153,11514,10913,601,10.683,0.903,100.996
12,Tri-City Storm,544,192,48.746,1471,1823,-352,49.273,16313,17572,-1259,9.149,0.908,99.876
13,Team USA,484,184,45.012,1509,1692,-183,48.12,14540,14786,-246,9.81,0.887,98.511
14,Des Moines Buccaneers,544,179,48.79,1528,1913,-385,49.128,16259,18271,-2012,9.187,0.906,99.814
15,Muskegon Lumberjacks,424,168,51.017,1256,1389,-133,49.733,12936,14025,-1089,9.446,0.91,100.399
16,Bloomington Thunder,180,81,48.368,490,507,-17,52.433,5629,5040,589,8.288,0.904,98.688
17,Madison Capitols,180,64,43.47,468,591,-123,44.838,5185,6247,-1062,8.69,0.91,99.667
