,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Rouyn-Noranda Huskies,272,157,58.606,1066,840,226,55.096,8736,7221,1515,12.059,0.894,101.518,56.656,245.315,187.146,58.169,11.196,0.896,100.708,18.688,0.259,-1.231,-0.016,273,239,34,53.802,987,808,179,54.384,28.079,0.713,266,205,61,59.132,1160,895,265,56.658,23.331,0.79,527,396,131,61.155,6589,5518,1071,54.921,7.725,0.939
1,Val-d'Or Foreurs,272,151,50.892,1085,932,153,48.149,8634,8306,328,11.907,0.893,101.174,50.381,226.364,221.735,4.629,11.194,0.898,100.98,14.888,0.215,-10.767,-0.156,354,204,150,59.325,1130,813,317,54.574,30.176,0.754,244,253,-9,48.177,1109,1079,30,47.579,22.816,0.779,487,475,12,47.161,6395,6414,-19,47.259,6.865,0.93
2,Blainville-Boisbriand Armada,272,140,54.008,871,737,134,52.231,7575,6945,630,10.75,0.9,100.755,51.259,191.636,182.04,9.595,10.109,0.895,99.618,12.615,0.192,8.663,0.15,204,201,3,52.26,783,769,14,51.052,24.872,0.758,185,180,5,47.151,963,978,-15,47.754,17.635,0.816,482,356,126,57.586,5829,5198,631,53.129,7.819,0.936
3,Cape Breton Screaming Eagles,272,139,53.41,1068,964,104,52.073,8833,8071,762,11.758,0.888,100.574,53.555,274.006,237.181,36.828,12.485,0.883,100.749,-16.004,-0.218,11.429,0.167,280,281,-1,53.06,1147,1098,49,53.308,23.9,0.76,239,235,4,50.962,1146,1125,21,51.329,21.02,0.784,549,448,101,54.99,6540,5848,692,51.968,7.811,0.93
4,Rimouski Oceanic,272,138,50.624,957,841,116,51.329,8618,7905,713,10.554,0.891,99.602,49.526,214.519,218.471,-3.951,10.118,0.892,99.244,9.604,0.132,-2.027,-0.024,213,267,-54,42.376,892,1133,-241,43.849,22.228,0.763,215,192,23,51.272,996,890,106,52.207,21.553,0.778,529,382,147,54.441,6730,5882,848,52.388,7.316,0.932
5,Gatineau Olympiques,272,138,51.476,959,876,83,50.739,8286,7644,642,11.332,0.889,100.26,51.287,246.415,233.964,12.454,12.105,0.882,100.275,-16.417,-0.232,13.59,0.228,283,261,22,51.159,1094,994,100,51.598,25.385,0.745,241,202,39,53.049,1241,1061,180,52.254,19.401,0.813,435,413,22,50.672,5951,5589,362,50.266,6.959,0.93
6,Shawinigan Cataractes,272,132,54.888,948,859,89,51.478,8348,8411,-63,11.292,0.901,101.375,53.139,235.286,206.774,28.512,11.112,0.897,100.766,3.962,0.052,8.523,0.132,280,261,19,54.586,1019,960,59,53.888,27.52,0.73,216,181,35,55.209,1047,969,78,53.974,20.596,0.802,452,417,35,54.999,6282,6482,-200,50.732,7.138,0.94
7,Saint John Sea Dogs,272,131,55.241,937,888,49,53.472,8655,8575,80,10.96,0.9,100.894,52.8,249.719,223.07,26.649,11.054,0.887,99.711,-1.594,-0.027,25.074,0.382,277,244,33,55.468,1134,1135,-1,52.495,24.994,0.778,221,201,20,57.948,1064,1081,-17,53.854,20.169,0.829,439,443,-4,53.952,6457,6359,98,53.579,6.995,0.934
8,Quebec Remparts,272,125,46.545,901,923,-22,46.034,7808,8854,-1046,10.389,0.901,100.419,48.045,189.202,203.978,-14.776,9.851,0.909,100.764,10.673,0.161,-19.65,-0.264,263,206,57,52.106,954,795,159,52.933,24.373,0.75,205,160,45,50.656,991,861,130,51.006,19.489,0.803,433,557,-124,42.561,5863,7198,-1335,44.404,6.736,0.929
9,Charlottetown Islanders,272,124,52.815,929,934,-5,51.278,9023,9142,-119,10.626,0.902,100.758,50.764,245.586,237.674,7.913,10.556,0.892,99.785,2.786,0.02,20.174,0.272,265,287,-22,48.662,1072,1134,-62,48.475,24.851,0.752,237,203,34,57.924,1284,1183,101,54.095,19.172,0.837,427,444,-17,52.409,6667,6825,-158,51.21,6.73,0.938
