"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","exG/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Roy Radke","RW","BAR","19.765","45","20","5","4","25","29","110","18.18","0.44","0.11","0.09","0.56","0.64","2.44","10.87","0.24","637.23","14.16","1.88","0.47","0.38","2.35","2.73","10.36","1.02","12.9","13.66","41.31","48.81","1.46","42.31","33","45","7","11","63.64","3","18","16.67","10","81","12.35","8","22","36.36"
"","Maurizio Colella","LW","NB/FLNT","19.488","65","17","7","12","24","36","112","15.18","0.26","0.11","0.18","0.37","0.55","1.72","12.31","0.19","895.99","13.78","1.14","0.47","0.8","1.61","2.41","7.5","0.82","15.52","13.96","49.2","50.96","7.01","52.68","59","53","7","20","35.0","1","14","7.14","9","78","11.54","11","20","55.0"
"","Allan McShane","C","ER/OSH","16.586","62","14","10","11","24","35","91","15.38","0.23","0.16","0.18","0.39","0.56","1.47","8.54","0.14","777.65","12.54","1.08","0.77","0.85","1.85","2.7","7.02","0.66","14.1","13.75","55.91","49.61","9.75","59.52","50","34","4","12","33.33","3","13","23.08","7","66","10.61","311","586","53.07"
"","Patrick White","C","OTT","20.589","68","15","9","9","24","33","113","13.27","0.22","0.13","0.13","0.35","0.49","1.66","14.96","0.22","799.78","11.76","1.13","0.68","0.68","1.8","2.48","8.48","1.12","13.8","13.94","48.76","49.67","9.48","54.32","44","37","2","19","10.53","3","23","13.04","10","71","14.08","399","819","48.72"
"","Cordell James","C","OS/BAR","20.255","64","18","6","7","24","31","126","14.29","0.28","0.09","0.11","0.38","0.48","1.97","16.12","0.25","777.82","12.15","1.39","0.46","0.54","1.85","2.39","9.72","1.24","13.97","13.62","52.99","49.01","6.34","53.66","44","38","3","23","13.04","5","24","20.83","10","79","12.66","515","960","53.65"
"","Owen MacDonald","C","LDN","20.313","61","13","11","7","24","31","90","14.44","0.21","0.18","0.11","0.39","0.51","1.48","10.79","0.18","768.21","12.59","1.02","0.86","0.55","1.87","2.42","7.03","0.84","14.0","13.82","60.06","50.99","-9.74","54.76","46","38","3","11","27.27","3","12","25.0","7","67","10.45","412","734","56.13"
"","Zachary Magwood","C","BAR","18.401","64","14","10","5","24","29","99","14.14","0.22","0.16","0.08","0.38","0.45","1.55","9.74","0.15","832.38","13.01","1.01","0.72","0.36","1.73","2.09","7.14","0.7","12.97","13.81","40.78","50.21","-1.45","40.38","42","62","3","12","25.0","1","13","7.69","10","74","13.51","18","33","54.55"
"","Cristiano DiGiacinto","LW","WSR","20.682","47","10","14","2","24","26","108","9.26","0.21","0.3","0.04","0.51","0.55","2.3","12.63","0.27","622.82","13.25","0.96","1.35","0.19","2.31","2.5","10.4","1.22","15.42","13.67","53.55","49.87","25.29","74.55","41","14","6","19","31.58","1","22","4.55","3","67","4.48","1","2","50.0"
"","Chase Campbell","RW","OS/OTT","18.229","66","14","10","2","24","26","79","17.72","0.21","0.15","0.03","0.36","0.39","1.2","9.55","0.14","706.15","10.7","1.19","0.85","0.17","2.04","2.21","6.71","0.81","13.62","13.58","52.72","46.81","-1.78","57.35","39","29","2","18","11.11","5","12","41.67","7","49","14.29","0","7","0.0"
"","Ryan Merkley","D","GUE","16.088","62","7","16","9","23","32","104","6.73","0.11","0.26","0.15","0.37","0.52","1.68","6.64","0.11","1082.55","17.46","0.39","0.89","0.5","1.27","1.77","5.76","0.37","13.27","13.92","42.46","53.25","-0.63","39.68","50","76","0","5","0.0","0","7","0.0","7","92","7.61","0","1","0.0"
"","Jeremiah Addison","LW","WSR","19.902","51","17","6","9","23","32","104","16.35","0.33","0.12","0.18","0.45","0.63","2.04","12.97","0.25","739.71","14.5","1.38","0.49","0.73","1.87","2.6","8.44","1.05","15.5","13.72","53.76","50.47","-3.4","52.63","40","36","5","15","33.33","3","14","21.43","9","75","12.0","14","24","58.33"
"","Ryan McLeod","C","MISS","16.986","68","6","17","8","23","31","82","7.32","0.09","0.25","0.12","0.34","0.46","1.21","8.79","0.13","811.2","11.93","0.44","1.26","0.59","1.7","2.29","6.07","0.65","14.5","13.61","55.04","49.56","7.47","60.0","51","34","0","5","0.0","2","19","10.53","4","58","6.9","373","814","45.82"
"","Nathan Bastian","RW","MISS","18.777","58","8","15","8","23","31","104","7.69","0.14","0.26","0.14","0.4","0.53","1.79","14.26","0.25","791.96","13.65","0.61","1.14","0.61","1.74","2.35","7.88","1.08","15.0","13.79","56.79","49.98","3.61","58.43","52","37","4","19","21.05","2","26","7.69","2","59","3.39","176","374","47.06"
"","Kevin  Spinozzi","D","SAR","20.315","58","9","14","7","23","30","90","10.0","0.16","0.24","0.12","0.4","0.52","1.55","3.79","0.07","977.61","16.86","0.55","0.86","0.43","1.41","1.84","5.52","0.23","12.62","14.17","49.29","52.76","12.17","58.62","68","48","1","3","33.33","0","2","0.0","8","85","9.41","1","2","50.0"
"","Mikhail Sergachev","D","WSR","18.226","50","9","14","7","23","30","124","7.26","0.18","0.28","0.14","0.46","0.6","2.48","7.91","0.16","976.93","19.54","0.55","0.86","0.43","1.41","1.84","7.62","0.49","14.2","13.89","53.49","50.21","15.43","61.46","59","37","0","1","0.0","0","8","0.0","9","115","7.83","2","3","66.67"
"","Akil Thomas","RW","NIAG","16.704","61","16","7","6","23","29","103","15.53","0.26","0.11","0.1","0.38","0.48","1.69","9.58","0.16","752.84","12.34","1.28","0.56","0.48","1.83","2.31","8.21","0.76","13.75","14.0","47.55","52.6","2.04","45.88","39","46","5","14","35.71","7","23","30.43","4","66","6.06","45","103","43.69"
"","Hayden Verbeek","C","SSM","18.913","64","10","13","5","23","28","92","10.87","0.16","0.2","0.08","0.36","0.44","1.44","11.18","0.17","742.69","11.6","0.81","1.05","0.4","1.86","2.26","7.43","0.9","14.08","13.66","54.57","47.78","-5.53","51.85","42","39","5","15","33.33","1","17","5.88","4","60","6.67","346","695","49.78"
"","Kirill Maksimov","RW","SAG/NIAG","17.293","66","12","11","3","23","26","118","10.17","0.18","0.17","0.05","0.35","0.39","1.79","11.13","0.17","798.05","12.09","0.9","0.83","0.23","1.73","1.95","8.87","0.84","13.77","13.72","47.14","52.07","8.73","53.85","42","36","3","12","25.0","4","18","22.22","5","88","5.68","2","4","50.0"
"","Daniil Vertiy","LW","NB","17.843","61","11","12","2","23","25","83","13.25","0.18","0.2","0.03","0.38","0.41","1.36","7.61","0.12","744.07","12.2","0.89","0.97","0.16","1.85","2.02","6.69","0.61","14.01","13.7","41.67","49.09","2.75","43.04","34","45","2","9","22.22","1","11","9.09","8","63","12.7","0","3","0.0"
"","Max Jones","LW","LDN","18.577","33","14","9","2","23","25","73","19.18","0.42","0.27","0.06","0.7","0.76","2.21","10.45","0.32","467.78","14.18","1.8","1.15","0.26","2.95","3.21","9.36","1.34","14.77","13.72","61.86","50.15","10.1","66.67","36","18","2","11","18.18","4","14","28.57","8","48","16.67","2","2","100.0"
"","Matthew Timms","D","PBO","18.347","68","8","14","10","22","32","67","11.94","0.12","0.21","0.15","0.32","0.47","0.99","3.58","0.05","1159.77","17.06","0.41","0.72","0.52","1.14","1.66","3.47","0.19","13.15","13.85","49.6","50.3","4.57","52.42","65","59","1","3","33.33","0","2","0.0","7","62","11.29","0","1","0.0"
"","Adrian Carbonara","RW","LDN/BAR","19.513","63","11","11","7","22","29","99","11.11","0.17","0.17","0.11","0.35","0.46","1.57","9.18","0.15","756.62","12.01","0.87","0.87","0.56","1.74","2.3","7.85","0.73","13.84","13.51","53.08","49.42","10.19","59.49","47","32","4","12","33.33","2","10","20.0","5","77","6.49","21","43","48.84"
"","Connor Bunnaman","C","KIT","18.418","64","20","2","6","22","28","93","21.51","0.31","0.03","0.09","0.34","0.44","1.45","12.02","0.19","755.24","11.8","1.59","0.16","0.48","1.75","2.22","7.39","0.95","13.96","13.92","48.58","51.96","7.54","53.95","41","35","4","14","28.57","9","20","45.0","7","59","11.86","137","288","47.57"
"","Matthew Kreis","LW","SAG","19.124","65","10","12","5","22","27","85","11.76","0.15","0.18","0.08","0.34","0.42","1.31","11.03","0.17","822.79","12.66","0.73","0.88","0.36","1.6","1.97","6.2","0.8","15.04","13.83","49.59","51.15","16.93","59.09","52","36","4","14","28.57","3","17","17.65","3","54","5.56","66","159","41.51"
"","Marian Studenic","RW","HAM","17.884","58","14","8","1","22","23","108","12.96","0.24","0.14","0.02","0.38","0.4","1.86","14.66","0.25","732.52","12.63","1.15","0.66","0.08","1.8","1.88","8.85","1.2","14.02","13.84","52.7","49.78","-12.59","44.0","33","42","3","18","16.67","5","27","18.52","6","63","9.52","7","18","38.89"
"","Filip Hronek","D","SAG","18.87","59","10","11","15","21","36","153","6.54","0.17","0.19","0.25","0.36","0.61","2.59","8.61","0.15","1149.7","19.49","0.52","0.57","0.78","1.1","1.88","7.98","0.45","13.63","13.9","48.87","51.14","13.65","55.65","69","55","1","8","12.5","0","7","0.0","9","138","6.52","4","12","33.33"
"","Noel Hoefenmayer","D","OTT","17.692","62","11","10","9","21","30","70","15.71","0.18","0.16","0.15","0.34","0.48","1.13","3.98","0.06","1125.03","18.15","0.59","0.53","0.48","1.12","1.6","3.73","0.21","13.01","13.9","47.85","49.7","6.46","51.43","72","68","2","5","40.0","0","3","0.0","9","62","14.52","0","0","0.0"
"","Matt Schmalz","RW","OS","20.488","62","16","5","8","21","29","123","13.01","0.26","0.08","0.13","0.34","0.47","1.98","14.18","0.23","705.3","11.38","1.36","0.43","0.68","1.79","2.47","10.46","1.21","13.9","13.54","60.58","49.23","-15.68","49.18","30","31","3","16","18.75","5","28","17.86","8","79","10.13","61","104","58.65"
"","Ryan Mantha","D","NIAG","20.244","65","8","13","8","21","29","191","4.19","0.12","0.2","0.12","0.32","0.45","2.94","8.35","0.13","1232.95","18.97","0.39","0.63","0.39","1.02","1.41","9.29","0.41","12.99","13.99","47.22","52.03","5.83","49.62","66","67","0","3","0.0","0","10","0.0","8","178","4.49","1","1","100.0"
"","Trent Fox","LW","HAM/MISS","19.168","64","11","10","7","21","28","119","9.24","0.17","0.16","0.11","0.33","0.44","1.86","13.02","0.2","751.56","11.74","0.88","0.8","0.56","1.68","2.24","9.5","1.04","14.81","13.59","55.78","49.5","5.54","60.0","42","28","1","15","6.67","4","12","33.33","6","92","6.52","38","70","54.29"
"","Jack Studnicka","C","OSH","17.575","64","11","10","7","21","28","105","10.48","0.17","0.16","0.11","0.33","0.44","1.64","9.57","0.15","786.68","12.29","0.84","0.76","0.53","1.6","2.14","8.01","0.73","13.4","13.83","46.41","49.06","-3.88","45.33","34","41","4","12","33.33","3","20","15.0","4","73","5.48","378","697","54.23"
"","Greg Meireles","RW","KIT","17.706","66","12","9","6","21","27","72","16.67","0.18","0.14","0.09","0.32","0.41","1.09","8.3","0.13","857.31","12.99","0.84","0.63","0.42","1.47","1.89","5.04","0.58","14.4","13.88","49.28","50.68","-0.61","48.0","48","52","3","12","25.0","3","10","30.0","6","50","12.0","310","685","45.26"
"","Jacob Cascagnette","C","KIT/MISS","19.486","63","14","7","5","21","26","98","14.29","0.22","0.11","0.08","0.33","0.41","1.56","9.73","0.15","756.32","12.01","1.11","0.56","0.4","1.67","2.06","7.77","0.77","14.4","13.42","52.1","47.88","-1.55","53.33","40","35","3","8","37.5","2","13","15.38","9","77","11.69","240","433","55.43"
"","Christian Girhiny","LW","ER","18.07","68","12","9","3","21","24","72","16.67","0.18","0.13","0.04","0.31","0.35","1.06","8.89","0.13","717.73","10.55","1.0","0.75","0.25","1.76","2.01","6.02","0.74","13.37","13.43","57.69","49.53","-7.35","56.16","41","32","5","12","41.67","2","15","13.33","5","45","11.11","4","11","36.36"
"","Darren Raddysh","D","ER","20.548","62","7","13","21","20","41","121","5.79","0.11","0.21","0.34","0.32","0.66","1.95","6.51","0.1","1182.78","19.08","0.36","0.66","1.07","1.01","2.08","6.14","0.33","14.59","13.84","64.8","50.58","9.05","68.71","101","46","1","5","20.0","0","7","0.0","6","109","5.5","0","1","0.0"
"","Markus Phillips","D","OS","17.49","66","9","11","11","20","31","138","6.52","0.14","0.17","0.17","0.3","0.47","2.09","5.75","0.09","1210.94","18.35","0.45","0.55","0.55","0.99","1.54","6.84","0.29","13.51","13.71","61.02","48.76","3.93","64.52","80","44","0","5","0.0","1","4","25.0","8","129","6.2","1","1","100.0"
"","Mason Kohn","LW","KIT/OSH","19.371","67","9","11","9","20","29","114","7.89","0.13","0.16","0.13","0.3","0.43","1.7","12.76","0.19","836.84","12.49","0.65","0.79","0.65","1.43","2.08","8.17","0.91","13.96","13.99","48.68","51.06","-2.07","48.84","42","44","3","20","15.0","2","23","8.7","4","71","5.63","374","749","49.93"
"","Evan Bouchard","D","LDN","16.907","68","9","11","7","20","27","95","9.47","0.13","0.16","0.1","0.29","0.4","1.4","4.24","0.06","1117.83","16.44","0.48","0.59","0.38","1.07","1.45","5.1","0.23","13.35","13.75","60.95","49.72","-5.5","57.39","66","49","2","3","66.67","0","6","0.0","7","86","8.14","0","0","0.0"
"","James McEwan","C","GUE","19.505","58","14","6","7","20","27","151","9.27","0.24","0.1","0.12","0.34","0.47","2.6","11.48","0.2","847.63","14.61","0.99","0.42","0.5","1.42","1.91","10.69","0.81","14.07","14.26","42.48","55.45","5.23","43.69","45","58","3","16","18.75","2","19","10.53","9","116","7.76","255","499","51.1"
"","Everett Clark","C","FLNT","20.649","65","14","6","6","20","26","93","15.05","0.22","0.09","0.09","0.31","0.4","1.43","10.97","0.17","783.9","12.06","1.07","0.46","0.46","1.53","1.99","7.12","0.84","14.22","14.05","49.59","53.27","-1.99","48.24","41","44","4","14","28.57","4","21","19.05","6","58","10.34","488","909","53.69"
"","Franco Sproviero","C","SAR","18.114","68","10","10","6","20","26","61","16.39","0.15","0.15","0.09","0.29","0.38","0.9","6.27","0.09","687.28","10.11","0.87","0.87","0.52","1.75","2.27","5.33","0.55","13.21","13.83","48.99","50.01","3.79","52.05","38","35","3","7","42.86","4","15","26.67","3","39","7.69","253","503","50.3"
"","Ben Hawerchuk","LW","BAR","18.473","57","15","5","6","20","26","88","17.05","0.26","0.09","0.11","0.35","0.46","1.54","7.98","0.14","728.39","12.78","1.24","0.41","0.49","1.65","2.14","7.25","0.66","13.38","14.19","43.82","50.84","3.16","43.82","39","50","4","11","36.36","4","11","36.36","7","66","10.61","250","635","39.37"
"","Mathieu Foget","RW","OTT","19.529","32","9","11","6","20","26","45","20.0","0.28","0.34","0.19","0.62","0.81","1.41","4.78","0.15","455.03","14.22","1.19","1.45","0.79","2.64","3.43","5.93","0.63","14.23","13.84","49.05","50.29","28.5","63.79","37","21","1","7","14.29","3","8","37.5","5","30","16.67","43","106","40.57"
"","David Miller","C","SSM","19.973","68","14","6","5","20","25","97","14.43","0.21","0.09","0.07","0.29","0.37","1.43","11.22","0.16","723.03","10.63","1.16","0.5","0.41","1.66","2.07","8.05","0.93","13.5","13.24","53.88","47.59","-9.15","48.57","34","36","1","12","8.33","2","17","11.76","11","68","16.18","173","294","58.84"
"","Alex Formenton","LW","LDN","17.008","65","11","9","5","20","25","110","10.0","0.17","0.14","0.08","0.31","0.38","1.69","14.6","0.22","791.5","12.18","0.83","0.68","0.38","1.52","1.9","8.34","1.11","14.22","13.57","60.99","48.72","-1.72","59.49","47","32","4","23","17.39","3","20","15.0","4","67","5.97","75","140","53.57"
"","Sean Day","D","WSR/MISS","18.683","63","8","12","5","20","25","143","5.59","0.13","0.19","0.08","0.32","0.4","2.27","8.16","0.13","1167.89","18.54","0.41","0.62","0.26","1.03","1.28","7.35","0.42","13.91","13.74","53.62","49.83","-1.1","54.05","60","51","0","7","0.0","2","5","40.0","6","131","4.58","3","7","42.86"
"","Tye Felhaber","LW","OTT/SAG","18.114","48","13","7","4","20","24","114","11.4","0.27","0.15","0.08","0.42","0.5","2.38","12.27","0.26","611.42","12.74","1.28","0.69","0.39","1.96","2.36","11.19","1.2","13.71","13.68","48.46","49.6","1.17","45.0","27","33","4","7","57.14","2","17","11.76","7","90","7.78","6","15","40.0"
"","Adam Laishram","C","WSR/HAM","19.439","56","10","10","4","20","24","85","11.76","0.18","0.18","0.07","0.36","0.43","1.52","13.29","0.24","700.91","12.52","0.86","0.86","0.34","1.71","2.05","7.28","1.14","14.46","13.8","54.27","51.52","-4.2","49.28","34","35","5","23","21.74","3","23","13.04","2","39","5.13","131","285","45.96"
"","Danial Singer","RW","NIAG","17.597","65","12","8","3","20","23","124","9.68","0.18","0.12","0.05","0.31","0.35","1.91","13.03","0.2","826.74","12.72","0.87","0.58","0.22","1.45","1.67","9.0","0.95","13.17","13.77","44.72","50.91","-6.59","41.3","38","54","6","20","30.0","5","21","23.81","1","83","1.2","4","9","44.44"
"","Kenny Huether","RW","OSH","19.111","68","10","10","3","20","23","144","6.94","0.15","0.15","0.04","0.29","0.34","2.12","12.33","0.18","848.72","12.48","0.71","0.71","0.21","1.41","1.63","10.18","0.87","13.65","13.71","47.48","49.89","-3.95","45.57","36","43","4","12","33.33","2","24","8.33","4","108","3.7","9","25","36.0"
"","C.J. Clarke","RW","PBO/FLNT","17.602","56","8","12","2","20","22","78","10.26","0.14","0.21","0.04","0.36","0.39","1.39","8.67","0.15","630.81","11.26","0.76","1.14","0.19","1.9","2.09","7.42","0.82","13.55","13.57","48.72","51.23","-8.06","46.27","31","36","1","9","11.11","4","10","40.0","3","59","5.08","4","8","50.0"
"","Zach Poirier","RW","NB","18.347","64","12","8","1","20","21","103","11.65","0.19","0.12","0.02","0.31","0.33","1.61","10.19","0.16","830.39","12.97","0.87","0.58","0.07","1.45","1.52","7.44","0.74","13.99","13.74","41.12","49.28","3.72","43.82","39","50","3","7","42.86","2","18","11.11","7","78","8.97","117","332","35.24"
"","Jordan Sambrook","D","ER","18.432","61","14","5","13","19","32","107","13.08","0.23","0.08","0.21","0.31","0.52","1.75","7.52","0.12","978.37","16.04","0.86","0.31","0.8","1.17","1.96","6.56","0.46","13.57","13.88","61.73","49.54","5.65","67.29","72","35","0","5","0.0","3","10","30.0","11","92","11.96","0","0","0.0"
"","Jeff King","D","SAR","20.562","66","10","9","12","19","31","85","11.76","0.15","0.14","0.18","0.29","0.47","1.29","5.25","0.08","1090.29","16.52","0.55","0.5","0.66","1.05","1.71","4.68","0.29","12.77","13.88","48.96","51.28","7.61","54.81","74","61","0","5","0.0","1","7","14.29","9","73","12.33","1","3","33.33"
"","Stefan LeBlanc","D","MISS","20.501","66","6","13","10","19","29","88","6.82","0.09","0.2","0.15","0.29","0.44","1.33","5.95","0.09","1144.24","17.34","0.31","0.68","0.52","1.0","1.52","4.61","0.31","13.45","13.49","54.89","48.33","4.97","57.6","72","53","1","8","12.5","1","6","16.67","4","74","5.41","1","1","100.0"
"","Nicolas Hague","D","MISS","17.78","65","11","8","10","19","29","140","7.86","0.17","0.12","0.15","0.29","0.45","2.15","9.19","0.14","1098.64","16.9","0.6","0.44","0.55","1.04","1.58","7.65","0.5","13.68","13.48","55.48","48.53","8.02","59.63","65","44","0","1","0.0","2","6","33.33","9","133","6.77","1","1","100.0"
"","Liam Hawel","C","GUE/SSM","17.413","66","9","10","6","19","25","78","11.54","0.14","0.15","0.09","0.29","0.38","1.18","7.9","0.12","740.02","11.21","0.73","0.81","0.49","1.54","2.03","6.32","0.64","13.82","13.8","45.17","53.02","2.94","46.91","38","43","2","9","22.22","4","15","26.67","3","54","5.56","180","409","44.01"
"","Justin Brazeau","RW","NB","18.618","67","12","7","5","19","24","125","9.6","0.18","0.1","0.07","0.28","0.36","1.87","10.92","0.16","760.09","11.34","0.95","0.55","0.39","1.5","1.89","9.87","0.86","13.56","13.64","42.11","48.88","3.86","43.94","29","37","0","9","0.0","4","23","17.39","8","93","8.6","2","10","20.0"
"","Jared Steege","LW","OTT","20.69","50","11","8","5","19","24","126","8.73","0.22","0.16","0.1","0.38","0.48","2.52","11.45","0.23","666.36","13.33","0.99","0.72","0.45","1.71","2.16","11.35","1.03","13.66","13.8","49.51","49.31","6.99","50.0","36","36","3","13","23.08","4","27","14.81","4","86","4.65","3","10","30.0"
"","Adam Timleck","RW","PBO","18.552","66","12","7","4","19","23","144","8.33","0.18","0.11","0.06","0.29","0.35","2.18","16.39","0.25","787.16","11.93","0.91","0.53","0.3","1.45","1.75","10.98","1.25","13.98","13.72","49.78","49.48","-0.09","49.25","33","34","2","13","15.38","3","30","10.0","7","101","6.93","1","3","33.33"
"","Joe Manchurek","LW","OSH","20.099","48","11","8","3","19","22","90","12.22","0.23","0.17","0.06","0.4","0.46","1.88","9.96","0.21","612.65","12.76","1.08","0.78","0.29","1.86","2.15","8.81","0.98","13.57","13.98","47.51","50.04","-7.2","40.32","25","37","3","11","27.27","2","17","11.76","6","62","9.68","8","21","38.1"
"","Mathieu Henderson","D","FLNT","20.69","68","6","12","11","18","29","87","6.9","0.09","0.18","0.16","0.26","0.43","1.28","4.38","0.06","1157.95","17.03","0.31","0.62","0.57","0.93","1.5","4.51","0.23","13.3","13.94","49.61","51.6","0.76","50.76","67","65","0","1","0.0","1","5","20.0","5","81","6.17","2","3","66.67"
"","Ted Nichol","C","KGN","19.697","68","8","10","9","18","27","104","7.69","0.12","0.15","0.13","0.26","0.4","1.53","11.68","0.17","967.55","14.23","0.5","0.62","0.56","1.12","1.67","6.45","0.72","15.6","13.8","48.6","49.48","12.72","53.57","45","39","6","19","31.58","0","21","0.0","2","64","3.12","294","558","52.69"
"","Victor Mete","D","LDN","18.276","50","9","9","9","18","27","74","12.16","0.18","0.18","0.18","0.36","0.54","1.48","6.58","0.13","809.54","16.19","0.67","0.67","0.67","1.33","2.0","5.48","0.49","13.36","13.7","61.39","49.73","7.89","67.07","55","27","1","5","20.0","5","8","62.5","3","61","4.92","0","0","0.0"
"","Kyle Langdon","C","NIAG","18.056","60","8","10","3","18","21","100","8.0","0.13","0.17","0.05","0.3","0.35","1.67","8.3","0.14","716.14","11.94","0.67","0.84","0.25","1.51","1.76","8.38","0.7","13.77","13.92","47.37","51.7","5.83","50.0","39","39","2","9","22.22","1","14","7.14","5","77","6.49","374","772","48.45"
"","Zachary Roberts","LW","OS","17.117","61","10","8","3","18","21","72","13.89","0.16","0.13","0.05","0.3","0.34","1.18","6.79","0.11","630.95","10.34","0.95","0.76","0.29","1.71","2.0","6.85","0.65","13.6","13.33","58.58","46.96","-0.74","62.0","31","19","1","9","11.11","2","8","25.0","7","55","12.73","7","11","63.64"
"","Ryan McGregor","C","SAR","17.629","65","11","7","2","18","20","98","11.22","0.17","0.11","0.03","0.28","0.31","1.51","12.85","0.2","721.19","11.1","0.92","0.58","0.17","1.5","1.66","8.15","1.07","13.35","13.71","48.32","51.14","-3.53","46.84","37","42","2","20","10.0","3","19","15.79","6","59","10.17","99","231","42.86"
"","Colton White","D","SSM","19.371","64","5","12","11","17","28","76","6.58","0.08","0.19","0.17","0.27","0.44","1.19","5.48","0.09","1118.38","17.47","0.27","0.64","0.59","0.91","1.5","4.08","0.29","13.5","13.87","55.41","49.0","-5.01","53.28","73","64","0","3","0.0","1","4","25.0","4","69","5.8","0","0","0.0"
"","Luke Boka","RW","WSR","17.263","68","13","4","9","17","26","85","15.29","0.19","0.06","0.13","0.25","0.38","1.25","10.17","0.15","811.26","11.93","0.96","0.3","0.67","1.26","1.92","6.29","0.75","14.83","13.6","52.98","50.2","2.89","54.79","40","33","9","30","30.0","1","9","11.11","3","46","6.52","47","113","41.59"
"","Liam Dunda","LW","SBY","19.001","65","9","8","8","17","25","91","9.89","0.14","0.12","0.12","0.26","0.38","1.4","8.63","0.13","733.13","11.28","0.74","0.65","0.65","1.39","2.05","7.45","0.71","13.38","13.54","45.02","49.98","6.11","50.0","36","36","2","12","16.67","1","11","9.09","6","68","8.82","13","49","26.53"
"","Mitchell Vande Sompel","D","LDN/OSH","19.592","67","13","4","7","17","24","87","14.94","0.19","0.06","0.1","0.25","0.36","1.3","6.27","0.09","1103.87","16.48","0.71","0.22","0.38","0.92","1.3","4.73","0.34","13.16","13.98","55.66","51.17","3.12","56.88","62","47","3","4","75.0","2","6","33.33","8","77","10.39","1","4","25.0"
"","Nathan Dunkley","LW","KGN","16.531","58","5","12","5","17","22","63","7.94","0.09","0.21","0.09","0.29","0.38","1.09","8.27","0.14","760.22","13.11","0.39","0.95","0.39","1.34","1.74","4.97","0.65","15.22","13.59","46.81","48.46","0.32","43.94","29","37","1","14","7.14","2","17","11.76","2","32","6.25","278","527","52.75"
"","Blake Speers","RW","SSM","19.702","30","9","8","5","17","22","67","13.43","0.3","0.27","0.17","0.57","0.73","2.23","6.75","0.23","426.45","14.22","1.27","1.13","0.7","2.39","3.1","9.43","0.95","14.57","14.13","55.24","49.11","3.31","59.62","31","21","1","4","25.0","2","7","28.57","6","56","10.71","220","372","59.14"
"","Travis Barron","LW","OTT","18.081","59","8","9","4","17","21","116","6.9","0.14","0.15","0.07","0.29","0.36","1.97","13.36","0.23","701.78","11.89","0.68","0.77","0.34","1.45","1.8","9.92","1.14","13.78","13.85","48.64","49.61","0.21","47.06","32","36","5","22","22.73","3","17","17.65","0","77","0.0","127","281","45.2"
"","Jason Willms","C","BAR","17.602","68","10","7","3","17","20","101","9.9","0.15","0.1","0.04","0.25","0.29","1.49","12.34","0.18","771.72","11.35","0.78","0.54","0.23","1.32","1.55","7.85","0.96","12.94","13.58","39.92","50.63","-6.8","35.71","30","54","3","19","15.79","2","21","9.52","5","61","8.2","429","812","52.83"
"","MacKenzie Entwistle","RW","HAM","17.175","54","10","7","3","17","20","89","11.24","0.19","0.13","0.06","0.31","0.37","1.65","10.27","0.19","639.11","11.84","0.94","0.66","0.28","1.6","1.88","8.36","0.96","14.47","13.66","53.16","49.13","-7.07","47.62","30","33","4","15","26.67","3","16","18.75","3","58","5.17","141","296","47.64"
"","Maksim Sushko","RW","OS","17.597","54","9","8","2","17","19","79","11.39","0.17","0.15","0.04","0.31","0.35","1.46","9.46","0.18","631.59","11.7","0.85","0.76","0.19","1.61","1.8","7.5","0.9","14.34","13.25","60.93","48.81","-0.33","62.3","38","23","3","10","30.0","5","15","33.33","1","54","1.85","4","7","57.14"
"","Giordano Finoro","C","BAR","18.333","58","9","8","1","17","18","84","10.71","0.16","0.14","0.02","0.29","0.31","1.45","9.52","0.16","665.73","11.48","0.81","0.72","0.09","1.53","1.62","7.57","0.86","13.08","13.88","41.17","50.98","-0.94","40.85","29","42","2","19","10.53","0","9","0.0","7","56","12.5","274","545","50.28"
"","Albert Michnac","C","GUE","17.911","65","9","7","9","16","25","88","10.23","0.14","0.11","0.14","0.25","0.38","1.35","9.62","0.15","800.01","12.31","0.67","0.52","0.67","1.2","1.87","6.6","0.72","14.03","14.01","41.24","54.08","-1.36","38.46","35","56","4","18","22.22","2","12","16.67","3","58","5.17","0","2","0.0"
"","Darian Pilon","LW","SBY","17.955","67","8","8","3","16","19","82","9.76","0.12","0.12","0.04","0.24","0.28","1.22","9.48","0.14","707.78","10.56","0.68","0.68","0.25","1.36","1.61","6.95","0.8","13.17","13.44","42.48","48.07","-0.51","45.45","30","36","1","13","7.69","3","16","18.75","4","53","7.55","7","20","35.0"
"","Matthew Struthers","C","OS","16.723","66","10","6","2","16","18","101","9.9","0.15","0.09","0.03","0.24","0.27","1.53","11.08","0.17","677.44","10.26","0.89","0.53","0.18","1.42","1.59","8.95","0.98","14.03","13.18","60.03","48.27","-6.26","56.6","30","23","2","20","10.0","2","13","15.38","6","68","8.82","240","495","48.48"
