,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Taylor Cammarata,F,WAT,17.345,59,38,35,20,73,93,183,20.77,0.64,0.59,0.34,1.24,1.58,3.1
1,Justin Kloos,F,WAT,18.793,54,29,34,24,63,87,159,18.24,0.54,0.63,0.44,1.17,1.61,2.94
2,Zach Stepan,F,WAT,18.692,56,32,30,16,62,78,222,14.41,0.57,0.54,0.29,1.11,1.39,3.96
3,Kyle Novak,F,GB,19.924,64,27,39,11,66,77,156,17.31,0.42,0.61,0.17,1.03,1.2,2.44
4,Mike Szmatula,F,DBQ,20.099,63,37,24,15,61,76,219,16.89,0.59,0.38,0.24,0.97,1.21,3.48
5,Jake Guentzel,F,SC,17.944,60,29,29,15,58,73,154,18.83,0.48,0.48,0.25,0.97,1.22,2.57
6,Nicholas Schilkey,F,GB,18.347,59,32,28,11,60,71,190,16.84,0.54,0.47,0.19,1.02,1.2,3.22
7,Brendan Harms,F,FGO,17.788,64,25,23,22,48,70,174,14.37,0.39,0.36,0.34,0.75,1.09,2.72
8,Dominic Toninato,F,FGO,18.522,64,29,28,13,57,70,211,13.74,0.45,0.44,0.2,0.89,1.09,3.3
9,Peter Quenneville,F,DBQ,18.522,63,33,23,14,56,70,237,13.92,0.52,0.37,0.22,0.89,1.11,3.76
10,Austin Cangelosi,F,YNG,18.054,56,21,28,15,49,64,139,15.11,0.38,0.5,0.27,0.88,1.14,2.48
11,Trevor Moore,F,TC,17.462,62,20,26,17,46,63,206,9.71,0.32,0.42,0.27,0.74,1.02,3.32
12,Dennis Kravchenko,F,SF,18.464,56,22,26,15,48,63,171,12.87,0.39,0.46,0.27,0.86,1.12,3.05
13,Sam Anas,F,YNG,19.291,64,37,14,12,51,63,198,18.69,0.58,0.22,0.19,0.8,0.98,3.09
14,C.J. Franklin,F,SF,18.5,62,32,17,11,49,60,194,16.49,0.52,0.27,0.18,0.79,0.97,3.13
15,Austin Ortega,F,FGO/IND,18.429,66,34,17,9,51,60,227,14.98,0.52,0.26,0.14,0.77,0.91,3.44
16,Alex Kile,F,GB,18.188,56,30,15,15,45,60,178,16.85,0.54,0.27,0.27,0.8,1.07,3.18
17,Vince Hinostroza,F,WAT,18.453,46,25,20,15,45,60,161,15.53,0.54,0.43,0.33,0.98,1.3,3.5
18,Michael Vecchione,F,TC,19.554,63,26,19,15,45,60,210,12.38,0.41,0.3,0.24,0.71,0.95,3.33
19,Frank DiChiara,F,DBQ,18.982,64,30,14,16,44,60,137,21.9,0.47,0.22,0.25,0.69,0.94,2.14
20,Eric Scheid,F,LIN,20.365,63,23,25,11,48,59,140,16.43,0.37,0.4,0.17,0.76,0.94,2.22
21,Shane Sooth,F,DBQ,20.411,60,13,27,17,40,57,124,10.48,0.22,0.45,0.28,0.67,0.95,2.07
22,Vinni Lettieri,F,LIN,17.607,61,28,13,15,41,56,204,13.73,0.46,0.21,0.25,0.67,0.92,3.34
23,J.T. Stenglein,F,WAT/YNG/SC,19.182,53,24,22,9,46,55,203,11.82,0.45,0.42,0.17,0.87,1.04,3.83
24,Brian Ward,F,TC,20.586,42,22,17,15,39,54,109,20.18,0.52,0.4,0.36,0.93,1.29,2.6
25,Nick Schmaltz,F,GB,16.562,64,18,17,17,35,52,122,14.75,0.28,0.27,0.27,0.55,0.81,1.91
26,Gabe Guertler,F,FGO,17.372,60,31,14,6,45,51,202,15.35,0.52,0.23,0.1,0.75,0.85,3.37
27,Zeb Knutson,F,SF,18.705,61,26,16,9,42,51,177,14.69,0.43,0.26,0.15,0.69,0.84,2.9
28,Trevor Olson,F,GB/SC,18.815,63,17,18,15,35,50,82,20.73,0.27,0.29,0.24,0.56,0.79,1.3
29,Riley Bourbonnais,F,LIN/CR/SC,19.105,63,25,16,8,41,49,157,15.92,0.4,0.25,0.13,0.65,0.78,2.49
30,Sheldon Dries,F,GB,18.399,54,22,18,9,40,49,194,11.34,0.41,0.33,0.17,0.74,0.91,3.59
31,Paul LaDue,D,LIN,20.025,62,12,19,18,31,49,200,6.0,0.19,0.31,0.29,0.5,0.79,3.23
32,Dave Gust,F,FGO,18.566,64,21,19,9,40,49,170,12.35,0.33,0.3,0.14,0.62,0.77,2.66
33,Phillip Marinaccio,F,LIN/CHI/CR,19.423,62,20,14,14,34,48,130,15.38,0.32,0.23,0.23,0.55,0.77,2.1
34,John Padulo,F,YNG,20.362,57,16,20,12,36,48,121,13.22,0.28,0.35,0.21,0.63,0.84,2.12
