,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Jason Krog,C,CHI,31.935,80,39,46,27,85,112,212,18.4,0.49,0.57,0.34,1.06,1.4,2.65
1,Martin St. Pierre,C,RFD,24.096,69,21,45,22,66,88,128,16.41,0.3,0.65,0.32,0.96,1.28,1.86
2,Teddy Purcell,RW,MCH,22.018,67,25,32,26,57,83,177,14.12,0.37,0.48,0.39,0.85,1.24,2.64
3,Pierre-Alexandre Parenteau,RW,HFD,24.48,75,34,35,12,69,81,266,12.78,0.45,0.47,0.16,0.92,1.08,3.55
4,Cal O'Reilly,C,MIL,20.959,80,16,38,25,54,79,85,18.82,0.2,0.47,0.31,0.68,0.99,1.06
5,Brad Moran,C,MTB,28.491,74,22,36,19,58,77,185,11.89,0.3,0.49,0.26,0.78,1.04,2.5
6,Rob Schremp,LW,SPR,21.208,78,23,25,28,48,76,205,11.22,0.29,0.32,0.36,0.62,0.97,2.63
7,Jeff Tambellini,C,BRI,23.423,57,38,23,15,61,76,237,16.03,0.67,0.4,0.26,1.07,1.33,4.16
8,Pascal Pelletier,C,PRO,24.25,73,37,22,16,59,75,266,13.91,0.51,0.3,0.22,0.81,1.03,3.64
9,Grant Stevenson,C,QC,25.917,80,30,30,13,60,73,248,12.1,0.38,0.38,0.16,0.75,0.91,3.1
10,Andrew Ebbett,C,POR,24.701,74,18,39,15,57,72,212,8.49,0.24,0.53,0.2,0.77,0.97,2.86
11,Corey Locke,C,HAM,23.354,78,30,20,22,50,72,206,14.56,0.38,0.26,0.28,0.64,0.92,2.64
12,Brett Sterling,LW,CHI,23.393,70,38,17,16,55,71,196,19.39,0.54,0.24,0.23,0.79,1.01,2.8
13,Joe Motzko,RW,CHI/HER,27.505,72,27,24,19,51,70,180,15.0,0.38,0.33,0.26,0.71,0.97,2.5
14,Alexandre Giroux,LW,CHI/HER,26.248,68,33,20,15,53,68,190,17.37,0.49,0.29,0.22,0.78,1.0,2.79
15,Petri Kontiola,C,RFD,22.946,66,18,30,20,48,68,131,13.74,0.27,0.45,0.3,0.73,1.03,1.98
16,Jean-Guy Trudel,LW,PEO,31.932,78,23,31,13,54,67,237,9.7,0.29,0.4,0.17,0.69,0.86,3.04
17,Ben Walter,C,BRI,23.346,68,20,29,17,49,66,181,11.05,0.29,0.43,0.25,0.72,0.97,2.66
18,Mike Iggulden,RW,WOR,24.849,78,29,18,19,47,66,193,15.03,0.37,0.23,0.24,0.6,0.85,2.47
19,Greg Moore,C,HFD,23.472,72,26,19,21,45,66,214,12.15,0.36,0.26,0.29,0.62,0.92,2.97
20,Jesse Schultz,RW,CHI,24.964,80,26,25,15,51,66,129,20.16,0.33,0.31,0.19,0.64,0.82,1.61
21,Charles Linglet,LW,PEO,25.233,80,24,27,15,51,66,240,10.0,0.3,0.34,0.19,0.64,0.82,3.0
22,Geoff Platt,C,SYR/POR,22.183,75,32,15,18,47,65,272,11.76,0.43,0.2,0.24,0.63,0.87,3.63
23,Andrew Hutchinson,D,HFD,27.478,67,18,26,20,44,64,151,11.92,0.27,0.39,0.3,0.66,0.96,2.25
24,Krys Kolanos,RW,QC,26.136,65,30,22,11,52,63,272,11.03,0.46,0.34,0.17,0.8,0.97,4.18
25,Chris Bourque,LW,HER,21.627,73,28,20,15,48,63,255,10.98,0.38,0.27,0.21,0.66,0.86,3.49
26,Martins Karsums,RW,PRO,21.55,79,20,26,17,46,63,206,9.71,0.25,0.33,0.22,0.58,0.8,2.61
27,Matt Murley,LW,SA,27.746,76,21,22,19,43,62,214,9.81,0.28,0.29,0.25,0.57,0.82,2.82
28,Jared Ross,C,PHI,24.992,67,23,22,17,45,62,187,12.3,0.34,0.33,0.25,0.67,0.93,2.79
29,Brian Boyle,C,MCH,22.741,70,31,18,13,49,62,236,13.14,0.44,0.26,0.19,0.7,0.89,3.37
30,Kyle Wilson,C,HER,22.749,80,30,17,14,47,61,184,16.3,0.38,0.21,0.17,0.59,0.76,2.3
31,Petr Vrana,C,LOW,22.465,80,20,24,17,44,61,171,11.7,0.25,0.3,0.21,0.55,0.76,2.14
32,Tim Brent,C,WBS,23.516,74,18,18,25,36,61,174,10.34,0.24,0.24,0.34,0.49,0.82,2.35
33,Gabe Gauthier,C,MCH,23.653,61,23,15,22,38,60,175,13.14,0.38,0.25,0.36,0.62,0.98,2.87
34,Jeff Hoggan,LW,PRO,29.619,71,29,21,10,50,60,248,11.69,0.41,0.3,0.14,0.7,0.85,3.49
35,Carl Corazzini,RW,GR,28.403,80,24,20,16,44,60,274,8.76,0.3,0.25,0.2,0.55,0.75,3.42
36,Joakim Lindstrom,LW,SYR,23.779,49,25,21,14,46,60,144,17.36,0.51,0.43,0.29,0.94,1.22,2.94
37,David Ling,RW,TOR,32.682,71,17,22,20,39,59,149,11.41,0.24,0.31,0.28,0.55,0.83,2.1
38,Jason King,RW,POR,26.002,65,29,14,16,43,59,185,15.68,0.45,0.22,0.25,0.66,0.91,2.85
39,Darren Haydar,RW,CHI,27.899,51,19,19,20,38,58,115,16.52,0.37,0.37,0.39,0.75,1.14,2.25
40,Jamie Johnson,C,ALB,25.643,79,21,19,18,40,58,153,13.73,0.27,0.24,0.23,0.51,0.73,1.94
41,Matt Ellison,C,MIL,23.771,75,26,16,16,42,58,196,13.27,0.35,0.21,0.21,0.56,0.77,2.61
42,Eric Healey,LW,LE,32.652,74,22,19,17,41,58,123,17.89,0.3,0.26,0.23,0.55,0.78,1.66
43,Mark Mancari,RW,RCH,22.18,80,21,17,19,38,57,226,9.29,0.26,0.21,0.24,0.47,0.71,2.83
44,Steve Martins,C,CHI,35.423,76,17,22,18,39,57,106,16.04,0.22,0.29,0.24,0.51,0.75,1.39
45,Kyle Wanvig,RW,NOR,26.626,62,23,18,15,41,56,139,16.55,0.37,0.29,0.24,0.66,0.9,2.24
46,Matt Moulson,LW,MCH,23.872,57,28,16,12,44,56,157,17.83,0.49,0.28,0.21,0.77,0.98,2.75
47,Zenon Konopka,C,SYR,26.7,62,24,14,17,38,55,147,16.33,0.39,0.23,0.27,0.61,0.89,2.37
48,Denis Hamel,LW,BNG,30.35,67,32,17,6,49,55,267,11.99,0.48,0.25,0.09,0.73,0.82,3.99
49,Tom Cavanagh,C,WOR,25.479,77,19,16,20,35,55,147,12.93,0.25,0.21,0.26,0.45,0.71,1.91
50,Graham Mink,RW,WOR,28.321,71,24,20,11,44,55,194,12.37,0.34,0.28,0.15,0.62,0.77,2.73
51,Rich Peverley,C,MIL,25.189,45,14,29,11,43,54,120,11.67,0.31,0.64,0.24,0.96,1.2,2.67
52,Kurtis McLean,C,WBS,26.867,76,22,19,13,41,54,121,18.18,0.29,0.25,0.17,0.54,0.71,1.59
53,Troy Brouwer,RW,RFD,22.078,75,35,9,10,44,54,212,16.51,0.47,0.12,0.13,0.59,0.72,2.83
54,Matt D'Agostini,RW,HAM,20.896,76,23,18,12,41,53,235,9.79,0.3,0.24,0.16,0.54,0.7,3.09
55,Brian Salcido,D,POR,22.421,71,11,17,25,28,53,118,9.32,0.15,0.24,0.35,0.39,0.75,1.66
56,Martin Kariya,RW,PEO,25.944,71,16,17,20,33,53,120,13.33,0.23,0.24,0.28,0.46,0.75,1.69
57,Matt Hendricks,C,PRO,26.246,67,22,13,17,35,52,205,10.73,0.33,0.19,0.25,0.52,0.78,3.06
58,Trent Whitfield,C,PEO,30.246,80,22,12,18,34,52,225,9.78,0.28,0.15,0.23,0.42,0.65,2.81
59,Marc-Andre Gragnani,D,RCH,20.515,78,14,17,21,31,52,161,8.7,0.18,0.22,0.27,0.4,0.67,2.06
60,Bill Thomas,RW,SA,24.23,75,24,15,13,39,52,170,14.12,0.32,0.2,0.17,0.52,0.69,2.27
61,Marty Sertich,C,IOW,24.923,79,27,16,9,43,52,151,17.88,0.34,0.2,0.11,0.54,0.66,1.91
62,John Mitchell,C,TOR,22.645,79,20,22,9,42,51,167,11.98,0.25,0.28,0.11,0.53,0.65,2.11
63,Andrew Gordon,RW,HER,21.755,58,16,28,7,44,51,129,12.4,0.28,0.48,0.12,0.76,0.88,2.22
64,Toby Petersen,C,IOW,28.885,63,21,17,13,38,51,189,11.11,0.33,0.27,0.21,0.6,0.81,3.0
65,Josh Hennessy,C,BNG,22.601,76,22,13,16,35,51,197,11.17,0.29,0.17,0.21,0.46,0.67,2.59
66,Derick Brassard,C,SYR,19.981,42,15,24,12,39,51,121,12.4,0.36,0.57,0.29,0.93,1.21,2.88
67,Nathan Smith,C,WBS,25.597,68,22,13,15,35,50,129,17.05,0.32,0.19,0.22,0.51,0.74,1.9
68,Joel Kwiatkowski,D,CHI,30.484,59,21,12,17,33,50,165,12.73,0.36,0.2,0.29,0.56,0.85,2.8
69,Lauri Korpikoski,LW,HFD,21.134,79,23,14,13,37,50,187,12.3,0.29,0.18,0.16,0.47,0.63,2.37
70,Alexander Nikulin,C,BNG,22.057,71,14,21,15,35,50,176,7.95,0.2,0.3,0.21,0.49,0.7,2.48
71,Stefan Ruzicka,RW,PHI,22.574,59,19,15,16,34,50,222,8.56,0.32,0.25,0.27,0.58,0.85,3.76
72,Dave Spina,RW,SA,24.28,76,21,17,12,38,50,141,14.89,0.28,0.22,0.16,0.5,0.66,1.86
73,Julian Talbot,C,PEO,22.478,78,24,17,9,41,50,133,18.05,0.31,0.22,0.12,0.53,0.64,1.71
74,Colby Genoway,RW,MTB,23.76,67,15,21,13,36,49,131,11.45,0.22,0.31,0.19,0.54,0.73,1.96
75,Mike Glumac,RW,PEO,27.445,75,21,18,10,39,49,213,9.86,0.28,0.24,0.13,0.52,0.65,2.84
76,Joey Tenute,C,SA,24.455,78,21,21,7,42,49,206,10.19,0.27,0.27,0.09,0.54,0.63,2.64
77,Kris Versteeg,RW,RFD,21.342,56,18,18,13,36,49,162,11.11,0.32,0.32,0.23,0.64,0.88,2.89
78,Derek MacKenzie,C,SYR,26.262,62,25,16,8,41,49,185,13.51,0.4,0.26,0.13,0.66,0.79,2.98
