,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,eTOI,eTOI/GP,eG/60,eA1/60,eA2/60,eP1/60,eP/60,eSh/60,exG/60,QoT TOI,QoC TOI,QoT GF%,QoC GF%,GF%Rel,GF%,GF,GA,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
56,Vladimir Kuznetsov,LW,BAT,18.073,136,55,34,37,89,126,476,11.6,0.405,0.25,0.27,0.655,0.925,3.5,29.145,0.43,1156.47,17.01,1.43,0.885,0.96,2.315,3.275,12.38,1.515,18.94,17.54,54.02,48.945,23.315,67.12,181,89,15,52,28.075,14,79,15.725,26,345,7.435,6,16,40.0
57,Alexis Pepin,RW,VDO/GAT,19.644,173,65,27,33,92,125,446,14.503,0.378,0.155,0.208,0.528,0.732,2.6,24.248,0.408,1002.055,16.732,1.368,0.542,0.712,1.91,2.625,9.395,1.45,18.5,17.848,52.475,51.722,9.708,56.612,182,138,26,85,30.475,18,87,20.178,21,274,7.355,108,235,49.548
58,Antoine Morand,C,BAT,17.074,115,42,52,30,94,124,256,16.64,0.355,0.455,0.26,0.81,1.07,2.15,18.02,0.305,1042.68,18.085,1.17,1.515,0.87,2.69,3.56,7.11,0.995,18.79,17.66,55.34,49.165,21.55,63.395,187,107,13,51,27.055,12,49,24.265,17,156,10.765,941,1903,49.19
59,Matthew Boucher,LW,DRU/QUE,17.996,173,65,30,28,95,123,562,11.52,0.425,0.195,0.162,0.615,0.778,3.462,20.99,0.387,1096.09,19.825,1.215,0.552,0.47,1.772,2.245,10.26,1.118,18.558,18.2,46.488,52.465,2.102,44.895,171,195,21,73,26.32,12,72,17.022,32,417,7.688,995,1858,52.872
60,Mathieu Boucher,LW,ROU,18.659,195,43,39,41,82,123,316,13.832,0.218,0.21,0.232,0.43,0.66,1.79,17.11,0.262,1037.27,15.795,0.85,0.79,0.865,1.645,2.505,6.625,0.968,18.53,17.81,60.218,49.805,7.982,64.075,220,124,12,60,18.65,17,62,26.282,14,194,8.428,270,599,47.758
61,Dmitry Zhukenov,C,CHI,18.979,128,33,43,46,76,122,197,16.72,0.255,0.335,0.36,0.59,0.955,1.54,15.71,0.245,1123.615,17.555,0.88,1.15,1.225,2.03,3.25,5.255,0.835,19.795,17.935,57.665,48.185,29.615,70.405,183,77,7,31,23.72,14,41,34.285,12,125,9.74,772,1461,52.775
62,Adam Marsh,LW,SNB/CHA/VDO,18.316,149,60,33,27,93,120,367,15.868,0.38,0.252,0.19,0.628,0.818,2.392,13.732,0.295,760.495,16.015,1.415,0.945,0.7,2.358,3.058,8.927,1.098,19.43,17.78,56.848,46.965,17.807,68.19,189,95,10,44,15.278,18,52,34.938,32,271,12.175,28,63,39.768
63,Jonathan Bourcier,LW,GAT/CHI/BAT/QUE,19.078,161,49,39,32,88,120,339,12.728,0.268,0.258,0.148,0.52,0.668,2.027,11.24,0.228,789.262,16.082,0.965,0.96,0.52,1.925,2.445,7.54,0.837,19.07,17.742,52.71,50.695,15.317,59.98,190,119,11,32,39.882,11,48,18.27,27,259,8.03,263,573,51.93
64,Samuel Laberge,LW,RIM,18.683,164,54,37,28,91,119,357,15.352,0.37,0.29,0.198,0.665,0.858,2.448,16.915,0.358,915.243,18.51,1.185,0.892,0.617,2.078,2.695,7.778,1.11,19.212,18.03,53.688,49.66,16.68,61.762,208,130,16,66,24.48,16,59,25.23,22,232,9.498,30,81,28.028
65,Manuel Wiederer,RW,MON/ROU,19.316,114,58,30,29,88,117,382,15.745,0.51,0.265,0.26,0.775,1.035,3.325,27.585,0.48,1092.825,19.15,1.6,0.835,0.82,2.435,3.255,10.4,1.505,18.925,18.245,52.38,51.445,10.475,57.57,168,124,10,53,18.105,17,69,24.87,31,260,12.71,184,405,45.925
66,Gabriel Fontaine,C,SHE/ROU,18.628,177,47,41,28,88,116,366,12.325,0.292,0.245,0.17,0.538,0.705,2.218,16.762,0.282,951.895,16.11,1.05,0.89,0.63,1.948,2.572,8.123,1.025,18.68,17.985,58.282,50.52,5.79,60.96,188,121,12,50,21.635,12,65,18.77,23,251,9.218,1480,2823,52.565
67,Zack MacEwen,C,MON/GAT,19.438,141,42,36,38,78,116,416,9.412,0.3,0.202,0.265,0.502,0.768,2.92,17.765,0.325,951.425,16.988,0.977,0.662,0.882,1.64,2.522,10.23,1.165,18.092,17.822,53.248,49.2,12.8,59.375,164,138,12,54,18.6,7,47,22.35,23,315,5.998,1070,2008,65.257
68,Nikolas Brouillard,D,QUE/ROU,20.103,115,34,48,34,82,116,385,8.885,0.295,0.42,0.3,0.715,1.01,3.375,15.665,0.275,1500.525,26.105,0.68,0.96,0.685,1.64,2.33,7.755,0.625,18.37,18.18,58.685,50.195,14.46,64.555,246,136,3,12,25.0,5,27,18.335,26,346,7.53,0,1,0.0
69,Bradley Kennedy,RW,CHA/HAL,19.729,167,48,38,30,86,116,391,12.102,0.282,0.282,0.165,0.565,0.728,2.302,16.36,0.33,794.35,15.45,1.085,1.1,0.628,2.185,2.812,8.882,1.268,17.638,17.768,50.385,48.275,20.062,64.145,182,107,19,63,34.828,15,69,23.012,14,259,4.488,95,216,49.658
70,Martins Dzierkals,RW,ROU,18.949,106,45,35,36,80,116,282,16.215,0.43,0.33,0.335,0.75,1.09,2.645,19.765,0.37,916.285,17.285,1.48,1.13,1.16,2.62,3.78,9.18,1.295,19.035,17.99,63.275,49.435,17.32,74.38,164,58,10,35,29.76,12,41,31.73,23,206,11.26,2,4,66.665
71,Cavan Fitzgerald,D,HAL/SHA,19.312,147,34,33,49,67,116,363,9.032,0.248,0.205,0.353,0.452,0.808,2.638,9.482,0.192,1170.3,24.172,0.612,0.51,0.88,1.12,2.002,6.545,0.488,18.583,18.438,57.588,49.645,17.035,62.902,250,161,3,7,25.0,6,15,38.395,25,341,7.125,0,0,0.0
72,Phelix Martineau,C,CAP,18.535,192,56,34,25,90,115,375,14.978,0.33,0.175,0.132,0.5,0.633,2.09,20.21,0.315,1059.692,16.582,1.152,0.635,0.478,1.782,2.268,7.448,1.11,18.065,17.928,53.678,52.288,-11.018,46.195,179,214,18,77,23.535,15,66,21.635,23,232,10.19,1171,2419,47.957
73,Jeremy Lauzon,D,ROU,18.633,145,30,36,48,66,114,319,8.22,0.182,0.265,0.335,0.448,0.782,2.422,7.472,0.17,1009.942,22.035,0.493,0.72,0.905,1.212,2.118,6.58,0.46,18.048,18.25,60.558,51.067,10.933,66.39,240,131,2,9,25.0,2,13,12.503,26,297,7.31,0,2,0.0
74,Alexandre Alain,C,GAT/BLB,18.787,178,53,25,36,78,114,537,10.54,0.368,0.18,0.188,0.542,0.73,3.258,21.342,0.372,1035.215,18.005,1.165,0.565,0.65,1.728,2.378,10.765,1.23,18.722,18.212,57.612,50.615,4.773,58.065,179,137,14,63,22.935,11,90,13.128,28,384,7.878,1518,2677,58.04
75,Nicolas Meloche,D,BAC/GAT/CHA,18.412,158,39,40,35,79,114,449,9.365,0.25,0.272,0.212,0.522,0.732,2.748,11.128,0.202,1286.892,23.595,0.635,0.682,0.542,1.322,1.865,6.99,0.522,18.265,17.94,53.94,49.35,8.42,57.985,245,181,3,9,56.25,4,23,16.233,32,417,8.142,0,2,0.0
76,Olivier LeBlanc,D,CAP/SNB,19.828,175,22,50,41,72,113,371,6.118,0.135,0.298,0.235,0.432,0.67,2.21,8.105,0.14,1334.952,22.92,0.358,0.772,0.62,1.132,1.75,5.768,0.36,17.582,18.345,56.215,51.605,4.255,58.702,300,202,5,12,38.098,3,8,29.168,14,351,4.095,0,0,0.0
77,Jordan Maher,RW,BAT,17.765,192,47,37,28,84,112,292,16.218,0.26,0.195,0.158,0.455,0.61,1.59,15.648,0.242,966.733,15.108,1.018,0.775,0.625,1.797,2.425,6.298,0.96,18.38,17.56,49.902,49.965,9.57,54.765,182,153,11,38,28.873,16,65,23.275,20,189,10.882,552,1248,45.88
