,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Green Bay Gamblers,120,76,59.695,441,298,143,54.875,3829,3150,679,11.11,0.909,101.95
1,Omaha Lancers,120,67,57.895,449,329,120,52.885,3736,3328,408,11.815,0.903,102.13
2,Indiana Ice,120,66,53.385,414,361,53,50.765,3634,3525,109,11.19,0.904,101.58
3,Cedar Rapids RoughRiders,120,66,58.835,423,296,127,55.35,4031,3250,781,10.255,0.91,101.2
4,Fargo Force,120,65,52.94,414,370,44,50.895,3604,3478,126,11.09,0.897,100.835
5,Waterloo Black Hawks,120,63,52.84,468,418,50,52.155,3990,3660,330,11.54,0.888,100.37
6,Sioux Falls Stampede,120,55,51.77,399,370,29,49.455,3599,3681,-82,10.885,0.901,100.935
7,Lincoln Stars,120,51,47.705,332,366,-34,52.295,3882,3536,346,8.32,0.901,98.44
8,Chicago Steel,120,48,46.305,365,423,-58,48.67,3544,3737,-193,9.97,0.888,98.765
9,Sioux City Musketeers,120,39,47.4,340,377,-37,49.72,3539,3589,-50,9.51,0.898,99.28
10,Tri-City Storm,120,37,39.935,309,480,-171,45.355,3373,4077,-704,8.855,0.885,97.38
11,Des Moines Buccaneers,120,27,40.325,361,534,-173,44.34,3493,4390,-897,10.125,0.88,98.12
12,Team USA,60,23,47.92,196,213,-17,44.07,1660,2107,-447,11.43,0.901,101.58
13,Youngstown Phantoms,60,18,40.78,168,244,-76,44.42,1617,2023,-406,10.11,0.882,98.27
