,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Mitch Fadden,C,LET/T.C,19.701,206,107,97,45,204,249,0.54,0.452,0.22,0.988,1.21
1,Jason Reese,C,VAN/M.J/TRI/T.C,19.882,211,85,90,58,175,233,0.415,0.435,0.272,0.85,1.122
2,Tyler Ennis,C,M.H,18.193,202,112,77,37,189,226,0.595,0.39,0.21,0.985,1.195
3,Zach Boychuk,C,LET,18.198,173,92,76,52,168,220,0.572,0.39,0.322,0.962,1.29
4,Colin Long,C,KEL,18.491,209,75,87,57,162,219,0.392,0.452,0.275,0.84,1.12
5,Drayson Bowman,LW,SPO,18.773,189,113,55,40,168,208,0.638,0.302,0.215,0.94,1.155
6,Ryan White,C/D/RW,CGY/KAM/P.A/EVT,18.439,255,70,75,58,145,203,0.204,0.186,0.147,0.391,0.545
7,Jordan Eberle,C,REG,17.588,197,105,56,38,161,199,0.54,0.31,0.213,0.852,1.062
8,Andrew Bailey,RW,KTN,19.633,214,86,68,44,154,198,0.402,0.315,0.198,0.715,0.91
9,Keegan Dansereau,RW,CGY/S.C,19.956,203,87,65,44,152,196,0.455,0.362,0.198,0.818,1.015
10,Kyle Bortis,C,S.C/CGY/CAL,19.299,194,79,77,38,156,194,0.387,0.425,0.23,0.81,1.047
11,Andrew Clark,LW,BRN/BDN,19.688,193,84,64,45,148,193,0.46,0.325,0.248,0.782,1.028
12,Taylor Procyshen,RW,TRI/T.C,19.447,190,101,47,41,148,189,0.53,0.27,0.225,0.8,1.025
13,Mitch Wahl,C,SPO,17.897,199,68,64,56,132,188,0.388,0.338,0.252,0.725,0.978
14,Justin Bernhardt,RW,REG/KEL/P.A,19.805,203,76,62,48,138,186,0.4,0.332,0.262,0.735,0.998
15,Joel Broda,C,TRI/M.J/CAL,18.059,211,99,51,34,150,184,0.555,0.235,0.19,0.79,0.988
16,Kyle Beach,LW,EVT/LET,17.922,179,80,50,54,130,184,0.445,0.305,0.315,0.75,1.07
17,Mark Santorelli,LW,CWK,18.608,144,56,79,48,135,183,0.39,0.55,0.335,0.935,1.27
18,Greg Scott,LW,SEA,19.534,209,88,61,34,149,183,0.44,0.315,0.195,0.76,0.955
19,Jason Bast,C,M.J,18.538,215,76,62,44,138,182,0.355,0.28,0.218,0.635,0.857
