,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Halifax Mooseheads,70,49,58.45,242,172,70,56.63,2472,1893,579,9.53,0.911,100.59
1,Rimouski Oceanic,70,48,58.22,333,239,94,53.07,2625,2321,304,12.59,0.899,102.44
2,Quebec Remparts,70,41,56.57,267,205,62,52.53,2582,2333,249,10.06,0.913,101.35
3,Chicoutimi Sagueneens,70,41,54.89,264,217,47,48.08,2102,2270,-168,12.27,0.906,102.87
4,Moncton Wildcats,70,41,54.07,206,175,31,53.58,2449,2122,327,8.3,0.921,100.36
5,Lewiston MAINEiacs,70,37,50.59,214,209,5,49.21,2204,2275,-71,9.3,0.91,100.27
6,Cape Breton Screaming Eagles,70,36,51.37,206,195,11,53.08,2250,1989,261,8.83,0.905,99.3
7,Shawinigan Cataractes,70,35,51.42,199,188,11,48.25,2076,2227,-151,9.24,0.916,100.84
8,Drummondville Voltigeurs,70,35,49.77,215,217,-2,50.84,2170,2098,72,9.7,0.9,99.66
9,Gatineau Olympiques,70,35,47.68,216,237,-21,49.98,2171,2173,-2,9.87,0.893,99.21
10,Rouyn-Noranda Huskies,70,34,52.16,266,244,22,50.55,2351,2300,51,11.28,0.896,100.9
11,Victoriaville Tigres,70,28,42.27,186,254,-68,46.01,2055,2411,-356,8.87,0.898,98.67
12,Val-d'Or Foreurs,70,27,44.47,189,236,-47,47.39,1983,2201,-218,9.44,0.894,98.84
13,PEI Rocket,70,26,43.23,198,260,-62,46.85,2007,2277,-270,9.41,0.888,98.19
14,Baie-Comeau Drakkar,70,26,42.62,208,280,-72,44.63,2099,2604,-505,9.65,0.896,99.21
15,Acadie-Bathurst Titan,70,21,40.05,163,244,-81,48.78,2042,2144,-102,7.89,0.89,96.93
