,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,eTOI,eTOI/GP,eG/60,eA1/60,eA2/60,eP1/60,eP/60,eSh/60,exG/60,QoT TOI,QoC TOI,QoT GF%,QoC GF%,GF%Rel,GF%,GF,GA,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
0,Vitalii Abramov,RW,GAT/VIC,18.858,122,91,89,28,180,208,460,19.855,0.75,0.74,0.225,1.485,1.72,3.775,41.585,0.68,1343.555,22.035,2.045,2.01,0.62,4.055,4.675,10.28,1.855,19.18,18.17,57.0,50.26,26.115,69.15,255,117,25,84,31.3,21,91,23.89,45,285,15.775,594,1030,58.625
1,Alex Barre-Boulet,C,BLB/DRU,19.821,130,82,68,47,150,197,533,15.075,0.635,0.525,0.36,1.15,1.515,4.1,36.7,0.56,1397.21,21.5,1.73,1.46,1.01,3.19,4.2,11.41,1.585,19.27,18.325,58.41,50.01,19.26,67.47,233,111,15,68,22.77,17,84,20.24,50,381,12.4,1150,2198,52.45
2,Maxime Fortier,RW,HAL,19.252,129,64,65,33,129,162,515,12.44,0.495,0.505,0.25,1.005,1.255,4.01,36.15,0.565,1377.13,21.31,1.405,1.43,0.7,2.83,3.535,11.335,1.595,18.565,18.105,53.455,50.44,11.695,57.91,216,159,24,87,28.025,15,77,20.235,25,351,7.145,95,253,36.89
3,Antoine Morand,C,BAT,18.074,133,54,61,35,115,150,363,14.915,0.405,0.455,0.26,0.865,1.125,2.73,27.465,0.415,1241.41,18.67,1.305,1.47,0.845,2.78,3.625,8.77,1.325,18.975,17.695,60.57,48.475,13.17,65.065,223,120,17,74,22.97,17,67,25.355,20,222,9.065,1123,2103,53.55
4,Ivan Kosorenkov,RW,VIC,19.148,131,70,40,35,110,145,325,21.59,0.535,0.31,0.27,0.845,1.115,2.495,25.805,0.395,1159.57,17.725,1.815,1.035,0.905,2.85,3.76,8.415,1.335,19.29,18.06,57.705,49.315,28.5,73.93,207,73,15,46,32.285,14,58,22.1,41,221,18.075,3,13,22.62
5,Alexandre Alain,C,BLB,20.038,119,73,38,28,111,139,460,15.705,0.61,0.315,0.23,0.92,1.15,3.865,29.69,0.495,1251.54,20.97,1.73,0.9,0.645,2.63,3.275,11.075,1.42,19.17,18.41,60.69,50.68,15.19,66.14,198,99,12,56,22.46,22,84,25.64,39,320,12.09,777,1283,60.56
6,Maxime Comtois,LW,VIC,18.187,118,66,35,35,101,136,353,18.44,0.575,0.305,0.3,0.885,1.185,3.025,26.425,0.455,1184.515,20.165,1.69,0.895,0.885,2.59,3.475,8.965,1.345,19.03,18.28,57.96,51.12,15.815,63.125,202,118,22,62,33.965,14,59,24.065,30,232,12.89,420,831,49.295
7,Drake Batherson,C,CAP/BLB,18.888,112,51,53,31,104,135,264,19.96,0.465,0.485,0.28,0.95,1.23,2.43,18.68,0.345,1038.285,18.77,1.47,1.525,0.89,2.99,3.885,7.55,1.065,18.75,17.965,55.45,50.395,18.1,67.085,190,94,10,37,27.33,11,43,28.2,30,184,16.74,385,759,49.925
8,Thomas Gregoire,D,SHE,18.671,133,22,72,39,94,133,419,5.345,0.165,0.54,0.295,0.705,1.0,3.145,10.95,0.165,1658.51,24.935,0.395,1.3,0.71,1.695,2.405,7.545,0.39,17.385,18.1,50.82,52.26,11.655,53.635,215,186,2,7,58.335,1,17,5.555,19,395,4.925,0,0,0.0
9,James Phelan,C,VIC/MON,20.073,132,59,43,31,102,133,334,17.765,0.45,0.33,0.24,0.775,1.015,2.53,27.715,0.42,1234.165,18.705,1.435,1.05,0.755,2.485,3.235,8.115,1.35,18.835,18.135,54.325,51.305,12.935,57.745,188,138,14,63,21.775,15,67,22.37,30,204,14.65,1636,2703,60.55
10,Peter Abbandonato,C,ROU,18.978,132,46,63,22,109,131,287,16.195,0.35,0.475,0.165,0.82,0.99,2.16,20.125,0.305,1251.655,18.895,1.1,1.505,0.54,2.6,3.14,6.805,0.955,18.705,18.1,60.06,49.68,6.165,62.755,193,117,11,46,23.525,8,49,16.385,27,192,13.67,800,1658,47.655
11,Jordan Martel,LW,BAC,19.058,134,64,38,26,102,128,427,14.835,0.48,0.285,0.195,0.76,0.96,3.19,23.59,0.355,1234.755,18.445,1.545,0.92,0.63,2.46,3.09,10.36,1.145,18.94,18.015,51.06,49.58,26.155,64.95,184,98,18,48,39.155,14,49,27.38,32,330,9.665,7,31,22.48
12,Samuel Dove-McFalls,C,SNB/RIM,19.934,129,39,58,29,97,126,438,8.91,0.3,0.45,0.225,0.755,0.98,3.4,22.665,0.35,1221.355,18.955,0.96,1.41,0.715,2.37,3.085,10.765,1.12,19.225,18.105,60.82,50.91,6.41,63.755,179,102,11,59,18.62,9,55,18.685,19,324,5.88,1595,2682,58.045
13,Otto Somppi,C,HAL,19.175,119,45,42,37,87,124,299,15.275,0.375,0.355,0.315,0.735,1.045,2.515,23.23,0.39,1119.5,18.825,1.19,1.1,0.98,2.295,3.27,8.06,1.24,18.8,18.305,53.44,51.955,9.64,56.39,178,132,12,63,17.855,8,51,15.45,25,185,13.88,1455,2582,56.385
14,Mitchell Balmas,LW,CHA/GAT/BAT,18.995,135,63,31,29,94,123,425,14.425,0.465,0.225,0.215,0.695,0.91,3.145,26.425,0.39,1252.22,18.54,1.475,0.74,0.715,2.215,2.925,10.15,1.25,19.64,17.84,57.335,49.605,17.46,67.265,201,97,12,39,31.28,10,64,15.585,41,322,11.795,125,275,45.44
15,Kevin Klima,C,CHI/MON,19.78,129,47,43,32,90,122,291,14.24,0.35,0.33,0.245,0.68,0.925,2.205,18.415,0.28,1169.375,17.98,1.09,1.095,0.815,2.18,2.99,7.07,0.93,18.17,17.99,48.165,51.49,16.645,56.875,157,116,9,32,27.92,9,34,22.895,29,225,10.965,1014,2066,46.475
16,Jeffrey Truchon-Viel,LW,BAT,20.13,121,74,33,15,107,122,473,15.655,0.615,0.275,0.125,0.885,1.01,3.915,39.54,0.655,1137.585,18.81,1.96,0.87,0.4,2.825,3.22,12.485,2.085,18.965,18.105,58.355,51.125,10.31,62.67,182,112,31,118,26.295,19,84,22.385,24,271,8.865,25,51,48.615
17,Joe Veleno,C,SNB/DRU,17.173,109,35,45,39,80,119,307,11.575,0.315,0.395,0.35,0.71,1.06,2.75,16.605,0.305,1010.285,18.285,1.035,1.275,1.15,2.31,3.46,8.99,1.0,18.77,17.99,57.075,50.395,9.61,63.705,160,94,8,33,24.04,7,47,18.83,20,227,7.935,530,1135,47.955
18,Ivan Chekhovich,LW,BAC,18.197,125,55,36,28,91,119,401,13.705,0.44,0.285,0.225,0.73,0.95,3.21,24.705,0.39,1178.11,18.85,1.395,0.915,0.72,2.315,3.035,10.21,1.255,18.715,18.225,50.985,50.435,20.09,60.25,170,111,9,54,15.275,14,76,18.42,32,271,11.77,6,19,39.705
19,Olivier Galipeau,D,CHI/VDO/BAT,19.818,136,35,48,36,83,119,436,7.645,0.255,0.355,0.265,0.615,0.875,3.215,17.615,0.26,1780.96,26.185,0.595,0.81,0.605,1.405,2.015,7.385,0.595,18.035,18.065,53.54,51.18,5.765,56.665,239,186,6,19,31.11,3,23,13.395,26,394,6.23,1,6,16.665
20,D'Artagnan Joly,C,BAC,17.943,121,39,55,22,94,116,308,12.77,0.33,0.465,0.185,0.8,0.985,2.555,16.305,0.27,1083.385,18.005,1.085,1.53,0.61,2.62,3.23,8.53,0.9,18.63,17.92,51.38,49.53,14.975,57.04,149,109,10,38,26.11,8,40,19.295,21,230,9.225,508,1218,41.015
