,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Drummondville Voltigeurs,68,46,62.27,302,183,119,61.71,2616,1623,993,11.2,0.889,100.09
1,Moncton Wildcats,68,45,63.05,273,160,113,55.69,2345,1866,479,11.38,0.916,102.95
2,Saint John Sea Dogs,68,44,61.86,300,185,115,55.3,2443,1975,468,12.1,0.91,103.06
3,Victoriaville Tigres,68,41,60.62,291,189,102,52.34,2314,2107,207,12.27,0.912,103.48
4,Cape Breton Screaming Eagles,68,40,56.56,237,182,55,53.02,2193,1943,250,10.52,0.908,101.29
5,Rouyn-Noranda Huskies,68,40,55.92,255,201,54,54.72,2170,1796,374,11.51,0.89,100.46
6,Quebec Remparts,68,35,54.4,272,228,44,51.01,2091,2008,83,12.88,0.891,101.97
7,PEI Rocket,68,31,49.18,211,218,-7,46.21,1977,2301,-324,10.22,0.908,100.98
8,Rimouski Oceanic,68,30,47.92,242,263,-21,48.3,1991,2131,-140,12.07,0.877,99.81
9,Shawinigan Cataractes,68,30,47.89,216,235,-19,50.63,2261,2205,56,9.31,0.896,98.94
10,Gatineau Olympiques,68,28,49.76,211,213,-2,50.95,1961,1888,73,10.53,0.891,99.63
11,Montreal Junior,68,28,50.24,212,210,2,50.53,2113,2069,44,9.65,0.902,99.8
12,Chicoutimi Sagueneens,68,22,41.94,182,252,-70,44.46,1693,2115,-422,10.43,0.882,98.6
13,Lewiston MAINEiacs,68,20,41.47,209,295,-86,44.58,2048,2546,-498,10.03,0.886,98.62
14,Baie-Comeau Drakkar,68,20,38.75,186,294,-108,45.02,1866,2279,-413,9.82,0.872,97.04
15,Acadie-Bathurst Titan,68,19,41.65,202,283,-81,43.67,1921,2478,-557,10.38,0.888,99.17
16,Val-d'Or Foreurs,68,19,40.37,199,294,-95,44.21,1785,2253,-468,11.05,0.872,98.23
17,Halifax Mooseheads,68,11,37.31,169,284,-115,47.57,2009,2214,-205,8.41,0.876,96.02
