,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,John Tavares,C,LDN/OSH,17.988,56,58,27,19,85,104,1.04,0.48,0.34,1.52,1.86
1,Chris Terry,C,PLY,19.442,53,39,34,21,73,94,0.74,0.64,0.4,1.38,1.77
2,Justin DiBenedetto,LW,SAR,20.058,62,45,33,15,78,93,0.73,0.53,0.24,1.26,1.5
3,Cody Hodgson,C,BRA,18.574,53,43,31,18,74,92,0.81,0.58,0.34,1.4,1.74
4,Matt Caria,C,PLY/SSM,20.083,67,34,38,20,72,92,0.51,0.57,0.3,1.07,1.37
5,Taylor Hall,LW,WSR,16.838,63,38,39,13,77,90,0.6,0.62,0.21,1.22,1.43
6,Ryan Ellis,D,WSR,17.701,57,22,36,31,58,89,0.39,0.63,0.54,1.02,1.56
7,Eric Tangradi,LW,BELV,19.595,55,38,31,19,69,88,0.69,0.56,0.35,1.25,1.6
8,Logan Couture,C,OTT,19.469,62,39,32,16,71,87,0.63,0.52,0.26,1.15,1.4
9,Chris MacKinnon,LW,LDN/KIT,19.193,67,26,31,28,57,85,0.39,0.46,0.42,0.85,1.27
10,Bryan Cameron,RW,BELV,19.554,64,37,27,17,64,81,0.58,0.42,0.27,1.0,1.27
11,Joey Hishon,C,OS,16.907,65,37,26,18,63,81,0.57,0.4,0.28,0.97,1.25
12,Evgeny Grachev,LW,BRA,18.566,60,40,17,23,57,80,0.67,0.28,0.38,0.95,1.33
13,Matt Duchene,C,BRA,17.665,57,31,35,13,66,79,0.54,0.61,0.23,1.16,1.39
14,Nazem Kadri,C,LDN,17.944,56,25,34,19,59,78,0.45,0.61,0.34,1.05,1.39
15,Greg Nemisz,RW,WSR,18.281,65,36,24,17,60,77,0.55,0.37,0.26,0.92,1.18
16,P.K. Subban,D,BELV,19.343,56,14,44,18,58,76,0.25,0.79,0.32,1.04,1.36
17,John Carlson,RD,LDN,18.681,59,16,34,26,50,76,0.27,0.58,0.44,0.85,1.29
18,Chris Chappell,LW,SAG,20.488,68,38,23,15,61,76,0.56,0.34,0.22,0.9,1.12
19,Brett Parnham,C,OSH,19.625,65,50,17,9,67,76,0.77,0.26,0.14,1.03,1.17
20,Jack Combs,C,SAG,20.638,62,32,24,19,56,75,0.52,0.39,0.31,0.9,1.21
