,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Brandon Wheat Kings,1080,601,54.832,4020,3384,636,53.15,35071,31823,3248,11.493,0.893,100.73
1,Calgary Hitmen,1080,590,50.01,3764,3238,526,51.2,33129,30392,2737,9.861,0.898,99.632
2,Kelowna Rockets,1080,569,53.32,3609,3245,364,50.558,33424,30623,2801,10.308,0.907,101.007
3,Swift Current Broncos,1080,562,45.904,3525,3291,234,47.875,33298,32166,1132,9.178,0.9,99.184
4,Spokane Chiefs,1080,553,59.85,3532,3188,344,56.297,35293,31002,4291,10.092,0.912,101.244
5,Red Deer Rebels,1080,548,53.778,3444,3268,176,52.101,32805,31576,1229,9.546,0.912,100.743
6,Kootenay Ice,936,535,54.254,3166,2665,501,53.318,29192,26785,2407,10.346,0.9,100.278
7,Kamloops Blazers,1080,526,44.671,3493,3578,-85,47.746,32699,34339,-1640,9.865,0.89,98.823
8,Medicine Hat Tigers,1080,514,55.759,3719,3732,-13,50.205,33234,33647,-413,11.416,0.908,102.136
9,Tri-City Americans,1080,513,56.919,3610,3622,-12,53.374,33821,34106,-285,10.72,0.909,101.511
10,Seattle Thunderbirds,1080,506,44.203,3508,3459,49,45.823,34160,34661,-501,8.529,0.909,99.401
11,Moose Jaw Warriors,1080,489,48.474,3584,3736,-152,49.096,33413,35346,-1933,10.025,0.896,99.589
12,Lethbridge Hurricanes,1080,485,43.254,3450,3555,-105,46.237,30958,31409,-451,9.662,0.891,98.69
13,Regina Pats,1080,475,43.664,3475,3735,-260,47.502,32042,33973,-1931,9.746,0.888,98.496
14,Saskatoon Blades,1080,471,55.914,3318,3697,-379,52.267,31845,34671,-2826,11.138,0.904,101.544
15,Prince George Cougars,1080,458,43.314,3387,3857,-470,47.37,33682,35382,-1700,9.703,0.887,98.383
16,Prince Albert Raiders,1080,429,46.556,3238,3847,-609,49.066,32646,35173,-2527,9.331,0.897,99.018
17,Portland Winter Hawks,936,397,36.016,2795,3270,-475,43.242,28572,30436,-1864,8.123,0.89,97.208
18,Vancouver Giants,720,375,54.404,2397,2096,301,54.958,22881,19721,3160,10.367,0.894,99.776
19,Everett Silvertips,576,277,48.549,1541,1435,106,47.561,15958,17089,-1131,8.702,0.917,100.406
20,Chilliwack Bruins,360,119,45.386,953,1240,-287,45.052,9769,11701,-1932,10.138,0.901,100.157
21,Edmonton Oil Kings,288,90,44.959,763,1002,-239,49.588,8392,9207,-815,9.15,0.893,98.36
22,Portland Winterhawks,144,88,54.76,563,464,99,51.52,5304,4990,314,10.19,0.908,100.995
23,Edmonton Ice,144,34,39.68,473,723,-250,43.075,4238,5608,-1370,11.09,0.872,98.335
