,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Green Bay Gamblers,304,184,54.336,1052,781,271,50.462,9471,8621,850,10.796,0.909,101.662
1,Omaha Lancers,304,164,56.616,988,768,220,51.326,9092,8793,299,10.2,0.918,101.949
2,Indiana Ice,304,159,55.577,1061,910,151,53.066,9654,9207,447,10.659,0.903,100.986
3,Waterloo Black Hawks,304,156,57.28,1100,949,151,54.805,10461,9322,1139,10.132,0.908,100.942
4,Sioux Falls Stampede,304,151,52.306,973,903,70,52.185,9779,8996,783,9.76,0.904,100.091
5,Cedar Rapids RoughRiders,304,143,50.787,980,878,102,47.551,8747,9027,-280,10.963,0.904,101.294
6,Dubuque Fighting Saints,244,140,55.411,821,644,177,54.446,7621,6399,1222,10.246,0.901,100.339
7,Fargo Force,304,133,43.969,919,935,-16,46.262,9246,9430,-184,8.46,0.906,99.099
8,Lincoln Stars,304,132,47.981,926,970,-44,51.709,9853,9196,657,8.732,0.901,98.835
9,Sioux City Musketeers,304,125,52.599,888,871,17,51.008,9141,8872,269,9.53,0.911,100.547
10,Team USA,304,120,48.593,971,1056,-85,52.54,9398,9181,217,10.452,0.877,98.164
11,Youngstown Phantoms,304,112,45.768,909,1066,-157,48.236,8796,9534,-738,10.018,0.891,99.035
12,Tri-City Storm,304,102,42.573,800,1040,-240,46.957,9187,10199,-1012,8.302,0.902,98.501
13,Chicago Steel,304,101,45.409,801,1066,-265,47.087,8772,10235,-1463,8.722,0.906,99.285
14,Des Moines Buccaneers,304,94,43.353,864,1080,-216,45.382,9211,10472,-1261,8.676,0.906,99.281
15,Muskegon Lumberjacks,244,86,46.976,708,844,-136,47.596,7221,8166,-945,9.542,0.902,99.691
