,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Drummondville Voltigeurs,127,85,62.63,581,347,234,59.295,4564,3150,1414,12.37,0.893,101.67,58.8,218.225,154.91,63.315,9.595,0.902,99.815,62.776,0.833,-13.088,-0.278,149,98,51,60.0,541,419,122,56.175,27.18,0.769,158,91,67,63.45,713,468,245,60.46,22.165,0.806,274,158,116,63.755,3310,2263,1047,59.595,7.815,0.934
1,Rouyn-Noranda Huskies,127,84,63.305,507,296,211,55.685,4574,3666,908,10.625,0.922,102.855,59.795,221.225,154.845,66.38,9.76,0.917,101.485,20.777,0.26,11.846,0.151,157,81,76,64.73,556,391,165,58.005,26.875,0.799,144,70,74,66.45,616,388,228,61.905,22.98,0.811,206,145,61,59.265,3402,2887,515,54.275,5.645,0.952
2,Halifax Mooseheads,127,84,60.345,534,359,175,53.23,4269,3772,497,12.19,0.908,102.97,55.63,234.545,188.31,46.235,10.945,0.902,101.085,23.955,0.375,11.806,0.191,166,109,57,60.605,661,499,162,56.985,24.425,0.784,116,80,36,58.59,568,480,88,54.53,20.26,0.835,252,170,82,60.74,3040,2793,247,52.265,7.975,0.942
3,Rimouski Oceanic,128,78,59.62,472,320,152,55.35,4192,3383,809,10.845,0.907,101.545,53.42,190.455,167.04,23.41,9.11,0.902,99.275,34.047,0.522,10.039,0.159,128,91,37,57.735,519,426,93,54.795,23.62,0.792,113,65,48,63.59,536,426,110,55.765,20.78,0.848,231,164,67,58.675,3137,2531,606,55.33,6.88,0.937
4,Sherbrooke Phoenix,127,67,50.635,453,442,11,54.405,4416,3696,720,9.815,0.884,98.255,52.07,209.325,191.79,17.535,9.475,0.896,99.085,5.678,0.102,-20.712,-0.35,125,126,-1,50.19,509,469,40,52.25,24.465,0.737,83,78,5,51.92,658,615,43,51.715,12.215,0.876,245,238,7,50.865,3249,2612,637,55.425,6.995,0.914
5,Blainville-Boisbriand Armada,128,66,50.475,442,426,16,50.455,3844,3777,67,10.78,0.892,99.965,50.29,184.395,178.76,5.635,9.565,0.904,100.0,24.104,0.363,-25.238,-0.372,124,129,-5,49.355,500,440,60,53.855,24.35,0.706,86,107,-21,44.24,495,573,-78,46.515,16.31,0.814,232,190,42,53.465,2849,2764,85,50.69,7.375,0.936
6,Baie-Comeau Drakkar,127,64,53.915,485,421,64,50.78,4140,4137,3,11.47,0.902,101.69,53.165,189.73,176.24,13.485,9.205,0.916,100.825,47.272,0.68,-22.76,-0.419,146,124,22,54.015,504,475,29,51.53,28.38,0.741,119,94,25,56.625,526,458,68,54.135,22.52,0.802,220,203,17,52.99,3110,3204,-94,50.115,6.91,0.942
7,Charlottetown Islanders,127,61,50.14,407,406,1,53.31,4350,3821,529,9.06,0.898,98.84,52.82,218.17,194.865,23.305,10.03,0.898,99.82,-22.17,-0.293,0.867,-0.002,150,143,7,51.19,686,535,151,56.2,21.485,0.734,90,80,10,53.01,633,504,129,55.685,13.945,0.844,167,183,-16,48.555,3031,2782,249,52.315,5.195,0.94
8,Quebec Remparts,127,61,49.645,396,398,-2,52.905,3941,3501,440,9.59,0.892,98.81,55.24,183.21,145.335,37.87,9.235,0.917,100.89,5.794,0.107,-41.665,-0.73,115,94,21,55.435,510,385,125,57.185,21.895,0.77,100,65,35,60.445,543,315,228,63.22,18.19,0.796,181,239,-58,42.92,2888,2801,87,50.75,5.82,0.921
9,Cape Breton Screaming Eagles,127,60,51.415,453,435,18,54.085,4151,3551,600,10.65,0.885,99.07,53.48,214.43,191.235,23.2,10.295,0.894,99.68,5.566,0.105,-14.766,-0.288,116,130,-14,47.405,570,551,19,50.91,20.075,0.772,103,107,-4,49.62,544,479,65,53.56,18.72,0.782,234,198,36,54.33,3037,2521,516,54.83,7.405,0.928
10,Victoriaville Tigres,128,60,51.26,424,389,35,47.47,3691,4040,-349,11.08,0.908,101.82,47.325,172.975,181.175,-8.2,9.1,0.91,100.11,34.524,0.594,-4.826,-0.081,91,105,-14,45.685,361,460,-99,43.995,24.645,0.77,96,86,10,52.745,465,518,-53,47.22,20.57,0.836,237,198,39,53.24,2865,3062,-197,48.095,7.805,0.94
11,Moncton Wildcats,128,57,49.92,465,474,-9,50.66,4140,4042,98,10.89,0.887,99.57,51.105,222.39,216.68,5.705,10.76,0.894,100.115,2.111,0.038,-12.82,-0.202,141,134,7,51.095,608,520,88,53.785,22.915,0.744,103,129,-26,44.64,534,609,-75,47.015,19.145,0.79,221,211,10,52.2,2998,2913,85,50.76,6.95,0.932
12,Chicoutimi Sagueneens,127,54,48.1,374,407,-33,48.21,3636,3902,-266,10.02,0.899,99.92,49.025,169.76,176.885,-7.125,9.29,0.91,100.275,11.239,0.218,-20.112,-0.326,127,93,34,57.61,476,370,106,56.105,26.295,0.754,72,114,-42,38.59,434,530,-96,44.915,16.57,0.785,175,200,-25,46.83,2726,3002,-276,47.525,6.03,0.937
13,Gatineau Olympiques,125,52,48.375,385,409,-24,45.685,3356,3974,-618,10.875,0.901,100.99,45.755,158.34,188.55,-30.205,9.46,0.905,99.97,22.66,0.424,-6.952,-0.118,102,138,-36,42.625,325,513,-188,38.48,31.65,0.738,86,79,7,54.31,442,510,-68,46.305,19.35,0.845,197,192,5,49.78,2589,2951,-362,46.52,6.765,0.94
14,Acadie-Bathurst Titan,127,49,45.13,397,473,-76,46.385,3771,4239,-468,10.11,0.892,99.33,44.06,189.79,216.205,-26.41,9.505,0.896,99.145,4.209,0.182,-14.799,-0.127,123,171,-48,42.85,473,754,-281,38.535,26.585,0.781,102,114,-12,48.765,479,535,-56,47.02,21.925,0.796,172,188,-16,44.605,2819,2950,-131,48.05,5.445,0.938
15,Val-d'Or Foreurs,127,38,37.115,331,563,-232,39.65,3345,5111,-1766,9.575,0.893,98.885,39.39,144.08,225.865,-81.79,8.655,0.913,99.88,15.424,0.275,-46.636,-0.575,102,149,-47,40.885,393,538,-145,42.145,25.495,0.724,84,167,-83,33.535,382,707,-325,34.9,22.345,0.766,145,247,-102,37.615,2570,3866,-1296,40.05,5.32,0.94
16,Shawinigan Cataractes,127,26,36.325,340,595,-255,42.285,3351,4553,-1202,9.945,0.872,97.21,41.54,160.14,225.115,-64.975,9.54,0.901,99.645,5.36,0.122,-63.388,-0.851,107,171,-64,38.34,427,552,-125,43.56,24.705,0.694,80,154,-74,34.22,448,706,-258,38.81,17.925,0.782,153,270,-117,35.79,2476,3295,-819,42.74,5.81,0.922
17,Saint John Sea Dogs,127,23,34.475,322,610,-288,41.545,3536,4971,-1435,9.0,0.88,96.935,37.8,162.105,270.35,-108.245,9.135,0.892,98.315,-2.604,-0.041,-27.652,-0.373,91,176,-85,33.93,445,773,-328,36.45,20.21,0.772,81,141,-60,36.78,485,696,-211,41.135,16.68,0.799,150,293,-143,33.395,2606,3502,-896,42.585,5.595,0.92
