,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Cedar Rapids RoughRiders,118,69,57.235,417,311,106,48.435,3654,3913,-259,11.105,0.922,103.245
1,Omaha Lancers,118,67,55.705,392,312,80,53.4,3758,3284,474,10.14,0.911,101.24
2,Lincoln Stars,118,63,54.775,425,351,74,50.55,3659,3580,79,11.43,0.905,101.955
3,Sioux Falls Stampede,117,58,52.22,349,326,23,47.625,3389,3727,-338,10.055,0.916,101.61
4,Tri-City Storm,118,52,51.585,340,319,21,57.29,3602,2686,916,9.07,0.882,97.305
5,Waterloo Black Hawks,116,46,47.955,320,348,-28,53.83,3702,3173,529,8.38,0.892,97.585
6,Des Moines Buccaneers,119,46,48.16,375,409,-34,50.335,3976,3932,44,9.17,0.9,99.15
7,Green Bay Gamblers,119,44,43.795,309,398,-89,46.98,3521,3976,-455,8.505,0.902,98.775
8,Chicago Steel,119,41,43.62,321,418,-97,46.73,3590,4094,-504,8.84,0.9,98.84
9,Indiana Ice,118,40,45.01,343,419,-76,48.92,3453,3604,-151,9.675,0.888,98.465
10,Souix City Musketeers,57,34,57.49,215,159,56,49.61,1698,1725,-27,12.14,0.91,103.14
11,Sioux City Musketeers,49,16,44.41,143,179,-36,45.05,1401,1709,-308,9.95,0.898,99.74
