,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,784,416,54.818,2306,1914,392,51.467,23622,20971,2651,9.528,0.916,101.069
1,Hershey Bears,784,410,53.31,2559,2109,450,49.164,24175,23016,1159,9.582,0.919,101.459
2,Manchester Monarchs,784,385,56.061,2262,2002,260,52.83,23708,23888,-180,9.404,0.916,101.08
3,Chicago Wolves,784,382,52.297,2482,2196,286,51.189,23828,23210,618,8.962,0.915,100.46
4,Milwaukee Admirals,784,373,50.469,2199,2032,167,50.354,22535,22532,3,8.846,0.912,100.008
5,Toronto Marlies,784,361,51.68,2237,2172,65,48.318,23417,23062,355,9.188,0.917,100.902
6,Grand Rapids Griffins,784,354,55.542,2402,2259,143,52.083,24900,23176,1724,9.445,0.918,101.18
7,Providence Bruins,784,354,52.416,2225,2100,125,50.576,24670,23046,1624,8.644,0.92,100.64
8,Portland Pirates,784,351,49.304,2366,2291,75,49.15,23824,23963,-139,8.896,0.91,99.857
9,Syracuse Crunch,784,347,49.444,2287,2287,0,51.066,24081,24194,-113,9.054,0.904,99.437
10,Hamilton Bulldogs,784,347,47.294,2121,2106,15,49.079,23284,23490,-206,7.924,0.915,99.392
11,Norfolk Admirals,784,347,47.433,2267,2242,25,50.356,24770,23686,1084,7.849,0.914,99.236
12,Binghamton Senators,784,327,50.768,2357,2465,-108,48.342,24820,26473,-1653,9.658,0.91,100.663
13,Bridgeport Sound Tigers,784,313,46.07,2159,2355,-196,48.408,23040,25017,-1977,8.964,0.902,99.202
14,Rochester Americans,784,308,47.661,2215,2449,-234,48.144,22592,24872,-2280,9.218,0.906,99.788
15,San Antonio Rampage,784,302,49.27,2072,2321,-249,51.018,23311,24466,-1155,8.746,0.908,99.544
16,Worcester Sharks,704,302,49.438,1937,2032,-95,53.234,22852,20296,2556,7.969,0.907,98.681
17,Springfield Falcons,784,284,49.853,2077,2444,-367,50.112,21681,24390,-2709,9.13,0.908,99.935
18,Rockford IceHogs,624,281,51.856,1784,1783,1,52.358,19587,18780,807,8.536,0.912,99.711
19,Hartford Wolf Pack,552,279,50.315,1659,1507,152,49.334,17170,15884,1286,9.538,0.908,100.393
20,Peoria Rivermen,632,271,47.766,1747,1773,-26,49.027,19157,18360,797,8.107,0.915,99.578
21,Houston Aeros,632,265,51.067,1724,1717,7,49.155,17790,18512,-722,9.31,0.915,100.851
22,Lake Erie Monsters,624,239,47.171,1635,1806,-171,49.002,17778,19109,-1331,8.678,0.908,99.564
23,Manitoba Moose,480,233,50.692,1339,1217,122,48.734,13470,14011,-541,8.938,0.917,100.671
24,Texas Stars,464,225,54.062,1402,1247,155,51.644,14717,14031,686,9.319,0.915,100.766
25,Oklahoma City Barons,384,184,51.194,1143,1071,72,49.798,11828,11708,120,9.221,0.912,100.416
26,Charlotte Checkers,384,169,46.114,1077,1111,-34,48.203,11984,12311,-327,8.182,0.914,99.479
27,Abbotsford Heat,388,160,49.755,975,1030,-55,49.759,11711,11241,470,8.683,0.913,99.964
28,Albany River Rats,400,158,49.268,1105,1204,-99,49.009,12136,12774,-638,8.982,0.911,100.048
29,Albany Devils,384,151,49.974,999,1092,-93,50.88,11236,11062,174,8.761,0.908,99.574
30,Adirondack Phantoms,388,141,45.338,949,1142,-193,49.205,11417,11837,-420,7.866,0.909,98.746
31,St. John's IceCaps,304,138,47.826,861,880,-19,48.793,9288,9190,98,8.862,0.911,99.954
32,Philadelphia Phantoms,320,136,49.635,871,926,-55,47.715,9443,10020,-577,9.317,0.914,100.665
33,Lowell Devils,320,124,48.53,835,941,-106,48.618,9482,10200,-718,8.838,0.913,100.068
34,Iowa Stars,240,101,47.732,659,703,-44,50.103,7130,7050,80,8.872,0.902,99.045
35,Connecticut Whale,232,97,49.567,630,637,-7,48.287,6802,7074,-272,9.2,0.912,100.393
36,Utica Comets,152,73,50.29,397,392,5,51.0,4644,4459,185,8.2,0.915,99.695
37,Omaha Ak-Sar-Ben Knights,160,72,50.655,408,398,10,50.68,4520,4402,118,8.755,0.912,99.98
38,Quad City Flames,160,58,48.94,399,416,-17,54.07,4992,4239,753,7.64,0.906,98.315
39,Iowa Wild,152,41,41.29,332,472,-140,46.44,4296,4955,-659,7.555,0.908,98.355
40,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
41,Iowa Chops,80,32,45.41,208,250,-42,47.59,2072,2282,-210,9.82,0.893,99.1
42,Lehigh Valley Phantoms,76,26,44.21,187,236,-49,47.2,2267,2536,-269,8.01,0.911,99.13
43,Lowell Lock Monsters,80,25,46.68,218,249,-31,48.81,2519,2642,-123,8.44,0.908,99.25
44,Cleveland Barons,80,25,41.03,208,299,-91,48.26,2291,2456,-165,8.72,0.881,96.87
