,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Sheldon Keefe,RW,BAR,18.993,66.0,48.0,50.0,23.0,98.0,121.0,0.73,0.76,0.35,1.48,1.83
1,Norm Milley,RW,SBY,19.584,66.0,50.0,40.0,18.0,90.0,108.0,0.76,0.61,0.27,1.36,1.64
2,Denis Shvidki,RW,BAR,18.815,61.0,41.0,40.0,25.0,81.0,106.0,0.67,0.66,0.41,1.33,1.74
3,Jason Jaspers,C,SBY,18.437,66.0,46.0,32.0,28.0,78.0,106.0,0.7,0.48,0.42,1.18,1.61
4,Michael Zigomanis,C,KGN,18.659,59.0,40.0,38.0,16.0,78.0,94.0,0.68,0.64,0.27,1.32,1.59
5,Jonathan Cheechoo,RW,BELV,19.168,66.0,45.0,32.0,14.0,77.0,91.0,0.68,0.48,0.21,1.17,1.38
6,Raffi Torres,LW,BRA,17.936,68.0,43.0,28.0,20.0,71.0,91.0,0.63,0.41,0.29,1.04,1.34
7,Mike Jefferson,RW,BAR,18.9,58.0,34.0,28.0,25.0,62.0,87.0,0.59,0.48,0.43,1.07,1.5
8,Taylor Pyatt,LW,SBY,18.073,66.0,39.0,27.0,21.0,66.0,87.0,0.59,0.41,0.32,1.0,1.32
9,Derek Roy,C,KIT,16.367,66.0,34.0,31.0,22.0,65.0,87.0,0.52,0.47,0.33,0.98,1.32
10,Jonathan Schill,LW,KGN,20.217,65.0,39.0,23.0,25.0,62.0,87.0,0.6,0.35,0.38,0.95,1.34
11,Brent Gauvreau,RW,OSH,19.212,59.0,34.0,28.0,25.0,62.0,87.0,0.58,0.47,0.42,1.05,1.47
12,Michael Henrich,RW,BAR,19.532,66.0,38.0,27.0,21.0,65.0,86.0,0.58,0.41,0.32,0.98,1.3
13,Sean Avery,C,KGN,19.431,55.0,28.0,31.0,25.0,59.0,84.0,0.51,0.56,0.45,1.07,1.53
14,Justin Williams,RW,PLY,17.947,68.0,37.0,26.0,20.0,63.0,83.0,0.54,0.38,0.29,0.93,1.22
15,Brad Boyes,C,ER,17.413,68.0,36.0,34.0,12.0,70.0,82.0,0.53,0.5,0.18,1.03,1.21
16,Dan Tessier,C,OTT,20.699,53.0,37.0,28.0,16.0,65.0,81.0,0.7,0.53,0.3,1.23,1.53
17,Vladimir Repnev,RW,OSH,19.524,62.0,30.0,33.0,15.0,63.0,78.0,0.48,0.53,0.24,1.02,1.26
18,Damian Surma,LW,PLY,18.645,66.0,34.0,30.0,14.0,64.0,78.0,0.52,0.45,0.21,0.97,1.18
