,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,eTOI,eTOI/GP,eG/60,eA1/60,eA2/60,eP1/60,eP/60,eSh/60,exG/60,QoT TOI,QoC TOI,QoT GF%,QoC GF%,GF%Rel,GF%,GF,GA,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
10,Anthony Richard,C,VDO,18.735,58,37,35,15,72,87,234,15.81,0.64,0.6,0.26,1.24,1.5,4.03,29.35,0.51,1254.27,21.63,1.77,1.67,0.72,3.44,4.16,11.19,1.4,19.0,18.59,61.72,52.9,6.18,62.7,116,69,7,23,30.43,11,38,28.95,19,173,10.98,75,187,40.11
11,Timo Meier,RW,ROU/HAL,18.935,52,34,35,18,69,87,306,11.11,0.65,0.67,0.35,1.33,1.67,5.88,42.65,0.82,1171.99,22.54,1.74,1.79,0.92,3.53,4.45,15.67,2.18,19.91,18.57,58.59,50.75,26.67,72.67,109,41,10,33,30.3,11,46,23.91,13,227,5.73,66,125,52.8
12,Guillaume Gauthier,LW,SHE,20.009,67,38,32,16,70,86,249,15.26,0.57,0.48,0.24,1.04,1.28,3.72,37.42,0.56,1357.01,20.25,1.68,1.41,0.71,3.1,3.8,11.01,1.65,20.1,18.0,51.2,50.3,31.62,65.85,108,56,17,48,35.42,7,38,18.42,14,163,8.59,194,368,52.72
13,Dmytro Timashov,LW,SHA/QUE,18.955,57,22,41,22,63,85,145,15.17,0.39,0.72,0.39,1.11,1.49,2.54,14.1,0.25,1075.26,18.86,1.23,2.29,1.23,3.52,4.74,8.09,0.79,20.57,18.17,55.64,50.86,27.07,70.27,104,44,3,6,50.0,8,17,47.06,11,122,9.02,3,8,37.5
14,Nicolas Aube-Kubel,RW,VDO,19.349,61,38,29,17,67,84,221,17.19,0.62,0.48,0.28,1.1,1.38,3.62,28.05,0.46,1215.94,19.93,1.88,1.43,0.84,3.31,4.14,10.91,1.38,19.17,18.39,60.78,51.79,11.37,68.24,116,54,8,24,33.33,6,23,26.09,24,174,13.79,37,127,29.13
15,Samuel Blais,LW,CHA/VIC,19.245,63,33,28,21,61,82,205,16.1,0.52,0.44,0.33,0.97,1.3,3.25,33.53,0.53,1256.37,19.94,1.58,1.34,1.0,2.91,3.92,9.79,1.6,18.58,18.29,53.62,48.5,18.57,64.61,115,63,9,34,26.47,9,37,24.32,15,134,11.19,6,26,23.08
16,Jean-Christophe Beaudin,C,ROU,18.47,58,33,24,25,57,82,183,18.03,0.57,0.41,0.43,0.98,1.41,3.16,24.39,0.42,1125.8,19.41,1.76,1.28,1.33,3.04,4.37,9.75,1.3,20.03,18.34,64.11,52.33,6.6,67.95,106,50,6,21,28.57,6,26,23.08,21,136,15.44,569,1090,52.2
17,Anthony Beauvillier,C,SHA,18.27,47,40,20,19,60,79,238,16.81,0.85,0.43,0.4,1.28,1.68,5.06,37.55,0.8,1079.14,22.96,2.22,1.11,1.06,3.34,4.39,13.23,2.09,19.68,18.46,60.55,50.02,23.84,67.97,104,49,9,32,28.12,13,39,33.33,18,167,10.78,616,1064,57.89
18,Evgeny Svechnikov,RW,CAP,18.872,50,32,24,23,56,79,173,18.5,0.64,0.48,0.46,1.12,1.58,3.46,32.39,0.65,965.04,19.3,1.99,1.49,1.43,3.48,4.91,10.76,2.01,19.69,18.48,59.53,49.74,20.42,70.0,98,42,11,35,31.43,7,25,28.0,14,113,12.39,279,537,51.96
19,Maxime Fortier,RW,HAL,17.75,68,31,24,22,55,77,235,13.19,0.46,0.35,0.32,0.81,1.13,3.46,32.68,0.48,1351.08,19.87,1.38,1.07,0.98,2.44,3.42,10.44,1.45,18.16,18.43,47.2,51.9,25.99,56.73,97,74,10,37,27.03,7,40,17.5,14,158,8.86,25,85,29.41
20,Matthew Highmore,C,SNB,19.549,65,22,29,24,51,75,200,11.0,0.34,0.45,0.37,0.78,1.15,3.08,23.94,0.37,1308.76,20.13,1.01,1.33,1.1,2.34,3.44,9.17,1.1,19.07,18.46,56.31,50.62,13.68,62.16,115,70,7,37,18.92,9,28,32.14,6,135,4.44,739,1425,51.86
21,Gabryel Paquin-Boudreau,LW,CHI/GAT,20.564,60,34,22,19,56,75,234,14.53,0.57,0.37,0.32,0.93,1.25,3.9,28.29,0.47,1262.64,21.04,1.62,1.05,0.9,2.66,3.56,11.12,1.34,18.83,17.83,58.02,48.74,24.01,67.79,101,48,7,24,29.17,7,36,19.44,20,174,11.49,7,24,29.17
22,Maxim Lazarev,LW,CAP,19.628,52,30,25,20,55,75,191,15.71,0.58,0.48,0.38,1.06,1.44,3.67,32.98,0.63,1011.67,19.46,1.78,1.48,1.19,3.26,4.45,11.33,1.96,19.68,18.41,60.08,50.04,17.63,68.03,100,47,3,20,15.0,6,33,18.18,21,138,15.22,12,19,63.16
23,Jonathan Bourcier,LW,CHI,18.826,66,30,22,22,52,74,166,18.07,0.45,0.33,0.33,0.79,1.12,2.52,20.84,0.32,1238.21,18.76,1.45,1.07,1.07,2.52,3.59,8.04,1.01,19.95,18.03,58.05,47.08,38.84,75.52,108,35,6,14,42.86,8,25,32.0,16,127,12.6,7,25,28.0
24,Samuel Girard,D,SHA,17.345,67,10,32,32,42,74,87,11.49,0.15,0.48,0.48,0.63,1.1,1.3,5.09,0.08,1561.47,23.31,0.38,1.23,1.23,1.61,2.84,3.34,0.2,18.56,18.17,59.41,49.96,19.92,66.82,141,70,1,1,100.0,1,3,33.33,8,83,9.64,0,0,0.0
25,Mathieu Joseph,RW,SNB,18.596,58,33,23,17,56,73,213,15.49,0.57,0.4,0.29,0.97,1.26,3.67,31.8,0.55,1210.06,20.86,1.64,1.14,0.84,2.78,3.62,10.56,1.58,19.15,18.56,56.73,51.09,14.23,63.16,108,63,11,43,25.58,10,38,26.32,12,132,9.09,75,158,47.47
26,Alex Dostie,C,GAT,18.423,54,25,21,27,46,73,158,15.82,0.46,0.39,0.5,0.85,1.35,2.93,29.56,0.55,1002.8,18.57,1.5,1.26,1.62,2.75,4.37,9.45,1.77,19.08,17.6,63.16,47.69,25.65,75.42,89,29,6,26,23.08,9,43,20.93,10,89,11.24,100,223,44.84
27,Danny Moynihan,C,SHA/HAL,19.77,67,36,27,7,63,70,219,16.44,0.54,0.4,0.1,0.94,1.04,3.27,37.13,0.55,1347.65,20.11,1.6,1.2,0.31,2.8,3.12,9.75,1.65,19.22,18.44,51.72,49.95,15.78,59.41,101,69,11,40,27.5,10,50,20.0,15,129,11.63,797,1394,57.17
28,Dennis Yan,LW,SHA,18.421,62,32,18,19,50,69,190,16.84,0.52,0.29,0.31,0.81,1.11,3.06,27.8,0.45,1109.5,17.9,1.73,0.97,1.03,2.7,3.73,10.27,1.5,19.92,18.28,60.18,49.52,21.01,68.61,94,43,5,23,21.74,10,28,35.71,17,139,12.23,11,20,55.0
29,Pascal Laberge,C,VIC,17.435,56,23,27,18,50,68,185,12.43,0.41,0.48,0.32,0.89,1.21,3.3,22.14,0.4,1096.71,19.58,1.26,1.48,0.98,2.74,3.72,10.12,1.21,18.25,17.91,54.48,49.17,17.86,61.64,90,56,5,21,23.81,7,28,25.0,11,136,8.09,188,412,45.63
30,Martins Dzierkals,RW,ROU,18.448,59,24,21,22,45,67,164,14.63,0.41,0.36,0.37,0.76,1.14,2.78,22.06,0.37,1020.34,17.29,1.41,1.23,1.29,2.65,3.94,9.64,1.3,18.81,18.21,64.35,49.54,11.16,70.87,90,37,5,21,23.81,7,28,25.0,12,115,10.43,1,3,33.33
31,Christophe Boivin,LW,BAT,19.587,60,31,25,11,56,67,269,11.52,0.52,0.42,0.18,0.93,1.12,4.48,36.44,0.61,1201.85,20.03,1.55,1.25,0.55,2.8,3.34,13.43,1.82,18.54,17.77,51.84,49.07,25.79,63.76,95,54,13,47,27.66,3,39,7.69,15,183,8.2,15,31,48.39
32,Cameron Askew,RW,MON,18.341,66,32,16,17,48,65,194,16.49,0.48,0.24,0.26,0.73,0.98,2.94,31.94,0.48,1147.6,17.39,1.67,0.84,0.89,2.51,3.4,10.14,1.67,19.77,18.28,54.41,49.06,22.38,66.89,99,49,11,38,28.95,7,32,21.88,14,124,11.29,539,1158,46.55
33,Yan Pavel Laplante,LW,GAT,20.397,63,34,21,10,55,65,232,14.66,0.54,0.33,0.16,0.87,1.03,3.68,42.56,0.68,1200.26,19.05,1.7,1.05,0.5,2.75,3.25,11.6,2.13,18.28,17.9,60.61,49.65,1.41,60.45,81,53,10,50,20.0,11,46,23.91,13,136,9.56,307,594,51.68
34,Jan Mandat,C,VDO,19.825,62,20,25,19,45,64,179,11.17,0.32,0.4,0.31,0.73,1.03,2.89,24.1,0.39,1069.42,17.25,1.12,1.4,1.07,2.52,3.59,10.04,1.35,18.15,18.44,59.94,52.63,4.22,61.94,83,51,5,20,25.0,2,28,7.14,13,131,9.92,657,1364,48.17
35,Manuel Wiederer,RW,MON,18.815,54,29,16,19,45,64,155,18.71,0.54,0.3,0.35,0.83,1.19,2.87,22.68,0.42,1011.22,18.73,1.72,0.95,1.13,2.67,3.8,9.2,1.35,19.28,18.35,54.98,50.23,16.04,62.76,91,54,3,20,15.0,9,32,28.12,17,103,16.5,102,237,43.04
36,Antoine Dufort-Plante,LW,RIM,19.237,61,23,25,15,48,63,179,12.85,0.38,0.41,0.25,0.79,1.03,2.93,18.25,0.3,1171.19,19.2,1.18,1.28,0.77,2.46,3.23,9.17,0.94,18.93,18.1,52.16,48.9,26.38,66.92,87,43,3,12,25.0,4,26,15.38,16,141,11.35,10,24,41.67
37,Giovanni Fiore,LW,SHA/CAP,19.089,65,28,19,15,47,62,237,11.81,0.43,0.29,0.23,0.72,0.95,3.65,33.73,0.52,1093.85,16.83,1.54,1.04,0.82,2.58,3.4,13.0,1.85,18.86,18.01,56.63,50.05,9.96,64.93,87,47,7,31,22.58,3,37,8.11,18,169,10.65,20,49,40.82
38,Sam Povorozniouk,RW,SNB,20.592,68,39,19,4,58,62,208,18.75,0.57,0.28,0.06,0.85,0.91,3.06,33.24,0.49,1212.13,17.83,1.93,0.94,0.2,2.87,3.07,10.3,1.65,18.56,17.76,55.71,48.39,19.08,66.23,100,51,11,32,34.38,13,40,32.5,15,136,11.03,106,213,49.77
39,Brandon Gignac,C,SHA,17.854,67,24,27,10,51,61,188,12.77,0.36,0.4,0.15,0.76,0.91,2.81,23.92,0.36,1120.07,16.72,1.29,1.45,0.54,2.73,3.27,10.07,1.28,19.1,17.45,58.34,47.59,10.18,63.16,84,49,13,31,41.94,4,28,14.29,7,129,5.43,638,1091,58.48
40,Yakov Trenin,C,GAT,18.67,57,26,22,13,48,61,209,12.44,0.46,0.39,0.23,0.84,1.07,3.67,29.65,0.52,1184.74,20.78,1.32,1.11,0.66,2.43,3.09,10.58,1.5,18.67,18.14,64.08,48.69,10.24,64.79,92,50,8,34,23.53,6,38,15.79,12,137,8.76,848,1362,62.26
41,Alexandre Goulet,C,CHA/VIC,19.445,63,33,19,8,52,60,169,19.53,0.52,0.3,0.13,0.83,0.95,2.68,28.98,0.46,1169.78,18.57,1.69,0.97,0.41,2.67,3.08,8.67,1.49,17.87,18.19,52.5,50.39,20.82,60.43,84,55,14,43,32.56,7,27,25.93,12,99,12.12,84,168,50.0
42,Matthew Boucher,LW,QUE,17.744,59,30,14,16,44,60,245,12.24,0.51,0.24,0.27,0.75,1.02,4.15,25.87,0.44,1278.05,21.66,1.41,0.66,0.75,2.07,2.82,11.5,1.21,19.31,18.15,49.64,50.63,11.7,53.37,87,76,11,31,35.48,4,28,14.29,15,186,8.06,385,671,57.38
43,Maxime Comtois,LW,VIC,16.685,62,26,19,15,45,60,160,16.25,0.42,0.31,0.24,0.73,0.97,2.58,18.13,0.29,1144.45,18.46,1.36,1.0,0.79,2.36,3.15,8.39,0.95,18.35,17.62,52.59,49.89,8.91,56.95,86,65,10,29,34.48,3,21,14.29,13,110,11.82,172,383,44.91
44,Bronson Beaton,C,QUE,20.605,68,29,15,16,44,60,231,12.55,0.43,0.22,0.24,0.65,0.88,3.4,32.64,0.48,1438.57,21.16,1.21,0.63,0.67,1.84,2.5,9.63,1.36,19.12,18.35,49.24,51.14,18.23,55.38,103,83,10,42,23.81,8,44,18.18,11,145,7.59,466,885,52.66
45,Nikolas Brouillard,D,ROU/QUE,20.603,54,17,23,19,40,59,208,8.17,0.31,0.43,0.35,0.74,1.09,3.85,15.65,0.29,1416.79,26.24,0.72,0.97,0.8,1.69,2.5,8.81,0.66,18.75,18.1,59.86,50.43,15.0,67.04,120,59,1,6,16.67,2,12,16.67,14,190,7.37,0,1,0.0
46,Daniel Audette,C,SHE,19.36,52,22,20,17,42,59,185,11.89,0.42,0.38,0.33,0.81,1.13,3.56,19.1,0.37,1146.6,22.05,1.15,1.05,0.89,2.2,3.09,9.68,1.0,19.89,18.36,51.39,51.62,12.12,52.9,82,73,5,21,23.81,2,19,10.53,15,145,10.34,472,1037,45.52
47,Frederic Allard,D,CHI,17.717,64,14,23,22,37,59,161,8.7,0.22,0.36,0.34,0.58,0.92,2.52,13.49,0.21,1671.58,26.12,0.5,0.83,0.79,1.33,2.12,5.78,0.48,17.64,18.27,56.23,49.95,15.79,59.16,113,78,4,7,57.14,1,8,12.5,9,146,6.16,0,1,0.0
48,Dylan Montcalm,C,RIM,18.968,67,23,29,7,52,59,162,14.2,0.34,0.43,0.1,0.78,0.88,2.42,21.44,0.32,1263.4,18.86,1.09,1.38,0.33,2.47,2.8,7.69,1.02,19.18,18.29,53.76,49.86,15.69,59.86,85,57,5,31,16.13,5,30,16.67,13,101,12.87,735,1359,54.08
49,Mark Simpson,C,BAT,20.395,66,20,26,13,46,59,185,10.81,0.3,0.39,0.2,0.7,0.89,2.8,27.19,0.41,1333.15,20.2,0.9,1.17,0.59,2.07,2.66,8.33,1.22,19.46,18.51,48.66,52.2,2.91,48.92,91,95,7,29,24.14,7,38,18.42,6,118,5.08,1019,1869,54.52
50,Massimo Carozza,C,CAP/QUE,19.324,66,27,21,11,48,59,215,12.56,0.41,0.32,0.17,0.73,0.89,3.26,24.1,0.37,1212.53,18.37,1.34,1.04,0.54,2.38,2.92,10.64,1.19,19.36,17.86,52.28,51.26,6.93,60.0,99,66,8,28,28.57,11,45,24.44,8,142,5.63,325,679,47.86
51,Vladimir Kuznetsov,LW,BAT,17.572,68,25,13,20,38,58,209,11.96,0.37,0.19,0.29,0.56,0.85,3.07,24.4,0.36,1178.32,17.33,1.27,0.66,1.02,1.93,2.95,10.64,1.24,19.0,17.94,51.32,49.36,20.51,61.31,84,53,13,27,48.15,2,31,6.45,10,151,6.62,3,10,30.0
52,Shawn Ouellette-St-Amant,LW,VDO,18.823,60,23,20,14,43,57,150,15.33,0.38,0.33,0.23,0.72,0.95,2.5,19.21,0.32,1013.5,16.89,1.36,1.18,0.83,2.55,3.37,8.88,1.14,17.98,18.28,59.35,52.23,8.42,65.12,84,45,5,19,26.32,6,25,24.0,12,106,11.32,82,150,54.67
53,Nathan Noel,C,SNB,18.234,61,21,22,14,43,57,171,12.28,0.34,0.36,0.23,0.7,0.93,2.8,22.39,0.37,1122.86,18.41,1.12,1.18,0.75,2.3,3.05,9.14,1.2,18.78,18.53,55.8,50.85,4.48,56.29,85,66,2,26,7.69,10,30,33.33,9,115,7.83,589,1152,51.13
54,Dmitry Zhukenov,C,CHI,18.478,64,15,23,19,38,57,94,15.96,0.23,0.36,0.3,0.59,0.89,1.47,15.4,0.24,1094.58,17.1,0.82,1.26,1.04,2.08,3.12,5.15,0.84,19.76,17.73,58.26,47.19,31.81,72.87,94,35,3,18,16.67,6,21,28.57,6,55,10.91,357,695,51.37
55,Julien Gauthier,RW,VDO,17.917,54,41,14,2,55,57,208,19.71,0.76,0.26,0.04,1.02,1.06,3.85,37.11,0.69,1031.12,19.09,2.39,0.81,0.12,3.2,3.32,12.1,2.16,19.19,18.4,60.74,51.0,20.63,71.64,96,38,13,50,26.0,12,31,38.71,16,127,12.6,3,13,23.08
56,Jeffrey Truchon-Viel,LW,BAT,18.629,66,33,10,13,43,56,214,15.42,0.5,0.15,0.2,0.65,0.85,3.24,31.9,0.48,1223.82,18.54,1.62,0.49,0.64,2.11,2.75,10.49,1.56,19.17,18.11,49.02,51.23,16.87,58.28,88,63,15,53,28.3,5,38,13.16,13,123,10.57,7,18,38.89
57,Bradley Kennedy,RW,CHA,19.477,64,25,16,15,41,56,186,13.44,0.39,0.25,0.23,0.64,0.88,2.91,23.67,0.37,1120.61,17.51,1.34,0.86,0.8,2.2,3.0,9.96,1.27,18.53,17.83,52.21,48.1,20.2,64.06,82,46,8,31,25.81,8,34,23.53,9,121,7.44,56,135,41.48
58,Daniel Del Paggio,RW,SNB,18.782,65,20,15,20,35,55,110,18.18,0.31,0.23,0.31,0.54,0.85,1.69,18.22,0.28,1009.43,15.53,1.19,0.89,1.19,2.08,3.27,6.54,1.08,19.31,18.44,56.46,50.3,16.32,64.46,78,43,8,35,22.86,6,17,35.29,6,58,10.34,1,6,16.67
59,Tyler Boland,C,RIM,19.007,67,26,17,11,43,54,185,14.05,0.39,0.25,0.16,0.64,0.81,2.76,19.84,0.3,1332.9,19.89,1.17,0.77,0.5,1.94,2.43,8.33,0.89,18.69,18.4,51.15,51.0,13.4,57.89,88,64,6,14,42.86,5,27,18.52,15,144,10.42,821,1586,51.77
60,Filip Chlapik,C,CHA,18.284,52,12,26,16,38,54,145,8.28,0.23,0.5,0.31,0.73,1.04,2.79,17.0,0.33,982.36,18.89,0.73,1.59,0.98,2.32,3.3,8.86,1.04,18.73,18.56,53.96,49.85,17.96,60.48,75,49,5,23,21.74,3,21,14.29,4,101,3.96,360,730,49.32
61,Matt Murphy,D,SNB/QUE,20.376,68,11,19,21,30,51,162,6.79,0.16,0.28,0.31,0.44,0.75,2.38,10.82,0.16,1650.01,24.26,0.4,0.69,0.76,1.09,1.85,5.89,0.39,18.28,18.56,54.53,53.61,-5.64,48.48,112,119,2,8,25.0,1,11,9.09,8,143,5.59,0,1,0.0
62,Mario Huber,C,VIC,19.102,63,20,17,14,37,51,125,16.0,0.32,0.27,0.22,0.59,0.81,1.98,12.96,0.21,1079.79,17.14,1.11,0.94,0.78,2.06,2.83,6.95,0.72,18.16,17.86,52.96,50.61,13.47,59.29,83,57,3,12,25.0,5,19,26.32,12,94,12.77,477,964,49.48
63,Carl Neill,D,SHE,19.193,64,8,19,23,27,50,166,4.82,0.12,0.3,0.36,0.42,0.78,2.59,11.05,0.17,1663.35,25.99,0.29,0.69,0.83,0.97,1.8,5.99,0.4,18.64,18.36,51.03,51.92,7.7,51.98,105,97,3,8,37.5,0,5,0.0,5,153,3.27,1,3,33.33
64,Jeremy Lauzon,D,ROU,18.382,46,10,16,24,26,50,90,11.11,0.22,0.35,0.52,0.57,1.09,1.96,6.4,0.14,1025.72,22.3,0.58,0.94,1.4,1.52,2.92,5.26,0.37,18.05,18.51,65.01,51.69,10.44,70.54,91,38,1,2,50.0,0,1,0.0,9,87,10.34,0,1,0.0
65,Kevin Klima,C,MON,18.278,52,23,16,11,39,50,93,24.73,0.44,0.31,0.21,0.75,0.96,1.79,13.38,0.26,847.51,16.3,1.63,1.13,0.78,2.76,3.54,6.58,0.95,17.92,17.52,55.24,48.21,10.94,59.48,69,47,7,14,50.0,5,18,27.78,11,61,18.03,280,655,42.75
66,Antoine Morand,C,BAT,16.573,48,14,23,13,37,50,81,17.28,0.29,0.48,0.27,0.77,1.04,1.69,10.91,0.23,853.84,17.79,0.98,1.62,0.91,2.6,3.51,5.69,0.77,19.12,17.83,52.46,50.01,26.0,62.5,70,42,5,16,31.25,4,17,23.53,5,48,10.42,379,796,47.61
67,Oliver Cooper,LW,CHA,20.471,61,24,12,13,36,49,138,17.39,0.39,0.2,0.21,0.59,0.8,2.26,25.47,0.42,1121.43,18.38,1.28,0.64,0.7,1.93,2.62,7.38,1.36,18.32,18.28,52.83,51.56,7.22,53.47,77,67,13,35,37.14,6,34,17.65,5,69,7.25,31,80,38.75
68,Vincent Deslauriers,C,SHE/BAC,18.842,67,21,13,14,34,48,138,15.22,0.31,0.19,0.21,0.51,0.72,2.06,15.33,0.23,1248.08,18.63,1.01,0.62,0.67,1.63,2.31,6.63,0.74,18.14,17.92,44.31,53.16,9.3,47.85,78,85,4,15,26.67,11,27,40.74,6,96,6.25,615,1263,48.69
69,Mathieu Ayotte,RW,VIC,19.412,50,20,19,9,39,48,140,14.29,0.4,0.38,0.18,0.78,0.96,2.8,14.26,0.29,969.38,19.39,1.24,1.18,0.56,2.41,2.97,8.67,0.88,18.02,18.44,51.39,52.72,3.64,49.62,66,67,6,16,37.5,6,19,31.58,8,105,7.62,27,76,35.53
70,Samuel Laberge,LW,RIM,18.432,63,21,14,13,35,48,151,13.91,0.33,0.22,0.21,0.56,0.76,2.4,20.14,0.32,1146.28,18.19,1.1,0.73,0.68,1.83,2.51,7.9,1.05,18.96,18.3,52.17,49.57,15.57,60.16,74,49,3,18,16.67,8,29,27.59,10,104,9.62,16,38,42.11
71,Alexis Pepin,RW,VDO,19.393,62,23,13,11,36,47,160,14.37,0.37,0.21,0.18,0.58,0.76,2.58,21.79,0.35,950.22,15.33,1.45,0.82,0.69,2.27,2.97,10.1,1.38,17.55,18.02,60.34,51.87,-1.24,59.43,63,43,8,24,33.33,6,28,21.43,9,108,8.33,15,25,60.0
72,Filip Rydstrom,C,CHA,19.105,68,21,18,8,39,47,177,11.86,0.31,0.26,0.12,0.57,0.69,2.6,21.63,0.32,1189.54,17.49,1.06,0.91,0.4,1.97,2.37,8.93,1.09,18.04,18.32,49.06,52.17,4.14,52.48,74,67,8,29,27.59,4,33,12.12,9,115,7.83,719,1265,56.84
73,Loik Leveille,D,CAP,18.971,61,16,18,13,34,47,184,8.7,0.26,0.3,0.21,0.56,0.77,3.02,11.85,0.19,1366.79,22.41,0.7,0.79,0.57,1.49,2.06,8.08,0.52,17.57,18.19,55.68,50.87,-2.95,52.91,91,81,1,3,33.33,1,9,11.11,14,172,8.14,0,0,0.0
74,Spencer Smallman,RW,SNB,19.015,59,19,13,15,32,47,121,15.7,0.32,0.22,0.25,0.54,0.8,2.05,17.34,0.29,1010.97,17.14,1.13,0.77,0.89,1.9,2.79,7.18,1.03,19.03,18.62,55.58,51.66,0.48,53.38,71,62,7,29,24.14,1,16,6.25,11,76,14.47,42,98,42.86
75,Alexandre Carrier,D,GAT,18.935,57,12,27,8,39,47,106,11.32,0.21,0.47,0.14,0.68,0.82,1.86,12.83,0.23,1406.46,24.67,0.51,1.15,0.34,1.66,2.01,4.52,0.55,17.53,18.11,61.75,50.55,0.01,60.24,100,66,2,10,20.0,1,10,10.0,9,86,10.47,0,0,0.0
76,Otto Somppi,C,HAL,17.673,59,13,12,21,25,46,106,12.26,0.22,0.2,0.36,0.42,0.78,1.8,14.11,0.24,1035.79,17.56,0.75,0.7,1.22,1.45,2.66,6.14,0.82,18.13,18.6,46.1,52.94,19.94,52.52,73,66,7,20,35.0,1,14,7.14,5,72,6.94,459,860,53.37
77,Julien Nantel,C,ROU,19.023,52,22,13,11,35,46,174,12.64,0.42,0.25,0.21,0.67,0.88,3.35,22.69,0.44,868.18,16.7,1.52,0.9,0.76,2.42,3.18,12.03,1.57,18.27,18.11,62.5,50.37,6.69,67.71,65,31,4,15,26.67,10,32,31.25,8,127,6.3,325,659,49.32
78,Simon Bourque,D,RIM,18.673,66,12,9,25,21,46,159,7.55,0.18,0.14,0.38,0.32,0.7,2.41,10.76,0.16,1639.74,24.84,0.44,0.33,0.91,0.77,1.68,5.82,0.39,17.73,18.44,53.23,51.17,9.72,55.49,96,77,0,5,0.0,1,11,9.09,11,143,7.69,0,2,0.0
