,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Green Bay Gamblers,364,222,54.321,1288,942,346,50.388,11365,10254,1111,10.849,0.909,101.691
1,Indiana Ice,364,195,55.698,1279,1086,193,53.153,11514,10913,601,10.683,0.903,100.996
2,Omaha Lancers,364,193,56.324,1203,957,246,51.332,10984,10472,512,10.157,0.917,101.818
3,Waterloo Black Hawks,364,190,57.43,1343,1146,197,54.808,12421,11116,1305,10.177,0.909,101.005
4,Cedar Rapids RoughRiders,364,177,50.853,1195,1022,173,47.652,10838,10607,231,10.954,0.904,101.285
5,Sioux Falls Stampede,364,175,52.045,1151,1099,52,51.94,11445,10988,457,9.735,0.904,100.081
6,Lincoln Stars,364,169,48.48,1117,1122,-5,51.852,11908,10906,1002,8.782,0.902,98.967
7,Fargo Force,364,165,44.051,1110,1096,14,46.231,11049,11205,-156,8.41,0.908,99.142
8,Sioux City Musketeers,364,144,52.612,1077,1079,-2,50.919,10951,10810,141,9.582,0.91,100.582
9,Dubuque Fighting Saints,244,140,55.411,821,644,177,54.446,7621,6399,1222,10.246,0.901,100.339
10,Chicago Steel,364,127,45.453,990,1279,-289,47.135,10583,12087,-1504,8.726,0.906,99.279
11,Team USA,304,120,48.593,971,1056,-85,52.54,9398,9181,217,10.452,0.877,98.164
12,Tri-City Storm,364,113,42.094,940,1334,-394,46.754,10794,12409,-1615,8.293,0.901,98.386
13,Youngstown Phantoms,304,112,45.768,909,1066,-157,48.236,8796,9534,-738,10.018,0.891,99.035
14,Des Moines Buccaneers,364,105,43.159,1030,1360,-330,45.284,10926,12767,-1841,8.645,0.906,99.248
15,Muskegon Lumberjacks,244,86,46.976,708,844,-136,47.596,7221,8166,-945,9.542,0.902,99.691
