,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Calgary Hitmen,648,377,55.307,2364,1803,561,54.236,21048,17951,3097,10.622,0.898,100.367
1,Kelowna Rockets,648,363,58.038,2348,1796,552,51.821,20704,18938,1766,11.402,0.91,102.394
2,Spokane Chiefs,648,351,49.783,2230,1794,436,51.528,21617,18491,3126,9.916,0.893,99.196
3,Tri-City Americans,648,348,47.519,2185,1888,297,47.188,20458,19996,462,10.17,0.9,100.215
4,Brandon Wheat Kings,648,348,58.238,2517,2100,417,54.913,22022,20099,1923,11.003,0.904,101.316
5,Medicine Hat Tigers,648,328,49.414,2238,1992,246,52.154,21110,19949,1161,9.269,0.896,98.906
6,Portland Winterhawks,504,314,54.254,2067,1522,545,50.316,18763,16500,2263,10.325,0.911,101.398
7,Vancouver Giants,648,302,43.829,2123,2043,80,49.735,21385,18094,3291,8.921,0.888,97.714
8,Saskatoon Blades,648,302,41.902,2179,2251,-72,46.008,20841,21634,-793,9.65,0.886,98.21
9,Edmonton Oil Kings,648,294,50.612,2045,1958,87,54.865,21291,19274,2017,8.556,0.898,98.426
10,Everett Silvertips,648,280,51.386,1780,1927,-147,51.376,18864,20402,-1538,9.32,0.908,100.185
11,Kootenay Ice,576,278,50.612,1843,1724,119,49.65,18203,17396,807,9.941,0.904,100.26
12,Red Deer Rebels,648,276,53.214,1870,1936,-66,50.901,19954,20417,-463,9.956,0.91,100.965
13,Swift Current Broncos,648,275,45.97,1964,2068,-104,48.017,20246,21187,-941,8.593,0.908,99.37
14,Kamloops Blazers,648,264,48.902,2041,2241,-200,48.926,20006,21062,-1056,9.568,0.904,99.914
15,Moose Jaw Warriors,648,261,48.032,2000,2261,-261,47.067,20074,21119,-1045,10.13,0.904,100.486
16,Seattle Thunderbirds,648,261,51.588,1862,2117,-255,50.921,19852,21458,-1606,9.563,0.907,100.27
17,Regina Pats,648,257,49.7,2043,2247,-204,49.731,19987,21014,-1027,9.822,0.902,99.925
18,Prince Albert Raiders,648,250,48.03,2002,2311,-309,49.592,20869,21999,-1130,9.244,0.903,99.468
19,Lethbridge Hurricanes,648,230,48.674,1941,2366,-425,45.856,19012,22211,-3199,10.906,0.904,101.298
20,Prince George Cougars,648,201,46.966,1805,2519,-714,49.565,19292,21998,-2706,9.44,0.896,98.965
21,Victoria Royals,360,178,57.318,1201,1127,74,51.185,10854,11184,-330,11.128,0.912,102.34
22,Chilliwack Bruins,288,98,45.825,788,983,-195,45.192,7980,9534,-1554,10.192,0.902,100.285
23,Portland Winter Hawks,144,27,33.52,305,603,-298,41.345,3885,5533,-1648,7.705,0.894,97.095
24,Kootenay ICE,72,11,32.63,154,318,-164,40.52,1875,2752,-877,8.16,0.887,96.87
