,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Calgary Hitmen,720,413,55.295,2612,2004,608,54.224,23269,19929,3340,10.624,0.898,100.366
1,Tri-City Americans,720,391,47.512,2421,2076,345,47.183,22680,22129,551,10.17,0.9,100.214
2,Brandon Wheat Kings,720,385,58.239,2771,2306,465,54.906,24234,22253,1981,11.004,0.904,101.32
3,Kelowna Rockets,720,383,58.009,2502,2037,465,51.802,22380,21247,1133,11.398,0.91,102.391
4,Spokane Chiefs,720,382,49.764,2457,2007,450,51.517,23717,20556,3161,9.916,0.893,99.193
5,Medicine Hat Tigers,720,376,49.426,2498,2167,331,52.158,23405,21806,1599,9.272,0.896,98.91
6,Vancouver Giants,720,344,43.832,2365,2179,186,49.732,23820,19612,4208,8.922,0.888,97.716
7,Kootenay Ice,648,325,50.64,2108,1909,199,49.662,20547,19463,1084,9.946,0.904,100.266
8,Saskatoon Blades,720,324,41.898,2348,2480,-132,45.998,22524,23851,-1327,9.653,0.886,98.212
9,Everett Silvertips,720,324,51.408,2009,2067,-58,51.38,20803,22249,-1446,9.324,0.909,100.192
10,Portland Winterhawks,504,314,54.254,2067,1522,545,50.316,18763,16500,2263,10.325,0.911,101.398
11,Red Deer Rebels,720,309,53.241,2074,2145,-71,50.911,21992,22564,-572,9.96,0.91,100.971
12,Swift Current Broncos,720,303,45.951,2158,2303,-145,48.008,22273,23542,-1269,8.59,0.908,99.367
13,Kamloops Blazers,720,300,48.92,2282,2461,-179,48.939,22062,22747,-685,9.572,0.904,99.914
14,Seattle Thunderbirds,720,298,51.582,2071,2292,-221,50.923,22043,23369,-1326,9.561,0.907,100.267
15,Edmonton Oil Kings,648,294,50.612,2045,1958,87,54.865,21291,19274,2017,8.556,0.898,98.426
16,Regina Pats,720,289,49.702,2263,2461,-198,49.736,22268,23049,-781,9.822,0.902,99.924
17,Moose Jaw Warriors,720,285,48.015,2213,2531,-318,47.06,22159,23473,-1314,10.131,0.904,100.482
18,Prince Albert Raiders,720,273,48.028,2201,2573,-372,49.597,22796,24244,-1448,9.245,0.903,99.466
19,Lethbridge Hurricanes,720,259,48.655,2191,2627,-436,45.848,21213,24272,-3059,10.906,0.904,101.294
20,Prince George Cougars,720,233,46.995,2025,2731,-706,49.583,21309,24004,-2695,9.443,0.896,98.97
21,Victoria Royals,360,178,57.318,1201,1127,74,51.185,10854,11184,-330,11.128,0.912,102.34
22,Chilliwack Bruins,360,119,45.386,953,1240,-287,45.052,9769,11701,-1932,10.138,0.901,100.157
23,Portland Winter Hawks,216,42,34.11,449,917,-468,42.34,5677,7953,-2276,7.92,0.888,96.72
24,Kootenay ICE,72,11,32.63,154,318,-164,40.52,1875,2752,-877,8.16,0.887,96.87
