,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,eTOI,eTOI/GP,eG/60,eA1/60,eA2/60,eP1/60,eP/60,eSh/60,exG/60,QoT TOI,QoC TOI,QoT GF%,QoC GF%,GF%Rel,GF%,GF,GA,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
0,Alexis Lafreniere,LW,RIM,16.428,114,76,62,37,138,175,383,19.795,0.665,0.55,0.33,1.215,1.545,3.36,26.07,0.455,1163.84,20.415,1.955,1.625,0.965,3.58,4.545,9.865,1.34,19.985,17.995,61.49,48.265,31.87,77.56,221,64,19,73,26.125,22,70,30.355,35,240,14.675,25,60,44.79
1,Peter Abbandonato,C,ROU,19.977,127,53,77,38,130,168,377,14.15,0.42,0.61,0.31,1.03,1.34,2.995,23.055,0.365,1340.585,21.11,1.19,1.74,0.88,2.925,3.805,8.525,1.03,18.635,18.055,64.59,49.285,9.645,68.25,240,113,10,51,19.525,15,61,23.405,28,265,10.705,1138,2230,51.045
2,Jeremy McKenna,RW,MON,18.906,128,77,50,37,127,164,645,11.925,0.605,0.395,0.285,1.005,1.29,5.065,39.37,0.615,1357.82,21.295,1.705,1.105,0.815,2.805,3.62,14.25,1.735,19.025,18.035,54.315,50.445,19.795,61.84,219,135,16,87,18.83,19,93,20.59,42,465,9.03,221,463,49.155
3,Ivan Chekhovich,LW,BAC,19.197,122,67,52,34,119,153,457,14.6,0.56,0.435,0.285,0.995,1.275,3.785,27.35,0.445,1176.265,19.32,1.72,1.34,0.88,3.065,3.94,11.715,1.4,18.78,17.86,58.52,48.335,21.82,68.96,209,94,20,80,24.495,22,87,25.7,25,290,8.59,2,6,37.5
4,Rafael Harvey-Pinard,LW,ROU,19.191,126,59,61,30,120,150,415,14.265,0.475,0.48,0.245,0.955,1.19,3.34,26.035,0.415,1184.845,18.815,1.51,1.525,0.77,3.035,3.81,10.62,1.33,18.765,18.075,65.15,49.425,12.41,71.295,197,79,22,84,26.785,22,78,28.34,15,253,6.005,14,38,38.145
5,Antoine Morand,C,BAT/HAL,19.074,123,48,61,36,109,145,325,14.945,0.39,0.495,0.295,0.885,1.18,2.625,22.63,0.36,1131.4,18.355,1.275,1.625,0.965,2.905,3.865,8.57,1.175,19.305,17.795,65.64,48.245,13.525,72.065,207,83,15,72,20.63,16,57,28.765,17,196,9.0,875,1576,55.235
6,Mitchell Balmas,LW/RW,BAT/GAT/CAP,19.994,123,80,36,26,116,142,450,17.8,0.655,0.295,0.215,0.95,1.165,3.675,27.395,0.44,1254.145,20.42,1.92,0.87,0.635,2.79,3.425,10.79,1.3,19.215,18.09,58.99,49.59,16.54,67.89,208,98,12,48,25.175,14,63,21.205,54,339,15.82,433,834,49.13
7,Jakob Pelletier,C/LW,MON,17.026,117,58,42,40,100,140,357,16.07,0.495,0.36,0.345,0.86,1.205,3.065,25.8,0.445,1117.39,19.13,1.55,1.125,1.07,2.675,3.75,9.565,1.375,19.615,18.055,54.16,50.28,23.275,65.125,202,108,29,97,31.035,8,68,12.145,21,192,11.065,81,195,42.075
8,Jimmy Huntington,C,VIC/RIM,19.325,127,56,53,31,109,140,311,17.625,0.45,0.425,0.24,0.88,1.12,2.475,20.41,0.325,1227.74,19.425,1.37,1.295,0.76,2.67,3.42,7.605,0.995,18.98,17.935,62.01,49.37,5.895,63.31,204,118,17,72,21.665,18,62,29.81,21,177,11.835,1049,1903,54.42
9,Nicolas Guay,C/RW,DRU,18.745,123,66,51,18,117,135,429,15.55,0.55,0.425,0.155,0.975,1.13,3.505,28.97,0.47,1155.395,18.785,1.755,1.355,0.5,3.11,3.615,11.2,1.5,17.965,17.965,63.405,49.65,-1.785,61.755,192,120,24,75,32.05,19,100,18.91,23,254,9.325,874,1618,54.085
