,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Val-d'Or Foreurs,204,125,57.625,877,669,208,53.648,6880,5947,933,12.365,0.894,101.697,57.282,260.928,194.11,66.818,11.407,0.902,101.59,21.572,0.288,-16.891,-0.253,282,140,142,65.71,894,556,338,61.278,30.443,0.746,192,190,2,51.135,894,785,109,52.918,21.443,0.77,403,339,64,56.142,5092,4606,486,52.638,7.72,0.932
1,Rouyn-Noranda Huskies,204,115,56.582,795,664,131,55.073,6566,5454,1112,11.958,0.886,100.575,56.102,243.45,189.392,54.058,10.962,0.896,100.475,21.553,0.298,-16.358,-0.268,206,180,26,54.435,737,598,139,54.418,29.358,0.707,199,162,37,57.355,879,664,215,58.435,22.822,0.762,390,322,68,57.38,4950,4192,758,54.562,7.54,0.93
2,Rimouski Oceanic,204,112,53.948,729,587,142,52.048,6504,5842,662,10.448,0.902,100.605,49.243,214.208,220.502,-6.292,10.055,0.888,98.838,9.04,0.119,27.503,0.412,162,194,-32,43.622,661,854,-193,42.408,22.715,0.782,156,137,19,50.793,745,654,91,52.875,19.595,0.788,411,256,155,60.522,5098,4334,764,53.455,7.512,0.942
3,Gatineau Olympiques,204,109,55.332,729,623,106,54.498,6349,5458,891,11.155,0.892,100.38,55.135,261.55,211.728,49.828,12.22,0.881,100.31,-23.552,-0.32,18.978,0.342,212,188,24,53.008,823,710,113,54.365,24.57,0.742,182,142,40,56.518,952,756,196,55.858,18.382,0.821,335,293,42,55.895,4574,3992,582,54.232,7.198,0.934
4,Moncton Wildcats,204,104,51.812,758,700,58,50.852,6366,6281,85,11.585,0.888,100.452,50.015,249.27,248.345,0.925,11.632,0.88,99.598,-1.02,-0.014,18.845,0.27,199,225,-26,46.925,800,962,-162,45.567,24.518,0.773,191,177,14,50.56,908,1008,-100,47.082,20.72,0.82,368,298,70,55.632,4658,4311,347,52.71,7.595,0.932
5,Cape Breton Screaming Eagles,204,101,52.7,799,736,63,52.795,6643,5996,647,11.755,0.882,99.947,53.86,274.352,234.092,40.265,12.4,0.882,100.558,-14.352,-0.192,0.59,0.01,202,225,-23,47.91,820,840,-20,50.715,24.18,0.728,178,178,0,50.235,870,866,4,51.067,20.22,0.789,419,333,86,56.92,4953,4290,663,53.475,8.072,0.93
6,Blainville-Boisbriand Armada,204,99,51.235,649,568,81,51.372,5616,5214,402,10.62,0.896,100.19,50.498,194.862,190.27,4.59,10.548,0.891,99.635,1.638,0.021,8.519,0.146,151,165,-14,44.97,586,594,-8,49.145,23.595,0.722,149,135,14,49.862,752,737,15,48.828,19.0,0.82,349,268,81,54.992,4278,3883,395,52.138,7.418,0.937
7,Quebec Remparts,204,99,49.34,719,689,30,47.308,5921,6525,-604,11.378,0.897,101.018,49.78,201.293,202.635,-1.343,10.292,0.907,100.977,21.455,0.324,-22.615,-0.312,215,155,60,55.732,729,584,145,54.255,28.475,0.737,167,106,61,60.012,779,626,153,54.582,21.057,0.832,337,428,-91,42.452,4413,5315,-902,45.308,6.982,0.922
8,Halifax Mooseheads,204,95,48.102,707,695,12,50.105,6489,6129,360,10.105,0.889,98.942,49.955,238.272,241.65,-3.378,11.325,0.886,99.938,-23.772,-0.367,4.898,0.066,192,183,9,50.395,816,780,36,50.362,22.705,0.772,178,175,3,48.543,956,937,19,48.54,18.952,0.808,337,337,0,46.47,4717,4412,305,50.355,6.19,0.926
9,Shawinigan Cataractes,204,93,51.425,693,677,16,49.745,6227,6546,-319,10.935,0.898,100.72,51.528,235.862,219.588,16.275,11.115,0.898,100.832,-3.362,-0.056,2.086,0.022,206,205,1,52.252,769,748,21,53.665,26.01,0.724,159,138,21,53.418,785,765,20,51.728,19.732,0.814,328,334,-6,50.098,4673,5033,-360,48.845,6.915,0.935
10,Victoriaville Tigres,204,88,49.728,718,732,-14,47.445,6040,6701,-661,11.825,0.892,101.083,45.642,205.395,244.332,-38.935,10.33,0.89,99.222,28.856,0.447,8.33,0.111,170,201,-31,45.895,645,837,-192,43.14,27.362,0.753,171,165,6,51.832,773,810,-37,49.128,22.775,0.8,377,366,11,50.695,4622,5054,-432,47.828,7.832,0.93
11,Drummondville Voltigeurs,204,88,45.722,609,691,-82,49.245,5870,5856,14,10.082,0.886,98.655,48.832,203.382,212.9,-9.518,10.548,0.892,99.8,-9.132,-0.14,-14.6,-0.204,157,170,-13,46.982,746,642,104,52.11,21.718,0.736,141,163,-22,46.488,744,805,-61,46.41,19.82,0.804,311,358,-47,44.925,4380,4409,-29,49.26,6.685,0.922
12,Baie-Comeau Drakkar,204,85,43.512,618,700,-82,48.482,6283,6344,-61,9.04,0.888,97.778,47.852,201.925,219.69,-17.765,9.922,0.898,99.692,-16.926,-0.264,-23.06,-0.31,179,163,16,49.455,719,664,55,50.165,23.79,0.756,144,152,-8,45.198,779,705,74,50.308,17.438,0.78,295,385,-90,39.788,4785,4975,-190,47.995,5.5,0.922
13,Saint John Sea Dogs,204,84,48.972,651,709,-58,48.675,6295,6885,-590,10.18,0.9,100.158,46.97,227.028,253.95,-26.922,10.518,0.888,99.262,-6.778,-0.101,27.952,0.369,195,188,7,51.515,836,905,-69,48.55,22.718,0.798,162,169,-7,51.055,754,872,-118,47.978,21.828,0.808,294,352,-58,46.465,4705,5108,-403,48.817,6.08,0.934
14,Charlottetown Islanders,204,81,47.26,629,720,-91,48.365,6549,7051,-502,9.552,0.902,99.755,47.638,226.682,249.058,-22.375,10.372,0.894,99.69,-17.933,-0.246,21.057,0.266,199,218,-19,48.435,811,847,-36,49.32,24.992,0.742,158,162,-4,50.018,908,916,-8,49.71,17.755,0.825,272,340,-68,44.968,4830,5288,-458,47.97,5.42,0.94
15,Chicoutimi Sagueneens,204,77,47.295,598,700,-102,47.315,6037,6628,-591,9.952,0.9,99.982,47.635,201.84,222.322,-20.482,10.235,0.899,100.14,-6.087,-0.085,2.821,0.038,185,198,-13,50.18,659,689,-30,49.478,28.61,0.72,127,178,-51,43.715,695,910,-215,44.722,18.12,0.806,286,324,-38,47.348,4683,5029,-346,47.455,5.965,0.941
16,Sherbrooke Phoenix,204,67,44.572,606,775,-169,46.61,5797,6735,-938,10.093,0.891,99.132,44.225,196.2,248.218,-52.018,10.015,0.89,98.945,1.048,0.024,2.967,0.033,155,219,-64,44.252,623,852,-229,43.902,25.377,0.754,121,183,-62,40.688,692,1023,-331,41.16,16.988,0.828,330,373,-43,46.128,4482,4860,-378,48.045,6.822,0.926
17,Acadie-Bathurst Titan,204,58,41.688,518,767,-249,47.068,5878,6718,-840,8.995,0.89,97.908,46.218,210.795,244.525,-33.725,10.528,0.891,99.602,-30.046,-0.46,-3.227,-0.047,165,215,-50,43.955,708,720,-12,48.793,24.072,0.707,125,188,-63,41.528,796,822,-26,50.095,15.545,0.78,228,364,-136,40.468,4374,5176,-802,46.388,5.3,0.934
