,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Erie Otters,204,141,60.808,899,563,336,55.675,7010,5579,1431,11.992,0.902,102.218
1,London Knights,204,135,60.365,919,637,282,52.558,7283,6630,653,12.545,0.908,103.345
2,Sault Ste. Marie Greyhounds,204,121,55.738,842,619,223,51.36,7138,6511,627,11.272,0.906,101.92
3,Barrie Colts,204,112,56.928,830,645,185,50.748,6917,6643,274,11.698,0.908,102.46
4,Oshawa Generals,204,110,53.1,711,565,146,52.97,7021,5971,1050,9.548,0.906,100.085
5,Kingston Frontenacs,204,104,54.402,736,633,103,53.795,7460,6463,997,9.485,0.908,100.31
6,North Bay Battalion,204,101,53.032,688,600,88,53.472,6745,5650,1095,10.183,0.896,99.762
7,Guelph Storm,204,94,45.558,724,719,5,46.538,6812,7302,-490,9.428,0.901,99.555
8,Windsor Spitfires,204,93,51.218,717,737,-20,51.293,6848,6654,194,10.398,0.896,100.018
9,Owen Sound Attack,204,90,49.365,646,655,-9,50.778,6700,6752,-52,9.138,0.904,99.46
10,Kitchener Rangers,204,88,51.105,662,686,-24,53.035,7080,6355,725,9.578,0.9,99.558
11,Niagara IceDogs,204,88,50.488,702,708,-6,51.838,6878,6500,378,9.768,0.896,99.378
12,Ottawa 67's,204,87,49.14,685,742,-57,48.388,6063,6793,-730,11.02,0.894,100.447
13,Peterborough Petes,204,84,46.677,669,780,-111,48.287,6658,7169,-511,9.872,0.895,99.31
14,Sarnia Sting,204,83,49.855,692,786,-94,49.788,6332,6860,-528,10.83,0.892,100.068
15,Saginaw Spirit,204,78,44.808,667,796,-129,48.298,6733,7120,-387,9.44,0.89,98.342
16,Mississauga Steelheads,204,72,43.78,550,752,-202,45.842,6018,7230,-1212,9.428,0.9,99.412
17,Sudbury Wolves,204,54,38.038,545,869,-324,45.468,6569,7691,-1122,8.115,0.888,96.977
18,Plymouth Whalers,136,42,43.535,373,484,-111,44.225,4148,5231,-1083,8.81,0.912,99.98
19,Belleville Bulls,136,41,43.42,400,523,-123,47.31,4576,5091,-515,8.54,0.9,98.51
20,Hamilton Bulldogs,68,25,43.11,197,260,-63,45.86,1955,2308,-353,9.8,0.891,98.88
21,Flint Firebirds,68,18,39.65,182,277,-95,44.93,1955,2396,-441,9.03,0.887,97.73
