,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,eTOI,eTOI/GP,eG/60,eA1/60,eA2/60,eP1/60,eP/60,eSh/60,exG/60,QoT TOI,QoC TOI,QoT GF%,QoC GF%,GF%Rel,GF%,GF,GA,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
23,Hugo Leufvenius,LW,SAR,18.975,123,34,30,12,64,76,263,12.85,0.285,0.245,0.095,0.53,0.625,2.195,13.19,0.22,801.185,13.19,1.27,1.125,0.45,2.395,2.845,9.835,0.985,13.95,14.295,51.625,49.875,5.095,55.125,110,91,8,31,26.68,4,50,7.69,22,182,12.05,13,40,31.595
24,Alan Lyszczarczyk,C/LW,OS/MISS/OS,20.075,109,37,25,14,62,76,322,11.5,0.345,0.24,0.13,0.58,0.715,2.985,16.26,0.3,799.675,14.87,1.395,0.915,0.52,2.31,2.83,12.11,1.22,15.13,13.98,50.93,49.765,8.05,54.425,103,87,9,48,21.665,5,47,11.09,23,227,10.12,14,31,49.05
25,Owen Tippett,RW,MISS/SAG/MISS,19.079,90,46,16,14,62,76,356,13.035,0.515,0.175,0.155,0.69,0.84,3.95,20.63,0.455,757.185,16.74,1.85,0.61,0.555,2.46,3.02,14.165,1.63,14.865,14.16,50.485,49.595,8.025,56.005,100,81,8,36,22.29,14,62,22.16,24,258,9.51,40,81,38.745
26,Brandon Saigeon,C,HAM/HAM/OSH,19.755,120,32,29,14,61,75,256,12.775,0.265,0.24,0.12,0.51,0.625,2.115,12.14,0.2,850.785,14.24,1.13,1.025,0.495,2.15,2.64,8.985,0.85,14.79,14.16,52.22,49.7,6.265,56.54,108,86,10,31,35.225,8,30,27.5,14,195,7.32,934,1801,51.195
27,Liam Hawel,C,GUE,18.912,114,31,24,19,55,74,177,17.295,0.28,0.215,0.17,0.495,0.665,1.57,9.475,0.17,760.27,13.36,1.26,0.965,0.76,2.22,2.985,7.04,0.76,14.89,14.155,49.37,49.92,10.465,56.575,102,78,9,35,31.06,8,26,29.765,14,116,12.605,534,1016,52.625
28,Brett Neumann,C,KGN/KGN/OSH,19.082,123,36,22,15,58,73,339,10.665,0.305,0.18,0.12,0.485,0.61,2.785,15.655,0.255,909.5,14.87,1.21,0.73,0.49,1.935,2.425,11.21,1.035,14.5,13.875,46.9,50.32,6.64,51.02,98,94,8,32,26.985,11,62,17.71,17,245,6.93,839,1503,55.835
29,Jason Willms,C,BAR,19.101,122,31,34,7,65,72,264,11.53,0.245,0.28,0.055,0.525,0.585,2.17,16.51,0.265,792.685,13.07,1.155,1.28,0.26,2.44,2.695,9.975,1.24,13.905,14.045,54.745,49.61,1.5,56.11,98,74,8,47,16.935,6,41,14.715,17,176,9.325,896,1599,56.03
30,Cole Carter,RW,MISS/KIT/MISS,19.695,116,40,21,10,61,71,293,13.69,0.35,0.19,0.09,0.54,0.63,2.555,17.31,0.3,817.945,14.33,1.465,0.77,0.37,2.24,2.61,10.74,1.27,15.055,14.07,49.21,50.36,2.69,51.825,96,90,15,56,27.29,6,49,11.95,19,188,10.315,45,100,44.98
31,Maksim Sushko,RW/LW,OS,19.096,110,33,26,12,59,71,196,16.555,0.295,0.24,0.11,0.535,0.64,1.78,11.58,0.205,714.045,12.99,1.36,1.105,0.5,2.465,2.965,8.23,0.965,14.855,14.17,50.43,50.055,0.065,49.82,86,85,7,20,36.815,14,41,32.5,12,135,8.86,8,18,46.875
32,Aidan Dudas,C,OS,17.752,122,37,18,16,55,71,286,12.765,0.3,0.145,0.125,0.44,0.57,2.33,15.17,0.245,860.77,14.15,1.27,0.615,0.54,1.885,2.425,9.905,1.045,14.74,14.06,49.515,50.4,-1.355,48.735,101,104,9,34,25.715,8,53,12.12,20,199,10.375,650,1318,49.23
33,Curtis Douglas,C,WSR/BAR/WSR,18.028,121,36,25,9,61,70,286,12.59,0.295,0.21,0.075,0.505,0.58,2.385,16.685,0.275,850.355,14.11,1.26,0.89,0.32,2.15,2.465,10.115,1.175,13.785,13.93,51.77,50.375,8.275,58.055,108,78,12,57,20.94,10,57,18.925,14,172,8.165,180,385,46.99
34,Jack Studnicka,C,OSH/NIAG/OSH,19.074,111,24,31,15,55,70,247,10.005,0.22,0.27,0.145,0.495,0.64,2.215,12.97,0.23,761.915,13.765,0.96,1.195,0.615,2.155,2.775,9.655,1.0,14.305,14.385,53.62,49.89,3.165,56.64,95,71,8,32,24.7,4,41,9.2,12,174,7.355,823,1556,52.875
35,Nate Schnarr,C/RW,GUE,19.054,108,25,30,15,55,70,205,12.525,0.235,0.28,0.145,0.52,0.66,1.895,12.9,0.24,768.865,14.26,0.985,1.185,0.59,2.165,2.76,7.995,1.005,15.29,14.195,49.475,50.135,5.935,53.14,103,87,8,39,19.84,7,38,18.335,10,128,8.42,429,851,50.21
36,Ryan Suzuki,C,BAR,16.801,115,22,29,18,51,69,152,14.55,0.195,0.25,0.165,0.445,0.61,1.345,8.68,0.155,739.195,13.03,0.895,1.18,0.73,2.07,2.805,6.17,0.705,14.16,14.145,56.415,50.495,8.45,59.535,103,70,6,20,30.0,4,36,10.835,12,96,12.41,412,898,45.53
37,Blade Jenkins,LW,SAG,17.595,120,30,28,11,58,69,212,14.165,0.255,0.235,0.095,0.485,0.58,1.78,12.34,0.205,816.745,13.635,1.11,1.025,0.42,2.135,2.56,7.83,0.915,14.58,14.19,51.22,49.58,0.735,51.205,94,90,5,41,12.085,9,39,23.81,16,132,11.96,205,420,48.53
38,Ivan Lodnia,RW,ER/NIAG,18.542,92,25,27,16,52,68,250,10.41,0.3,0.27,0.18,0.565,0.75,2.81,15.4,0.335,695.225,15.025,1.19,1.07,0.72,2.26,2.985,11.235,1.34,14.96,14.27,55.84,49.07,4.97,58.95,89,69,7,39,15.555,6,52,11.54,12,159,8.59,270,644,44.275
39,Ty Dellandrea,C,FLNT,17.652,115,29,28,11,57,68,259,12.22,0.26,0.265,0.095,0.525,0.62,2.21,13.63,0.235,865.46,15.22,1.015,1.01,0.38,2.025,2.41,8.82,0.93,15.015,14.275,39.115,51.735,2.73,39.72,95,143,10,33,34.525,5,36,13.465,14,190,7.515,995,1847,54.28
40,Joseph Garreffa,RW,KIT,18.602,121,20,25,23,45,68,209,9.18,0.175,0.205,0.185,0.38,0.56,1.805,9.505,0.16,893.105,14.865,0.695,0.83,0.755,1.525,2.28,7.175,0.645,14.41,14.265,49.415,50.555,1.625,50.135,110,108,7,28,21.665,4,27,14.56,9,154,6.12,222,425,52.3
41,Cole Coskey,RW,SAG,18.792,117,38,18,11,56,67,218,17.765,0.335,0.165,0.095,0.5,0.6,1.87,10.78,0.185,750.78,12.975,1.53,0.75,0.445,2.28,2.73,8.675,0.865,14.525,14.2,51.18,50.905,0.855,51.265,81,76,10,29,35.575,8,33,28.075,20,156,12.97,184,413,44.925
42,Aaron Luchuk,C,WSR/BAR,20.447,68,28,22,17,50,67,196,14.29,0.41,0.32,0.25,0.74,0.99,2.88,25.0,0.37,1147.2,16.87,1.46,1.15,0.89,2.62,3.5,10.25,1.31,15.68,14.63,55.6,50.67,7.8,59.59,87,59,13,44,29.55,6,29,20.69,9,123,7.32,620,1124,55.16
43,Franco Sproviero,C,SAR,19.613,117,21,31,15,52,67,175,11.855,0.185,0.265,0.135,0.455,0.59,1.515,10.11,0.17,679.42,11.72,0.925,1.37,0.66,2.295,2.955,7.725,0.895,13.59,13.775,51.225,49.57,2.095,52.855,84,76,5,30,16.52,6,43,14.335,10,102,9.24,516,995,51.845
44,Cole Purboo,RW,WSR,18.745,124,33,21,12,54,66,251,13.175,0.27,0.165,0.095,0.435,0.53,2.04,14.78,0.24,834.85,13.465,1.205,0.745,0.43,1.95,2.38,9.09,1.07,14.28,14.115,50.02,50.96,-3.3,48.285,81,86,15,55,27.27,6,33,18.18,12,163,7.405,1,8,25.0
45,Ryan McLeod,C,MISS/SAG/MISS,18.485,116,26,23,17,49,66,205,12.38,0.22,0.21,0.15,0.43,0.57,1.77,10.22,0.175,789.395,13.67,0.965,0.91,0.64,1.875,2.515,7.775,0.77,15.22,14.095,49.495,50.69,-0.235,49.36,91,91,4,20,20.2,4,31,14.09,18,154,11.175,898,1718,51.945
