,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Dan Riedel,F,LIN,19.398,60,30,35,16,65,81,234,12.82,0.5,0.58,0.27,1.08,1.35,3.9
1,Chad Rau,F,DM,17.66,57,31,21,19,52,71,238,13.03,0.54,0.37,0.33,0.91,1.25,4.18
2,Trevor Smith,F,OMA,19.601,59,29,27,12,56,68,170,17.06,0.49,0.46,0.2,0.95,1.15,2.88
3,Corey Carlson,F,OMA,19.666,59,25,23,18,48,66,216,11.57,0.42,0.39,0.31,0.81,1.12,3.66
4,Ted Purcell,F,CR,19.02,56,19,26,21,45,66,99,19.19,0.34,0.46,0.38,0.8,1.18,1.77
5,Brian Bales,F,SC,19.699,52,20,25,16,45,61,100,20.0,0.38,0.48,0.31,0.87,1.17,1.92
6,Erik Condra,F,LIN,18.111,60,30,21,9,51,60,183,16.39,0.5,0.35,0.15,0.85,1.0,3.05
7,Tim Kennedy,F,SC,18.38,51,29,22,9,51,60,127,22.83,0.57,0.43,0.18,1.0,1.18,2.49
8,Rob Ricci,F,CR,19.759,58,26,23,11,49,60,181,14.36,0.45,0.4,0.19,0.84,1.03,3.12
9,Brock Trotter,F,LIN,17.665,60,20,20,18,40,58,175,11.43,0.33,0.33,0.3,0.67,0.97,2.92
10,Sean Muncy,F,DM/WAT/CR,19.677,59,25,27,6,52,58,205,12.2,0.42,0.46,0.1,0.88,0.98,3.47
11,Brock Bradford,F,OMA,17.69,59,24,21,12,45,57,194,12.37,0.41,0.36,0.2,0.76,0.97,3.29
12,Mick Berge,F,LIN,19.601,60,13,15,29,28,57,165,7.88,0.22,0.25,0.48,0.47,0.95,2.75
13,Andrew Carroll,F,SF,19.36,59,31,11,11,42,53,221,14.03,0.53,0.19,0.19,0.71,0.9,3.75
14,Christian Hanson,F,TC,18.519,58,19,21,12,40,52,174,10.92,0.33,0.36,0.21,0.69,0.9,3.0
15,Tom Gorowsky,F,SF,18.412,53,18,22,12,40,52,166,10.84,0.34,0.42,0.23,0.75,0.98,3.13
16,Matt Vokes,F,CR,19.034,56,27,14,11,41,52,148,18.24,0.48,0.25,0.2,0.73,0.93,2.64
17,Tomas Klempa,F,IND,20.616,56,25,20,7,45,52,163,15.34,0.45,0.36,0.12,0.8,0.93,2.91
18,Justin Abdelkader,F,CR,17.555,58,26,15,10,41,51,130,20.0,0.45,0.26,0.17,0.71,0.88,2.24
19,TJ Fox,F,CHI,20.263,60,21,21,8,42,50,208,10.1,0.35,0.35,0.13,0.7,0.83,3.47
20,Blake Wheeler,F,GB,18.043,58,19,21,7,40,47,189,10.05,0.33,0.36,0.12,0.69,0.81,3.26
21,Jared Boll,F,LIN,18.344,59,23,16,8,39,47,173,13.29,0.39,0.27,0.14,0.66,0.8,2.93
22,Justin Bostrom,F,SC,18.492,39,26,9,11,35,46,115,22.61,0.67,0.23,0.28,0.9,1.18,2.95
23,David Meckler,F,WAT,17.189,59,30,11,4,41,45,187,16.04,0.51,0.19,0.07,0.69,0.76,3.17
24,Brandon Svendsen,F,CR,19.431,58,19,19,7,38,45,133,14.29,0.33,0.33,0.12,0.66,0.78,2.29
25,J.P. Platisha,F,TC,20.644,58,25,10,10,35,45,142,17.61,0.43,0.17,0.17,0.6,0.78,2.45
26,Jeff LoVecchio,F,OMA,19.056,56,17,16,11,33,44,146,11.64,0.3,0.29,0.2,0.59,0.79,2.61
27,Garrett Regan,F,WAT,19.398,57,21,15,8,36,44,167,12.57,0.37,0.26,0.14,0.63,0.77,2.93
28,Ted Cook,F,OMA,19.954,58,22,11,10,33,43,126,17.46,0.38,0.19,0.17,0.57,0.74,2.17
29,Jon Grabarek,F,CR,20.332,57,17,13,13,30,43,146,11.64,0.3,0.23,0.23,0.53,0.75,2.56
30,Travis Winter,F,IND,20.099,59,21,13,8,34,42,136,15.44,0.36,0.22,0.14,0.58,0.71,2.31
31,Justin Milo,F,SF,17.561,58,26,9,7,35,42,228,11.4,0.45,0.16,0.12,0.6,0.72,3.93
32,Kevin Swallow,F,CHI,18.36,60,20,16,5,36,41,129,15.5,0.33,0.27,0.08,0.6,0.68,2.15
33,Todd McIlrath,F,IND,18.549,35,13,20,8,33,41,104,12.5,0.37,0.57,0.23,0.94,1.17,2.97
34,Corey Elkins,F,SC,19.56,55,19,10,11,29,40,90,21.11,0.35,0.18,0.2,0.53,0.73,1.64
35,Shane Lovdahl,D,CR,20.367,58,7,16,16,23,39,127,5.51,0.12,0.28,0.28,0.4,0.67,2.19
36,Eric Slais,F,CHI,19.111,59,10,14,15,24,39,124,8.06,0.17,0.24,0.25,0.41,0.66,2.1
37,Tim Miller,F,OMA,17.531,58,17,10,11,27,38,116,14.66,0.29,0.17,0.19,0.47,0.66,2.0
38,Corey Quirk,F,WAT,18.204,58,13,15,10,28,38,136,9.56,0.22,0.26,0.17,0.48,0.66,2.34
39,Brett Motherwell,D,OMA,18.013,59,5,14,19,19,38,102,4.9,0.08,0.24,0.32,0.32,0.64,1.73
40,Mark Stockdale,F,GB,18.987,58,17,18,3,35,38,111,15.32,0.29,0.31,0.05,0.6,0.66,1.91
41,Jaroslav Markovic,F,TC,19.319,56,18,16,4,34,38,109,16.51,0.32,0.29,0.07,0.61,0.68,1.95
42,Jarod Palmer,F,TC,18.596,50,14,17,7,31,38,133,10.53,0.28,0.34,0.14,0.62,0.76,2.66
43,Dennis McCauley,F,SC,19.086,51,17,14,7,31,38,123,13.82,0.33,0.27,0.14,0.61,0.75,2.41
44,Nick Kemp,F,SC,18.694,56,15,17,6,32,38,104,14.42,0.27,0.3,0.11,0.57,0.68,1.86
45,Dirk Jelitto,F,OMA,20.214,58,15,18,5,33,38,124,12.1,0.26,0.31,0.09,0.57,0.66,2.14
46,Patrick Mullen,F,SF,18.363,59,14,14,9,28,37,79,17.72,0.24,0.24,0.15,0.47,0.63,1.34
47,Eddie Del Grosso,D,IND,19.053,60,15,9,13,24,37,114,13.16,0.25,0.15,0.22,0.4,0.62,1.9
48,Travis Turnbull,F,SC,18.193,43,17,10,9,27,36,97,17.53,0.4,0.23,0.21,0.63,0.84,2.26
49,Ryan Raven,F,DM,18.67,53,16,11,7,27,34,127,12.6,0.3,0.21,0.13,0.51,0.64,2.4
50,Zach Bearson,F,WAT,17.26,50,17,9,8,26,34,122,13.93,0.34,0.18,0.16,0.52,0.68,2.44
51,Player ID: 2354,,TC,2003.704,41,9,16,9,25,34,80,11.25,0.22,0.39,0.22,0.61,0.83,1.95
52,Samir Saliji,F,DM,20.537,45,11,10,12,21,33,120,9.17,0.24,0.22,0.27,0.47,0.73,2.67
53,Mark Magnowski,F,GB,18.358,60,15,7,10,22,32,113,13.27,0.25,0.12,0.17,0.37,0.53,1.88
54,Greg Collins,F,CR,18.585,47,8,13,11,21,32,68,11.76,0.17,0.28,0.23,0.45,0.68,1.45
55,Billy Smith,F,GB,18.1,55,14,9,9,23,32,142,9.86,0.25,0.16,0.16,0.42,0.58,2.58
56,Raymond Eichenlaub,D,CR,18.163,58,12,10,10,22,32,98,12.24,0.21,0.17,0.17,0.38,0.55,1.69
57,JJ Koehler,F,LIN,18.965,60,14,11,7,25,32,124,11.29,0.23,0.18,0.12,0.42,0.53,2.07
58,Matt Greer,F,DM,18.818,60,14,12,6,26,32,155,9.03,0.23,0.2,0.1,0.43,0.53,2.58
59,Josh Meyers,D,SC,18.774,54,8,11,13,19,32,100,8.0,0.15,0.2,0.24,0.35,0.59,1.85
60,John Swanson,F,LIN/CHI,19.091,49,13,10,8,23,31,112,11.61,0.27,0.2,0.16,0.47,0.63,2.29
61,Ryan Thang,F,SF,17.35,57,9,11,11,20,31,101,8.91,0.16,0.19,0.19,0.35,0.54,1.77
62,Ryan Salvis,F,LIN,20.471,29,18,12,0,30,30,76,23.68,0.62,0.41,0.0,1.03,1.03,2.62
63,Erik Felde,F,CR,16.715,58,16,12,2,28,30,75,21.33,0.28,0.21,0.03,0.48,0.52,1.29
64,Joe Vitale,F,SF,19.072,52,10,17,3,27,30,91,10.99,0.19,0.33,0.06,0.52,0.58,1.75
65,Ryan Peckskamp,F,IND,19.267,59,16,7,6,23,29,120,13.33,0.27,0.12,0.1,0.39,0.49,2.03
66,David Marshall,F,CHI,19.508,56,20,6,3,26,29,171,11.7,0.36,0.11,0.05,0.46,0.52,3.05
67,Chris Walsh,F,CHI,19.598,60,10,11,7,21,28,108,9.26,0.17,0.18,0.12,0.35,0.47,1.8
68,Kent Bostrom,F,SC,20.055,56,9,8,10,17,27,77,11.69,0.16,0.14,0.18,0.3,0.48,1.38
69,Brad Miller,F,GB,18.623,46,13,9,5,22,27,103,12.62,0.28,0.2,0.11,0.48,0.59,2.24
70,Alex Laseen,F,DM,17.911,55,12,10,4,22,26,100,12.0,0.22,0.18,0.07,0.4,0.47,1.82
71,Justin White,F,SF,19.398,44,13,8,5,21,26,83,15.66,0.3,0.18,0.11,0.48,0.59,1.89
72,Chris Butler,D,SC,17.887,57,5,10,11,15,26,93,5.38,0.09,0.18,0.19,0.26,0.46,1.63
73,Brian Kilburg,D,TC,20.351,58,11,9,6,20,26,143,7.69,0.19,0.16,0.1,0.34,0.45,2.47
74,Peter Lenes,F,SC,18.453,57,13,5,7,18,25,136,9.56,0.23,0.09,0.12,0.32,0.44,2.39
75,Kyle Kuk,D,TC,18.574,43,7,10,8,17,25,78,8.97,0.16,0.23,0.19,0.4,0.58,1.81
76,Joe Charlebois,D,SC,18.574,56,1,11,13,12,25,64,1.56,0.02,0.2,0.23,0.21,0.45,1.14
77,Jordan Pietrus,F,CR,18.987,47,14,4,7,18,25,79,17.72,0.3,0.09,0.15,0.38,0.53,1.68
78,Colin Vock,F,IND/DM,18.768,62,7,11,7,18,25,134,5.22,0.11,0.18,0.11,0.29,0.4,2.16
79,Mike Beck,D,IND,18.434,56,5,9,11,14,25,140,3.57,0.09,0.16,0.2,0.25,0.45,2.5
80,Matt Clackson,F,CHI,19.39,56,10,10,5,20,25,100,10.0,0.18,0.18,0.09,0.36,0.45,1.79
81,Cody Chupp,F,TC,19.499,57,10,11,4,21,25,103,9.71,0.18,0.19,0.07,0.37,0.44,1.81
82,Kevin OConnor,D,OMA,20.239,51,5,9,11,14,25,85,5.88,0.1,0.18,0.22,0.27,0.49,1.67
83,Brandon Naurato,F,OMA,19.647,48,15,4,5,19,24,133,11.28,0.31,0.08,0.1,0.4,0.5,2.77
84,Nate Prosser,D,SF,18.36,59,4,11,8,15,23,86,4.65,0.07,0.19,0.14,0.25,0.39,1.46
85,Aleksandrs Jerofejevs,D,SF,20.428,51,3,13,7,16,23,58,5.17,0.06,0.25,0.14,0.31,0.45,1.14
86,Brandon Harrington,F,SF,19.319,59,11,6,6,17,23,96,11.46,0.19,0.1,0.1,0.29,0.39,1.63
87,Brian Gifford,F,IND,18.842,55,13,6,4,19,23,105,12.38,0.24,0.11,0.07,0.35,0.42,1.91
88,Corey Couturier,F,GB,19.617,51,10,10,3,20,23,99,10.1,0.2,0.2,0.06,0.39,0.45,1.94
89,Josh Duncan,D,WAT,18.536,58,5,5,13,10,23,96,5.21,0.09,0.09,0.22,0.17,0.4,1.66
90,Chris Zarb,D,TC,19.677,47,9,8,6,17,23,86,10.47,0.19,0.17,0.13,0.36,0.49,1.83
91,Cody Lampl,D,CHI,18.243,55,4,7,11,11,22,100,4.0,0.07,0.13,0.2,0.2,0.4,1.82
92,Trevor Lewis,F,DM,17.687,52,10,7,5,17,22,122,8.2,0.19,0.13,0.1,0.33,0.42,2.35
93,Nicholas Fanto,F,OMA,18.27,55,9,7,6,16,22,89,10.11,0.16,0.13,0.11,0.29,0.4,1.62
94,Nick Schaus,D,OMA,18.204,57,1,12,9,13,22,48,2.08,0.02,0.21,0.16,0.23,0.39,0.84
95,Chris Clackson,F,CHI,17.635,53,15,6,1,21,22,103,14.56,0.28,0.11,0.02,0.4,0.42,1.94
96,Drew Dobson,D,WAT,17.112,54,5,13,4,18,22,81,6.17,0.09,0.24,0.07,0.33,0.41,1.5
97,Milan Gulas,RW,IND,18.711,30,12,8,2,20,22,66,18.18,0.4,0.27,0.07,0.67,0.73,2.2
98,Michal Borovansky,RW,IND,19.505,29,5,8,8,13,21,93,5.38,0.17,0.28,0.28,0.45,0.72,3.21
99,Garrett Roe,F,IND,16.564,49,6,8,7,14,21,87,6.9,0.12,0.16,0.14,0.29,0.43,1.78
100,Alec Martinez,D,CR,17.145,56,10,6,5,16,21,94,10.64,0.18,0.11,0.09,0.29,0.38,1.68
101,Jesse Vesel,F,WAT,20.052,51,11,7,3,18,21,107,10.28,0.22,0.14,0.06,0.35,0.41,2.1
102,Alex Hudson,F,TC,17.126,54,12,6,3,18,21,94,12.77,0.22,0.11,0.06,0.33,0.39,1.74
103,Mario Lamoureux,F,TC,16.244,57,7,11,3,18,21,59,11.86,0.12,0.19,0.05,0.32,0.37,1.04
104,Blake Martin,F,SC,17.848,45,8,8,5,16,21,74,10.81,0.18,0.18,0.11,0.36,0.47,1.64
105,Brett Watson,F,TC,19.393,46,3,8,9,11,20,83,3.61,0.07,0.17,0.2,0.24,0.43,1.8
106,Chris Minella,F,SC,19.198,55,6,9,5,15,20,56,10.71,0.11,0.16,0.09,0.27,0.36,1.02
