,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Omaha Lancers,178,100,56.957,612,493,119,53.988,5847,5102,745,10.157,0.91,101.202
1,Lincoln Stars,178,98,54.448,639,528,111,53.155,6033,5276,757,10.003,0.906,100.668
2,Sioux Falls Stampede,176,96,54.055,555,471,84,49.132,5184,5345,-161,10.525,0.913,101.788
3,Cedar Rapids RoughRiders,179,95,55.922,627,499,128,49.195,5802,5989,-187,10.548,0.918,102.368
4,Waterloo Black Hawks,176,88,53.665,558,486,72,56.67,5939,4597,1342,9.035,0.899,98.928
5,Indiana Ice,176,77,49.108,565,616,-51,48.562,5389,5674,-285,10.505,0.897,100.202
6,Tri-City Storm,180,76,47.242,510,531,-21,52.772,5551,4753,798,8.81,0.89,97.818
7,Sioux City Musketeers,166,71,50.03,537,533,4,48.91,5344,5598,-254,9.728,0.906,100.33
8,Des Moines Buccaneers,179,67,45.957,545,575,-30,50.213,5736,5583,153,8.76,0.898,98.477
9,Green Bay Gamblers,178,57,42.485,469,590,-121,47.16,5114,5615,-501,8.615,0.896,98.195
10,Chicago Steel,179,54,45.595,519,679,-160,44.825,5149,6589,-1440,10.302,0.901,100.41
11,Ohio Jr Blue Jackets,113,34,39.87,287,422,-135,42.93,3049,4016,-967,8.995,0.897,98.71
