,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Linden Vey,C,M.H,19.165,69,46,45,25,91,116,0.67,0.65,0.36,1.32,1.68
1,Tyler Johnson,C,SPO,20.132,71,53,35,27,88,115,0.75,0.49,0.38,1.24,1.62
2,Mark Stone,RW,BDN,18.341,71,37,48,21,85,106,0.52,0.68,0.3,1.2,1.49
3,Ryan  Nugent-Hopkins,C,R.D,17.427,69,31,38,37,69,106,0.45,0.55,0.54,1.0,1.54
4,Jordan Weal,C,REG,18.418,72,43,35,18,78,96,0.6,0.49,0.25,1.08,1.33
5,Brendan Shinnimin,C,T.C,19.688,60,34,38,24,72,96,0.57,0.63,0.4,1.2,1.6
6,Ryan Johansen,C,POR,18.125,63,40,36,16,76,92,0.63,0.57,0.25,1.21,1.46
7,Brendan  Gallagher,RW,VAN,18.36,66,44,31,16,75,91,0.67,0.47,0.24,1.14,1.38
8,Scott Glennie,C,BDN,19.562,70,35,31,25,66,91,0.5,0.44,0.36,0.94,1.3
9,Marek  Viedensky,C,SAS,20.077,63,36,35,17,71,88,0.57,0.56,0.27,1.13,1.4
10,Josh Nicholls,RW,SAS,18.385,71,34,35,18,69,87,0.48,0.49,0.25,0.97,1.23
11,Craig Cunningham,C,POR/VAN,20.006,71,27,37,23,64,87,0.38,0.52,0.32,0.9,1.23
12,Jonathan Parker,RW,P.A,18.974,71,45,24,17,69,86,0.63,0.34,0.24,0.97,1.21
13,Brendan Ranford,LW,KAM,18.369,68,33,31,22,64,86,0.49,0.46,0.32,0.94,1.26
14,Sven BArtschi,LW,POR,17.944,66,34,31,20,65,85,0.52,0.47,0.3,0.98,1.29
15,Dylan Hood,RW,M.J,20.291,71,33,28,22,61,83,0.46,0.39,0.31,0.86,1.17
16,Cody Eakin,C,KTN/S.C,19.313,56,36,31,16,67,83,0.64,0.55,0.29,1.2,1.48
17,Ryan Howse,LW,CWK,19.195,70,51,17,15,68,83,0.73,0.24,0.21,0.97,1.19
18,Levko Koper,LW,SPO,19.946,72,32,33,17,65,82,0.44,0.46,0.24,0.9,1.14
19,Andrej Kudrna,LW,R.D,19.349,65,29,35,18,64,82,0.45,0.54,0.28,0.98,1.26
20,Curtis Hamilton,LW,SAS,18.782,62,26,32,24,58,82,0.42,0.52,0.39,0.94,1.32
21,Stefan Elliott,D,SAS,19.625,71,31,21,29,52,81,0.44,0.3,0.41,0.73,1.14
22,Byron Froese,C,R.D,19.513,70,43,22,16,65,81,0.61,0.31,0.23,0.93,1.16
23,Mark  McNeill,C,P.A,17.561,70,32,30,19,62,81,0.46,0.43,0.27,0.89,1.16
24,Adam Hughesman,LW,T.C,19.546,60,39,25,17,64,81,0.65,0.42,0.28,1.07,1.35
25,Brenden Kichton,D,SPO,18.243,64,23,29,29,52,81,0.36,0.45,0.45,0.81,1.27
26,Matt MacKay,C,BDN/VAN,19.801,71,29,35,16,64,80,0.41,0.49,0.23,0.9,1.13
27,Emerson Etem,RW,M.H,18.248,65,45,22,13,67,80,0.69,0.34,0.2,1.03,1.23
28,Quinton Howden,LW,M.J,18.651,60,40,24,15,64,79,0.67,0.4,0.25,1.07,1.32
