,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Kevin Roy,F,LIN,18.322,59,54,35,15,89,104,306,17.65,0.92,0.59,0.25,1.51,1.76,5.19
1,Daniil Tarasov,F,IND,20.239,60,47,22,19,69,88,282,16.67,0.78,0.37,0.32,1.15,1.47,4.7
2,Alex Broadhurst,F,GB,18.525,53,26,26,21,52,73,130,20.0,0.49,0.49,0.4,0.98,1.38,2.45
3,Nolan LaPorte,F,GB,19.365,57,36,19,15,55,70,209,17.22,0.63,0.33,0.26,0.96,1.23,3.67
4,Sean Kuraly,F,IND,18.651,54,32,20,18,52,70,234,13.68,0.59,0.37,0.33,0.96,1.3,4.33
5,Taylor Cammarata,F,WAT,16.343,60,27,27,15,54,69,129,20.93,0.45,0.45,0.25,0.9,1.15,2.15
6,Jimmy Murray,F,OMA,19.606,60,19,31,18,50,68,156,12.18,0.32,0.52,0.3,0.83,1.13,2.6
7,Mike Ambrosia,F,YNG,19.308,60,18,30,17,48,65,178,10.11,0.3,0.5,0.28,0.8,1.08,2.97
8,Casey Bailey,F,OMA,19.885,60,27,19,14,46,60,165,16.36,0.45,0.32,0.23,0.77,1.0,2.75
9,Austin Cangelosi,F,YNG,17.052,53,29,19,11,48,59,104,27.88,0.55,0.36,0.21,0.91,1.11,1.96
10,Austin Farley,F,FGO,17.846,51,28,25,6,53,59,103,27.18,0.55,0.49,0.12,1.04,1.16,2.02
11,Sam Herr,F,GB,18.922,55,30,17,9,47,56,210,14.29,0.55,0.31,0.16,0.85,1.02,3.82
12,Luke Johnson,F,LIN,16.989,55,20,17,18,37,55,156,12.82,0.36,0.31,0.33,0.67,1.0,2.84
13,Jared Hanson,F,LIN,18.64,55,27,16,12,43,55,176,15.34,0.49,0.29,0.22,0.78,1.0,3.2
14,Zemgus Girgensons,F,DBQ,17.692,49,24,19,12,43,55,166,14.46,0.49,0.39,0.24,0.88,1.12,3.39
15,Kyle Novak,F,GB,18.922,59,17,27,7,44,51,112,15.18,0.29,0.46,0.12,0.75,0.86,1.9
16,J.T. Stenglein,F,YNG,18.18,56,31,9,11,40,51,172,18.02,0.55,0.16,0.2,0.71,0.91,3.07
17,Brad Robbins,F,SC,20.118,57,25,19,6,44,50,185,13.51,0.44,0.33,0.11,0.77,0.88,3.25
18,Bryn Chyzyk,F,FGO,18.859,57,28,15,6,43,49,131,21.37,0.49,0.26,0.11,0.75,0.86,2.3
19,David Goodwin,F,GB/SC,19.549,58,21,15,13,36,49,143,14.69,0.36,0.26,0.22,0.62,0.84,2.47
20,Greg Gozzo,F,OMA,19.174,56,21,15,13,36,49,104,20.19,0.38,0.27,0.23,0.64,0.88,1.86
21,Nick Saracino,F,CR,19.568,47,13,22,13,35,48,98,13.27,0.28,0.47,0.28,0.74,1.02,2.09
22,Michael Fallon,F,CHI,20.189,60,19,16,13,35,48,120,15.83,0.32,0.27,0.22,0.58,0.8,2.0
23,Robbie Baillargeon,F,IND,17.802,54,14,25,9,39,48,105,13.33,0.26,0.46,0.17,0.72,0.89,1.94
24,Anthony Greco,F,DM,17.958,58,22,17,7,39,46,240,9.17,0.38,0.29,0.12,0.67,0.79,4.14
25,Nick Lappin,F,TC,18.87,53,27,13,6,40,46,184,14.67,0.51,0.25,0.11,0.75,0.87,3.47
