,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,1377,730,48.03,5000,4456,544,51.091,43927,42506,1421,9.649,0.893,98.957
1,Rouyn-Noranda Huskies,1377,698,63.555,5155,4817,338,56.573,43915,41179,2736,11.075,0.916,102.706
2,Moncton Wildcats,1378,691,49.093,4849,4600,249,49.89,44320,43339,981,10.815,0.886,99.455
3,Halifax Mooseheads,1377,674,58.474,4923,4683,240,52.658,44668,42099,2569,11.918,0.906,102.488
4,Drummondville Voltigeurs,1377,672,59.244,4853,4666,187,57.565,44273,40504,3769,11.968,0.89,100.958
5,Shawinigan Cataractes,1377,663,40.656,4834,4641,193,44.158,42457,42866,-409,10.412,0.879,98.262
6,Cape Breton Screaming Eagles,1377,657,52.708,4771,4734,37,53.986,44050,42673,1377,10.977,0.888,99.684
7,Rimouski Oceanic,1378,641,57.893,5015,5015,0,54.348,44219,44044,175,11.043,0.903,101.305
8,Victoriaville Tigres,1378,638,49.248,4936,4905,31,47.072,43615,45438,-1823,10.904,0.902,101.101
9,Baie-Comeau Drakkar,1377,605,53.556,4666,4940,-274,51.628,42261,43959,-1698,11.235,0.899,101.108
10,Chicoutimi Sagueneens,1377,597,48.836,4435,4715,-280,48.463,41264,43324,-2060,10.084,0.9,100.06
11,Val-d'Or Foreurs,1377,594,40.746,4718,5161,-443,42.189,41994,44658,-2664,10.055,0.894,99.374
12,Acadie-Bathurst Titan,1377,567,42.346,4518,5031,-513,44.795,43255,44768,-1513,10.012,0.889,98.851
13,Gatineau Olympiques,1087,540,48.614,3806,3552,254,46.428,32116,31776,340,11.036,0.898,100.856
14,Saint John Sea Dogs,949,410,39.089,3194,3413,-219,44.545,29540,31334,-1794,9.408,0.883,97.62
15,PEI Rocket,690,294,48.761,2299,2493,-194,48.278,20769,23031,-2262,10.833,0.89,99.903
16,Blainville-Boisbriand Armada,536,280,48.968,1836,1556,280,49.905,15732,14410,1322,10.315,0.893,99.577
17,Lewiston MAINEiacs,554,263,49.223,1841,1824,17,50.043,17927,16891,1036,10.894,0.889,99.788
18,Charlottetown Islanders,399,185,51.256,1336,1340,-4,53.087,13373,12963,410,9.552,0.898,99.374
19,Sherbrooke Phoenix,467,175,49.366,1455,1758,-303,52.573,14209,15192,-983,9.916,0.886,98.464
20,Hull Olympiques,288,158,52.575,1123,1015,108,50.234,8804,8985,-181,12.176,0.889,101.045
21,Sherbrooke Castors,288,134,49.782,980,1027,-47,49.199,9151,9492,-341,10.49,0.898,100.215
22,Montreal Rocket,288,120,47.41,979,1127,-148,49.466,9284,9476,-192,10.491,0.886,99.105
23,St. John's Fog Devils,210,82,46.228,656,809,-153,47.59,6472,7175,-703,9.915,0.894,99.328
24,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
25,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
