"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Noah Carroll","D","SSM","19.787","65","1","0","2","1","3","3","33.33","0.02","0.0","0.03","0.02","0.05","0.05","0.22","0.0","0","0","0.0","0","0","0.0","1","3","33.33","0","0","0.0"
"","Joey Keane","D","BAR","18.207","62","1","0","1","1","2","4","25.0","0.02","0.0","0.02","0.02","0.03","0.06","0.34","0.01","0","0","0.0","0","0","0.0","1","4","25.0","0","0","0.0"
"","Ryan McLeod","C","MISS","17.985","68","0","1","1","1","2","0","0.0","0.0","0.01","0.01","0.01","0.03","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","12","17","70.59"
"","Joseph Garreffa","RW","KIT","18.103","68","0","1","1","1","2","0","0.0","0.0","0.01","0.01","0.01","0.03","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","4","5","80.0"
"","Brandon Saigeon","C","HAM","19.256","65","1","0","1","1","2","1","100.0","0.02","0.0","0.02","0.02","0.03","0.02","0.27","0.0","0","0","0.0","0","0","0.0","1","1","100.0","4","9","44.44"
"","Logan Stanley","D","KIT","19.308","61","0","1","1","1","2","1","0.0","0.0","0.02","0.02","0.02","0.03","0.02","0.06","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Ben Hawerchuk","LW","BAR","19.472","52","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.04","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","10","0.0"
"","Billy Moskal","C","LDN","17.484","66","1","0","0","1","1","3","33.33","0.02","0.0","0.0","0.02","0.02","0.05","0.42","0.01","0","1","0.0","1","1","100.0","0","1","0.0","5","12","41.67"
"","Nikita Korostelev","RW","PBO","20.6","64","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.41","0.01","0","0","0.0","0","0","0.0","1","2","50.0","0","0","0.0"
"","Tyler Tucker","D","BAR","17.542","59","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.18","0.0","0","0","0.0","0","0","0.0","1","2","50.0","0","0","0.0"
"","Hayden McCool","LW","OSH","20.43","59","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","3","5","60.0"
"","Sean Day","D","WSR/KGN","19.683","50","0","1","0","1","1","2","0.0","0.0","0.02","0.0","0.02","0.02","0.04","0.09","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Brett McKenzie","C","OS/NB","20.512","64","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","2","4","50.0"
"","Sam Miletic","LW","NIAG/LDN","20.367","63","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.28","0.0","0","0","0.0","1","1","100.0","0","0","0.0","0","0","0.0"
"","Kole Sherwood","RW","KIT","20.647","57","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.15","0.0","0","0","0.0","0","0","0.0","1","1","100.0","3","6","50.0"
"","Owen Tippett","RW","MISS","18.579","51","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.1","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Michael McLeod","C","MISS","19.614","38","1","0","0","1","1","1","100.0","0.03","0.0","0.0","0.03","0.03","0.03","0.33","0.01","0","0","0.0","1","1","100.0","0","0","0.0","6","9","66.67"
"","Logan Brown","C","WSR/KIT","19.532","32","1","0","0","1","1","1","100.0","0.03","0.0","0.0","0.03","0.03","0.03","0.2","0.01","1","1","100.0","0","0","0.0","0","0","0.0","1","1","100.0"
"","Mitch Eliot","D","SAR","19.606","16","0","1","0","1","1","1","0.0","0.0","0.06","0.0","0.06","0.06","0.06","0.05","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Ryan Bangs","D","LDN","17.684","7","0","1","0","1","1","0","0.0","0.0","0.14","0.0","0.14","0.14","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Liam Foudy","C","LDN","17.613","65","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","4","6","66.67"
"","Matthew Timms","D","PBO","19.346","46","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.14","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Alex Gritz","C","ER","17.0","67","0","1","0","1","1","0","0.0","0.0","0.01","0.0","0.01","0.01","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","4","10","40.0"
"","Connor Corcoran","D","WSR","17.106","63","0","1","0","1","1","2","0.0","0.0","0.02","0.0","0.02","0.02","0.03","0.18","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Nicholas Porco","LW","SAG","16.512","57","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.03","0.0","0","0","0.0","0","0","0.0","1","1","100.0","1","2","50.0"
"","Lucas Chiodo","LW","BAR","18.875","68","1","0","0","1","1","1","100.0","0.01","0.0","0.0","0.01","0.01","0.01","0.0","0.0","0","0","0.0","0","0","0.0","1","1","100.0","1","3","33.33"
"","Andrei Svechnikov","RW","BAR","17.473","44","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.17","0.0","0","0","0.0","0","1","0.0","0","0","0.0","1","2","50.0"
"","Jaden Peca","RW","BAR","18.412","64","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.0","0.0","0","0","0.0","0","0","0.0","1","1","100.0","0","0","0.0"
"","Zachary Magwood","C","BAR","19.401","65","0","1","0","1","1","2","0.0","0.0","0.02","0.0","0.02","0.02","0.03","0.54","0.01","0","1","0.0","0","1","0.0","0","0","0.0","3","5","60.0"
"","Noel Hoefenmayer","D","OTT","18.692","65","0","1","0","1","1","4","0.0","0.0","0.02","0.0","0.02","0.02","0.06","0.36","0.01","0","0","0.0","0","0","0.0","0","4","0.0","0","0","0.0"
"","Hudson Wilson","D","OTT","18.371","66","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Kirill Nizhnikov","RW","BAR/SBY","17.465","63","1","0","0","1","1","4","25.0","0.02","0.0","0.0","0.02","0.02","0.06","0.56","0.01","0","1","0.0","0","0","0.0","1","3","33.33","0","0","0.0"
"","Jordan Sambrook","D","SSM/ER","19.431","67","1","0","0","1","1","3","33.33","0.01","0.0","0.0","0.01","0.01","0.04","0.78","0.01","0","2","0.0","0","0","0.0","1","1","100.0","0","0","0.0"
"","Kevin Bahl","D","OTT","17.219","58","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Jason Robertson","RW","KGN","18.152","68","1","0","0","1","1","3","33.33","0.01","0.0","0.0","0.01","0.01","0.04","0.4","0.01","0","0","0.0","0","1","0.0","1","2","50.0","0","3","0.0"
"","Macauley Carson","LW","SBY","18.514","48","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","2","3","66.67"
"","Kenny Huether","RW","OSH","20.11","67","1","0","0","1","1","4","25.0","0.01","0.0","0.0","0.01","0.01","0.06","0.55","0.01","0","0","0.0","0","1","0.0","1","3","33.33","2","4","50.0"
"","Owen Lalonde","D","GUE","17.621","67","1","0","0","1","1","1","100.0","0.01","0.0","0.0","0.01","0.01","0.01","0.15","0.0","0","0","0.0","0","0","0.0","1","1","100.0","0","0","0.0"
"","Liam Hawel","C","GUE","18.412","62","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","5","10","50.0"
"","Riley Stillman","D","HAM/OSH","19.521","62","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.17","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Merrick Rippon","D","MISS/OTT","17.386","68","0","1","0","1","1","3","0.0","0.0","0.01","0.0","0.01","0.01","0.04","0.22","0.0","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Ryan McGregor","C","SAR","18.629","50","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.04","0.17","0.0","0","0","0.0","1","1","100.0","0","1","0.0","12","16","75.0"
"","Adam Mascherin","LW","KIT","19.278","67","1","0","0","1","1","3","33.33","0.01","0.0","0.0","0.01","0.01","0.04","0.42","0.01","0","0","0.0","0","0","0.0","1","3","33.33","1","3","33.33"
"","Josh Nelson","C","LDN","18.306","65","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.49","0.01","0","0","0.0","0","0","0.0","1","2","50.0","1","7","14.29"
"","Will Bitten","C","HAM","19.185","62","0","1","0","1","1","0","0.0","0.0","0.02","0.0","0.02","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","5","7","71.43"
"","Matthew Strome","LW","HAM","18.692","65","1","0","0","1","1","1","100.0","0.02","0.0","0.0","0.02","0.02","0.02","0.23","0.0","1","1","100.0","0","0","0.0","0","0","0.0","0","2","0.0"
"","Marian Studenic","RW","HAM","18.883","62","0","1","0","1","1","2","0.0","0.0","0.02","0.0","0.02","0.02","0.03","0.28","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","1","0.0"
"","Matthew Philip","C","NIAG","18.295","68","1","0","0","1","1","2","50.0","0.01","0.0","0.0","0.01","0.01","0.03","0.35","0.01","0","0","0.0","1","1","100.0","0","1","0.0","9","14","64.29"
"","Johnny Corneil","LW","NIAG","20.083","64","1","0","0","1","1","3","33.33","0.02","0.0","0.0","0.02","0.02","0.05","0.5","0.01","0","0","0.0","0","1","0.0","1","2","50.0","0","3","0.0"
"","Philip Tomasino","RW","NIAG","16.134","61","0","1","0","1","1","1","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.22","0.0","0","1","0.0","0","0","0.0","0","0","0.0","1","3","33.33"
"","Brady Hinz","RW","SAR/PBO","17.369","68","0","1","0","1","1","0","0.0","0.0","0.01","0.0","0.01","0.01","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","2","0.0"
"","Barrett Hayton","C","SSM","17.268","63","1","0","0","1","1","3","33.33","0.02","0.0","0.0","0.02","0.02","0.05","0.49","0.01","0","0","0.0","1","1","100.0","0","2","0.0","8","20","40.0"
"","Sean Durzi","D","OS","18.903","40","0","1","0","1","1","1","0.0","0.0","0.03","0.0","0.03","0.03","0.03","0.15","0.0","0","0","0.0","0","1","0.0","0","0","0.0","0","0","0.0"
"","Markus Phillips","D","OS","18.489","68","1","0","0","1","1","7","14.29","0.01","0.0","0.0","0.01","0.01","0.1","0.82","0.01","0","0","0.0","0","0","0.0","1","7","14.29","0","0","0.0"
"","Jonah Gadjovich","LW","OS","18.927","42","1","0","0","1","1","4","25.0","0.02","0.0","0.0","0.02","0.02","0.1","0.64","0.02","1","1","100.0","0","1","0.0","0","2","0.0","1","3","33.33"
"","Maksim Sushko","RW","OS","18.596","60","1","0","0","1","1","2","50.0","0.02","0.0","0.0","0.02","0.02","0.03","0.44","0.01","0","1","0.0","1","1","100.0","0","0","0.0","1","4","25.0"
"","Aidan Dudas","C","OS","17.252","68","1","0","0","1","1","3","33.33","0.01","0.0","0.0","0.01","0.01","0.04","0.35","0.01","1","1","100.0","0","0","0.0","0","2","0.0","9","21","42.86"
"","Conor Timmins","D","SSM","18.993","36","1","0","0","1","1","1","100.0","0.03","0.0","0.0","0.03","0.03","0.03","0.15","0.0","0","0","0.0","0","0","0.0","1","1","100.0","0","0","0.0"
"","Evan Bouchard","D","LDN","17.906","67","0","0","2","0","2","5","0.0","0.0","0.0","0.03","0.0","0.03","0.07","0.72","0.01","0","1","0.0","0","0","0.0","0","4","0.0","0","0","0.0"
"","Jacob Friend","D","OS","20.135","61","0","0","1","0","1","1","0.0","0.0","0.0","0.02","0.0","0.02","0.02","0.05","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Keaton Middleton","D","SAG","19.595","64","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Benjamin Gleason","D","HAM","19.477","63","0","0","1","0","1","1","0.0","0.0","0.0","0.02","0.0","0.02","0.02","0.02","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Rasmus Sandin","D","SSM","17.525","51","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Gabriel Vilardi","C","KGN","18.084","32","0","0","1","0","1","0","0.0","0.0","0.0","0.03","0.0","0.03","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","2","4","50.0"
"","Josh Wainman","D","ER","18.568","67","0","0","1","0","1","2","0.0","0.0","0.0","0.01","0.0","0.01","0.03","0.07","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Justin Murray","D","BAR","19.067","62","0","0","1","0","1","4","0.0","0.0","0.0","0.02","0.0","0.02","0.06","0.16","0.0","0","0","0.0","0","0","0.0","0","4","0.0","0","0","0.0"
"","Taylor Raddysh","RW","SSM/ER","19.573","58","0","0","1","0","1","3","0.0","0.0","0.0","0.02","0.0","0.02","0.05","0.58","0.01","0","0","0.0","0","1","0.0","0","2","0.0","3","4","75.0"
"","Kyle Rhodes","D","SBY","19.724","57","0","0","1","0","1","2","0.0","0.0","0.0","0.02","0.0","0.02","0.04","0.12","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Domenico Commisso","C","OSH","19.571","63","0","0","1","0","1","2","0.0","0.0","0.0","0.02","0.0","0.02","0.03","0.2","0.0","0","0","0.0","0","0","0.0","0","2","0.0","9","11","81.82"
"","Kyle MacLean","C","OSH","18.382","44","0","0","1","0","1","1","0.0","0.0","0.0","0.02","0.0","0.02","0.02","0.09","0.0","0","0","0.0","0","0","0.0","0","1","0.0","6","11","54.55"
"","Garrett McFadden","D","GUE","20.069","68","0","0","1","0","1","1","0.0","0.0","0.0","0.01","0.0","0.01","0.01","0.06","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Theo Calvas","D","SAR","19.111","68","0","0","1","0","1","1","0.0","0.0","0.0","0.01","0.0","0.01","0.01","0.03","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Connor Schlichting","D","SAR","20.332","67","0","0","1","0","1","3","0.0","0.0","0.0","0.01","0.0","0.01","0.04","0.2","0.0","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Kirill Maksimov","RW","NIAG","18.292","62","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","1","0.0"
"","Billy Constantinou","D","NIAG","16.477","45","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Anthony DeMeo","D","SSM","18.251","67","0","0","1","0","1","0","0.0","0.0","0.0","0.01","0.0","0.01","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Cole Cameron","D","OS","19.354","66","0","0","1","0","1","0","0.0","0.0","0.0","0.02","0.0","0.02","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Bobby Dow","RW","PBO","18.861","63","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Emmett Sproule","C","ER","16.493","56","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Chris Playfair","LW","WSR","17.293","66","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","2","3","66.67"
"","Brady Gilmour","C","SAG","18.412","41","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","7","15","46.67"
"","Seva Losev","LW","OTT","17.257","30","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Kody Clark","RW","OTT","17.925","56","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.17","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","1","0.0"
"","Adam Varga","RW","MISS","16.274","46","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Jacob Ball","LW","NB","18.664","4","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Justin Pringle","LW","KGN","17.523","25","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Shane Bulitka","LW","SBY","18.188","67","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","8","15","53.33"
"","Sean Allen","D","OSH","19.404","52","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Liam Stevens","LW","GUE","18.399","4","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Mark Woolley","D","GUE","15.803","66","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Hugo Leufvenius","LW","SAR","18.475","68","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.04","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Andrew Bruder","C","NIAG","17.082","52","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Mathieu Foget","RW","MISS/OTT","20.529","68","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.06","0.51","0.01","0","0","0.0","0","1","0.0","0","3","0.0","5","8","62.5"
"","Cole Carter","RW","MISS/KIT","19.195","66","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","1","0.0"
"","Nicolas Mattinen","D","HAM/FLNT","19.532","64","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.17","0.0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Riley McCourt","D","HAM/FLNT","17.221","56","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.07","0.0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Matt McNamara","D","PBO","17.35","49","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Ian Martin","RW","NIAG","16.633","24","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Calvin Martin","LW","SSM","17.999","19","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Ryan O'Bonsawin","D","SBY","18.511","8","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Anthony Gagnon","RW","GAT","18.563","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Robert Thomas","C","HAM/LDN","18.207","49","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.13","0.0","0","0","0.0","0","0","0.0","0","1","0.0","8","14","57.14"
"","Nico Gross","D","OSH","17.638","58","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Jackson Doherty","LW","OS","17.065","53","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Anthony Aguanno","D","GUE","16.496","7","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Isaac Walker","D","MISS","17.501","58","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Navrin Mutter","LW","HAM","16.504","28","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Joe Carroll","LW","SSM","16.619","53","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Igor Chibrikov","D","OS","15.792","41","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Zack Pilon","D","FLNT","16.797","43","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Aidan Brown","RW","BAR","17.98","57","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Jamieson Rees","C","SAR","16.551","46","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Eric Guest","C","KIT","17.391","43","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0.0","0","0","0.0","1","2","50.0"
