,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Kootenay Ice,1008,566,50.414,3339,2807,532,50.552,31222,28736,2486,9.429,0.905,99.86
1,Calgary Hitmen,1008,561,54.701,3515,2879,636,52.57,31546,27786,3760,10.715,0.901,100.823
2,Kelowna Rockets,1008,544,56.797,3290,2772,518,51.39,31163,27684,3479,11.504,0.909,102.374
3,Brandon Wheat Kings,1008,522,46.592,3523,3207,316,47.687,31795,30506,1289,9.923,0.896,99.542
4,Spokane Chiefs,1008,519,55.191,3312,2901,411,54.732,32518,28837,3681,10.25,0.897,99.929
5,Medicine Hat Tigers,1008,509,52.465,3566,3239,327,49.359,31367,30919,448,10.494,0.908,101.331
6,Tri-City Americans,1008,509,55.234,3333,3156,177,50.966,31340,31261,79,10.862,0.909,101.648
7,Red Deer Rebels,1008,496,49.997,2971,2826,145,49.493,30425,29296,1129,8.596,0.916,100.246
8,Kamloops Blazers,1008,489,55.22,3249,3230,19,53.094,30329,31394,-1065,10.659,0.904,100.956
9,Swift Current Broncos,1008,484,48.489,3097,3072,25,48.956,30574,30738,-164,9.142,0.908,99.908
10,Saskatoon Blades,1008,481,54.906,3186,3200,-14,51.877,30761,31886,-1125,10.515,0.906,101.091
11,Moose Jaw Warriors,1008,445,47.033,3212,3406,-194,50.314,31082,32500,-1418,9.009,0.898,98.785
12,Seattle Thunderbirds,1008,426,41.346,3007,3270,-263,46.168,31055,32158,-1103,8.56,0.896,98.138
13,Vancouver Giants,864,426,46.211,2839,2625,214,52.142,27301,23850,3451,9.709,0.876,97.356
14,Regina Pats,1008,415,44.861,2996,3390,-394,45.35,29115,31753,-2638,10.284,0.897,99.939
15,Lethbridge Hurricanes,1008,413,44.628,3054,3392,-338,46.632,29048,30557,-1509,9.165,0.901,99.18
16,Prince George Cougars,1008,383,40.204,2919,3592,-673,47.072,30177,33030,-2853,8.383,0.89,97.323
17,Prince Albert Raiders,1008,376,46.896,2937,3622,-685,49.296,30467,33207,-2740,9.253,0.898,99.04
18,Everett Silvertips,720,321,42.12,1895,1959,-64,43.965,19813,22265,-2452,8.856,0.904,99.309
19,Portland Winter Hawks,720,266,36.001,1938,2593,-655,43.234,20719,23355,-2636,8.121,0.89,97.205
20,Portland Winterhawks,288,189,61.665,1220,859,361,56.202,11146,9280,1866,10.86,0.912,102.102
21,Edmonton Oil Kings,432,188,59.092,1348,1342,6,55.57,13680,13195,485,10.192,0.912,101.42
22,Chilliwack Bruins,360,119,45.386,953,1240,-287,45.052,9769,11701,-1932,10.138,0.901,100.157
23,Victoria Royals,144,51,44.31,448,568,-120,47.07,4147,4665,-518,10.55,0.881,98.635
