,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,London Knights,884,558,60.09,3679,2620,1059,51.41,31100,29157,1943,12.465,0.912,103.656
1,Kitchener Rangers,884,472,51.0,3141,2725,416,49.786,31690,28504,3186,10.86,0.9,100.866
2,Barrie Colts,884,440,48.141,3200,2874,326,48.784,29833,29977,-144,10.294,0.894,99.649
3,Sault Ste. Marie Greyhounds,884,434,56.232,3124,2896,228,52.51,29223,28035,1188,11.32,0.902,101.524
4,Windsor Spitfires,884,433,53.332,3231,3067,164,51.323,31125,28769,2356,10.535,0.904,100.928
5,Owen Sound Attack,884,415,56.598,3054,2904,150,55.154,31693,28755,2938,10.068,0.905,100.557
6,Guelph Storm,884,404,42.36,2936,2935,1,46.308,28746,29459,-713,9.09,0.893,98.313
7,Ottawa 67's,884,387,47.368,3076,3128,-52,47.511,28740,30603,-1863,10.959,0.892,100.094
8,Erie Otters,884,386,60.717,3151,3293,-142,56.72,29407,29820,-413,12.196,0.897,101.858
9,Saginaw Spirit,884,383,44.871,2986,3151,-165,49.259,29216,30856,-1640,9.184,0.889,98.001
10,Oshawa Generals,884,373,51.962,3066,3201,-135,51.224,30564,29422,1142,9.532,0.907,100.143
11,Peterborough Petes,884,370,49.079,2842,3287,-445,47.944,29010,32296,-3286,9.874,0.904,100.297
12,Plymouth Whalers,748,368,46.956,2618,2358,260,46.41,25091,26061,-970,9.458,0.91,100.438
13,Kingston Frontenacs,884,361,50.257,2942,3248,-306,52.478,30173,30723,-550,8.677,0.906,99.246
14,Sarnia Sting,884,336,49.36,2927,3346,-419,48.356,28418,30406,-1988,11.365,0.893,100.641
15,Belleville Bulls,748,332,45.879,2342,2432,-90,47.649,24290,26286,-1996,8.751,0.906,99.317
16,Sudbury Wolves,884,309,40.7,2660,3341,-681,45.058,27617,31590,-3973,8.998,0.893,98.221
17,Niagara IceDogs,680,307,47.366,2356,2291,65,48.426,23392,22444,948,9.381,0.902,99.59
18,Brampton Battalion,612,296,50.99,1951,1807,144,55.966,21345,17826,3519,8.136,0.902,98.269
19,Mississauga St. Michael's Majors,272,127,50.076,837,832,5,49.318,8846,8629,217,9.358,0.908,100.195
20,Mississauga Steelheads,340,126,48.757,963,1177,-214,49.205,10423,11531,-1108,9.644,0.902,99.846
21,North Bay Battalion,272,122,47.611,877,859,18,51.116,8852,7864,988,9.446,0.892,98.626
22,Mississauga IceDogs,204,100,51.748,720,716,4,53.132,7375,6672,703,10.07,0.894,99.458
23,Toronto St. Michael's Majors,204,77,43.972,654,805,-151,45.922,6649,7591,-942,9.81,0.895,99.303
24,Hamilton Bulldogs,136,54,47.27,431,481,-50,49.025,4145,4314,-169,10.1,0.892,99.22
25,Mississauga St. Michaels Majors,68,49,62.75,283,168,115,58.69,2543,1790,753,10.78,0.908,101.6
26,Flint Firebirds,136,48,44.285,409,514,-105,49.26,4307,4433,-126,9.15,0.888,97.875
